Date,OFG
2010-01-04,7.420689105987549
2010-01-05,7.477768898010254
2010-01-06,7.370737552642822
2010-01-07,7.798858642578125
2010-01-08,7.82026481628418
2010-01-11,7.8916120529174805
2010-01-12,7.756045818328857
2010-01-13,7.8916120529174805
2010-01-14,8.091407775878906
2010-01-15,8.20556926727295
2010-01-19,8.548060417175293
2010-01-20,8.569466590881348
2010-01-21,8.398219108581543
2010-01-22,8.540923118591309
2010-01-25,8.712170600891113
2010-01-26,8.776389122009277
2010-01-27,8.890551567077637
2010-01-28,8.933367729187012
2010-01-29,8.119942665100098
2010-02-01,8.062864303588867
2010-02-02,7.848803520202637
2010-02-03,7.748908042907715
2010-02-04,7.49917459487915
2010-02-05,7.492039680480957
2010-02-08,7.135274410247803
2010-02-09,7.213764190673828
2010-02-10,7.156681537628174
2010-02-11,7.149547576904297
2010-02-12,7.228034496307373
2010-02-16,7.249443054199219
2010-02-17,7.270843029022217
2010-02-18,7.520580291748047
2010-02-19,7.5847954750061035
2010-02-22,7.763180255889893
2010-02-23,7.649017810821533
2010-02-24,7.656148433685303
2010-02-25,7.777448654174805
2010-02-26,7.877345085144043
2010-03-01,7.905884742736816
2010-03-02,8.105671882629395
2010-03-03,7.863070487976074
2010-03-04,7.855941295623779
2010-03-05,8.226972579956055
2010-03-08,8.305459976196289
2010-03-09,8.483841896057129
2010-03-10,8.633682250976562
2010-03-11,8.7977933883667
2010-03-12,8.498114585876465
2010-03-15,8.262648582458496
2010-03-16,8.740714073181152
2010-03-17,8.990447044372559
2010-03-18,8.969039916992188
2010-03-19,9.104609489440918
2010-03-22,9.14742374420166
2010-03-23,9.211636543273926
2010-03-24,9.853815078735352
2010-03-25,9.932307243347168
2010-03-26,9.989386558532715
2010-03-29,10.082409858703613
2010-03-30,9.9249849319458
2010-03-31,9.660222053527832
2010-04-01,10.125343322753906
2010-04-05,10.018010139465332
2010-04-06,10.647711753845215
2010-04-07,10.425885200500488
2010-04-08,10.619089126586914
2010-04-09,10.275613784790039
2010-04-12,10.018010139465332
2010-04-13,10.712111473083496
2010-04-14,11.084212303161621
2010-04-15,11.463461875915527
2010-04-16,11.241637229919434
2010-04-19,10.962564468383789
2010-04-20,11.348971366882324
2010-04-21,11.785468101501465
2010-04-22,11.663819313049316
2010-04-23,11.878495216369629
2010-04-26,11.67813491821289
2010-04-27,11.055585861206055
2010-04-28,10.998346328735352
2010-04-29,11.570799827575684
2010-04-30,11.964363098144531
2010-05-03,11.234482765197754
2010-05-04,10.640558242797852
2010-05-05,10.483131408691406
2010-05-06,9.774714469909668
2010-05-07,9.581511497497559
2010-05-10,10.583312034606934
2010-05-11,10.447352409362793
2010-05-12,10.719269752502441
2010-05-13,10.55469036102295
2010-05-14,10.204059600830078
2010-05-17,10.390105247497559
2010-05-18,10.11103343963623
2010-05-19,9.667380332946777
2010-05-20,9.288125991821289
2010-05-21,9.474170684814453
2010-05-24,9.230879783630371
2010-05-25,9.481330871582031
2010-05-26,9.588665008544922
2010-05-27,9.96076488494873
2010-05-28,9.789024353027344
2010-06-01,9.331061363220215
2010-06-02,9.724625587463379
2010-06-03,9.660222053527832
2010-06-04,9.481330871582031
2010-06-07,9.373994827270508
2010-06-08,9.42408561706543
2010-06-09,9.123541831970215
2010-06-10,9.452704429626465
2010-06-11,9.43123722076416
2010-06-14,9.280969619750977
2010-06-15,9.488486289978027
2010-06-16,9.703158378601074
2010-06-17,9.517107009887695
2010-06-18,9.61728572845459
2010-06-21,9.388306617736816
2010-06-22,9.245190620422363
2010-06-23,9.338214874267578
2010-06-24,9.238033294677734
2010-06-25,9.366837501525879
2010-06-28,9.352478981018066
2010-06-29,8.964889526367188
2010-06-30,9.086908340454102
2010-07-01,9.287884712219238
2010-07-02,8.993600845336914
2010-07-06,8.885933876037598
2010-07-07,8.936180114746094
2010-07-08,9.216109275817871
2010-07-09,9.747255325317383
2010-07-12,9.632412910461426
2010-07-13,10.041536331176758
2010-07-14,9.984115600585938
2010-07-15,10.048717498779297
2010-07-16,9.70418930053711
2010-07-19,9.661121368408203
2010-07-20,10.034358024597168
2010-07-21,9.87645149230957
2010-07-22,10.1420259475708
2010-07-23,10.220982551574707
2010-07-26,10.220982551574707
2010-07-27,10.192267417907715
2010-07-28,9.941049575805664
2010-07-29,9.826205253601074
2010-07-30,10.163558006286621
2010-08-02,10.106135368347168
2010-08-03,10.048717498779297
