Date,CBU
2010-01-04,11.659960746765137
2010-01-05,11.064155578613281
2010-01-06,10.647096633911133
2010-01-07,11.147568702697754
2010-01-08,11.189270973205566
2010-01-11,11.028409957885742
2010-01-12,11.13565444946289
2010-01-13,11.266728401184082
2010-01-14,11.582508087158203
2010-01-15,11.326308250427246
2010-01-19,11.618257522583008
2010-01-20,11.606339454650879
2010-01-21,11.939992904663086
2010-01-22,11.993619918823242
2010-01-25,12.112776756286621
2010-01-26,12.357062339782715
2010-01-27,12.923076629638672
2010-01-28,12.678794860839844
2010-01-29,12.458340644836426
2010-02-01,12.494091033935547
2010-02-02,12.553674697875977
2010-02-03,12.208105087280273
2010-02-04,12.035322189331055
2010-02-05,12.38089370727539
2010-02-08,11.98169994354248
2010-02-09,11.945944786071777
2010-02-10,12.118734359741211
2010-02-11,11.98765754699707
2010-02-12,12.214066505432129
2010-02-16,12.434516906738281
2010-02-17,12.500056266784668
2010-02-18,12.803915977478027
2010-02-19,12.76220989227295
2010-02-22,13.060111999511719
2010-02-23,13.11374282836914
2010-02-24,13.298436164855957
2010-02-25,13.280567169189453
2010-02-26,13.352057456970215
2010-03-01,13.375892639160156
2010-03-02,13.495051383972168
2010-03-03,13.2150239944458
2010-03-04,13.286520004272461
2010-03-05,13.536759376525879
2010-03-08,13.566548347473145
2010-03-09,13.596335411071777
2010-03-10,13.673796653747559
2010-03-11,13.884345054626465
2010-03-12,13.854269027709961
2010-03-15,13.758017539978027
2010-03-16,13.908413887023926
2010-03-17,14.064817428588867
2010-03-18,14.010674476623535
2010-03-19,14.05880355834961
2010-03-22,14.179119110107422
2010-03-23,14.191146850585938
2010-03-24,14.19716739654541
2010-03-25,14.173099517822266
2010-03-26,13.908413887023926
2010-03-29,13.872316360473633
2010-03-30,13.908413887023926
2010-03-31,13.703875541687012
2010-04-01,13.926456451416016
2010-04-05,14.052786827087402
2010-04-06,14.491938591003418
2010-04-07,14.353569030761719
2010-04-08,14.329511642456055
2010-04-09,14.407713890075684
2010-04-12,14.51600170135498
2010-04-13,14.275371551513672
2010-04-14,14.72654914855957
2010-04-15,14.816788673400879
2010-04-16,14.353569030761719
2010-04-19,14.552103996276855
2010-04-20,14.576162338256836
2010-04-21,15.04538631439209
2010-04-22,15.502578735351562
2010-04-23,15.57476806640625
2010-04-26,15.069445610046387
2010-04-27,14.828821182250977
2010-04-28,15.406326293945312
2010-04-29,15.935707092285156
2010-04-30,14.840848922729492
2010-05-03,14.937103271484375
2010-05-04,14.118955612182617
2010-05-05,14.419747352600098
2010-05-06,13.83621597290039
2010-05-07,13.43918228149414
2010-05-10,14.522015571594238
2010-05-11,14.822803497314453
2010-05-12,15.30406665802002
2010-05-13,15.24390983581543
2010-05-14,14.925071716308594
2010-05-17,15.063427925109863
2010-05-18,14.624283790588379
2010-05-19,14.311467170715332
2010-05-20,13.306838035583496
2010-05-21,13.643712997436523
2010-05-24,13.294804573059082
2010-05-25,13.625666618347168
2010-05-26,13.282773971557617
2010-05-27,14.010674476623535
2010-05-28,13.745987892150879
2010-06-01,13.270739555358887
2010-06-02,13.854269027709961
2010-06-03,13.884345054626465
2010-06-04,13.042144775390625
2010-06-07,13.276749610900879
2010-06-08,13.1985502243042
2010-06-09,12.915815353393555
2010-06-10,13.36097526550293
2010-06-11,13.762351989746094
2010-06-14,13.817090034484863
2010-06-15,13.96911907196045
2010-06-16,14.090757369995117
2010-06-17,14.206297874450684
2010-06-18,14.236705780029297
2010-06-21,14.285358428955078
2010-06-22,14.078588485717773
2010-06-23,13.738025665283203
2010-06-24,13.531257629394531
2010-06-25,14.102922439575195
2010-06-28,13.932634353637695
2010-06-29,13.555588722229004
2010-06-30,13.397468566894531
2010-07-01,13.585990905761719
2010-07-02,13.561664581298828
2010-07-06,13.500848770141602
2010-07-07,14.109002113342285
2010-07-08,14.346173286437988
2010-07-09,14.674576759338379
2010-07-12,14.60159683227539
2010-07-13,15.240147590637207
2010-07-14,15.088111877441406
2010-07-15,14.966485023498535
2010-07-16,14.455636024475098
2010-07-19,14.303606986999512
2010-07-20,14.382665634155273
2010-07-21,13.859661102294922
2010-07-22,14.394827842712402
2010-07-23,15.051624298095703
2010-07-26,15.477323532104492
2010-07-27,15.525970458984375
2010-07-28,15.337445259094238
2010-07-29,15.331375122070312
2010-07-30,15.051624298095703
2010-08-02,15.361776351928711
2010-08-03,15.300959587097168
2010-08-04,15.41043472290039
2010-08-05,15.28271770477295
2010-08-06,15.063787460327148
2010-08-09,15.373947143554688
2010-08-10,15.142847061157227
2010-08-11,14.473884582519531
2010-08-12,14.273193359375
2010-08-13,13.981284141540527
2010-08-16,14.139405250549316
2010-08-17,14.358332633972168
2010-08-18,14.376578330993652
2010-08-19,14.090757369995117
2010-08-20,14.090757369995117
2010-08-23,13.76843547821045
2010-08-24,13.792757034301758
2010-08-25,13.896147727966309
2010-08-26,13.756269454956055
2010-08-27,14.023858070373535
2010-08-30,13.482604026794434
2010-08-31,13.731941223144531
2010-09-01,13.932634353637695
2010-09-02,13.871816635131836
2010-09-03,13.987363815307617
2010-09-07,13.798844337463379
2010-09-08,13.975202560424805
2010-09-09,13.774516105651855
2010-09-10,13.665050506591797
2010-09-13,13.861757278442383
2010-09-14,13.73266887664795
2010-09-15,13.812582015991211
2010-09-16,13.53596019744873
2010-09-17,13.726517677307129
2010-09-20,14.285910606384277
2010-09-21,14.089201927185059
