Date,ALTG
2019-04-25,9.016305923461914
2019-04-26,9.016305923461914
2019-04-29,9.016305923461914
2019-04-30,9.016305923461914
2019-05-01,9.016305923461914
2019-05-02,9.016305923461914
2019-05-03,9.016305923461914
2019-05-06,9.016305923461914
2019-05-07,9.016305923461914
2019-05-08,9.016305923461914
2019-05-09,9.016305923461914
2019-05-10,9.016305923461914
2019-05-13,9.016305923461914
2019-05-14,9.016305923461914
2019-05-15,9.016305923461914
2019-05-16,9.016305923461914
2019-05-17,8.99213981628418
2019-05-20,8.99213981628418
2019-05-21,8.99213981628418
2019-05-22,8.99213981628418
2019-05-23,9.105538368225098
2019-05-24,9.105538368225098
2019-05-28,9.105538368225098
2019-05-29,9.105538368225098
2019-05-30,9.105538368225098
2019-05-31,9.105538368225098
2019-06-03,9.105538368225098
2019-06-04,9.099964141845703
2019-06-05,9.099964141845703
2019-06-06,9.105538368225098
2019-06-07,9.062783241271973
2019-06-10,9.062783241271973
2019-06-11,9.062783241271973
2019-06-12,9.062783241271973
2019-06-13,9.062783241271973
2019-06-14,9.062783241271973
2019-06-17,9.062783241271973
2019-06-18,9.15573501586914
2019-06-19,9.121342658996582
2019-06-20,9.081375122070312
2019-06-21,9.081375122070312
2019-06-24,9.099964141845703
2019-06-25,9.062783241271973
2019-06-26,9.062783241271973
2019-06-27,9.044194221496582
2019-06-28,9.062783241271973
2019-07-01,9.053488731384277
2019-07-02,9.062783241271973
2019-07-03,9.062783241271973
2019-07-05,9.062783241271973
2019-07-08,9.062783241271973
2019-07-09,9.062783241271973
2019-07-10,9.0720796585083
2019-07-11,9.081375122070312
2019-07-12,9.081375122070312
2019-07-15,9.099964141845703
2019-07-16,9.099964141845703
2019-07-17,9.099964141845703
2019-07-18,9.099964141845703
2019-07-19,9.099964141845703
2019-07-22,9.081375122070312
2019-07-23,9.081375122070312
2019-07-24,9.081375122070312
2019-07-25,9.081375122070312
2019-07-26,9.081375122070312
2019-07-29,9.081375122070312
2019-07-30,9.081375122070312
2019-07-31,9.081375122070312
2019-08-01,9.099964141845703
2019-08-02,9.099964141845703
2019-08-05,9.099964141845703
2019-08-06,9.098103523254395
2019-08-07,9.098103523254395
2019-08-08,9.098103523254395
2019-08-09,9.127847671508789
2019-08-12,9.127847671508789
2019-08-13,9.127847671508789
2019-08-14,9.109259605407715
2019-08-15,9.081375122070312
2019-08-16,9.081375122070312
2019-08-19,9.081375122070312
2019-08-20,9.099964141845703
2019-08-21,9.099964141845703
