Date,LOCO
2014-07-25,20.811697006225586
2014-07-28,29.862144470214844
2014-07-29,25.895536422729492
2014-07-30,29.93402862548828
2014-07-31,33.56026840209961
2014-08-01,35.68214416503906
2014-08-04,33.257144927978516
2014-08-05,29.71491241455078
2014-08-06,32.0013427734375
2014-08-07,33.6624641418457
2014-08-08,32.0013427734375
2014-08-11,30.9966983795166
2014-08-12,29.507055282592773
2014-08-13,28.848840713500977
2014-08-14,27.66405487060547
2014-08-15,28.89214515686035
2014-08-18,28.753572463989258
2014-08-19,25.904197692871094
2014-08-20,26.146697998046875
2014-08-21,25.86955451965332
2014-08-22,26.51910972595215
2014-08-25,27.87883949279785
2014-08-26,27.341875076293945
2014-08-27,27.315895080566406
2014-08-28,27.411161422729492
2014-08-29,27.982770919799805
2014-09-02,31.195894241333008
2014-09-03,29.784196853637695
2014-09-04,30.130626678466797
2014-09-05,31.386430740356445
2014-09-08,31.343124389648438
2014-09-09,30.9966983795166
2014-09-10,31.395090103149414
2014-09-11,31.732858657836914
2014-09-12,33.6641960144043
2014-09-15,32.027320861816406
2014-09-16,31.8367862701416
2014-09-17,31.90607261657715
2014-09-18,30.823484420776367
2014-09-19,30.667591094970703
2014-09-22,30.373125076293945
2014-09-23,30.269197463989258
2014-09-24,30.936073303222656
2014-09-25,30.39044761657715
2014-09-26,30.451072692871094
2014-09-29,30.73687744140625
2014-09-30,31.10062599182129
2014-10-01,29.507055282592773
2014-10-02,30.36446762084961
2014-10-03,31.057323455810547
2014-10-06,32.3477668762207
2014-10-07,32.217857360839844
2014-10-08,32.546966552734375
2014-10-09,31.48169708251953
2014-10-10,30.8148250579834
2014-10-13,29.645626068115234
2014-10-14,29.688928604125977
2014-10-15,29.074018478393555
2014-10-16,28.970090866088867
2014-10-17,29.446430206298828
2014-10-20,30.36446762084961
2014-10-21,29.862144470214844
2014-10-22,29.65428924560547
2014-10-23,30.05268096923828
2014-10-24,29.992055892944336
2014-10-27,29.636966705322266
2014-10-28,31.542320251464844
2014-10-29,31.793481826782227
2014-10-30,31.732858657836914
2014-10-31,30.87544822692871
2014-11-03,30.918752670288086
2014-11-04,31.343124389648438
2014-11-05,31.48169708251953
2014-11-06,32.304466247558594
2014-11-07,31.698213577270508
2014-11-10,31.68955421447754
2014-11-11,30.50303840637207
2014-11-12,30.73687744140625
2014-11-13,29.879465103149414
2014-11-14,29.732234954833984
2014-11-17,28.32919692993164
2014-11-18,27.86151695251465
2014-11-19,25.653038024902344
2014-11-20,24.735000610351562
2014-11-21,24.379911422729492
2014-11-24,25.16803550720215
2014-11-25,25.237321853637695
2014-11-26,24.215356826782227
2014-11-28,23.747678756713867
2014-12-01,22.405269622802734
2014-12-02,22.214733123779297
2014-12-03,22.509197235107422
2014-12-04,22.01553726196289
2014-12-05,21.712411880493164
2014-12-08,20.543214797973633
2014-12-09,20.924285888671875
2014-12-10,19.980268478393555
2014-12-11,19.296072006225586
2014-12-12,19.81571388244629
2014-12-15,18.698482513427734
2014-12-16,17.659196853637695
2014-12-17,18.5166072845459
2014-12-18,18.44732093811035
2014-12-19,18.27410888671875
2014-12-22,18.326072692871094
2014-12-23,17.910358428955078
2014-12-24,18.248125076293945
2014-12-26,18.100893020629883
2014-12-29,17.970983505249023
2014-12-30,18.031606674194336
2014-12-31,17.295446395874023
2015-01-02,17.546607971191406
2015-01-05,18.066251754760742
2015-01-06,19.503929138183594
2015-01-07,20.647144317626953
2015-01-08,20.577857971191406
2015-01-09,20.309375762939453
2015-01-12,20.24009132385254
2015-01-13,21.21875
2015-01-14,21.175447463989258
2015-01-15,20.24009132385254
2015-01-16,20.551876068115234
2015-01-20,20.266071319580078
2015-01-21,21.054197311401367
2015-01-22,22.102144241333008
2015-01-23,22.751697540283203
2015-01-26,22.656429290771484
2015-01-27,22.197410583496094
2015-01-28,21.937589645385742
2015-01-29,23.202054977416992
2015-01-30,22.28401756286621
2015-02-02,21.963573455810547
2015-02-03,22.301340103149414
2015-02-04,22.180089950561523
2015-02-05,21.850982666015625
2015-02-06,22.11080551147461
2015-02-09,21.591161727905273
2015-02-10,21.513216018676758
2015-02-11,21.175447463989258
2015-02-12,20.906965255737305
2015-02-13,20.95893096923828
2015-02-17,21.036876678466797
2015-02-18,22.162769317626953
2015-02-19,21.91160774230957
2015-02-20,21.461252212524414
2015-02-23,21.409286499023438
2015-02-24,21.357322692871094
2015-02-25,21.608484268188477
2015-02-26,21.530536651611328
2015-02-27,21.29669761657715
2015-03-02,21.32267951965332
2015-03-03,21.634464263916016
2015-03-04,21.53919792175293
2015-03-05,21.32267951965332
2015-03-06,21.29669761657715
2015-03-09,20.785715103149414
2015-03-10,20.72509002685547
2015-03-11,20.318035125732422
2015-03-12,20.785715103149414
2015-03-13,23.470537185668945
2015-03-16,22.81232261657715
2015-03-17,22.83830451965332
2015-03-18,22.647768020629883
2015-03-19,22.422590255737305
2015-03-20,23.383930206298828
2015-03-23,23.435894012451172
2015-03-24,23.513839721679688
2015-03-25,23.08946418762207
2015-03-26,22.57848358154297
2015-03-27,22.49187469482422
2015-03-30,22.353303909301758
2015-03-31,22.180089950561523
2015-04-01,21.833660125732422
2015-04-02,22.197410583496094
2015-04-06,22.171430587768555
2015-04-07,22.335983276367188
2015-04-08,23.262680053710938
2015-04-09,24.293304443359375
2015-04-10,23.929553985595703
2015-04-13,23.600446701049805
2015-04-14,23.4185733795166
2015-04-15,23.42723274230957
2015-04-16,24.518482208251953
