Date,SIG
2010-01-04,21.4741268157959
2010-01-05,21.21282386779785
2010-01-06,21.181150436401367
2010-01-07,21.37118911743164
2010-01-08,22.321372985839844
2010-01-11,22.82813262939453
2010-01-12,22.519329071044922
2010-01-13,22.875642776489258
2010-01-14,22.551002502441406
2010-01-15,22.551002502441406
2010-01-19,22.60642433166504
2010-01-20,22.03631019592285
2010-01-21,21.71959114074707
2010-01-22,21.17323112487793
2010-01-25,21.252410888671875
2010-01-26,21.450366973876953
2010-01-27,21.822521209716797
2010-01-28,21.632484436035156
2010-01-29,21.664161682128906
2010-02-01,22.099660873413086
2010-02-02,22.107574462890625
2010-02-03,22.14716339111328
2010-02-04,21.664161682128906
2010-02-05,21.379104614257812
2010-02-08,21.355348587036133
2010-02-09,21.37118911743164
2010-02-10,21.054458618164062
2010-02-11,21.672073364257812
2010-02-12,22.345129013061523
2010-02-16,22.804378509521484
2010-02-17,22.756866455078125
2010-02-18,22.93898582458496
2010-02-19,22.986499786376953
2010-02-22,22.88355827331543
2010-02-23,22.709360122680664
2010-02-24,22.8914794921875
2010-02-25,22.90732192993164
2010-02-26,22.81229591369629
2010-03-01,22.899394989013672
2010-03-02,22.915233612060547
2010-03-03,22.875642776489258
2010-03-04,23.144861221313477
2010-03-05,23.87333106994629
2010-03-08,23.81790542602539
2010-03-09,23.564525604248047
2010-03-10,23.612031936645508
2010-03-11,23.390321731567383
2010-03-12,23.61995506286621
2010-03-15,23.43783187866211
2010-03-16,23.35073471069336
2010-03-17,23.113187789916992
2010-03-18,23.22403907775879
2010-03-19,22.337207794189453
2010-03-22,22.53516387939453
2010-03-23,22.471817016601562
2010-03-24,22.234264373779297
2010-03-25,22.60642433166504
2010-03-26,24.34842872619629
2010-03-29,25.393630981445312
2010-03-30,25.34611701965332
2010-03-31,25.607418060302734
2010-04-01,25.40946388244629
2010-04-05,26.32006072998047
2010-04-06,26.264625549316406
2010-04-07,26.644695281982422
2010-04-08,26.03499984741211
2010-04-09,26.14585304260254
2010-04-12,26.193359375
2010-04-13,26.573434829711914
2010-04-14,26.96933937072754
2010-04-15,27.001008987426758
2010-04-16,26.90599822998047
2010-04-19,26.573434829711914
2010-04-20,26.803064346313477
2010-04-21,26.921833038330078
2010-04-22,26.945594787597656
2010-04-23,26.96933937072754
2010-04-26,26.74762725830078
2010-04-27,25.742029190063477
2010-04-28,25.456968307495117
2010-04-29,25.710344314575195
2010-04-30,25.354036331176758
2010-05-03,25.844961166381836
2010-05-04,25.227346420288086
2010-05-05,24.82351303100586
2010-05-06,23.992101669311523
2010-05-07,23.160690307617188
2010-05-10,24.3088321685791
2010-05-11,24.300914764404297
2010-05-12,25.963733673095703
2010-05-13,25.955814361572266
2010-05-14,25.702434539794922
2010-05-17,25.94790267944336
2010-05-18,25.037309646606445
2010-05-19,24.815597534179688
2010-05-20,24.03962516784668
2010-05-21,24.166305541992188
2010-05-24,24.158390045166016
2010-05-25,24.166305541992188
2010-05-26,24.269243240356445
2010-05-27,25.005634307861328
2010-05-28,24.585968017578125
2010-06-01,24.83143424987793
2010-06-02,24.918535232543945
2010-06-03,24.97395896911621
2010-06-04,23.80998992919922
2010-06-07,22.74894905090332
2010-06-08,22.931066513061523
2010-06-09,22.970661163330078
2010-06-10,24.38801383972168
2010-06-11,24.744335174560547
2010-06-14,25.021465301513672
2010-06-15,25.567825317382812
2010-06-16,25.42529296875
2010-06-17,24.87894058227539
2010-06-18,25.42529296875
2010-06-21,24.514707565307617
2010-06-22,23.730804443359375
2010-06-23,24.09503936767578
2010-06-24,23.61995506286621
2010-06-25,22.867719650268555
2010-06-28,22.82813262939453
2010-06-29,21.624568939208984
2010-06-30,21.775012969970703
2010-07-01,21.830446243286133
2010-07-02,21.790847778320312
2010-07-06,21.7670955657959
2010-07-07,22.273855209350586
2010-07-08,22.49556541442871
2010-07-09,22.638099670410156
2010-07-12,22.558914184570312
2010-07-13,23.3665714263916
2010-07-14,23.358659744262695
2010-07-15,23.34282112121582
2010-07-16,22.234264373779297
2010-07-19,22.17884063720703
2010-07-20,22.74102783203125
2010-07-21,22.709360122680664
2010-07-22,23.612031936645508
2010-07-23,24.09503936767578
2010-07-26,24.10296058654785
2010-07-27,23.944597244262695
2010-07-28,23.643707275390625
2010-07-29,23.461585998535156
2010-07-30,23.572444915771484
2010-08-02,24.958126068115234
2010-08-03,23.89708137512207
2010-08-04,23.92876434326172
2010-08-05,24.000030517578125
2010-08-06,23.51702117919922
2010-08-09,23.889169692993164
2010-08-10,23.358659744262695
2010-08-11,22.479726791381836
2010-08-12,22.21842384338379
2010-08-13,21.775012969970703
2010-08-16,21.790847778320312
2010-08-17,21.790847778320312
2010-08-18,22.15508460998535
2010-08-19,22.020477294921875
2010-08-20,22.13133430480957
2010-08-23,21.854198455810547
2010-08-24,21.31575584411621
2010-08-25,21.711666107177734
2010-08-26,22.74102783203125
2010-08-27,22.661846160888672
2010-08-30,21.38702392578125
2010-08-31,20.935678482055664
2010-09-01,21.854198455810547
2010-09-02,22.2501163482666
2010-09-03,22.614347457885742
2010-09-07,21.711666107177734
2010-09-08,22.115497589111328
2010-09-09,22.345129013061523
2010-09-10,22.582666397094727
2010-09-13,22.915233612060547
2010-09-14,23.113187789916992
2010-09-15,22.653928756713867
2010-09-16,22.93898582458496
2010-09-17,22.93898582458496
