Date,WMT
2010-01-04,12.986783027648926
2010-01-05,12.85747241973877
2010-01-06,12.828734397888184
2010-01-07,12.835921287536621
2010-01-08,12.771254539489746
2010-01-11,12.981998443603516
2010-01-12,13.106529235839844
2010-01-13,13.173579216003418
2010-01-14,12.981998443603516
2010-01-15,12.855070114135742
2010-01-19,12.938892364501953
2010-01-20,12.898175239562988
2010-01-21,12.673073768615723
2010-01-22,12.677865982055664
2010-01-25,12.66349983215332
2010-01-26,12.8383150100708
2010-01-27,12.788025856018066
2010-01-28,12.598833084106445
2010-01-29,12.795202255249023
2010-02-01,12.807177543640137
2010-02-02,12.809576988220215
2010-02-03,12.996366500854492
2010-02-04,12.68504810333252
2010-02-05,12.799992561340332
2010-02-08,12.675468444824219
2010-02-09,12.75209903717041
2010-02-10,12.749709129333496
2010-02-11,12.711389541625977
2010-02-12,12.668288230895996
2010-02-16,12.826342582702637
2010-02-17,12.946081161499023
2010-02-18,12.804783821105957
2010-02-19,12.809576988220215
2010-02-22,12.89099407196045
2010-02-23,12.840705871582031
2010-02-24,12.912548065185547
2010-02-25,12.967628479003906
2010-02-26,12.948469161987305
2010-03-01,12.907763481140137
2010-03-02,12.833525657653809
2010-03-03,12.850288391113281
2010-03-04,12.922130584716797
2010-03-05,12.96523666381836
2010-03-08,12.967628479003906
2010-03-09,12.946081161499023
2010-03-10,12.915492057800293
2010-03-11,12.9973726272583
2010-03-12,12.980515480041504
2010-03-15,13.34657096862793
2010-03-16,13.483842849731445
2010-03-17,13.466983795166016
2010-03-18,13.471797943115234
2010-03-19,13.32730770111084
2010-03-22,13.394735336303711
2010-03-23,13.459760665893555
2010-03-24,13.385104179382324
2010-03-25,13.392325401306152
2010-03-26,13.368242263793945
2010-03-29,13.423637390136719
2010-03-30,13.46457290649414
2010-03-31,13.389918327331543
2010-04-01,13.363430976867676
2010-04-05,13.363430976867676
2010-04-06,13.373062133789062
2010-04-07,13.312850952148438
2010-04-08,13.336934089660645
2010-04-09,13.262282371520996
2010-04-12,13.250237464904785
2010-04-13,13.17798900604248
2010-04-14,13.158723831176758
2010-04-15,13.03590202331543
2010-04-16,13.031089782714844
2010-04-19,13.098518371582031
2010-04-20,13.1298246383667
2010-04-21,13.117789268493652
2010-04-22,13.122604370117188
2010-04-23,13.132235527038574
2010-04-26,13.014227867126465
2010-04-27,13.014227867126465
2010-04-28,12.910677909851074
2010-04-29,12.932345390319824
2010-04-30,12.917900085449219
2010-05-03,12.94198226928711
2010-05-04,13.00941276550293
2010-05-05,13.190035820007324
2010-05-06,12.81916618347168
2010-05-07,12.619278907775879
2010-05-10,12.662630081176758
2010-05-11,12.63372802734375
2010-05-12,12.711959838867188
2010-05-13,12.692590713500977
2010-05-14,12.624760627746582
2010-05-17,12.77252197265625
2010-05-18,13.009897232055664
2010-05-19,12.847610473632812
2010-05-20,12.426140785217285
2010-05-21,12.44309139251709
2010-05-24,12.353473663330078
2010-05-25,12.179069519042969
2010-05-26,12.116092681884766
2010-05-27,12.280801773071289
2010-05-28,12.246893882751465
2010-06-01,12.334091186523438
2010-06-02,12.527873039245605
2010-06-03,12.527873039245605
2010-06-04,12.208133697509766
2010-06-07,12.290486335754395
2010-06-08,12.300185203552246
2010-06-09,12.351052284240723
2010-06-10,12.406758308410645
2010-06-11,12.31955623626709
2010-06-14,12.411604881286621
2010-06-15,12.508491516113281
2010-06-16,12.348625183105469
2010-06-17,12.452784538269043
2010-06-18,12.486692428588867
2010-06-21,12.358311653137207
2010-06-22,12.275959014892578
2010-06-23,12.307446479797363
2010-06-24,12.118515968322754
2010-06-25,11.820573806762695
2010-06-28,12.007087707519531
2010-06-29,11.844797134399414
2010-06-30,11.643752098083496
2010-07-01,11.709151268005371
2010-07-02,11.626794815063477
2010-07-06,11.76486587524414
2010-07-07,11.849645614624023
2010-07-08,11.912620544433594
2010-07-09,11.97317886352539
2010-07-12,12.140313148498535
2010-07-13,12.242043495178223
2010-07-14,12.196026802062988
2010-07-15,12.21055793762207
2010-07-16,12.03131103515625
2010-07-19,11.994973182678223
2010-07-20,12.324403762817383
2010-07-21,12.196026802062988
2010-07-22,12.31955623626709
2010-07-23,12.515764236450195
2010-07-26,12.384963035583496
2010-07-27,12.343779563903809
2010-07-28,12.384963035583496
2010-07-29,12.368003845214844
2010-07-30,12.399496078491211
2010-08-02,12.452784538269043
2010-08-03,12.423710823059082
2010-08-04,12.49880599975586
2010-08-05,12.503654479980469
2010-08-06,12.544832229614258
2010-08-09,12.61023235321045
2010-08-10,12.64898681640625
2010-08-11,12.430442810058594
2010-08-12,12.286698341369629
2010-08-13,12.279386520385742
2010-08-16,12.281827926635742
2010-08-17,12.430442810058594
2010-08-18,12.391457557678223
2010-08-19,12.19654655456543
2010-08-20,12.235530853271484
2010-08-23,12.459677696228027
2010-08-24,12.498662948608398
2010-08-25,12.559568405151367
2010-08-26,12.418261528015137
2010-08-27,12.425569534301758
2010-08-30,12.315934181213379
2010-08-31,12.216043472290039
2010-09-01,12.474295616149902
2010-09-02,12.610732078552246
2010-09-03,12.678951263427734
2010-09-07,12.635100364685059
2010-09-08,12.627790451049805
2010-09-09,12.647279739379883
2010-09-10,12.66189956665039
2010-09-13,12.720373153686523
2010-09-14,12.830012321472168
2010-09-15,12.878738403320312
2010-09-16,12.949393272399902
2010-09-17,12.91528034210205
2010-09-20,13.04440975189209
2010-09-21,13.05172061920166
2010-09-22,13.112632751464844
2010-09-23,13.071212768554688
2010-09-24,13.175976753234863
2010-09-27,13.029794692993164
2010-09-28,13.112632751464844
2010-09-29,12.998113632202148
2010-09-30,13.03953742980957
2010-10-01,13.000560760498047
2010-10-04,13.05172061920166
2010-10-05,13.156485557556152
2010-10-06,13.292924880981445
2010-10-07,13.244196891784668
2010-10-08,13.256376266479492
2010-10-11,13.305103302001953
2010-10-12,13.136992454528809
