Date,HRI
2010-01-04,33.114532470703125
2010-01-05,32.807926177978516
2010-01-06,32.38981246948242
2010-01-07,32.47343063354492
2010-01-08,33.950767517089844
2010-01-11,33.755645751953125
2010-01-12,32.72430419921875
2010-01-13,32.64067840576172
2010-01-14,33.839263916015625
2010-01-15,33.644142150878906
2010-01-19,33.36540222167969
2010-01-20,32.64067840576172
2010-01-21,32.027442932128906
2010-01-22,30.745229721069336
2010-01-25,30.299245834350586
2010-01-26,29.93688201904297
2010-01-27,30.689485549926758
2010-01-28,29.518770217895508
2010-01-29,28.877660751342773
2010-02-01,29.93688201904297
2010-02-02,29.686016082763672
2010-02-03,29.46302032470703
2010-02-04,28.236555099487305
2010-02-05,27.92993927001953
2010-02-08,27.456077575683594
2010-02-09,28.626792907714844
2010-02-10,28.877660751342773
2010-02-11,29.57451629638672
2010-02-12,28.989160537719727
2010-02-16,29.881132125854492
2010-02-17,30.745229721069336
2010-02-18,30.968225479125977
2010-02-19,30.55011558532715
2010-02-22,30.46649169921875
2010-02-23,29.32364845275879
2010-02-24,27.01009178161621
2010-02-25,25.421262741088867
2010-02-26,26.201740264892578
2010-03-01,26.480480194091797
2010-03-02,26.201740264892578
2010-03-03,25.727880477905273
2010-03-04,27.037965774536133
2010-03-05,27.81844139099121
2010-03-08,27.623319625854492
2010-03-09,27.595458984375
2010-03-10,27.734819412231445
2010-03-11,27.846317291259766
2010-03-12,27.846317291259766
2010-03-15,27.902063369750977
2010-03-16,28.598922729492188
2010-03-17,27.70694351196289
2010-03-18,27.037965774536133
2010-03-19,26.201740264892578
2010-03-22,26.619853973388672
2010-03-23,27.260955810546875
2010-03-24,27.288833618164062
2010-03-25,27.51182746887207
2010-03-26,27.902063369750977
2010-03-29,27.623319625854492
2010-03-30,27.874191284179688
2010-03-31,27.846317291259766
2010-04-01,29.01703453063965
2010-04-05,30.04837989807129
2010-04-06,33.0030403137207
2010-04-07,32.445560455322266
2010-04-08,33.47690963745117
2010-04-09,33.309654235839844
2010-04-12,32.91941833496094
2010-04-13,33.3375244140625
2010-04-14,34.25737762451172
2010-04-15,33.92289352416992
2010-04-16,32.94728469848633
2010-04-19,32.6128044128418
2010-04-20,33.22604751586914
2010-04-21,33.19816207885742
2010-04-22,35.48384094238281
2010-04-23,35.90195846557617
2010-04-26,40.94718551635742
2010-04-27,39.46985626220703
2010-04-28,39.6370964050293
2010-04-29,41.11443328857422
2010-04-30,40.306087493896484
2010-05-03,37.90890121459961
2010-05-04,37.2120475769043
2010-05-05,36.459434509277344
2010-05-06,34.508243560791016
2010-05-07,33.47690963745117
2010-05-10,36.01346206665039
2010-05-11,36.57093811035156
2010-05-12,36.2364501953125
2010-05-13,36.04132843017578
2010-05-14,34.11800765991211
2010-05-17,33.086666107177734
2010-05-18,32.05531692504883
2010-05-19,31.219091415405273
2010-05-20,28.515300750732422
2010-05-21,29.12852668762207
2010-05-24,28.29230308532715
2010-05-25,28.68254280090332
2010-05-26,30.07625389099121
2010-05-27,31.581457138061523
2010-05-28,31.66509246826172
2010-06-01,30.04837989807129
2010-06-02,29.79750633239746
2010-06-03,30.91248321533203
2010-06-04,28.487422943115234
2010-06-07,27.205211639404297
2010-06-08,26.591978073120117
2010-06-09,27.48395538330078
2010-06-10,28.961286544799805
2010-06-11,28.626792907714844
2010-06-14,29.407268524169922
2010-06-15,30.327119827270508
2010-06-16,29.686016082763672
2010-06-17,29.2121524810791
2010-06-18,28.626792907714844
2010-06-21,28.82191276550293
2010-06-22,27.623319625854492
2010-06-23,28.097185134887695
2010-06-24,27.595458984375
2010-06-25,27.81844139099121
2010-06-28,27.456077575683594
2010-06-29,26.229616165161133
2010-06-30,26.368986129760742
2010-07-01,25.95087242126465
2010-07-02,25.281890869140625
2010-07-06,24.33416748046875
2010-07-07,26.787097930908203
2010-07-08,27.623319625854492
2010-07-09,28.543169021606445
2010-07-12,27.985687255859375
2010-07-13,28.905536651611328
2010-07-14,28.598922729492188
2010-07-15,29.54663848876953
2010-07-16,27.957815170288086
2010-07-19,28.29230308532715
2010-07-20,27.92993927001953
2010-07-21,28.543169021606445
2010-07-22,30.438617706298828
2010-07-23,30.99610137939453
2010-07-26,31.609329223632812
2010-07-27,30.828853607177734
2010-07-28,30.66161346435547
2010-07-29,31.302717208862305
2010-07-30,32.72430419921875
2010-08-02,33.309654235839844
2010-08-03,32.25043487548828
2010-08-04,30.55011558532715
2010-08-05,29.15640640258789
2010-08-06,28.626792907714844
2010-08-09,28.849788665771484
2010-08-10,28.06930923461914
2010-08-11,27.288833618164062
2010-08-12,26.898595809936523
2010-08-13,26.285362243652344
2010-08-16,25.86724853515625
2010-08-17,26.368986129760742
2010-08-18,27.01009178161621
2010-08-19,25.672130584716797
2010-08-20,25.644254684448242
2010-08-23,25.30976676940918
2010-08-24,24.585037231445312
2010-08-25,24.696533203125
2010-08-26,24.166927337646484
2010-08-27,24.64078712463379
2010-08-30,23.916057586669922
2010-08-31,23.72093391418457
2010-09-01,25.3376407623291
2010-09-02,26.3968563079834
2010-09-03,27.09371566772461
2010-09-07,26.480480194091797
2010-09-08,27.205211639404297
2010-09-09,27.344585418701172
2010-09-10,28.01356315612793
2010-09-13,30.215627670288086
2010-09-14,29.992631912231445
2010-09-15,29.853260040283203
2010-09-16,30.49436378479004
2010-09-17,30.633737564086914
2010-09-20,31.10759162902832
2010-09-21,31.10759162902832
2010-09-22,30.299245834350586
2010-09-23,29.12852668762207
2010-09-24,31.10759162902832
2010-09-27,31.442089080810547
2010-09-28,31.88807487487793
2010-09-29,32.36193084716797
2010-09-30,29.518770217895508
2010-10-01,27.902063369750977
2010-10-04,27.70694351196289
2010-10-05,28.264432907104492
2010-10-06,27.790569305419922
2010-10-07,27.09371566772461
2010-10-08,28.125059127807617
2010-10-11,28.04143714904785
2010-10-12,28.961286544799805
2010-10-13,29.351526260375977
2010-10-14,28.208683013916016
2010-10-15,27.874191284179688
2010-10-18,28.710420608520508
2010-10-19,27.92993927001953
2010-10-20,29.072784423828125
2010-10-21,29.15640640258789
2010-10-22,29.713886260986328
2010-10-25,31.051847457885742
2010-10-26,31.748703002929688
2010-10-27,31.776573181152344
2010-10-28,31.692956924438477
2010-10-29,31.553590774536133
2010-11-01,31.414213180541992
2010-11-02,31.637216567993164
2010-11-03,31.525711059570312
2010-11-04,33.4211540222168
2010-11-05,34.25737762451172
2010-11-08,34.11800765991211
2010-11-09,33.89501953125
2010-11-10,34.87061309814453
2010-11-11,34.84273147583008
2010-11-12,33.50477981567383
2010-11-15,32.97517013549805
2010-11-16,32.72430419921875
2010-11-17,32.86367416381836
2010-11-18,33.56052780151367
2010-11-19,34.285255432128906
2010-11-22,33.727779388427734
2010-11-23,33.28178024291992
2010-11-24,34.340999603271484
2010-11-26,34.09013748168945
2010-11-29,34.17375946044922
2010-11-30,34.17375946044922
2010-12-01,35.23297882080078
2010-12-02,36.12494659423828
2010-12-03,36.82180404663086
2010-12-06,37.18417739868164
2010-12-07,37.10055160522461
2010-12-08,37.9367790222168
2010-12-09,38.41062927246094
2010-12-10,38.80087661743164
2010-12-13,38.15977478027344
2010-12-14,38.020389556884766
2010-12-15,38.745121002197266
2010-12-16,39.6370964050293
2010-12-17,39.74859619140625
2010-12-20,39.887969970703125
2010-12-21,40.55694580078125
2010-12-22,40.055213928222656
2010-12-23,39.664974212646484
2010-12-27,39.664974212646484
2010-12-28,39.38623809814453
2010-12-29,39.72072219848633
2010-12-30,39.887969970703125
2010-12-31,40.38970947265625
2011-01-03,40.975059509277344
2011-01-04,40.52907180786133
2011-01-05,41.504669189453125
2011-01-06,40.52907180786133
2011-01-07,40.1109619140625
2011-01-10,39.887969970703125
2011-01-11,39.27473831176758
2011-01-12,38.13188934326172
2011-01-13,38.38276672363281
2011-01-14,38.9123649597168
2011-01-18,39.609230041503906
2011-01-19,38.745121002197266
2011-01-20,38.71725082397461
2011-01-21,38.9123649597168
2011-01-24,40.13883972167969
2011-01-25,39.58134460449219
2011-01-26,40.64057540893555
2011-01-27,41.44892120361328
2011-01-28,40.194583892822266
2011-01-31,41.0029411315918
2011-02-01,42.452388763427734
2011-02-02,42.03428268432617
2011-02-03,41.92277526855469
2011-02-04,41.61616516113281
2011-02-07,42.703250885009766
2011-02-08,44.20846939086914
2011-02-09,44.59870147705078
2011-02-10,45.21194076538086
2011-02-11,45.741546630859375
2011-02-14,46.04817199707031
2011-02-15,44.98893737792969
2011-02-16,45.40705108642578
2011-02-17,44.849578857421875
2011-02-18,44.347835540771484
2011-02-22,42.25728225708008
2011-02-23,41.53253936767578
2011-02-24,41.44892120361328
2011-02-25,42.20152282714844
2011-02-28,42.39664840698242
2011-03-01,40.69631576538086
2011-03-02,41.19805145263672
2011-03-03,42.3687744140625
2011-03-04,41.783416748046875
2011-03-07,41.281681060791016
2011-03-08,42.22940444946289
2011-03-09,41.86703872680664
2011-03-10,41.33742141723633
2011-03-11,42.145774841308594
2011-03-14,41.75554656982422
2011-03-15,41.44892120361328
2011-03-16,41.36530303955078
2011-03-17,41.783416748046875
2011-03-18,42.75901412963867
2011-03-21,43.20499038696289
2011-03-22,43.483741760253906
2011-03-23,44.069095611572266
2011-03-24,45.21194076538086
2011-03-25,45.40705108642578
2011-03-28,45.35131072998047
2011-03-29,42.92625045776367
2011-03-30,43.678855895996094
2011-03-31,43.56735610961914
2011-04-01,44.347835540771484
