Date,SAIA
2010-01-04,9.579999923706055
2010-01-05,9.600000381469727
2010-01-06,9.506667137145996
2010-01-07,9.399999618530273
2010-01-08,9.073332786560059
2010-01-11,9.286666870117188
2010-01-12,8.880000114440918
2010-01-13,8.933333396911621
2010-01-14,8.84000015258789
2010-01-15,8.75333309173584
2010-01-19,8.460000038146973
2010-01-20,8.380000114440918
2010-01-21,8.213333129882812
2010-01-22,8.126667022705078
2010-01-25,7.946667194366455
2010-01-26,7.986667156219482
2010-01-27,7.866666793823242
2010-01-28,7.579999923706055
2010-01-29,8.0
2010-02-01,8.359999656677246
2010-02-02,8.066666603088379
2010-02-03,8.186667442321777
2010-02-04,7.940000057220459
2010-02-05,8.013333320617676
2010-02-08,8.013333320617676
2010-02-09,8.260000228881836
2010-02-10,8.15999984741211
2010-02-11,8.239999771118164
2010-02-12,8.026666641235352
2010-02-16,7.793333053588867
2010-02-17,7.6666669845581055
2010-02-18,7.613333225250244
2010-02-19,7.566667079925537
2010-02-22,7.8933329582214355
2010-02-23,7.7733330726623535
2010-02-24,8.106666564941406
2010-02-25,8.140000343322754
2010-02-26,8.4399995803833
2010-03-01,8.506667137145996
2010-03-02,8.206666946411133
2010-03-03,8.366666793823242
2010-03-04,8.426667213439941
2010-03-05,8.613332748413086
2010-03-08,9.08666706085205
2010-03-09,9.58666706085205
2010-03-10,9.333333015441895
2010-03-11,9.393333435058594
2010-03-12,9.273332595825195
2010-03-15,9.319999694824219
2010-03-16,9.326666831970215
2010-03-17,9.479999542236328
2010-03-18,9.453332901000977
2010-03-19,9.286666870117188
2010-03-22,9.380000114440918
2010-03-23,9.486666679382324
2010-03-24,9.373332977294922
2010-03-25,9.313332557678223
2010-03-26,9.40666675567627
2010-03-29,9.426667213439941
2010-03-30,9.646666526794434
2010-03-31,9.25333309173584
2010-04-01,9.19333267211914
2010-04-05,9.279999732971191
2010-04-06,9.58666706085205
2010-04-07,9.80666732788086
2010-04-08,9.946666717529297
2010-04-09,9.853333473205566
2010-04-12,9.853333473205566
2010-04-13,9.819999694824219
2010-04-14,9.993332862854004
2010-04-15,10.34000015258789
2010-04-16,10.100000381469727
2010-04-19,10.039999961853027
2010-04-20,10.100000381469727
2010-04-21,9.899999618530273
2010-04-22,9.993332862854004
2010-04-23,10.333333015441895
2010-04-26,10.513333320617676
2010-04-27,10.260000228881836
2010-04-28,10.533332824707031
2010-04-29,11.460000038146973
2010-04-30,11.046667098999023
2010-05-03,11.399999618530273
2010-05-04,10.953332901000977
2010-05-05,10.826666831970215
2010-05-06,10.513333320617676
2010-05-07,10.326666831970215
2010-05-10,10.819999694824219
2010-05-11,10.986666679382324
2010-05-12,11.493332862854004
2010-05-13,10.953332901000977
2010-05-14,10.899999618530273
2010-05-17,10.953332901000977
2010-05-18,10.65999984741211
2010-05-19,10.41333293914795
2010-05-20,9.880000114440918
2010-05-21,9.84000015258789
2010-05-24,9.566666603088379
2010-05-25,9.313332557678223
2010-05-26,9.5
2010-05-27,10.113332748413086
2010-05-28,9.979999542236328
2010-06-01,9.399999618530273
2010-06-02,9.58666706085205
2010-06-03,10.126667022705078
2010-06-04,9.666666984558105
2010-06-07,9.486666679382324
2010-06-08,9.220000267028809
2010-06-09,9.346667289733887
2010-06-10,9.760000228881836
2010-06-11,9.953332901000977
2010-06-14,10.600000381469727
2010-06-15,10.373332977294922
2010-06-16,10.25333309173584
2010-06-17,10.25333309173584
2010-06-18,9.91333293914795
2010-06-21,9.960000038146973
2010-06-22,9.393333435058594
2010-06-23,9.726667404174805
2010-06-24,9.666666984558105
2010-06-25,10.0
2010-06-28,10.166666984558105
2010-06-29,9.873332977294922
2010-06-30,10.0
2010-07-01,9.846667289733887
2010-07-02,9.74666690826416
2010-07-06,9.886667251586914
2010-07-07,10.153332710266113
2010-07-08,10.553333282470703
2010-07-09,10.59333324432373
2010-07-12,10.600000381469727
2010-07-13,10.859999656677246
2010-07-14,10.699999809265137
2010-07-15,10.399999618530273
2010-07-16,9.960000038146973
2010-07-19,10.15999984741211
2010-07-20,10.266667366027832
2010-07-21,9.760000228881836
2010-07-22,9.993332862854004
2010-07-23,10.24666690826416
2010-07-26,10.666666984558105
2010-07-27,10.453332901000977
2010-07-28,10.073332786560059
2010-07-29,9.793333053588867
2010-07-30,10.066666603088379
2010-08-02,9.886667251586914
2010-08-03,9.513333320617676
2010-08-04,9.206666946411133
2010-08-05,8.979999542236328
2010-08-06,8.866666793823242
2010-08-09,8.633333206176758
2010-08-10,8.393333435058594
2010-08-11,7.906667232513428
2010-08-12,8.186667442321777
2010-08-13,7.913332939147949
2010-08-16,8.119999885559082
2010-08-17,8.300000190734863
2010-08-18,8.346667289733887
2010-08-19,8.106666564941406
2010-08-20,8.0600004196167
2010-08-23,8.0
2010-08-24,7.793333053588867
2010-08-25,8.119999885559082
2010-08-26,8.173333168029785
2010-08-27,8.573332786560059
2010-08-30,8.09333324432373
2010-08-31,7.766666889190674
2010-09-01,8.206666946411133
2010-09-02,8.34000015258789
2010-09-03,8.386667251586914
2010-09-07,8.479999542236328
2010-09-08,8.873332977294922
2010-09-09,8.619999885559082
2010-09-10,8.80666732788086
2010-09-13,9.226667404174805
2010-09-14,8.813332557678223
2010-09-15,8.833333015441895
2010-09-16,9.226667404174805
2010-09-17,9.206666946411133
2010-09-20,9.420000076293945
2010-09-21,9.206666946411133
2010-09-22,9.066666603088379
2010-09-23,8.739999771118164
2010-09-24,9.34000015258789
2010-09-27,9.266667366027832
2010-09-28,9.666666984558105
2010-09-29,9.926667213439941
2010-09-30,9.953332901000977
2010-10-01,9.9399995803833
2010-10-04,9.646666526794434
2010-10-05,10.006667137145996
2010-10-06,9.69333267211914
2010-10-07,9.313332557678223
2010-10-08,9.686667442321777
2010-10-11,9.479999542236328
2010-10-12,9.640000343322754
2010-10-13,9.846667289733887
2010-10-14,9.773332595825195
2010-10-15,9.666666984558105
2010-10-18,9.986666679382324
2010-10-19,9.460000038146973
2010-10-20,9.346667289733887
2010-10-21,9.239999771118164
2010-10-22,9.146666526794434
2010-10-25,9.326666831970215
2010-10-26,9.393333435058594
2010-10-27,9.106666564941406
2010-10-28,9.313332557678223
2010-10-29,9.653332710266113
2010-11-01,9.5600004196167
2010-11-02,9.893333435058594
2010-11-03,9.760000228881836
2010-11-04,9.986666679382324
2010-11-05,10.006667137145996
2010-11-08,9.973333358764648
2010-11-09,9.813332557678223
2010-11-10,10.0
2010-11-11,9.960000038146973
2010-11-12,9.479999542236328
2010-11-15,9.546667098999023
2010-11-16,9.859999656677246
2010-11-17,9.946666717529297
2010-11-18,10.0600004196167
2010-11-19,10.133333206176758
2010-11-22,10.213333129882812
2010-11-23,9.819999694824219
2010-11-24,10.293333053588867
2010-11-26,10.300000190734863
2010-11-29,10.266667366027832
2010-11-30,10.046667098999023
2010-12-01,10.146666526794434
2010-12-02,10.260000228881836
2010-12-03,10.420000076293945
2010-12-06,10.75333309173584
2010-12-07,10.833333015441895
2010-12-08,10.533332824707031
2010-12-09,10.726667404174805
2010-12-10,10.41333293914795
2010-12-13,10.653332710266113
2010-12-14,10.666666984558105
2010-12-15,10.553333282470703
2010-12-16,10.65999984741211
2010-12-17,10.58666706085205
2010-12-20,10.373332977294922
2010-12-21,10.793333053588867
2010-12-22,10.946666717529297
2010-12-23,11.039999961853027
2010-12-27,10.9399995803833
2010-12-28,10.993332862854004
2010-12-29,10.960000038146973
2010-12-30,11.033332824707031
2010-12-31,11.0600004196167
2011-01-03,11.146666526794434
2011-01-04,10.779999732971191
2011-01-05,10.733332633972168
2011-01-06,10.666666984558105
2011-01-07,10.353333473205566
2011-01-10,9.973333358764648
2011-01-11,10.066666603088379
2011-01-12,10.433333396911621
2011-01-13,10.65999984741211
2011-01-14,10.800000190734863
2011-01-18,10.40666675567627
2011-01-19,9.893333435058594
2011-01-20,9.766667366027832
2011-01-21,9.65999984741211
2011-01-24,9.80666732788086
2011-01-25,9.920000076293945
2011-01-26,10.319999694824219
2011-01-27,10.266667366027832
2011-01-28,9.899999618530273
2011-01-31,9.539999961853027
2011-02-01,10.073332786560059
2011-02-02,9.953332901000977
2011-02-03,10.013333320617676
2011-02-04,10.020000457763672
2011-02-07,10.013333320617676
2011-02-08,10.039999961853027
2011-02-09,9.800000190734863
2011-02-10,9.653332710266113
2011-02-11,9.91333293914795
2011-02-14,9.833333015441895
2011-02-15,10.186667442321777
2011-02-16,10.579999923706055
2011-02-17,10.653332710266113
2011-02-18,10.733332633972168
2011-02-22,10.426667213439941
2011-02-23,10.166666984558105
2011-02-24,10.186667442321777
2011-02-25,10.013333320617676
2011-02-28,10.053333282470703
2011-03-01,9.960000038146973
2011-03-02,9.926667213439941
2011-03-03,10.153332710266113
2011-03-04,9.90666675567627
2011-03-07,9.826666831970215
2011-03-08,10.346667289733887
2011-03-09,10.326666831970215
2011-03-10,9.979999542236328
2011-03-11,9.84000015258789
2011-03-14,9.833333015441895
2011-03-15,9.566666603088379
2011-03-16,9.633333206176758
2011-03-17,9.90666675567627
2011-03-18,10.006667137145996
2011-03-21,10.506667137145996
2011-03-22,10.30666732788086
2011-03-23,10.539999961853027
2011-03-24,10.619999885559082
2011-03-25,10.779999732971191
2011-03-28,10.713333129882812
2011-03-29,10.526666641235352
2011-03-30,10.960000038146973
2011-03-31,10.926667213439941
2011-04-01,10.993332862854004
2011-04-04,11.066666603088379
2011-04-05,11.006667137145996
2011-04-06,11.046667098999023
2011-04-07,10.74666690826416
2011-04-08,10.380000114440918
2011-04-11,10.40666675567627
2011-04-12,10.166666984558105
2011-04-13,9.899999618530273
2011-04-14,10.066666603088379
2011-04-15,10.180000305175781
2011-04-18,10.079999923706055
2011-04-19,9.920000076293945
2011-04-20,10.09333324432373
2011-04-21,10.173333168029785
2011-04-25,10.153332710266113
2011-04-26,10.313332557678223
2011-04-27,10.733332633972168
2011-04-28,10.973333358764648
2011-04-29,11.066666603088379
2011-05-02,10.926667213439941
2011-05-03,11.0600004196167
2011-05-04,10.979999542236328
2011-05-05,11.286666870117188
2011-05-06,11.153332710266113
2011-05-09,11.24666690826416
2011-05-10,11.533332824707031
2011-05-11,11.393333435058594
2011-05-12,11.266667366027832
2011-05-13,10.886667251586914
2011-05-16,10.633333206176758
2011-05-17,10.533332824707031
2011-05-18,10.74666690826416
2011-05-19,10.90666675567627
2011-05-20,10.846667289733887
2011-05-23,10.506667137145996
2011-05-24,10.420000076293945
2011-05-25,10.359999656677246
2011-05-26,10.506667137145996
2011-05-27,10.433333396911621
2011-05-31,10.473333358764648
2011-06-01,9.899999618530273
2011-06-02,10.039999961853027
2011-06-03,9.833333015441895
2011-06-06,9.75333309173584
2011-06-07,9.706666946411133
2011-06-08,9.573332786560059
2011-06-09,9.600000381469727
2011-06-10,9.366666793823242
2011-06-13,9.279999732971191
2011-06-14,9.526666641235352
2011-06-15,9.633333206176758
2011-06-16,9.973333358764648
2011-06-17,9.9399995803833
2011-06-20,9.986666679382324
2011-06-21,10.09333324432373
2011-06-22,10.026666641235352
2011-06-23,10.293333053588867
2011-06-24,10.313332557678223
2011-06-27,10.766667366027832
2011-06-28,11.100000381469727
2011-06-29,11.539999961853027
2011-06-30,11.300000190734863
2011-07-01,11.319999694824219
2011-07-05,10.899999618530273
2011-07-06,11.486666679382324
2011-07-07,12.006667137145996
2011-07-08,11.9399995803833
2011-07-11,11.886667251586914
2011-07-12,11.800000190734863
2011-07-13,11.9399995803833
2011-07-14,11.920000076293945
2011-07-15,12.146666526794434
2011-07-18,12.0600004196167
