Date,TPG
2022-01-13,29.506061553955078
2022-01-14,28.455995559692383
2022-01-18,29.202333450317383
2022-01-19,29.506061553955078
2022-01-20,29.341176986694336
2022-01-21,28.968015670776367
2022-01-24,27.527421951293945
2022-01-25,27.423282623291016
2022-01-26,27.779094696044922
2022-01-27,28.204328536987305
2022-01-28,28.490713119506836
2022-01-31,29.13290023803711
2022-02-01,29.879234313964844
2022-02-02,30.278430938720703
2022-02-03,28.41261100769043
2022-02-04,28.707670211791992
2022-02-07,28.239042282104492
2022-02-08,26.893909454345703
2022-02-09,28.1175479888916
2022-02-10,27.33650016784668
2022-02-11,26.893909454345703
2022-02-14,26.043439865112305
2022-02-15,26.789772033691406
2022-02-16,27.301790237426758
2022-02-17,25.401248931884766
2022-02-18,25.305788040161133
2022-02-22,24.993371963500977
2022-02-23,25.652921676635742
2022-02-24,26.269073486328125
2022-02-25,26.798450469970703
2022-02-28,26.676952362060547
2022-03-01,25.7744197845459
2022-03-02,27.24972152709961
2022-03-03,26.217004776000977
2022-03-04,25.340505599975586
2022-03-07,24.542104721069336
2022-03-08,24.264400482177734
2022-03-09,25.45332145690918
2022-03-10,25.245040893554688
2022-03-11,25.088836669921875
2022-03-14,23.335826873779297
2022-03-15,23.76106071472168
2022-03-16,25.52274513244629
2022-03-17,26.321142196655273
2022-03-18,25.843843460083008
2022-03-21,26.10419273376465
2022-03-22,26.512067794799805
2022-03-23,25.83516502380371
2022-03-24,26.112865447998047
2022-03-25,26.026086807250977
2022-03-28,25.618209838867188
2022-03-29,27.119544982910156
2022-03-30,26.251718521118164
2022-03-31,26.156261444091797
2022-04-01,26.772417068481445
2022-04-04,27.102188110351562
2022-04-05,26.069480895996094
2022-04-06,24.845842361450195
2022-04-07,25.236364364624023
2022-04-08,24.828487396240234
2022-04-11,23.969341278076172
2022-04-12,23.882558822631836
2022-04-13,24.785097122192383
2022-04-14,24.3685359954834
2022-04-18,23.69163703918457
2022-04-19,24.767742156982422
2022-04-20,24.750383377075195
2022-04-21,23.448644638061523
2022-04-22,23.040761947631836
2022-04-25,23.370540618896484
2022-04-26,22.190296173095703
2022-04-27,22.311792373657227
2022-04-28,22.67627716064453
2022-04-29,22.042766571044922
2022-05-02,22.693634033203125
2022-05-03,22.919273376464844
2022-05-04,23.84784507751465
2022-05-05,22.572139739990234
2022-05-06,22.468000411987305
2022-05-09,21.87788200378418
2022-05-10,22.75438690185547
2022-05-11,22.58081817626953
2022-05-12,22.67627716064453
2022-05-13,24.012731552124023
2022-05-16,23.448644638061523
2022-05-17,24.559457778930664
2022-05-18,23.6135311126709
2022-05-19,22.899036407470703
2022-05-20,23.851696014404297
2022-05-23,24.57500648498535
2022-05-24,24.3544864654541
2022-05-25,24.9984130859375
2022-05-26,25.70408058166504
2022-05-27,26.295076370239258
2022-05-31,25.730548858642578
2022-06-01,25.315963745117188
2022-06-02,25.580589294433594
2022-06-03,25.227750778198242
2022-06-06,25.465919494628906
2022-06-07,24.892560958862305
2022-06-08,25.077800750732422
2022-06-09,24.32802391052246
2022-06-10,23.075454711914062
2022-06-13,21.646472930908203
2022-06-14,21.240711212158203
2022-06-15,22.043413162231445
2022-06-16,20.84377098083496
2022-06-17,21.284814834594727
2022-06-21,21.178964614868164
2022-06-22,20.923158645629883
2022-06-23,21.655288696289062
2022-06-24,22.731441497802734
2022-06-27,22.590309143066406
2022-06-28,22.555023193359375
2022-06-29,21.42595100402832
2022-06-30,21.090757369995117
2022-07-01,21.461233139038086
2022-07-05,22.034591674804688
2022-07-06,21.690574645996094
2022-07-07,22.405067443847656
2022-07-08,21.752321243286133
2022-07-11,21.646472930908203
2022-07-12,21.981664657592773
2022-07-13,21.558265686035156
2022-07-14,21.07311248779297
2022-07-15,22.17572784423828
2022-07-18,22.122802734375
2022-07-19,23.110740661621094
2022-07-20,23.86933708190918
2022-07-21,24.15160369873047
2022-07-22,23.745845794677734
2022-07-25,23.666460037231445
2022-07-26,23.1372013092041
2022-07-27,24.001646041870117
2022-07-28,24.821990966796875
2022-07-29,25.15718650817871
2022-08-01,24.963125228881836
2022-08-02,24.451515197753906
2022-08-03,24.90138053894043
2022-08-04,25.615875244140625
2022-08-05,25.748184204101562
2022-08-08,26.73612403869629
2022-08-09,27.274202346801758
2022-08-10,28.465023040771484
2022-08-11,28.20921516418457
2022-08-12,28.6502628326416
2022-08-15,29.205974578857422
2022-08-16,28.835498809814453
2022-08-17,28.57086944580078
2022-08-18,28.94586181640625
2022-08-19,27.84766960144043
2022-08-22,27.169111251831055
2022-08-23,27.910171508789062
2022-08-24,28.204805374145508
2022-08-25,28.44587516784668
2022-08-26,26.829830169677734
2022-08-29,26.428058624267578
2022-08-30,26.526269912719727
2022-08-31,26.213777542114258
2022-09-01,26.133419036865234
2022-09-02,26.008419036865234
2022-09-06,26.999473571777344
2022-09-07,27.820886611938477
2022-09-08,27.695890426635742
2022-09-09,29.258363723754883
2022-09-12,29.294076919555664
2022-09-13,28.044095993041992
