Date,HTH
2010-01-04,10.08413028717041
2010-01-05,10.04977035522461
2010-01-06,10.0669527053833
2010-01-07,10.178611755371094
2010-01-08,10.264510154724121
2010-01-11,10.144259452819824
2010-01-12,10.05836009979248
2010-01-13,10.041179656982422
2010-01-14,10.041179656982422
2010-01-15,9.955286026000977
2010-01-19,10.02400016784668
2010-01-20,9.972468376159668
2010-01-21,9.869392395019531
2010-01-22,9.83503246307373
2010-01-25,9.877979278564453
2010-01-26,9.75772762298584
2010-01-27,9.938106536865234
2010-01-28,9.783493995666504
2010-01-29,9.723371505737305
2010-02-01,10.015412330627441
2010-02-02,10.092721939086914
2010-02-03,10.10990047454834
2010-02-04,9.96388053894043
2010-02-05,10.0669527053833
2010-02-08,10.006821632385254
2010-02-09,10.05836009979248
2010-02-10,10.10990047454834
2010-02-11,10.161434173583984
2010-02-12,10.230151176452637
2010-02-16,10.307456016540527
2010-02-17,10.273100852966309
2010-02-18,10.376175880432129
2010-02-19,10.453482627868652
2010-02-22,10.393352508544922
2010-02-23,10.376175880432129
2010-02-24,10.376175880432129
2010-02-25,10.307456016540527
2010-02-26,10.273100852966309
2010-03-01,10.28169059753418
2010-03-02,10.307456016540527
2010-03-03,10.316047668457031
2010-03-04,10.358994483947754
2010-03-05,10.427712440490723
2010-03-08,10.436298370361328
2010-03-09,10.513607025146484
2010-03-10,10.547964096069336
2010-03-11,10.590911865234375
2010-03-12,10.513607025146484
2010-03-15,10.453482627868652
2010-03-16,10.53078556060791
2010-03-17,10.565141677856445
2010-03-18,10.041179656982422
2010-03-19,9.895161628723145
2010-03-22,9.920929908752441
2010-03-23,10.08413028717041
2010-03-24,10.101310729980469
2010-03-25,9.938106536865234
2010-03-26,9.860801696777344
2010-03-29,10.10990047454834
2010-03-30,10.118491172790527
2010-03-31,10.092721939086914
2010-04-01,10.092721939086914
2010-04-05,10.0669527053833
2010-04-06,10.05836009979248
2010-04-07,10.032593727111816
2010-04-08,9.989644050598145
2010-04-09,10.04977035522461
2010-04-12,9.96388053894043
2010-04-13,9.938106536865234
2010-04-14,9.955286026000977
2010-04-15,9.938106536865234
2010-04-16,9.972468376159668
2010-04-19,9.981056213378906
2010-04-20,10.08413028717041
2010-04-21,10.127079010009766
2010-04-22,10.221562385559082
2010-04-23,10.316047668457031
2010-04-26,10.33322811126709
2010-04-27,10.04977035522461
2010-04-28,10.298867225646973
2010-04-29,10.195795059204102
2010-04-30,10.075538635253906
2010-05-03,10.195795059204102
2010-05-04,10.101310729980469
2010-05-05,10.092721939086914
2010-05-06,9.74055004119873
2010-05-07,9.508631706237793
2010-05-10,9.68042278289795
2010-05-11,9.628887176513672
2010-05-12,9.68042278289795
2010-05-13,9.689011573791504
2010-05-14,9.706191062927246
2010-05-17,9.723371505737305
2010-05-18,9.663241386413574
2010-05-19,9.611701011657715
2010-05-20,9.293890953063965
2010-05-21,9.345428466796875
2010-05-24,9.199406623840332
2010-05-25,9.199406623840332
2010-05-26,9.053384780883789
2010-05-27,9.3626070022583
2010-05-28,9.11351203918457
2010-06-01,8.83005428314209
2010-06-02,8.967487335205078
2010-06-03,9.027616500854492
2010-06-04,8.701213836669922
2010-06-07,8.675443649291992
2010-06-08,8.709800720214844
2010-06-09,8.778515815734863
2010-06-10,8.898771286010742
2010-06-11,8.967487335205078
2010-06-14,9.036203384399414
2010-06-15,9.156457901000977
2010-06-16,9.21658706665039
2010-06-17,9.13927936553955
2010-06-18,9.122100830078125
2010-06-21,9.053384780883789
2010-06-22,8.804285049438477
2010-06-23,8.72697925567627
2010-06-24,8.666852951049805
2010-06-25,8.744162559509277
2010-06-28,8.68403434753418
2010-06-29,8.58954906463623
2010-06-30,8.598134994506836
2010-07-01,8.666852951049805
2010-07-02,8.718393325805664
2010-07-06,8.658262252807617
2010-07-07,8.761340141296387
2010-07-08,8.873003959655762
2010-07-09,8.83005428314209
2010-07-12,8.81287670135498
2010-07-13,9.027616500854492
2010-07-14,9.010436058044434
2010-07-15,8.924539566040039
2010-07-16,8.744162559509277
2010-07-19,8.787107467651367
2010-07-20,8.881593704223633
2010-07-21,8.68403434753418
2010-07-22,8.933130264282227
2010-07-23,9.010436058044434
2010-07-26,9.11351203918457
2010-07-27,9.165048599243164
2010-07-28,9.027616500854492
2010-07-29,8.941720008850098
2010-07-30,8.924539566040039
2010-08-02,8.958897590637207
2010-08-03,8.873003959655762
2010-08-04,8.933130264282227
2010-08-05,8.804285049438477
2010-08-06,8.68403434753418
2010-08-09,8.752748489379883
2010-08-10,8.615317344665527
2010-08-11,8.649674415588379
2010-08-12,8.675443649291992
