Date,VC
2010-10-05,33.491455078125
2010-10-06,32.942413330078125
2010-10-07,33.445220947265625
2010-10-08,33.69373321533203
2010-10-11,33.549251556396484
2010-10-12,34.820709228515625
2010-10-13,35.80320358276367
2010-10-14,36.410037994384766
2010-10-15,36.410037994384766
2010-10-18,36.410037994384766
2010-10-19,36.115291595458984
2010-10-20,36.121070861816406
2010-10-21,34.67622756958008
2010-10-22,35.10968017578125
2010-10-25,36.06327819824219
2010-10-26,37.565914154052734
2010-10-27,36.98797607421875
2010-10-28,36.98797607421875
2010-10-29,36.35224533081055
2010-11-01,36.51984786987305
2010-11-02,36.381141662597656
2010-11-03,36.410037994384766
2010-11-04,37.565914154052734
2010-11-05,37.55435562133789
2010-11-08,37.71039581298828
2010-11-09,37.276947021484375
2010-11-10,37.99936294555664
2010-11-11,38.34613037109375
2010-11-12,37.91267395019531
2010-11-15,37.71039581298828
2010-11-16,37.248043060302734
2010-11-17,37.10356140136719
2010-11-18,37.565914154052734
2010-11-19,37.43876647949219
2010-11-22,37.33473587036133
2010-11-23,36.55452346801758
2010-11-24,36.467830657958984
2010-11-26,36.55452346801758
2010-11-29,35.54313278198242
2010-11-30,34.99409103393555
2010-12-01,35.60092544555664
2010-12-02,36.467830657958984
2010-12-03,36.87238693237305
2010-12-06,37.1324577331543
2010-12-07,37.71039581298828
2010-12-08,37.42142868041992
2010-12-09,37.49655532836914
2010-12-10,37.50811767578125
2010-12-13,37.53701400756836
2010-12-14,38.05137634277344
2010-12-15,37.45032501220703
2010-12-16,37.53701400756836
2010-12-17,38.72178649902344
2010-12-20,39.58869171142578
2010-12-21,40.8890495300293
2010-12-22,41.39763641357422
2010-12-23,42.622859954833984
2010-12-27,42.622859954833984
2010-12-28,42.47837829589844
2010-12-29,42.85403823852539
2010-12-30,42.85403823852539
2010-12-31,42.91183090209961
2011-01-03,41.495887756347656
2011-01-04,41.20691680908203
2011-01-05,41.23581314086914
2011-01-06,41.69816589355469
2011-01-07,43.63425064086914
2011-01-10,43.63425064086914
2011-01-11,43.63425064086914
2011-01-12,43.20657730102539
2011-01-13,42.669097900390625
2011-01-14,41.90044403076172
2011-01-18,41.72705841064453
2011-01-19,40.3689079284668
2011-01-20,41.13178253173828
2011-01-21,42.391685485839844
2011-01-24,41.90044403076172
2011-01-25,41.62881088256836
2011-01-26,41.55367660522461
2011-01-27,41.923561096191406
2011-01-28,40.270660400390625
2011-01-31,40.594303131103516
2011-02-01,40.455596923828125
2011-02-02,39.704280853271484
2011-02-03,40.42669677734375
2011-02-04,41.03353500366211
2011-02-07,41.51900100708008
2011-02-08,41.71549987792969
2011-02-09,41.495887756347656
2011-02-10,40.91794967651367
2011-02-11,40.958404541015625
2011-02-14,41.09132766723633
2011-02-15,41.38029861450195
2011-02-16,41.5247802734375
2011-02-17,42.409027099609375
2011-02-18,43.189239501953125
2011-02-22,42.62864303588867
2011-02-23,41.95823287963867
2011-02-24,41.59413146972656
2011-02-25,42.333892822265625
2011-02-28,42.73844909667969
2011-03-01,42.57662582397461
2011-03-02,42.773128509521484
2011-03-03,43.39729690551758
2011-03-04,43.33950424194336
2011-03-07,42.9349479675293
2011-03-08,42.593963623046875
2011-03-09,38.6582145690918
2011-03-10,35.56624984741211
2011-03-11,37.65838623046875
2011-03-14,36.72212600708008
2011-03-15,36.502506256103516
2011-03-16,36.35224533081055
2011-03-17,36.36958312988281
2011-03-18,36.96485900878906
2011-03-21,37.1151237487793
2011-03-22,36.6123161315918
2011-03-23,36.05171585083008
2011-03-24,35.8378791809082
2011-03-25,36.149967193603516
2011-03-28,35.87255859375
2011-03-29,36.16152572631836
2011-03-30,35.99970245361328
2011-03-31,36.115291595458984
2011-04-01,36.13840866088867
2011-04-04,36.98797607421875
2011-04-05,37.693058013916016
2011-04-06,37.80287170410156
2011-04-07,37.201812744140625
2011-04-08,37.03998565673828
2011-04-11,36.334903717041016
2011-04-12,36.06327819824219
2011-04-13,35.780086517333984
2011-04-14,35.89567565917969
2011-04-15,36.20198059082031
2011-04-18,37.276947021484375
2011-04-19,38.49639129638672
2011-04-20,38.455936431884766
2011-04-21,38.854713439941406
2011-04-25,38.19586181640625
2011-04-26,38.75068664550781
2011-04-27,38.69866943359375
2011-04-28,38.63509750366211
2011-04-29,38.970298767089844
2011-05-02,39.72739791870117
2011-05-03,39.40953063964844
2011-05-04,38.47327423095703
2011-05-05,38.72756576538086
2011-05-06,38.66399383544922
2011-05-09,38.76224136352539
2011-05-10,38.773799896240234
2011-05-11,38.21897888183594
2011-05-12,37.54857635498047
2011-05-13,36.65277099609375
2011-05-16,35.2541618347168
2011-05-17,34.346805572509766
2011-05-18,34.93629837036133
2011-05-19,36.08061218261719
2011-05-20,35.77430725097656
2011-05-23,35.69917297363281
2011-05-24,34.924739837646484
2011-05-25,35.2368278503418
2011-05-26,35.537353515625
2011-05-27,35.60092544555664
2011-05-31,35.4217643737793
2011-06-01,34.728240966796875
2011-06-02,34.3814811706543
2011-06-03,34.832271575927734
2011-06-06,34.84383010864258
2011-06-07,35.27728271484375
2011-06-08,34.94785690307617
2011-06-09,35.022987365722656
2011-06-10,34.23121643066406
2011-06-13,34.502845764160156
2011-06-14,35.121238708496094
2011-06-15,35.86677932739258
2011-06-16,37.38097381591797
2011-06-17,37.50811767578125
2011-06-20,38.14385223388672
2011-06-21,38.72178649902344
2011-06-22,38.20164108276367
2011-06-23,37.73351287841797
2011-06-24,37.721954345703125
2011-06-27,36.65277099609375
2011-06-28,37.54857635498047
2011-06-29,38.190086364746094
2011-06-30,39.53668212890625
2011-07-01,39.97013473510742
2011-07-05,40.25332260131836
2011-07-06,40.20708465576172
2011-07-07,40.120391845703125
2011-07-08,39.92967224121094
2011-07-11,39.12056350708008
2011-07-12,38.0860595703125
2011-07-13,39.0107536315918
2011-07-14,38.90094757080078
2011-07-15,39.305503845214844
2011-07-18,38.606197357177734
2011-07-19,38.36924743652344
2011-07-20,38.35190963745117
2011-07-21,39.137901306152344
2011-07-22,39.340179443359375
2011-07-25,39.43265151977539
2011-07-26,39.19569778442383
2011-07-27,37.571693420410156
2011-07-28,37.138240814208984
2011-07-29,36.236656188964844
2011-08-01,35.901451110839844
2011-08-02,34.439273834228516
2011-08-03,33.77464294433594
2011-08-04,31.208602905273438
2011-08-05,30.884958267211914
2011-08-08,27.96059799194336
2011-08-09,29.463232040405273
2011-08-10,27.91436195373535
2011-08-11,28.833282470703125
2011-08-12,29.52680778503418
2011-08-15,30.208772659301758
2011-08-16,29.70018768310547
2011-08-17,29.27829360961914
2011-08-18,26.879854202270508
2011-08-19,25.70664405822754
2011-08-22,25.68352508544922
2011-08-23,26.1632137298584
2011-08-24,26.718032836914062
2011-08-25,26.810503005981445
2011-08-26,27.671628952026367
2011-08-29,29.151147842407227
2011-08-30,29.49791145324707
2011-08-31,29.521028518676758
2011-09-01,28.98932647705078
2011-09-02,27.902803421020508
2011-09-06,27.636953353881836
2011-09-07,29.13958740234375
2011-09-08,28.3420352935791
2011-09-09,26.770048141479492
2011-09-12,25.839569091796875
2011-09-13,26.56777000427246
2011-09-14,26.82206153869629
2011-09-15,27.45201301574707
2011-09-16,27.498249053955078
2011-09-19,27.573379516601562
2011-09-20,27.925920486450195
2011-09-21,25.897361755371094
2011-09-22,24.440959930419922
2011-09-23,25.18071937561035
2011-09-26,25.28474998474121
2011-09-27,26.273021697998047
2011-09-28,25.070913314819336
2011-09-29,25.48702621459961
2011-09-30,24.851295471191406
2011-10-03,23.510482788085938
2011-10-04,24.09419822692871
2011-10-05,25.74709701538086
2011-10-06,26.56777000427246
2011-10-07,25.845348358154297
2011-10-10,27.486690521240234
2011-10-11,28.01261329650879
2011-10-12,27.862348556518555
2011-10-13,28.318918228149414
2011-10-14,28.544315338134766
2011-10-17,28.290021896362305
2011-10-18,28.209110260009766
2011-10-19,27.827672958374023
2011-10-20,27.45201301574707
2011-10-21,28.261127471923828
2011-10-24,29.330307006835938
2011-10-25,28.463401794433594
2011-10-26,28.214889526367188
2011-10-27,29.567262649536133
2011-10-28,33.046443939208984
2011-10-31,32.144859313964844
2011-11-01,30.43416976928711
2011-11-02,32.00615692138672
2011-11-03,33.30073547363281
2011-11-04,33.53190994262695
2011-11-07,33.612823486328125
2011-11-08,33.28917694091797
2011-11-09,32.47428512573242
2011-11-10,32.96553421020508
2011-11-11,32.98286819458008
2011-11-14,33.37009048461914
2011-11-15,32.6361083984375
2011-11-16,33.1909294128418
2011-11-17,31.988819122314453
2011-11-18,31.416662216186523
2011-11-21,30.064289093017578
2011-11-22,30.052730560302734
2011-11-23,29.879350662231445
2011-11-25,29.289852142333984
2011-11-28,30.260786056518555
2011-11-29,30.32436180114746
2011-11-30,32.3355827331543
2011-12-01,32.560977935791016
2011-12-02,32.468509674072266
2011-12-05,32.925079345703125
2011-12-06,32.53785705566406
2011-12-07,32.64188766479492
2011-12-08,31.642057418823242
2011-12-09,32.393375396728516
2011-12-12,31.29529571533203
2011-12-13,29.694408416748047
2011-12-14,28.47496223449707
2011-12-15,28.659902572631836
2011-12-16,28.833282470703125
2011-12-19,26.96654510498047
2011-12-20,27.434675216674805
2011-12-21,27.596498489379883
2011-12-22,28.174434661865234
2011-12-23,28.498079299926758
2011-12-27,28.631004333496094
2011-12-28,27.949039459228516
2011-12-29,28.41716766357422
2011-12-30,28.862178802490234
2012-01-03,29.480571746826172
2012-01-04,29.769540786743164
2012-01-05,29.786880493164062
2012-01-06,30.347476959228516
2012-01-09,30.087406158447266
2012-01-10,30.988988876342773
2012-01-11,28.833282470703125
2012-01-12,28.752370834350586
2012-01-13,28.347814559936523
2012-01-17,28.723474502563477
2012-01-18,28.578990936279297
2012-01-19,28.7292537689209
2012-01-20,28.353595733642578
2012-01-23,27.99527359008789
2012-01-24,28.035728454589844
2012-01-25,28.23222541809082
2012-01-26,27.827672958374023
2012-01-27,27.93747901916504
2012-01-30,27.879688262939453
2012-01-31,27.740982055664062
2012-02-01,28.318918228149414
2012-02-02,28.943092346191406
2012-02-03,30.197214126586914
2012-02-06,30.405271530151367
2012-02-07,30.11052131652832
2012-02-08,29.82155418395996
2012-02-09,30.058507919311523
2012-02-10,29.729084014892578
2012-02-13,29.630836486816406
2012-02-14,29.862009048461914
2012-02-15,30.197214126586914
2012-02-16,31.318410873413086
2012-02-17,32.03505325317383
2012-02-21,31.208602905273438
2012-02-22,30.804046630859375
2012-02-23,31.381986618041992
2012-02-24,30.95431137084961
2012-02-27,30.95431137084961
2012-02-28,31.064119338989258
2012-02-29,31.046781539916992
2012-03-01,32.08707046508789
2012-03-02,32.32402420043945
2012-03-05,31.491792678833008
2012-03-06,29.82155418395996
2012-03-07,29.902467727661133
2012-03-08,29.896686553955078
2012-03-09,30.69424057006836
2012-03-12,30.567094802856445
2012-03-13,30.948530197143555
2012-03-14,30.919635772705078
2012-03-15,31.370426177978516
2012-03-16,31.064119338989258
2012-03-19,31.20282554626465
2012-03-20,31.179706573486328
2012-03-21,31.208602905273438
2012-03-22,31.104576110839844
2012-03-23,31.32996940612793
2012-03-26,31.55536651611328
2012-03-27,31.064119338989258
2012-03-28,30.549755096435547
2012-03-29,30.3879337310791
2012-03-30,30.630666732788086
2012-04-02,30.896516799926758
2012-04-03,30.35903549194336
2012-04-04,29.79265785217285
2012-04-05,29.24361801147461
2012-04-09,28.411388397216797
2012-04-10,27.550260543823242
2012-04-11,27.486690521240234
2012-04-12,27.839229583740234
2012-04-13,26.6833553314209
2012-04-16,26.642900466918945
2012-04-17,27.11680793762207
2012-04-18,27.082134246826172
2012-04-19,27.099470138549805
2012-04-20,27.232397079467773
2012-04-23,26.89719581604004
2012-04-24,26.931869506835938
2012-04-25,28.295801162719727
2012-04-26,29.185823440551758
2012-04-27,29.786880493164062
2012-04-30,28.99510383605957
2012-05-01,29.024002075195312
2012-05-02,28.22066879272461
2012-05-03,27.515586853027344
2012-05-04,26.908754348754883
2012-05-07,26.868297576904297
2012-05-08,26.336593627929688
2012-05-09,26.076520919799805
2012-05-10,26.192110061645508
2012-05-11,25.845348358154297
2012-05-14,25.22695541381836
2012-05-15,24.729930877685547
2012-05-16,24.123096466064453
2012-05-17,23.591392517089844
2012-05-18,23.342878341674805
2012-05-21,24.18088722229004
2012-05-22,24.204008102416992
2012-05-23,23.86880111694336
2012-05-24,23.984390258789062
2012-05-25,24.140432357788086
2012-05-29,24.469858169555664
2012-05-30,23.75321388244629
2012-05-31,23.11748504638672
2012-06-01,22.903648376464844
2012-06-04,21.828685760498047
2012-06-05,22.088756561279297
2012-06-06,22.684030532836914
2012-06-07,22.86319351196289
2012-06-08,23.51626205444336
2012-06-11,22.52798843383789
2012-06-12,22.874752044677734
2012-06-13,22.395063400268555
2012-06-14,22.285255432128906
2012-06-15,22.52798843383789
2012-06-18,22.21590232849121
2012-06-19,22.741825103759766
2012-06-20,23.0943660736084
2012-06-21,21.99050521850586
2012-06-22,22.33148956298828
2012-06-25,20.967557907104492
2012-06-26,20.834632873535156
2012-06-27,21.152496337890625
2012-06-28,21.065807342529297
2012-06-29,21.67264175415039
2012-07-02,21.0484676361084
2012-07-03,21.487703323364258
2012-07-05,21.765111923217773
2012-07-06,21.04269027709961
2012-07-09,20.366504669189453
2012-07-10,19.563169479370117
2012-07-11,19.037248611450195
2012-07-12,18.540224075317383
2012-07-13,18.725162506103516
2012-07-16,18.34372329711914
2012-07-17,18.378398895263672
2012-07-18,18.771398544311523
2012-07-19,18.470870971679688
2012-07-20,18.118328094482422
2012-07-23,17.644420623779297
2012-07-24,16.82952880859375
2012-07-25,17.355451583862305
2012-07-26,17.973844528198242
2012-07-27,19.07770347595215
2012-07-30,18.921663284301758
