Date,CWST
2010-01-04,4.349999904632568
2010-01-05,4.300000190734863
2010-01-06,4.340000152587891
2010-01-07,4.360000133514404
2010-01-08,4.409999847412109
2010-01-11,4.400000095367432
2010-01-12,4.510000228881836
2010-01-13,4.610000133514404
2010-01-14,4.690000057220459
2010-01-15,4.789999961853027
2010-01-19,4.710000038146973
2010-01-20,4.75
2010-01-21,4.659999847412109
2010-01-22,4.650000095367432
2010-01-25,4.619999885559082
2010-01-26,4.579999923706055
2010-01-27,4.440000057220459
2010-01-28,4.510000228881836
2010-01-29,4.349999904632568
2010-02-01,4.380000114440918
2010-02-02,4.340000152587891
2010-02-03,4.239999771118164
2010-02-04,4.230000019073486
2010-02-05,4.21999979019165
2010-02-08,4.210000038146973
2010-02-09,4.409999847412109
2010-02-10,4.239999771118164
2010-02-11,4.46999979019165
2010-02-12,4.480000019073486
2010-02-16,4.400000095367432
2010-02-17,4.409999847412109
2010-02-18,4.659999847412109
2010-02-19,4.71999979019165
2010-02-22,4.71999979019165
2010-02-23,4.78000020980835
2010-02-24,4.769999980926514
2010-02-25,4.710000038146973
2010-02-26,4.53000020980835
2010-03-01,4.800000190734863
2010-03-02,4.789999961853027
2010-03-03,4.800000190734863
2010-03-04,4.71999979019165
2010-03-05,4.75
2010-03-08,4.840000152587891
2010-03-09,4.929999828338623
2010-03-10,4.900000095367432
2010-03-11,4.949999809265137
2010-03-12,5.139999866485596
2010-03-15,5.119999885559082
2010-03-16,5.139999866485596
2010-03-17,5.179999828338623
2010-03-18,5.099999904632568
2010-03-19,4.849999904632568
2010-03-22,4.829999923706055
2010-03-23,4.840000152587891
2010-03-24,4.820000171661377
2010-03-25,4.949999809265137
2010-03-26,5.019999980926514
2010-03-29,5.010000228881836
2010-03-30,5.039999961853027
2010-03-31,5.03000020980835
2010-04-01,5.099999904632568
2010-04-05,5.199999809265137
2010-04-06,5.230000019073486
2010-04-07,5.150000095367432
2010-04-08,5.190000057220459
2010-04-09,5.179999828338623
2010-04-12,5.179999828338623
2010-04-13,5.170000076293945
2010-04-14,5.070000171661377
2010-04-15,5.130000114440918
2010-04-16,5.079999923706055
2010-04-19,5.050000190734863
2010-04-20,5.059999942779541
2010-04-21,5.070000171661377
2010-04-22,5.059999942779541
2010-04-23,5.079999923706055
2010-04-26,5.039999961853027
2010-04-27,4.960000038146973
2010-04-28,4.940000057220459
2010-04-29,5.079999923706055
2010-04-30,5.159999847412109
2010-05-03,5.300000190734863
2010-05-04,5.050000190734863
2010-05-05,5.03000020980835
2010-05-06,4.659999847412109
2010-05-07,4.46999979019165
2010-05-10,4.829999923706055
2010-05-11,5.079999923706055
2010-05-12,5.199999809265137
2010-05-13,5.199999809265137
2010-05-14,5.059999942779541
2010-05-17,5.019999980926514
2010-05-18,4.980000019073486
2010-05-19,4.75
2010-05-20,4.409999847412109
2010-05-21,4.300000190734863
2010-05-24,4.380000114440918
2010-05-25,4.150000095367432
2010-05-26,4.28000020980835
2010-05-27,4.369999885559082
2010-05-28,4.489999771118164
2010-06-01,4.170000076293945
2010-06-02,4.179999828338623
2010-06-03,4.159999847412109
2010-06-04,4.139999866485596
2010-06-07,4.050000190734863
2010-06-08,3.549999952316284
2010-06-09,3.4700000286102295
2010-06-10,3.4600000381469727
2010-06-11,4.0
2010-06-14,4.409999847412109
2010-06-15,4.449999809265137
2010-06-16,4.199999809265137
2010-06-17,4.28000020980835
2010-06-18,4.309999942779541
2010-06-21,4.039999961853027
2010-06-22,3.9800000190734863
2010-06-23,4.050000190734863
2010-06-24,3.869999885559082
2010-06-25,4.110000133514404
2010-06-28,3.8299999237060547
2010-06-29,3.7300000190734863
2010-06-30,3.819999933242798
2010-07-01,3.690000057220459
2010-07-02,3.9000000953674316
2010-07-06,3.809999942779541
2010-07-07,3.799999952316284
2010-07-08,3.869999885559082
2010-07-09,4.03000020980835
2010-07-12,4.039999961853027
2010-07-13,3.9700000286102295
2010-07-14,3.9000000953674316
2010-07-15,3.9600000381469727
2010-07-16,3.690000057220459
2010-07-19,3.7799999713897705
2010-07-20,3.930000066757202
2010-07-21,3.7300000190734863
2010-07-22,4.039999961853027
2010-07-23,4.139999866485596
2010-07-26,4.380000114440918
2010-07-27,4.420000076293945
2010-07-28,4.320000171661377
2010-07-29,4.190000057220459
2010-07-30,3.990000009536743
2010-08-02,3.9700000286102295
2010-08-03,3.9600000381469727
2010-08-04,4.0
2010-08-05,3.9800000190734863
2010-08-06,3.930000066757202
2010-08-09,4.179999828338623
2010-08-10,4.070000171661377
2010-08-11,3.8499999046325684
2010-08-12,3.990000009536743
2010-08-13,4.0
2010-08-16,3.9200000762939453
2010-08-17,4.119999885559082
2010-08-18,4.110000133514404
2010-08-19,4.010000228881836
2010-08-20,4.110000133514404
2010-08-23,4.099999904632568
2010-08-24,4.159999847412109
2010-08-25,4.179999828338623
2010-08-26,4.25
2010-08-27,4.340000152587891
2010-08-30,4.139999866485596
2010-08-31,4.440000057220459
2010-09-01,4.539999961853027
2010-09-02,4.400000095367432
2010-09-03,4.550000190734863
2010-09-07,4.480000019073486
2010-09-08,4.440000057220459
2010-09-09,4.320000171661377
2010-09-10,4.389999866485596
2010-09-13,4.489999771118164
2010-09-14,4.429999828338623
2010-09-15,4.400000095367432
2010-09-16,4.349999904632568
2010-09-17,4.190000057220459
2010-09-20,4.400000095367432
2010-09-21,4.400000095367432
2010-09-22,4.260000228881836
2010-09-23,4.239999771118164
2010-09-24,4.309999942779541
2010-09-27,4.369999885559082
2010-09-28,4.429999828338623
2010-09-29,4.369999885559082
2010-09-30,4.199999809265137
2010-10-01,4.389999866485596
2010-10-04,4.409999847412109
2010-10-05,4.480000019073486
2010-10-06,4.610000133514404
2010-10-07,4.630000114440918
2010-10-08,4.690000057220459
2010-10-11,4.75
2010-10-12,4.809999942779541
2010-10-13,4.920000076293945
2010-10-14,4.940000057220459
2010-10-15,4.849999904632568
2010-10-18,4.96999979019165
2010-10-19,4.800000190734863
2010-10-20,4.869999885559082
2010-10-21,4.900000095367432
2010-10-22,4.960000038146973
2010-10-25,4.880000114440918
2010-10-26,4.849999904632568
2010-10-27,4.769999980926514
2010-10-28,4.880000114440918
2010-10-29,4.929999828338623
2010-11-01,4.710000038146973
2010-11-02,4.769999980926514
2010-11-03,4.789999961853027
2010-11-04,4.869999885559082
2010-11-05,4.869999885559082
2010-11-08,4.889999866485596
2010-11-09,4.869999885559082
2010-11-10,4.710000038146973
2010-11-11,4.659999847412109
2010-11-12,4.659999847412109
2010-11-15,4.769999980926514
2010-11-16,4.659999847412109
2010-11-17,4.590000152587891
2010-11-18,4.539999961853027
2010-11-19,4.570000171661377
2010-11-22,4.449999809265137
2010-11-23,4.369999885559082
2010-11-24,4.510000228881836
2010-11-26,4.539999961853027
2010-11-29,4.590000152587891
2010-11-30,4.559999942779541
2010-12-01,4.449999809265137
2010-12-02,5.010000228881836
2010-12-03,5.039999961853027
2010-12-06,5.179999828338623
2010-12-07,5.519999980926514
2010-12-08,5.860000133514404
2010-12-09,5.980000019073486
2010-12-10,6.269999980926514
2010-12-13,6.699999809265137
2010-12-14,6.78000020980835
2010-12-15,6.559999942779541
2010-12-16,6.739999771118164
2010-12-17,6.690000057220459
2010-12-20,6.849999904632568
2010-12-21,6.849999904632568
2010-12-22,6.809999942779541
2010-12-23,6.96999979019165
2010-12-27,7.099999904632568
2010-12-28,7.059999942779541
2010-12-29,7.190000057220459
2010-12-30,7.079999923706055
2010-12-31,7.090000152587891
2011-01-03,7.199999809265137
2011-01-04,6.889999866485596
2011-01-05,7.21999979019165
2011-01-06,7.050000190734863
2011-01-07,6.900000095367432
2011-01-10,6.559999942779541
2011-01-11,6.650000095367432
2011-01-12,6.769999980926514
2011-01-13,6.860000133514404
2011-01-14,7.159999847412109
2011-01-18,6.800000190734863
2011-01-19,6.46999979019165
2011-01-20,6.340000152587891
2011-01-21,6.260000228881836
2011-01-24,7.539999961853027
2011-01-25,8.039999961853027
2011-01-26,8.130000114440918
2011-01-27,8.010000228881836
2011-01-28,7.699999809265137
2011-01-31,8.020000457763672
2011-02-01,8.1899995803833
2011-02-02,8.0
2011-02-03,8.020000457763672
2011-02-04,7.849999904632568
2011-02-07,7.670000076293945
2011-02-08,7.46999979019165
2011-02-09,7.409999847412109
2011-02-10,7.380000114440918
2011-02-11,7.539999961853027
2011-02-14,7.440000057220459
2011-02-15,7.269999980926514
2011-02-16,7.409999847412109
2011-02-17,7.5
2011-02-18,7.5
2011-02-22,7.079999923706055
2011-02-23,7.099999904632568
