Date,META
2012-05-18,38.02141571044922
2012-05-21,33.84432601928711
2012-05-22,30.830862045288086
2012-05-23,31.825403213500977
2012-05-24,32.84978103637695
2012-05-25,31.73589515686035
2012-05-29,28.68264389038086
2012-05-30,28.036190032958984
2012-05-31,29.438495635986328
2012-06-01,27.568754196166992
2012-06-04,26.75322914123535
2012-06-05,25.728849411010742
2012-06-06,26.663721084594727
2012-06-07,26.166446685791016
2012-06-08,26.95214080810547
2012-06-11,26.86263084411621
2012-06-12,27.250503540039062
2012-06-13,27.121212005615234
2012-06-14,28.135648727416992
2012-06-15,29.846261978149414
2012-06-18,31.238622665405273
2012-06-19,31.73589515686035
2012-06-20,31.427587509155273
2012-06-21,31.666278839111328
2012-06-22,32.86967468261719
2012-06-25,31.88507843017578
2012-06-26,32.91939926147461
2012-06-27,32.05414581298828
2012-06-28,31.188894271850586
2012-06-29,30.930315017700195
2012-07-02,30.602115631103516
2012-07-03,31.029767990112305
2012-07-05,31.298295974731445
2012-07-06,31.556875228881836
2012-07-09,31.994476318359375
2012-07-10,31.298295974731445
2012-07-11,30.801021575927734
2012-07-12,30.641897201538086
2012-07-13,30.552387237548828
2012-07-16,28.095863342285156
2012-07-17,27.936737060546875
2012-07-18,28.951171875
2012-07-19,28.841772079467773
2012-07-20,28.60308074951172
2012-07-23,28.593135833740234
2012-07-24,28.29477310180664
2012-07-25,29.179916381835938
2012-07-26,26.703502655029297
2012-07-27,23.58063316345215
2012-07-30,23.02368927001953
2012-07-31,21.5915470123291
2012-08-01,20.766075134277344
2012-08-02,19.930660247802734
2012-08-03,20.974929809570312
2012-08-06,21.800399780273438
2012-08-07,20.606950759887695
2012-08-08,20.606950759887695
2012-08-09,20.895366668701172
2012-08-10,21.691001892089844
2012-08-13,21.482147216796875
2012-08-14,20.268800735473633
2012-08-15,21.084331512451172
2012-08-16,19.761585235595703
2012-08-17,18.94605827331543
2012-08-20,19.90082359313965
2012-08-21,19.05545997619629
2012-08-22,19.333932876586914
2012-08-23,19.333932876586914
2012-08-24,19.304094314575195
2012-08-27,19.045515060424805
2012-08-28,19.234479904174805
2012-08-29,18.995786666870117
2012-08-30,18.985843658447266
2012-08-31,17.961462020874023
2012-09-04,17.63326072692871
2012-09-05,18.478626251220703
2012-09-06,18.856550216674805
2012-09-07,18.87644386291504
2012-09-10,18.707368850708008
2012-09-11,19.32398796081543
2012-09-12,20.81580352783203
2012-09-13,20.597002029418945
2012-09-14,21.87996482849121
2012-09-17,21.4025821685791
2012-09-18,21.75067710876465
2012-09-19,23.162927627563477
2012-09-20,22.466745376586914
2012-09-21,22.735275268554688
2012-09-24,20.67656707763672
2012-09-25,20.169349670410156
2012-09-26,20.507495880126953
2012-09-27,20.20913314819336
2012-09-28,21.541818618774414
2012-10-01,21.870018005371094
2012-10-02,22.14849281311035
2012-10-03,21.710891723632812
2012-10-04,21.83024024963379
2012-10-05,20.79591178894043
2012-10-08,20.288692474365234
2012-10-09,20.1196231842041
2012-10-10,19.532840728759766
2012-10-11,19.642242431640625
2012-10-12,19.413496017456055
2012-10-15,19.413496017456055
2012-10-16,19.373714447021484
2012-10-17,19.771530151367188
2012-10-18,18.87644386291504
2012-10-19,18.896331787109375
2012-10-22,19.21458625793457
2012-10-23,19.393606185913086
2012-10-24,23.103254318237305
2012-10-25,22.436908721923828
2012-10-26,21.82029151916504
2012-10-31,20.994823455810547
2012-11-01,21.09427261352539
