Date,HCKT
2010-01-04,2.1566503047943115
2010-01-05,2.0189924240112305
2010-01-06,1.9654583930969238
2010-01-07,2.0419347286224365
2010-01-08,2.0113437175750732
2010-01-11,2.064877986907959
2010-01-12,2.0113437175750732
2010-01-13,2.0495827198028564
2010-01-14,2.064877986907959
2010-01-15,1.9960498809814453
2010-01-19,2.0113437175750732
2010-01-20,1.9960498809814453
2010-01-21,1.9807536602020264
2010-01-22,1.934867262840271
2010-01-25,1.942515254020691
2010-01-26,1.9195715188980103
2010-01-27,1.9654583930969238
2010-01-28,1.8966290950775146
2010-01-29,1.774265170097351
2010-02-01,2.026639699935913
2010-02-02,1.988400936126709
2010-02-03,2.003696918487549
2010-02-04,1.911924958229065
2010-02-05,1.942515254020691
2010-02-08,1.8277997970581055
2010-02-09,1.8813339471817017
2010-02-10,1.9272191524505615
2010-02-11,2.0113437175750732
2010-02-12,1.934867262840271
2010-02-16,1.9807536602020264
2010-02-17,2.0572307109832764
2010-02-18,2.0878217220306396
2010-02-19,2.0419347286224365
2010-02-22,2.0801737308502197
2010-02-23,2.0954689979553223
2010-02-24,2.072526216506958
2010-02-25,2.103116512298584
2010-02-26,2.103116512298584
2010-03-01,2.110764265060425
2010-03-02,2.1642982959747314
2010-03-03,2.1642982959747314
2010-03-04,2.1872410774230957
2010-03-05,2.233128070831299
2010-03-08,2.2484233379364014
2010-03-09,2.240774393081665
2010-03-10,2.1948888301849365
2010-03-11,2.1566503047943115
2010-03-12,2.171945095062256
2010-03-15,2.1642982959747314
2010-03-16,2.179593086242676
2010-03-17,2.1566503047943115
2010-03-18,2.1566503047943115
2010-03-19,2.179593086242676
2010-03-22,2.1948888301849365
2010-03-23,2.2101848125457764
2010-03-24,2.2025363445281982
2010-03-25,2.2101848125457764
2010-03-26,2.2025363445281982
2010-03-29,2.286661386489868
2010-03-30,2.294309139251709
2010-03-31,2.1260602474212646
2010-04-01,2.2254798412323
2010-04-05,2.2790133953094482
2010-04-06,2.2254798412323
2010-04-07,2.2025363445281982
2010-04-08,2.217832326889038
2010-04-09,2.217832326889038
2010-04-12,2.233128070831299
2010-04-13,2.2101848125457764
2010-04-14,2.2484233379364014
2010-04-15,2.271366596221924
2010-04-16,2.2790133953094482
2010-04-19,2.217832326889038
2010-04-20,2.240774393081665
2010-04-21,2.217832326889038
2010-04-22,2.256071090698242
2010-04-23,2.256071090698242
2010-04-26,2.256071090698242
2010-04-27,2.2025363445281982
2010-04-28,2.2101848125457764
2010-04-29,2.2484233379364014
2010-04-30,2.149003028869629
2010-05-03,2.2025363445281982
2010-05-04,2.149003028869629
2010-05-05,2.149003028869629
2010-05-06,2.0878217220306396
2010-05-07,2.0878217220306396
2010-05-10,2.110764265060425
2010-05-11,2.149003028869629
2010-05-12,2.5849215984344482
2010-05-13,2.5849215984344482
2010-05-14,2.554331064224243
2010-05-17,2.7225804328918457
2010-05-18,2.8449432849884033
2010-05-19,2.776113510131836
2010-05-20,2.5696258544921875
2010-05-21,2.477853536605835
2010-05-24,2.5237395763397217
2010-05-25,2.477853536605835
2010-05-26,2.4855010509490967
2010-05-27,2.5925700664520264
2010-05-28,2.5849215984344482
2010-06-01,2.561978340148926
2010-06-02,2.5925700664520264
2010-06-03,2.630807876586914
2010-06-04,2.5313870906829834
2010-06-07,2.332547187805176
2010-06-08,2.30195689201355
2010-06-09,2.2484233379364014
2010-06-10,2.3478429317474365
2010-06-11,2.363138198852539
2010-06-14,2.340195417404175
2010-06-15,2.4243202209472656
2010-06-16,2.3784339427948
2010-06-17,2.363138198852539
2010-06-18,2.3172521591186523
2010-06-21,2.3096044063568115
2010-06-22,2.2484233379364014
2010-06-23,2.2254798412323
2010-06-24,2.179593086242676
2010-06-25,2.1566503047943115
2010-06-28,2.233128070831299
2010-06-29,2.149003028869629
2010-06-30,2.149003028869629
2010-07-01,2.1948888301849365
2010-07-02,2.179593086242676
2010-07-06,2.2101848125457764
2010-07-07,2.217832326889038
2010-07-08,2.217832326889038
2010-07-09,2.2254798412323
2010-07-12,2.2025363445281982
2010-07-13,2.271366596221924
2010-07-14,2.256071090698242
2010-07-15,2.2025363445281982
2010-07-16,2.1948888301849365
2010-07-19,2.1566503047943115
2010-07-20,2.179593086242676
2010-07-21,2.1337077617645264
2010-07-22,2.2025363445281982
2010-07-23,2.30195689201355
2010-07-26,2.3784339427948
2010-07-27,2.363138198852539
2010-07-28,2.363138198852539
2010-07-29,2.3784339427948
2010-07-30,2.4013774394989014
2010-08-02,2.4549102783203125
2010-08-03,2.439615249633789
2010-08-04,2.5084445476531982
2010-08-05,2.44726300239563
2010-08-06,2.4166719913482666
2010-08-09,2.4166719913482666
2010-08-10,2.3554906845092773
2010-08-11,2.554331064224243
2010-08-12,2.768465995788574
2010-08-13,2.714932918548584
2010-08-16,2.852590322494507
2010-08-17,3.013192892074585
2010-08-18,3.158499002456665
2010-08-19,2.81435227394104
2010-08-20,2.7914087772369385
2010-08-23,2.768465995788574
2010-08-24,2.837294816970825
2010-08-25,2.997896671295166
2010-08-26,2.9443628787994385
2010-08-27,3.0973174571990967
2010-08-30,2.9749538898468018
2010-08-31,3.0284883975982666
2010-09-01,3.1049656867980957
2010-09-02,3.1049656867980957
2010-09-03,3.1432044506073
2010-09-07,3.036135196685791
2010-09-08,3.0896687507629395
2010-09-09,3.2196805477142334
2010-09-10,3.227328062057495
2010-09-13,3.1355559825897217
2010-09-14,3.043782949447632
2010-09-15,3.0973174571990967
2010-09-16,3.0208401679992676
2010-09-17,3.0667266845703125
2010-09-20,3.0667266845703125
2010-09-21,3.0590786933898926
2010-09-22,3.074374198913574
2010-09-23,2.9596588611602783
2010-09-24,3.0896687507629395
2010-09-27,3.0667266845703125
2010-09-28,3.0973174571990967
2010-09-29,3.227328062057495
2010-09-30,3.158499002456665
2010-10-01,3.1432044506073
2010-10-04,3.074374198913574
2010-10-05,3.2043845653533936
2010-10-06,3.2120325565338135
2010-10-07,3.1967368125915527
2010-10-08,3.2120325565338135
2010-10-11,3.1737940311431885
2010-10-12,3.1432044506073
2010-10-13,3.181440830230713
2010-10-14,3.1661462783813477
2010-10-15,3.082021713256836
2010-10-18,3.0667266845703125
2010-10-19,3.0208401679992676
2010-10-20,3.0667266845703125
2010-10-21,3.0208401679992676
2010-10-22,3.0208401679992676
2010-10-25,3.0208401679992676
2010-10-26,3.0896687507629395
2010-10-27,3.036135196685791
2010-10-28,2.9596588611602783
2010-10-29,2.9826016426086426
2010-11-01,2.9749538898468018
2010-11-02,3.112612724304199
2010-11-03,3.0896687507629395
2010-11-04,3.051431179046631
2010-11-05,3.158499002456665
2010-11-08,3.120260238647461
2010-11-09,3.051431179046631
2010-11-10,2.9137721061706543
2010-11-11,2.7914087772369385
2010-11-12,2.7225804328918457
2010-11-15,2.7608182430267334
2010-11-16,2.7302281856536865
2010-11-17,2.776113510131836
2010-11-18,2.829648017883301
2010-11-19,2.768465995788574
2010-11-22,2.7225804328918457
2010-11-23,2.676693916320801
2010-11-24,2.6919894218444824
2010-11-26,2.676693916320801
2010-11-29,2.753171682357788
2010-11-30,2.6919894218444824
2010-12-01,2.6919894218444824
2010-12-02,2.7302281856536865
2010-12-03,2.7225804328918457
2010-12-06,2.707284927368164
2010-12-07,2.6919894218444824
2010-12-08,2.6537508964538574
