Date,GOOGL
2010-01-04,15.576997756958008
2010-01-05,15.508400917053223
2010-01-06,15.11745548248291
2010-01-07,14.765527725219727
2010-01-08,14.96236801147461
2010-01-11,14.939752578735352
2010-01-12,14.675558090209961
2010-01-13,14.591304779052734
2010-01-14,14.659900665283203
2010-01-15,14.415093421936035
2010-01-19,14.604476928710938
2010-01-20,14.425280570983887
2010-01-21,14.489156723022461
2010-01-22,13.669733047485352
2010-01-25,13.420947074890137
2010-01-26,13.481093406677246
2010-01-27,13.473138809204102
2010-01-28,13.279035568237305
2010-01-29,13.170920372009277
2010-02-01,13.247469902038574
2010-02-02,13.200247764587402
2010-02-03,13.441328048706055
2010-02-04,13.09238338470459
2010-02-05,13.204473495483398
2010-02-08,13.25865364074707
2010-02-09,13.33246898651123
2010-02-10,13.283011436462402
2010-02-11,13.331473350524902
2010-02-12,13.249955177307129
2010-02-16,13.45325756072998
2010-02-17,13.376459121704102
2010-02-18,13.500977516174316
2010-02-19,13.439838409423828
2010-02-22,13.490537643432617
2010-02-23,13.298419952392578
2010-02-24,13.20894718170166
2010-02-25,13.083684921264648
2010-02-26,13.092881202697754
2010-03-01,13.239267349243164
2010-03-02,13.447293281555176
2010-03-03,13.553170204162598
2010-03-04,13.783562660217285
2010-03-05,14.022653579711914
2010-03-08,13.979656219482422
2010-03-09,13.92274284362793
2010-03-10,14.326862335205078
2010-03-11,14.443427085876465
2010-03-12,14.40365982055664
2010-03-15,13.997055053710938
2010-03-16,14.047258377075195
2010-03-17,14.056205749511719
2010-03-18,14.077082633972168
2010-03-19,13.918021202087402
2010-03-22,13.855887413024902
2010-03-23,13.644630432128906
2010-03-24,13.85166072845459
2010-03-25,13.98960018157959
2010-03-26,13.984875679016113
2010-03-29,13.978910446166992
2010-03-30,14.084787368774414
2010-03-31,14.094978332519531
2010-04-01,14.13673210144043
2010-04-05,14.191659927368164
2010-04-06,14.12231731414795
2010-04-07,14.006002426147461
2010-04-08,14.10417366027832
2010-04-09,14.072609901428223
2010-04-12,14.234407424926758
2010-04-13,14.583352088928223
2010-04-14,14.638775825500488
2010-04-15,14.7953519821167
2010-04-16,13.673213005065918
2010-04-19,13.671968460083008
2010-04-20,13.794746398925781
2010-04-21,13.77635383605957
2010-04-22,13.596413612365723
2010-04-23,13.544968605041504
2010-04-26,13.21317195892334
2010-04-27,13.14905071258545
2010-04-28,13.152280807495117
2010-04-29,13.22211742401123
2010-04-30,13.065540313720703
2010-05-03,13.187323570251465
2010-05-04,12.585121154785156
2010-05-05,12.6693754196167
2010-05-06,12.39374828338623
2010-05-07,12.256308555603027
2010-05-10,12.964883804321289
2010-05-11,12.651726722717285
2010-05-12,12.56076431274414
2010-05-13,12.697212219238281
2010-05-14,12.613951683044434
2010-05-17,12.62488842010498
2010-05-18,12.386292457580566
2010-05-19,12.288368225097656
2010-05-20,11.805712699890137
2010-05-21,11.732146263122559
2010-05-24,11.859146118164062
2010-05-25,11.856911659240723
2010-05-26,11.817144393920898
2010-05-27,12.189701080322266
2010-05-28,12.069658279418945
2010-06-01,11.98863410949707
2010-06-02,12.262024879455566
2010-06-03,12.565983772277832
2010-06-04,12.394990921020508
2010-06-07,12.066924095153809
2010-06-08,12.048531532287598
2010-06-09,11.781107902526855
2010-06-10,12.103954315185547
2010-06-11,12.14098834991455
2010-06-14,12.009015083312988
2010-06-15,12.376847267150879
2010-06-16,12.458368301391602
2010-06-17,12.428791999816895
2010-06-18,12.4275484085083
2010-06-21,12.142477989196777
2010-06-22,12.085065841674805
2010-06-23,11.980680465698242
2010-06-24,11.807948112487793
2010-06-25,11.747803688049316
2010-06-28,11.732892036437988
2010-06-29,11.290000915527344
2010-06-30,11.058611869812012
2010-07-01,10.922911643981934
2010-07-02,10.849841117858887
2010-07-06,10.837913513183594
2010-07-07,11.189093589782715
2010-07-08,11.347163200378418
2010-07-09,11.618813514709473
2010-07-12,11.826092720031738
2010-07-13,12.158385276794434
2010-07-14,12.21157169342041
2010-07-15,12.278179168701172
2010-07-16,11.422966003417969
2010-07-19,11.586254119873047
2010-07-20,11.969247817993164
2010-07-21,11.867596626281738
2010-07-22,12.049277305603027
2010-07-23,12.17975902557373
2010-07-26,12.152668952941895
2010-07-27,12.243632316589355
2010-07-28,12.037843704223633
2010-07-29,12.053750991821289
2010-07-30,12.050271034240723
2010-08-02,12.188458442687988
2010-08-03,12.174042701721191
2010-08-04,12.583878517150879
2010-08-05,12.628118515014648
2010-08-06,12.432271003723145
2010-08-09,12.559769630432129
2010-08-10,12.519010543823242
2010-08-11,12.221512794494629
2010-08-12,12.228224754333496
2010-08-13,12.087553024291992
2010-08-16,12.068663597106934
2010-08-17,12.191190719604492
2010-08-18,11.98316764831543
2010-08-19,11.630743026733398
2010-08-20,11.482864379882812
2010-08-23,11.5338134765625
2010-08-24,11.218668937683105
2010-08-25,11.298946380615234
2010-08-26,11.208479881286621
2010-08-27,11.403581619262695
2010-08-30,11.25097942352295
2010-08-31,11.18462085723877
2010-09-01,11.440861701965332
2010-09-02,11.511693000793457
2010-09-03,11.688651084899902
2010-09-07,11.54201602935791
2010-09-08,11.695610046386719
2010-09-09,11.834790229797363
2010-09-10,11.833795547485352
2010-09-13,11.986149787902832
2010-09-14,11.940418243408203
2010-09-15,11.945637702941895
2010-09-16,11.956075668334961
2010-09-17,12.18199634552002
2010-09-20,12.632590293884277
2010-09-21,12.761332511901855
2010-09-22,12.824460983276367
2010-09-23,12.761829376220703
2010-09-24,13.105057716369629
2010-09-27,13.182602882385254
2010-09-28,13.10207462310791
2010-09-29,13.114998817443848
2010-09-30,13.067778587341309
2010-10-01,13.063552856445312
2010-10-04,12.982283592224121
2010-10-05,13.376957893371582
2010-10-06,13.280525207519531
2010-10-07,13.172661781311035
2010-10-08,13.330231666564941
2010-10-11,13.392115592956543
2010-10-12,13.45549488067627
2010-10-13,13.502963066101074
2010-10-14,13.444061279296875
2010-10-15,14.948201179504395
2010-10-18,15.35232162475586
2010-10-19,15.106768608093262
2010-10-20,15.110495567321777
2010-10-21,15.210160255432129
2010-10-22,15.223580360412598
2010-10-25,15.322248458862305
2010-10-26,15.37444019317627
2010-10-27,15.321503639221191
2010-10-28,15.373946189880371
2010-10-29,15.252657890319824
2010-11-01,15.284967422485352
2010-11-02,15.29987907409668
2010-11-03,15.41370964050293
2010-11-04,15.515361785888672
2010-11-05,15.535493850708008
2010-11-08,15.577495574951172
2010-11-09,15.529030799865723
2010-11-10,15.480815887451172
2010-11-11,15.339399337768555
2010-11-12,14.993932723999023
2010-11-15,14.799576759338379
2010-11-16,14.507547378540039
2010-11-17,14.50332260131836
2010-11-18,14.826668739318848
2010-11-19,14.684257507324219
2010-11-22,14.693949699401855
2010-11-23,14.48990249633789
2010-11-24,14.787150382995605
2010-11-26,14.663627624511719
2010-11-29,14.467533111572266
2010-11-30,13.81139850616455
2010-12-01,14.02613353729248
2010-12-02,14.211790084838867
2010-12-03,14.241116523742676
2010-12-06,14.3743314743042
2010-12-07,14.592546463012695
2010-12-08,14.67704963684082
2010-12-09,14.700908660888672
2010-12-10,14.718555450439453
2010-12-13,14.778451919555664
2010-12-14,14.785660743713379
2010-12-15,14.6710844039917
2010-12-16,14.706128120422363
2010-12-17,14.683512687683105
2010-12-20,14.789385795593262
2010-12-21,14.988465309143066
2010-12-22,15.048609733581543
2010-12-23,15.017295837402344
2010-12-27,14.97131633758545
2010-12-28,14.885322570800781
2010-12-29,14.937017440795898
2010-12-30,14.883831024169922
2010-12-31,14.762296676635742
2011-01-03,15.02027702331543
2011-01-04,14.964853286743164
2011-01-05,15.137585639953613
2011-01-06,15.247687339782715
2011-01-07,15.320757865905762
2011-01-10,15.265335083007812
2011-01-11,15.310070991516113
2011-01-12,15.33144474029541
2011-01-13,15.326972961425781
2011-01-14,15.513126373291016
2011-01-18,15.897114753723145
2011-01-19,15.70126724243164
2011-01-20,15.577495574951172
2011-01-21,15.206181526184082
2011-01-24,15.187541007995605
