Date,CVCO
2010-01-04,37.45000076293945
2010-01-05,36.27000045776367
2010-01-06,35.0
2010-01-07,36.38999938964844
2010-01-08,37.630001068115234
2010-01-11,36.959999084472656
2010-01-12,37.22999954223633
2010-01-13,39.040000915527344
2010-01-14,40.0
2010-01-15,39.5
2010-01-19,40.119998931884766
2010-01-20,38.36000061035156
2010-01-21,36.369998931884766
2010-01-22,36.040000915527344
2010-01-25,36.29999923706055
2010-01-26,35.43000030517578
2010-01-27,36.22999954223633
2010-01-28,36.02000045776367
2010-01-29,35.84000015258789
2010-02-01,34.279998779296875
2010-02-02,34.27000045776367
2010-02-03,34.459999084472656
2010-02-04,33.79999923706055
2010-02-05,33.33000183105469
2010-02-08,33.66999816894531
2010-02-09,34.369998931884766
2010-02-10,33.43000030517578
2010-02-11,34.029998779296875
2010-02-12,33.93000030517578
2010-02-16,35.0
2010-02-17,37.04999923706055
2010-02-18,36.86000061035156
2010-02-19,36.290000915527344
2010-02-22,34.95000076293945
2010-02-23,34.91999816894531
2010-02-24,35.380001068115234
2010-02-25,35.65999984741211
2010-02-26,35.02000045776367
2010-03-01,35.790000915527344
2010-03-02,36.5
2010-03-03,37.099998474121094
2010-03-04,37.47999954223633
2010-03-05,37.709999084472656
2010-03-08,38.20000076293945
2010-03-09,38.529998779296875
2010-03-10,38.81999969482422
2010-03-11,39.400001525878906
2010-03-12,38.439998626708984
2010-03-15,38.560001373291016
2010-03-16,38.54999923706055
2010-03-17,38.529998779296875
2010-03-18,37.349998474121094
2010-03-19,35.4900016784668
2010-03-22,34.97999954223633
2010-03-23,34.7599983215332
2010-03-24,34.779998779296875
2010-03-25,35.130001068115234
2010-03-26,35.349998474121094
2010-03-29,35.380001068115234
2010-03-30,34.529998779296875
2010-03-31,34.13999938964844
2010-04-01,33.689998626708984
2010-04-05,34.2599983215332
2010-04-06,35.0099983215332
2010-04-07,34.810001373291016
2010-04-08,34.619998931884766
2010-04-09,35.0099983215332
2010-04-12,35.130001068115234
2010-04-13,35.130001068115234
2010-04-14,36.209999084472656
2010-04-15,35.97999954223633
2010-04-16,35.7599983215332
2010-04-19,35.97999954223633
2010-04-20,36.88999938964844
2010-04-21,35.439998626708984
2010-04-22,36.81999969482422
2010-04-23,37.43000030517578
2010-04-26,37.83000183105469
2010-04-27,37.45000076293945
2010-04-28,37.88999938964844
2010-04-29,39.20000076293945
2010-04-30,39.16999816894531
2010-05-03,42.310001373291016
2010-05-04,40.68000030517578
2010-05-05,39.790000915527344
2010-05-06,38.130001068115234
2010-05-07,37.5
2010-05-10,38.209999084472656
2010-05-11,38.189998626708984
2010-05-12,38.59000015258789
2010-05-13,37.16999816894531
2010-05-14,36.63999938964844
2010-05-17,37.619998931884766
2010-05-18,38.119998931884766
2010-05-19,37.45000076293945
2010-05-20,35.63999938964844
2010-05-21,36.02000045776367
2010-05-24,36.08000183105469
2010-05-25,36.290000915527344
2010-05-26,35.0
2010-05-27,37.18000030517578
2010-05-28,36.5099983215332
2010-06-01,34.02000045776367
2010-06-02,34.970001220703125
2010-06-03,34.849998474121094
2010-06-04,33.5099983215332
2010-06-07,33.5
2010-06-08,34.0
2010-06-09,34.099998474121094
2010-06-10,34.36000061035156
2010-06-11,35.189998626708984
2010-06-14,35.869998931884766
2010-06-15,36.83000183105469
2010-06-16,37.45000076293945
2010-06-17,37.209999084472656
2010-06-18,37.5
2010-06-21,37.75
2010-06-22,36.91999816894531
2010-06-23,36.459999084472656
2010-06-24,35.869998931884766
2010-06-25,35.880001068115234
2010-06-28,35.59000015258789
2010-06-29,35.369998931884766
2010-06-30,35.18000030517578
2010-07-01,35.279998779296875
2010-07-02,35.31999969482422
2010-07-06,34.439998626708984
2010-07-07,34.959999084472656
2010-07-08,35.18000030517578
2010-07-09,35.970001220703125
2010-07-12,35.7599983215332
2010-07-13,36.0
2010-07-14,35.65999984741211
2010-07-15,35.41999816894531
2010-07-16,33.900001525878906
2010-07-19,33.93000030517578
2010-07-20,34.400001525878906
2010-07-21,33.75
2010-07-22,34.08000183105469
2010-07-23,33.7400016784668
2010-07-26,35.33000183105469
2010-07-27,35.130001068115234
2010-07-28,34.40999984741211
2010-07-29,34.7599983215332
2010-07-30,35.060001373291016
2010-08-02,35.279998779296875
2010-08-03,36.84000015258789
2010-08-04,37.2599983215332
2010-08-05,36.599998474121094
2010-08-06,35.61000061035156
2010-08-09,37.34000015258789
2010-08-10,36.209999084472656
2010-08-11,34.040000915527344
2010-08-12,34.09000015258789
2010-08-13,33.540000915527344
2010-08-16,33.650001525878906
2010-08-17,34.880001068115234
2010-08-18,35.15999984741211
2010-08-19,33.529998779296875
2010-08-20,33.5
2010-08-23,33.529998779296875
2010-08-24,34.08000183105469
2010-08-25,34.84000015258789
2010-08-26,35.310001373291016
2010-08-27,34.150001525878906
2010-08-30,33.5
2010-08-31,33.5099983215332
2010-09-01,34.09000015258789
2010-09-02,34.380001068115234
2010-09-03,34.95000076293945
2010-09-07,34.5
2010-09-08,34.38999938964844
2010-09-09,35.5099983215332
2010-09-10,34.84000015258789
2010-09-13,34.45000076293945
2010-09-14,34.16999816894531
2010-09-15,33.880001068115234
2010-09-16,33.20000076293945
2010-09-17,32.27000045776367
2010-09-20,32.380001068115234
2010-09-21,32.09000015258789
2010-09-22,32.349998474121094
2010-09-23,32.0099983215332
2010-09-24,33.060001373291016
2010-09-27,32.7599983215332
2010-09-28,33.84000015258789
2010-09-29,33.650001525878906
2010-09-30,35.90999984741211
2010-10-01,35.290000915527344
2010-10-04,35.150001525878906
2010-10-05,35.119998931884766
2010-10-06,34.970001220703125
2010-10-07,34.13999938964844
2010-10-08,35.18000030517578
2010-10-11,34.5
2010-10-12,34.65999984741211
2010-10-13,34.689998626708984
2010-10-14,32.4900016784668
2010-10-15,32.369998931884766
2010-10-18,32.81999969482422
2010-10-19,33.189998626708984
2010-10-20,33.2599983215332
2010-10-21,33.029998779296875
2010-10-22,32.220001220703125
2010-10-25,32.33000183105469
2010-10-26,32.209999084472656
2010-10-27,32.93000030517578
2010-10-28,32.709999084472656
2010-10-29,31.690000534057617
2010-11-01,32.59000015258789
2010-11-02,33.33000183105469
2010-11-03,33.959999084472656
2010-11-04,37.310001373291016
2010-11-05,36.560001373291016
