Date,VSH
2010-01-04,5.53102445602417
2010-01-05,5.518398284912109
2010-01-06,5.53102445602417
2010-01-07,5.480513572692871
2010-01-08,5.688873291015625
2010-01-11,5.663618087768555
2010-01-12,5.499454975128174
2010-01-13,5.650989532470703
2010-01-14,5.739386081695557
2010-01-15,5.5373382568359375
2010-01-19,5.56890869140625
2010-01-20,5.91617488861084
2010-01-21,5.556281566619873
2010-01-22,5.328979015350342
2010-01-25,5.31003475189209
2010-01-26,5.221641540527344
2010-01-27,5.177443504333496
2010-01-28,5.089047431945801
2010-01-29,4.760721683502197
2010-02-01,5.202699184417725
2010-02-02,5.133244514465332
2010-02-03,5.234268665313721
2010-02-04,5.076419830322266
2010-02-05,4.887001991271973
2010-02-08,5.095362186431885
2010-02-09,5.650989532470703
2010-02-10,5.878292560577393
2010-02-11,6.0045695304870605
2010-02-12,6.130849361419678
2010-02-16,6.358152389526367
2010-02-17,6.440232753753662
2010-02-18,6.522316932678223
2010-02-19,6.534945487976074
2010-02-22,6.0740251541137695
2010-02-23,6.04245662689209
2010-02-24,6.339211940765381
2010-02-25,6.383407115936279
2010-02-26,6.471803665161133
2010-03-01,6.743302822113037
2010-03-02,6.566514015197754
2010-03-03,6.718051433563232
2010-03-04,6.692790985107422
2010-03-05,6.736988544464111
2010-03-08,6.67385196685791
2010-03-09,6.654909133911133
2010-03-10,6.901152610778809
2010-03-11,6.976920127868652
2010-03-12,6.743302822113037
2010-03-15,6.60439920425415
2010-03-16,6.6801629066467285
2010-03-17,6.831697463989258
2010-03-18,6.838013172149658
2010-03-19,6.598082065582275
2010-03-22,6.598082065582275
2010-03-23,6.768559455871582
2010-03-24,6.598082065582275
2010-03-25,6.4528632164001465
2010-03-26,6.534945487976074
2010-03-29,6.71173620223999
2010-03-30,6.60439920425415
2010-03-31,6.459176540374756
2010-04-01,6.332896709442139
2010-04-05,6.667533874511719
2010-04-06,6.7054219245910645
2010-04-07,6.856955528259277
2010-04-08,6.60439920425415
2010-04-09,6.534945487976074
2010-04-12,6.76224422454834
2010-04-13,6.819070339202881
2010-04-14,6.945348739624023
2010-04-15,6.989548206329346
2010-04-16,6.8064422607421875
2010-04-19,6.7054219245910645
2010-04-20,6.75593376159668
2010-04-21,6.787500858306885
2010-04-22,6.939033508300781
2010-04-23,6.989548206329346
2010-04-26,6.869583606719971
2010-04-27,6.749617099761963
2010-04-28,6.894839286804199
2010-04-29,6.920093059539795
2010-04-30,6.572828769683838
2010-05-03,6.800129413604736
2010-05-04,6.427605152130127
2010-05-05,5.985629081726074
2010-05-06,5.682559490203857
2010-05-07,5.575222492218018
2010-05-10,6.04245662689209
2010-05-11,6.092966079711914
2010-05-12,6.427605152130127
2010-05-13,6.11822509765625
2010-05-14,5.827781677246094
2010-05-17,5.8972344398498535
2010-05-18,5.846721172332764
2010-05-19,5.707815647125244
2010-05-20,5.448943614959717
2010-05-21,5.632047176361084
2010-05-24,5.56890869140625
2010-05-25,5.480513572692871
2010-05-26,5.493141174316406
2010-05-27,5.871978282928467
2010-05-28,5.714129447937012
2010-06-01,5.56890869140625
2010-06-02,5.682559490203857
2010-06-03,5.682559490203857
2010-06-04,5.379489421844482
2010-06-07,5.183758735656738
2010-06-08,5.272152900695801
2010-06-09,5.3416056632995605
2010-06-10,5.5057692527771
2010-06-11,5.613105773925781
2010-06-14,5.518398284912109
2010-06-15,5.701502799987793
2010-06-16,5.714129447937012
2010-06-17,5.7772674560546875
2010-06-18,5.54365348815918
2010-06-21,5.493141174316406
2010-06-22,5.486825942993164
2010-06-23,5.480513572692871
2010-06-24,5.183758735656738
2010-06-25,5.057478427886963
2010-06-28,5.284780025482178
2010-06-29,4.905942916870117
2010-06-30,4.887001991271973
2010-07-01,4.729152202606201
2010-07-02,4.6912689208984375
2010-07-06,4.666012763977051
2010-07-07,5.655369758605957
2010-07-08,5.9842634201049805
2010-07-09,6.04843807220459
2010-07-12,6.2168965339660645
2010-07-13,6.529747009277344
2010-07-14,6.78644323348999
2010-07-15,6.609963893890381
2010-07-16,6.281069278717041
2010-07-19,6.257004261016846
2010-07-20,6.6821608543396
2010-07-21,6.7944655418396
2010-07-22,7.019074440002441
2010-07-23,7.099294185638428
2010-07-26,7.3800578117370605
2010-07-27,7.099294185638428
2010-07-28,6.9388580322265625
2010-07-29,7.0351176261901855
2010-07-30,6.810509204864502
2010-08-02,7.051163196563721
2010-08-03,7.235664367675781
2010-08-04,7.291818141937256
2010-08-05,7.227641582489014
2010-08-06,7.291818141937256
2010-08-09,7.452256202697754
2010-08-10,7.067208766937256
2010-08-11,6.762377738952637
2010-08-12,6.6260085105896
2010-08-13,6.834573745727539
2010-08-16,6.84259557723999
2010-08-17,6.922815322875977
2010-08-18,6.6821608543396
2010-08-19,6.5858988761901855
2010-08-20,6.7944655418396
2010-08-23,6.5858988761901855
2010-08-24,6.441506385803223
2010-08-25,6.457551002502441
2010-08-26,6.257004261016846
2010-08-27,6.401398181915283
2010-08-30,6.128655433654785
2010-08-31,6.168765068054199
2010-09-01,6.425461292266846
2010-09-02,6.5858988761901855
2010-09-03,6.7062249183654785
2010-09-07,6.601942539215088
2010-09-08,6.658095836639404
2010-09-09,6.7944655418396
2010-09-10,6.7703986167907715
2010-09-13,7.067208766937256
2010-09-14,7.251707553863525
2010-09-15,7.323904514312744
2010-09-16,7.163470268249512
2010-09-17,7.3319268226623535
2010-09-20,7.468297004699707
2010-09-21,7.275773525238037
2010-09-22,6.922815322875977
2010-09-23,6.954901695251465
2010-09-24,7.35599422454834
2010-09-27,7.388078689575195
2010-09-28,7.596644878387451
2010-09-29,7.845321178436279
2010-09-30,7.765104293823242
2010-10-01,7.668839454650879
2010-10-04,7.54851770401001
2010-10-05,7.7249932289123535
2010-10-06,7.7249932289123535
2010-10-07,7.909494876861572
2010-10-08,7.877406597137451
2010-10-11,8.045866012573242
2010-10-12,8.270475387573242
2010-10-13,8.118061065673828
2010-10-14,8.093994140625
2010-10-15,8.230366706848145
2010-10-18,8.190258026123047
2010-10-19,7.949606418609619
2010-10-20,8.13410472869873
2010-10-21,8.230366706848145
2010-10-22,8.463001251220703
2010-10-25,8.559261322021484
2010-10-26,8.583325386047363
2010-10-27,9.072657585144043
2010-10-28,8.96035385131836
2010-10-29,9.064634323120117
2010-11-01,9.305290222167969
2010-11-02,9.385504722595215
2010-11-03,9.898900985717773
2010-11-04,10.82943344116211
2010-11-05,11.102171897888184
2010-11-08,11.294696807861328
2010-11-09,11.198433876037598
2010-11-10,11.294696807861328
2010-11-11,10.925692558288574
2010-11-12,10.997889518737793
2010-11-15,10.901626586914062
2010-11-16,10.757234573364258
2010-11-17,10.77327823638916
2010-11-18,11.046022415161133
2010-11-19,11.198433876037598
2010-11-22,11.22249698638916
2010-11-23,11.08613109588623
2010-11-24,11.639631271362305
2010-11-26,11.607545852661133
2010-11-29,11.776002883911133
2010-11-30,11.439090728759766
2010-12-01,12.008633613586426
2010-12-02,12.024682998657227
2010-12-03,12.345551490783691
2010-12-06,12.25731086730957
2010-12-07,11.952483177185059
2010-12-08,12.185113906860352
2010-12-09,12.281377792358398
2010-12-10,12.056766510009766
2010-12-13,11.976547241210938
2010-12-14,11.896328926086426
2010-12-15,11.856222152709961
2010-12-16,11.880291938781738
2010-12-17,12.024682998657227
2010-12-20,12.09687614440918
2010-12-21,12.136987686157227
2010-12-22,11.976547241210938
2010-12-23,11.92841625213623
2010-12-27,11.976547241210938
2010-12-28,11.936440467834473
2010-12-29,11.968526840209961
2010-12-30,11.99259090423584
2010-12-31,11.776002883911133
2011-01-03,11.856222152709961
2011-01-04,12.136987686157227
2011-01-05,12.345551490783691
2011-01-06,12.642359733581543
2011-01-07,12.449835777282715
2011-01-10,12.658398628234863
2011-01-11,12.714554786682129
