Date,STNG
2010-03-31,84.97903442382812
2010-04-01,84.91136932373047
2010-04-05,84.64076232910156
2010-04-06,83.01692199707031
2010-04-07,84.1671142578125
2010-04-08,83.15223693847656
2010-04-09,83.55819702148438
2010-04-12,84.37010192871094
2010-04-13,85.24967956542969
2010-04-14,85.85857391357422
2010-04-15,86.87348937988281
2010-04-16,86.73815155029297
2010-04-19,84.77605438232422
2010-04-20,86.12923431396484
2010-04-21,86.33220672607422
2010-04-22,86.19689178466797
2010-04-23,84.91136932373047
2010-04-26,85.11436462402344
2010-04-27,84.64076232910156
2010-04-28,87.27943420410156
2010-04-29,87.95601654052734
2010-04-30,84.5730972290039
2010-05-03,82.5433349609375
2010-05-04,78.01022338867188
2010-05-05,73.8830337524414
2010-05-06,72.9358139038086
2010-05-07,74.01837158203125
2010-05-10,78.95741271972656
2010-05-11,76.2510757446289
2010-05-12,80.37825775146484
2010-05-13,77.80723571777344
2010-05-14,75.16853332519531
2010-05-17,75.3715591430664
2010-05-18,77.2659683227539
2010-05-19,76.11577606201172
2010-05-20,76.11577606201172
2010-05-21,76.11577606201172
2010-05-24,81.52847290039062
2010-05-25,78.82212829589844
2010-05-26,78.07785034179688
2010-05-27,78.1455307006836
2010-05-28,77.80723571777344
2010-06-01,74.55961608886719
2010-06-02,72.9358139038086
2010-06-03,73.34176635742188
2010-06-04,72.19156646728516
2010-06-07,71.10904693603516
2010-06-08,70.63542938232422
2010-06-09,70.09416961669922
2010-06-10,70.22948455810547
2010-06-11,70.22948455810547
2010-06-14,80.91954040527344
2010-06-15,79.76933288574219
2010-06-16,77.2659683227539
2010-06-17,74.3566665649414
2010-06-18,74.42432403564453
2010-06-21,73.27411651611328
2010-06-22,70.63542938232422
2010-06-23,73.74772644042969
2010-06-24,78.68680572509766
2010-06-25,79.83696746826172
2010-06-28,78.1455307006836
2010-06-29,75.57451629638672
2010-06-30,77.46894073486328
2010-07-01,75.50682830810547
2010-07-02,72.86814880371094
2010-07-06,71.58267211914062
2010-07-07,74.0860366821289
2010-07-08,74.965576171875
2010-07-09,77.6042709350586
2010-07-12,76.38641357421875
2010-07-13,74.42432403564453
2010-07-14,73.00349426269531
2010-07-15,72.326904296875
2010-07-16,70.50011444091797
2010-07-19,70.770751953125
2010-07-20,74.15370178222656
2010-07-21,72.0562744140625
2010-07-22,77.6042709350586
2010-07-23,78.3485107421875
2010-07-26,78.07785034179688
2010-07-27,77.8749008178711
2010-07-28,74.55961608886719
2010-07-29,74.2213134765625
2010-07-30,74.0860366821289
2010-08-02,73.6124038696289
2010-08-03,74.3566665649414
2010-08-04,76.5217056274414
2010-08-05,74.55961608886719
2010-08-06,72.52986907958984
2010-08-09,75.30387878417969
2010-08-10,73.54471588134766
2010-08-11,70.90606689453125
2010-08-12,71.85330200195312
2010-08-13,71.0414047241211
2010-08-16,71.98860168457031
2010-08-17,73.81537628173828
2010-08-18,72.9358139038086
2010-08-19,72.39456939697266
2010-08-20,71.98860168457031
2010-08-23,71.51497650146484
2010-08-24,71.44735717773438
2010-08-25,72.73286437988281
2010-08-26,71.3796615600586
2010-08-27,72.46221923828125
2010-08-30,70.50011444091797
2010-08-31,73.20645904541016
2010-09-01,74.28901672363281
2010-09-02,72.12393951416016
2010-09-03,72.66517639160156
2010-09-07,71.10904693603516
2010-09-08,71.92095947265625
2010-09-09,72.25923156738281
2010-09-10,72.80052185058594
2010-09-13,72.25923156738281
2010-09-14,72.19156646728516
2010-09-15,75.0332260131836
2010-09-16,74.49198150634766
2010-09-17,73.8830337524414
2010-09-20,76.38641357421875
2010-09-21,75.8451156616211
2010-09-22,75.98046875
2010-09-23,75.91277313232422
2010-09-24,77.2659683227539
2010-09-27,75.3715591430664
2010-09-28,75.57451629638672
2010-09-29,77.13065338134766
2010-09-30,76.38641357421875
2010-10-01,76.31874084472656
2010-10-04,75.64216613769531
2010-10-05,77.40128326416016
2010-10-06,76.86001586914062
2010-10-07,76.0481185913086
2010-10-08,77.06300354003906
2010-10-11,77.8749008178711
2010-10-12,78.1455307006836
2010-10-13,78.28085327148438
2010-10-14,78.68680572509766
2010-10-15,79.49870300292969
2010-10-18,79.90464782714844
2010-10-19,78.68680572509766
2010-10-20,78.3485107421875
2010-10-21,78.28085327148438
2010-10-22,78.21316528320312
2010-10-25,79.4310302734375
2010-10-26,79.63401794433594
2010-10-27,79.29570007324219
2010-10-28,78.41615295410156
2010-10-29,79.02507781982422
2010-11-01,78.88975524902344
2010-11-02,79.63401794433594
2010-11-03,79.70166015625
2010-11-04,79.63401794433594
2010-11-05,79.4310302734375
2010-11-08,77.73958587646484
2010-11-09,75.50682830810547
2010-11-10,74.55961608886719
2010-11-11,74.2213134765625
2010-11-12,73.95071411132812
2010-11-15,74.62730407714844
2010-11-16,66.3052749633789
2010-11-17,67.52315521240234
2010-11-18,66.84654235839844
2010-11-19,66.91423797607422
2010-11-22,66.64360809326172
2010-11-23,66.37296295166016
2010-11-24,66.71122741699219
2010-11-26,66.50829315185547
2010-11-29,67.59080505371094
2010-11-30,67.32019805908203
2010-12-01,68.8763198852539
2010-12-02,69.34992218017578
2010-12-03,69.55290985107422
2010-12-06,70.4324722290039
2010-12-07,69.95883178710938
2010-12-08,70.63542938232422
2010-12-09,72.46221923828125
2010-12-10,71.31202697753906
2010-12-13,70.36479187011719
2010-12-14,70.2971420288086
2010-12-15,69.6882095336914
2010-12-16,67.9291000366211
2010-12-17,67.72615051269531
2010-12-20,67.79377746582031
2010-12-21,69.55290985107422
2010-12-22,71.10904693603516
2010-12-23,71.78565216064453
2010-12-27,70.50011444091797
2010-12-28,68.8763198852539
2010-12-29,68.6733627319336
2010-12-30,68.53803253173828
2010-12-31,68.40269470214844
2011-01-03,69.95883178710938
2011-01-04,70.70308685302734
2011-01-05,72.39456939697266
2011-01-06,71.31202697753906
2011-01-07,70.63542938232422
2011-01-10,71.78565216064453
2011-01-11,71.85330200195312
2011-01-12,72.12393951416016
2011-01-13,70.770751953125
2011-01-14,71.17671203613281
2011-01-18,69.1469497680664
2011-01-19,67.9291000366211
2011-01-20,67.99675750732422
2011-01-21,66.77890014648438
2011-01-24,68.26739501953125
2011-01-25,67.45548248291016
2011-01-26,68.19972229003906
2011-01-27,68.13208770751953
2011-01-28,67.25250244140625
2011-01-31,66.37296295166016
2011-02-01,69.34992218017578
2011-02-02,68.53803253173828
2011-02-03,68.53803253173828
2011-02-04,69.95883178710938
2011-02-07,70.09416961669922
2011-02-08,71.51497650146484
2011-02-09,70.50011444091797
2011-02-10,68.6733627319336
2011-02-11,69.4852523803711
2011-02-14,69.41758728027344
2011-02-15,71.0414047241211
2011-02-16,69.6882095336914
2011-02-17,68.60566711425781
2011-02-18,69.4852523803711
2011-02-22,68.26739501953125
2011-02-23,67.18487548828125
2011-02-24,67.658447265625
2011-02-25,70.2971420288086
2011-02-28,69.6205825805664
2011-03-01,67.99675750732422
2011-03-02,68.60566711425781
2011-03-03,69.82352447509766
2011-03-04,69.01164245605469
2011-03-07,68.53803253173828
2011-03-08,69.01164245605469
2011-03-09,68.19972229003906
2011-03-10,66.44059753417969
2011-03-11,67.79377746582031
2011-03-14,70.22948455810547
2011-03-15,67.45548248291016
2011-03-16,67.11720275878906
2011-03-17,68.26739501953125
2011-03-18,68.47036743164062
2011-03-21,69.21460723876953
2011-03-22,66.98189544677734
2011-03-23,68.40269470214844
2011-03-24,68.26739501953125
2011-03-25,69.01164245605469
2011-03-28,68.33503723144531
2011-03-29,69.82352447509766
2011-03-30,69.75588989257812
2011-03-31,69.82352447509766
2011-04-01,67.99675750732422
2011-04-04,68.26739501953125
2011-04-05,69.6882095336914
2011-04-06,71.17671203613281
2011-04-07,68.9439926147461
2011-04-08,69.01164245605469
2011-04-11,68.6733627319336
2011-04-12,68.6733627319336
2011-04-13,68.7409896850586
2011-04-14,70.0265121459961
2011-04-15,71.31202697753906
2011-04-18,71.17671203613281
2011-04-19,71.0414047241211
2011-04-20,72.52986907958984
2011-04-21,71.65031433105469
2011-04-25,71.51497650146484
2011-04-26,72.9358139038086
2011-04-27,76.5217056274414
2011-04-28,76.92767333984375
2011-04-29,79.63401794433594
2011-05-02,78.28085327148438
2011-05-03,75.3715591430664
2011-05-04,74.42432403564453
2011-05-05,74.83026123046875
2011-05-06,74.89791870117188
2011-05-09,74.76261901855469
2011-05-10,74.76261901855469
2011-05-11,73.74772644042969
2011-05-12,76.11577606201172
2011-05-13,72.73286437988281
2011-05-16,72.0562744140625
2011-05-17,71.0414047241211
2011-05-18,71.0414047241211
2011-05-19,71.65031433105469
2011-05-20,71.0414047241211
2011-05-23,70.70308685302734
2011-05-24,68.53803253173828
2011-05-25,67.9291000366211
2011-05-26,68.13208770751953
2011-05-27,69.07929992675781
2011-05-31,68.26739501953125
2011-06-01,67.79377746582031
2011-06-02,68.26739501953125
2011-06-03,67.79377746582031
2011-06-06,67.658447265625
2011-06-07,67.38784790039062
2011-06-08,65.62869262695312
2011-06-09,66.2376708984375
2011-06-10,63.395973205566406
2011-06-13,64.81682586669922
2011-06-14,64.47852325439453
2011-06-15,62.92238998413086
2011-06-16,66.10234832763672
2011-06-17,63.80192565917969
2011-06-20,65.49339294433594
2011-06-21,66.98189544677734
2011-06-22,65.22274780273438
2011-06-23,64.88446807861328
2011-06-24,66.37296295166016
2011-06-27,66.84654235839844
2011-06-28,67.25250244140625
2011-06-29,66.16998291015625
2011-06-30,67.59080505371094
2011-07-01,67.52315521240234
2011-07-05,67.79377746582031
2011-07-06,66.57592010498047
2011-07-07,65.8316650390625
2011-07-08,65.8316650390625
2011-07-11,64.14021301269531
2011-07-12,61.636837005615234
2011-07-13,60.757293701171875
2011-07-14,59.13351058959961
2011-07-15,58.86287307739258
2011-07-18,56.42715835571289
2011-07-19,58.05097198486328
2011-07-20,56.22417449951172
2011-07-21,56.76546096801758
2011-07-22,55.95355224609375
2011-07-25,54.2620735168457
2011-07-26,53.58551788330078
2011-07-27,51.42042922973633
2011-07-28,50.47322082519531
2011-07-29,49.99960708618164
2011-08-01,50.879173278808594
2011-08-02,48.646446228027344
2011-08-03,49.39068603515625
2011-08-04,50.60854721069336
2011-08-05,52.9089241027832
2011-08-08,46.346046447753906
2011-08-09,45.60181427001953
2011-08-10,40.86570739746094
2011-08-11,42.624839782714844
2011-08-12,40.6627311706543
2011-08-15,44.519264221191406
2011-08-16,42.69248962402344
2011-08-17,42.76014709472656
2011-08-18,40.1214599609375
2011-08-19,40.1214599609375
2011-08-22,40.18912887573242
2011-08-23,43.23374557495117
2011-08-24,42.69248962402344
2011-08-25,40.73039627075195
2011-08-26,41.60995864868164
2011-08-29,45.66946029663086
2011-08-30,44.5869255065918
2011-08-31,46.41370391845703
2011-09-01,45.128196716308594
2011-09-02,42.2188835144043
2011-09-06,40.6627311706543
2011-09-07,42.015907287597656
2011-09-08,40.18912887573242
2011-09-09,39.71551513671875
2011-09-12,40.45977020263672
2011-09-13,40.39210510253906
2011-09-14,40.45977020263672
2011-09-15,40.6627311706543
2011-09-16,40.45977020263672
2011-09-19,38.90361785888672
2011-09-20,39.377227783203125
2011-09-21,36.53557205200195
2011-09-22,34.8441047668457
2011-09-23,34.77645492553711
2011-09-26,35.79133605957031
2011-09-27,36.80620193481445
2011-09-28,33.626251220703125
2011-09-29,36.80620193481445
2011-09-30,35.72367858886719
2011-10-03,33.69392395019531
2011-10-04,38.76830291748047
2011-10-05,37.6857795715332
2011-10-06,37.212162017822266
2011-10-07,34.505821228027344
2011-10-10,36.80620193481445
2011-10-11,39.98615646362305
2011-10-12,39.17425537109375
