Date,SCVL
2010-01-04,5.5077409744262695
2010-01-05,5.448547840118408
2010-01-06,5.467383861541748
2010-01-07,5.478146076202393
2010-01-08,5.53464937210083
2010-01-11,5.642273902893066
2010-01-12,5.49967098236084
2010-01-13,5.5561747550964355
2010-01-14,5.540030479431152
2010-01-15,5.5077409744262695
2010-01-19,5.518506050109863
2010-01-20,5.518506050109863
2010-01-21,5.367830276489258
2010-01-22,5.273654937744141
2010-01-25,5.082622051239014
2010-01-26,5.061095237731934
2010-01-27,5.074550628662109
2010-01-28,4.926564693450928
2010-01-29,4.915802001953125
2010-02-01,4.859297752380371
2010-02-02,4.918492317199707
2010-02-03,4.856606483459473
2010-02-04,4.767817497253418
2010-02-05,4.864679336547852
2010-02-08,4.778579235076904
2010-02-09,4.843155384063721
2010-02-10,4.778579235076904
2010-02-11,4.888895511627197
2010-02-12,4.964233875274658
2010-02-16,5.088003158569336
2010-02-17,5.2279157638549805
2010-02-18,5.2279157638549805
2010-02-19,5.276347637176514
2010-02-22,5.203700542449951
2010-02-23,5.077240943908691
2010-02-24,5.023425579071045
2010-02-25,5.066478729248047
2010-02-26,4.905039310455322
2010-03-01,5.061095237731934
2010-03-02,5.079930782318115
2010-03-03,5.149887561798096
2010-03-04,5.408188343048096
2010-03-05,5.5803914070129395
2010-03-08,5.596534252166748
2010-03-09,5.550793170928955
2010-03-10,5.5803914070129395
2010-03-11,5.679943084716797
2010-03-12,5.736447334289551
2010-03-15,5.760664939880371
2010-03-16,5.784882068634033
2010-03-17,5.887124061584473
2010-03-18,6.277266025543213
2010-03-19,6.236907482147217
2010-03-22,6.524805545806885
2010-03-23,6.497898578643799
2010-03-24,6.4091081619262695
2010-03-25,6.263813495635986
2010-03-26,6.436013221740723
2010-03-29,6.263813495635986
2010-03-30,6.2099995613098145
2010-03-31,6.150805950164795
2010-04-01,6.078160285949707
2010-04-05,6.363367557525635
2010-04-06,6.465611934661865
2010-04-07,6.505972862243652
2010-04-08,6.613596439361572
2010-04-09,6.5678558349609375
2010-04-12,6.640504837036133
2010-04-13,6.656647682189941
2010-04-14,6.995666980743408
2010-04-15,6.984903812408447
2010-04-16,6.8503737449646
2010-04-19,6.707768440246582
2010-04-20,6.723910808563232
2010-04-21,6.804632186889648
2010-04-22,7.10329532623291
2010-04-23,7.235136032104492
2010-04-26,7.283565521240234
2010-04-27,7.350830078125
2010-04-28,7.4665303230285645
2010-04-29,7.66294527053833
2010-04-30,7.4423136711120605
2010-05-03,7.401954650878906
2010-05-04,7.073698043823242
2010-05-05,7.092531681060791
2010-05-06,6.659337997436523
2010-05-07,6.454848289489746
2010-05-10,6.861135482788086
2010-05-11,7.366976261138916
2010-05-12,7.638731956481934
2010-05-13,7.5849199295043945
2010-05-14,7.243206977844238
2010-05-17,7.200155735015869
2010-05-18,6.8880414962768555
2010-05-19,6.783105850219727
2010-05-20,6.444087982177734
2010-05-21,6.452157020568848
2010-05-24,6.436013221740723
2010-05-25,6.468302249908447
2010-05-26,6.417179107666016
2010-05-27,6.648574352264404
2010-05-28,6.745439529418945
2010-06-01,6.7481279373168945
2010-06-02,6.215380668640137
2010-06-03,5.927482604980469
2010-06-04,5.717612266540527
2010-06-07,5.717612266540527
2010-06-08,5.53464937210083
2010-06-09,5.7633538246154785
2010-06-10,6.1050639152526855
2010-06-11,6.220763683319092
2010-06-14,6.468302249908447
2010-06-15,6.487137317657471
2010-06-16,6.479063987731934
2010-06-17,6.336461067199707
2010-06-18,6.231525421142578
2010-06-21,5.741828918457031
2010-06-22,5.766043663024902
2010-06-23,5.736447334289551
2010-06-24,5.566938877105713
2010-06-25,5.558866024017334
2010-06-28,5.688016891479492
2010-06-29,5.421641826629639
2010-06-30,5.518506050109863
2010-07-01,5.260205268859863
2010-07-02,5.171414852142334
2010-07-06,4.891585350036621
2010-07-07,4.972303867340088
2010-07-08,5.211772918701172
2010-07-09,5.179483890533447
2010-07-12,5.136434078216553
2010-07-13,5.5077409744262695
2010-07-14,5.518506050109863
2010-07-15,5.416260719299316
2010-07-16,5.036879062652588
2010-07-19,5.219844341278076
2010-07-20,5.650346279144287
2010-07-21,5.5803914070129395
2010-07-22,5.61806058883667
2010-07-23,5.862905979156494
2010-07-26,5.846762657165527
2010-07-27,5.669180393218994
2010-07-28,5.558866024017334
2010-07-29,5.690706729888916
2010-07-30,5.663801670074463
2010-08-02,5.887124061584473
2010-08-03,5.542722225189209
2010-08-04,5.6207499504089355
2010-08-05,5.561556816101074
2010-08-06,5.475455284118652
2010-08-09,5.682634353637695
2010-08-10,5.262895584106445
2010-08-11,4.880824565887451
2010-08-12,4.991139888763428
2010-08-13,4.80010461807251
2010-08-16,4.832392692565918
2010-08-17,4.840463161468506
2010-08-18,4.918492317199707
2010-08-19,4.63866662979126
2010-08-20,4.765124797821045
2010-08-23,4.730146408081055
2010-08-24,4.9077277183532715
2010-08-25,5.061095237731934
2010-08-26,4.654809951782227
2010-08-27,4.657500267028809
2010-08-30,4.447628974914551
2010-08-31,4.447628974914551
2010-09-01,4.487990379333496
2010-09-02,4.496062278747559
2010-09-03,4.646737575531006
2010-09-07,4.555256366729736
2010-09-08,4.595614433288574
2010-09-09,4.547183513641357
2010-09-10,4.514897346496582
2010-09-13,4.528350830078125
2010-09-14,4.703240871429443
2010-09-15,4.63866662979126
2010-09-16,4.792031288146973
2010-09-17,5.020737648010254
2010-09-20,5.187557220458984
2010-09-21,5.383974552154541
2010-09-22,5.314016819000244
2010-09-23,5.410879611968994
2010-09-24,5.639583587646484
2010-09-27,5.435096263885498
2010-09-28,5.596534252166748
2010-09-29,5.537338733673096
2010-09-30,5.44047737121582
2010-10-01,5.545412063598633
2010-10-04,5.639583587646484
2010-10-05,5.833310127258301
2010-10-06,5.790261268615723
2010-10-07,5.806403636932373
2010-10-08,5.749899387359619
2010-10-11,5.932863712310791
2010-10-12,5.962461471557617
2010-10-13,6.244980812072754
2010-10-14,6.032418727874756
2010-10-15,6.002823352813721
2010-10-18,6.010891914367676
2010-10-19,5.862905979156494
2010-10-20,5.927482604980469
2010-10-21,5.870980262756348
2010-10-22,5.932863712310791
2010-10-25,6.008202075958252
2010-10-26,6.0862298011779785
2010-10-27,6.131972312927246
2010-10-28,6.102374076843262
2010-10-29,6.161568641662598
2010-11-01,6.175022125244141
2010-11-02,6.336461067199707
2010-11-03,6.444087982177734
