Date,SHAK
2015-01-30,45.900001525878906
2015-02-02,43.9900016784668
2015-02-03,44.97999954223633
2015-02-04,41.31999969482422
2015-02-05,42.63999938964844
2015-02-06,41.959999084472656
2015-02-09,41.5
2015-02-10,41.5
2015-02-11,41.5
2015-02-12,40.650001525878906
2015-02-13,40.689998626708984
2015-02-17,39.04999923706055
2015-02-18,42.91999816894531
2015-02-19,43.7599983215332
2015-02-20,44.869998931884766
2015-02-23,41.599998474121094
2015-02-24,43.470001220703125
2015-02-25,42.790000915527344
2015-02-26,43.5
2015-02-27,43.150001525878906
2015-03-02,45.47999954223633
2015-03-03,44.68000030517578
2015-03-04,46.189998626708984
2015-03-05,44.130001068115234
2015-03-06,43.869998931884766
2015-03-09,43.540000915527344
2015-03-10,45.779998779296875
2015-03-11,46.900001525878906
2015-03-12,47.790000915527344
2015-03-13,48.5
2015-03-16,46.459999084472656
2015-03-17,45.849998474121094
2015-03-18,46.939998626708984
2015-03-19,47.56999969482422
2015-03-20,46.91999816894531
2015-03-23,49.25
2015-03-24,49.54999923706055
2015-03-25,47.86000061035156
2015-03-26,47.400001525878906
2015-03-27,49.0
2015-03-30,49.619998931884766
2015-03-31,50.04999923706055
2015-04-01,48.400001525878906
2015-04-02,48.2400016784668
2015-04-06,49.2599983215332
2015-04-07,50.47999954223633
2015-04-08,50.04999923706055
2015-04-09,50.459999084472656
2015-04-10,49.790000915527344
2015-04-13,53.689998626708984
2015-04-14,59.93000030517578
2015-04-15,57.470001220703125
2015-04-16,61.59000015258789
2015-04-17,61.66999816894531
2015-04-20,63.650001525878906
2015-04-21,60.0
2015-04-22,62.0
2015-04-23,62.72999954223633
2015-04-24,68.52999877929688
2015-04-27,69.36000061035156
2015-04-28,68.58999633789062
2015-04-29,69.04000091552734
2015-04-30,68.75
2015-05-01,70.75
2015-05-04,75.6500015258789
2015-05-05,78.36000061035156
2015-05-06,75.12999725341797
2015-05-07,66.04000091552734
2015-05-08,68.0
2015-05-11,65.30000305175781
2015-05-12,65.62999725341797
2015-05-13,68.36000061035156
2015-05-14,65.5
2015-05-15,69.38999938964844
2015-05-18,72.54000091552734
2015-05-19,76.44999694824219
2015-05-20,82.8499984741211
2015-05-21,89.87000274658203
2015-05-22,92.86000061035156
2015-05-26,85.76000213623047
2015-05-27,73.69000244140625
2015-05-28,76.01000213623047
2015-05-29,82.80999755859375
2015-06-01,78.69000244140625
2015-06-02,78.93000030517578
2015-06-03,77.5
2015-06-04,75.33000183105469
2015-06-05,77.01000213623047
2015-06-08,76.94000244140625
2015-06-09,76.5999984741211
2015-06-10,74.30000305175781
2015-06-11,77.44000244140625
2015-06-12,75.38999938964844
2015-06-15,74.86000061035156
2015-06-16,73.80999755859375
2015-06-17,72.30000305175781
2015-06-18,69.0999984741211
2015-06-19,69.33999633789062
2015-06-22,66.0
2015-06-23,63.84000015258789
2015-06-24,62.47999954223633
2015-06-25,63.93000030517578
2015-06-26,62.400001525878906
2015-06-29,60.459999084472656
2015-06-30,60.27000045776367
2015-07-01,60.040000915527344
2015-07-02,57.88999938964844
2015-07-06,59.0
2015-07-07,54.7400016784668
2015-07-08,51.72999954223633
2015-07-09,50.43000030517578
2015-07-10,50.5
2015-07-13,51.720001220703125
2015-07-14,50.90999984741211
2015-07-15,48.72999954223633
2015-07-16,49.41999816894531
2015-07-17,52.939998626708984
2015-07-20,54.790000915527344
2015-07-21,58.560001373291016
2015-07-22,58.08000183105469
2015-07-23,60.2599983215332
2015-07-24,56.54999923706055
2015-07-27,52.79999923706055
2015-07-28,52.63999938964844
2015-07-29,62.150001525878906
2015-07-30,60.61000061035156
2015-07-31,68.05000305175781
2015-08-03,69.97000122070312
2015-08-04,70.58999633789062
2015-08-05,68.9800033569336
2015-08-06,64.66000366210938
2015-08-07,71.63999938964844
2015-08-10,70.63999938964844
2015-08-11,68.55999755859375
2015-08-12,64.79000091552734
2015-08-13,54.4900016784668
2015-08-14,55.33000183105469
2015-08-17,55.959999084472656
2015-08-18,55.70000076293945
2015-08-19,53.150001525878906
2015-08-20,50.650001525878906
2015-08-21,47.5
2015-08-24,45.34000015258789
2015-08-25,44.88999938964844
2015-08-26,47.68000030517578
2015-08-27,50.45000076293945
2015-08-28,50.61000061035156
2015-08-31,49.939998626708984
2015-09-01,48.27000045776367
2015-09-02,48.70000076293945
2015-09-03,48.11000061035156
2015-09-04,47.810001373291016
2015-09-08,49.27000045776367
2015-09-09,48.5
2015-09-10,48.560001373291016
2015-09-11,55.13999938964844
2015-09-14,51.97999954223633
2015-09-15,52.18000030517578
2015-09-16,51.459999084472656
2015-09-17,53.790000915527344
2015-09-18,53.15999984741211
2015-09-21,52.599998474121094
2015-09-22,50.900001525878906
2015-09-23,50.380001068115234
2015-09-24,50.939998626708984
2015-09-25,49.400001525878906
2015-09-28,47.939998626708984
2015-09-29,46.900001525878906
2015-09-30,47.400001525878906
2015-10-01,47.16999816894531
2015-10-02,50.11000061035156
2015-10-05,49.400001525878906
2015-10-06,48.95000076293945
2015-10-07,48.47999954223633
2015-10-08,46.220001220703125
2015-10-09,44.04999923706055
2015-10-12,42.61000061035156
2015-10-13,43.060001373291016
2015-10-14,41.720001220703125
2015-10-15,42.45000076293945
2015-10-16,43.459999084472656
2015-10-19,44.290000915527344
2015-10-20,44.0099983215332
2015-10-21,42.33000183105469
2015-10-22,42.880001068115234
2015-10-23,45.02000045776367
2015-10-26,44.650001525878906
2015-10-27,44.04999923706055
2015-10-28,46.0099983215332
2015-10-29,44.31999969482422
2015-10-30,45.56999969482422
2015-11-02,47.939998626708984
2015-11-03,48.630001068115234
2015-11-04,48.91999816894531
2015-11-05,51.11000061035156
2015-11-06,49.9900016784668
2015-11-09,48.54999923706055
2015-11-10,46.68000030517578
2015-11-11,44.119998931884766
2015-11-12,42.470001220703125
2015-11-13,40.849998474121094
2015-11-16,43.41999816894531
2015-11-17,42.959999084472656
2015-11-18,42.47999954223633
2015-11-19,43.16999816894531
2015-11-20,42.529998779296875
2015-11-23,43.220001220703125
2015-11-24,43.400001525878906
2015-11-25,43.47999954223633
2015-11-27,44.119998931884766
2015-11-30,45.95000076293945
2015-12-01,45.70000076293945
2015-12-02,45.5099983215332
2015-12-03,44.630001068115234
2015-12-04,44.040000915527344
2015-12-07,43.77000045776367
2015-12-08,43.810001373291016
2015-12-09,44.15999984741211
2015-12-10,42.939998626708984
2015-12-11,41.189998626708984
2015-12-14,40.15999984741211
2015-12-15,41.58000183105469
2015-12-16,40.16999816894531
2015-12-17,38.540000915527344
2015-12-18,39.75
2015-12-21,38.189998626708984
2015-12-22,39.75
2015-12-23,39.84000015258789
2015-12-24,40.4900016784668
2015-12-28,39.849998474121094
2015-12-29,40.63999938964844
2015-12-30,39.959999084472656
2015-12-31,39.599998474121094
2016-01-04,38.54999923706055
2016-01-05,39.0099983215332
2016-01-06,38.33000183105469
2016-01-07,36.20000076293945
2016-01-08,34.900001525878906
