Date,M
2011-05-20,16.873464584350586
2011-05-23,16.8439998626709
2011-05-24,16.673086166381836
2011-05-25,16.661298751831055
2011-05-26,16.885255813598633
2011-05-27,17.03848648071289
2011-05-31,17.020816802978516
2011-06-01,16.667190551757812
2011-06-02,16.51395606994629
2011-06-03,16.231061935424805
2011-06-06,15.883339881896973
2011-06-07,16.372512817382812
2011-06-08,16.396081924438477
2011-06-09,16.57878875732422
2011-06-10,16.048358917236328
2011-06-13,16.04836082458496
2011-06-14,16.497928619384766
2011-06-15,16.14300537109375
2011-06-16,15.900477409362793
2011-06-17,16.131175994873047
2011-06-20,16.3559627532959
2011-06-21,16.716794967651367
2011-06-22,16.622150421142578
2011-06-23,16.977073669433594
2011-06-24,16.5748291015625
2011-06-27,16.651723861694336
2011-06-28,16.994810104370117
2011-06-29,17.012561798095703
2011-06-30,17.29650115966797
2011-07-01,17.675081253051758
2011-07-05,17.50944709777832
2011-07-06,17.07762908935547
2011-07-07,18.018178939819336
2011-07-08,17.9945125579834
2011-07-11,17.50944709777832
2011-07-12,17.544944763183594
2011-07-13,17.63959312438965
2011-07-14,17.781558990478516
2011-07-15,17.734235763549805
2011-07-18,17.562694549560547
2011-07-19,17.82888412475586
2011-07-20,17.50944709777832
2011-07-21,17.710569381713867
2011-07-22,18.041837692260742
2011-07-25,17.710569381713867
2011-07-26,17.698753356933594
2011-07-27,17.266921997070312
2011-07-28,17.14861488342285
2011-07-29,17.07762908935547
2011-08-01,17.32015609741211
2011-08-02,16.344127655029297
2011-08-03,16.462432861328125
2011-08-04,15.456822395324707
2011-08-05,15.699361801147461
2011-08-08,14.273750305175781
2011-08-09,15.048666954040527
2011-08-10,14.504453659057617
2011-08-11,15.072325706481934
2011-08-12,15.113734245300293
2011-08-15,15.226120948791504
2011-08-16,14.90078353881836
2011-08-17,14.539946556091309
2011-08-18,13.646723747253418
2011-08-19,13.711795806884766
2011-08-22,13.853761672973633
2011-08-23,14.380233764648438
2011-08-24,14.90078353881836
2011-08-25,14.463044166564941
2011-08-26,14.729233741760254
2011-08-29,15.397675514221191
2011-08-30,15.527812004089355
2011-08-31,15.350350379943848
2011-09-01,15.66977596282959
2011-09-02,15.001343727111816
2011-09-06,14.693740844726562
2011-09-07,15.521896362304688
2011-09-08,15.25570297241211
2011-09-09,14.888948440551758
2011-09-12,15.196545600891113
2011-09-13,15.054025650024414
2011-09-14,15.546918869018555
2011-09-15,16.31891632080078
2011-09-16,16.47332000732422
2011-09-19,16.36642837524414
2011-09-20,16.235780715942383
2011-09-21,15.511285781860352
2011-09-22,14.840241432189941
2011-09-23,15.21436595916748
2011-09-26,16.223907470703125
2011-09-27,16.140771865844727
2011-09-28,16.140771865844727
2011-09-29,16.188268661499023
2011-09-30,15.630054473876953
2011-10-03,15.065900802612305
2011-10-04,15.540983200073242
2011-10-05,15.540983200073242
2011-10-06,15.701322555541992
2011-10-07,16.004182815551758
2011-10-10,16.449567794799805
2011-10-11,16.592084884643555
2011-10-12,16.877134323120117
2011-10-13,16.83556365966797
2011-10-14,17.375972747802734
2011-10-17,17.13249397277832
2011-10-18,17.791664123535156
2011-10-19,17.470985412597656
2011-10-20,17.542247772216797
2011-10-21,17.720399856567383
2011-10-24,18.480527877807617
2011-10-25,18.147968292236328
2011-10-26,18.147968292236328
2011-10-27,18.95560073852539
2011-10-28,18.68243408203125
2011-10-31,18.13016128540039
2011-11-01,17.851045608520508
2011-11-02,18.06483268737793
2011-11-03,18.68836784362793
2011-11-04,18.623048782348633
2011-11-07,19.21095848083496
2011-11-08,19.098125457763672
2011-11-09,18.082651138305664
2011-11-10,18.272682189941406
2011-11-11,18.49239730834961
2011-11-14,18.14203453063965
2011-11-15,18.373634338378906
2011-11-16,18.24298095703125
2011-11-17,18.06483268737793
2011-11-18,18.02920150756836
2011-11-21,18.415199279785156
2011-11-22,18.100465774536133
2011-11-23,17.554122924804688
2011-11-25,17.48879623413086
2011-11-28,18.314247131347656
2011-11-29,18.42707633972168
2011-11-30,19.19908332824707
2011-12-01,19.098125457763672
2011-12-02,19.32379150390625
2011-12-05,19.680099487304688
2011-12-06,19.567270278930664
2011-12-07,19.448495864868164
2011-12-08,19.175325393676758
2011-12-09,19.47224998474121
2011-12-12,19.252517700195312
2011-12-13,18.293474197387695
2011-12-14,18.358993530273438
2011-12-15,18.746191024780273
2011-12-16,18.484092712402344
2011-12-19,18.210079193115234
2011-12-20,18.96660041809082
2011-12-21,19.085737228393555
2011-12-22,18.984468460083008
2011-12-23,19.18104362487793
2011-12-27,19.228696823120117
2011-12-28,19.461009979248047
2011-12-29,19.35378646850586
2011-12-30,19.16913414001465
2012-01-03,19.466978073120117
2012-01-04,19.449098587036133
2012-01-05,20.205617904663086
2012-01-06,20.58685874938965
2012-01-09,20.52728843688965
2012-01-10,20.77152442932129
2012-01-11,20.75365447998047
2012-01-12,20.872783660888672
2012-01-13,20.503456115722656
2012-01-17,20.658340454101562
2012-01-18,21.069360733032227
2012-01-19,21.337427139282227
2012-01-20,21.0753231048584
2012-01-23,20.902576446533203
2012-01-24,21.015750885009766
2012-01-25,20.366456985473633
2012-01-26,19.81842613220215
2012-01-27,20.146055221557617
2012-01-30,20.443893432617188
2012-01-31,20.068614959716797
2012-02-01,20.247325897216797
2012-02-02,20.9859676361084
2012-02-03,21.516130447387695
2012-02-06,21.277860641479492
2012-02-07,21.36720848083496
2012-02-08,21.361251831054688
2012-02-09,21.56974220275879
2012-02-10,21.254030227661133
2012-02-13,21.32550621032715
2012-02-14,21.182540893554688
2012-02-15,20.83109474182129
2012-02-16,21.027666091918945
2012-02-17,21.59356117248535
2012-02-21,21.855669021606445
2012-02-22,22.445398330688477
2012-02-23,22.034372329711914
2012-02-24,22.076061248779297
2012-02-27,22.26073455810547
2012-02-28,22.540706634521484
2012-02-29,22.618144989013672
2012-03-01,23.142345428466797
2012-03-02,22.8206729888916
2012-03-05,22.778974533081055
2012-03-06,22.20711898803711
2012-03-07,22.915987014770508
2012-03-08,23.4104061126709
2012-03-09,23.630809783935547
2012-03-12,23.577199935913086
2012-03-13,23.690950393676758
2012-03-14,23.894514083862305
2012-03-15,23.81069564819336
2012-03-16,23.786739349365234
2012-03-19,23.720870971679688
2012-03-20,23.768781661987305
2012-03-21,24.22978973388672
2012-03-22,23.98431396484375
2012-03-23,23.85260009765625
2012-03-26,24.211824417114258
2012-03-27,24.19985580444336
2012-03-28,23.97234344482422
2012-03-29,23.9064884185791
2012-03-30,23.786739349365234
2012-04-02,24.09208869934082
2012-04-03,24.481243133544922
2012-04-04,24.487239837646484
2012-04-05,24.469274520874023
2012-04-09,23.936431884765625
2012-04-10,23.08626365661621
2012-04-11,23.58318328857422
2012-04-12,24.14596939086914
2012-04-13,23.936431884765625
2012-04-16,23.95438575744629
2012-04-17,24.056167602539062
2012-04-18,24.02623748779297
2012-04-19,23.73885154724121
2012-04-20,23.40955352783203
2012-04-23,23.205989837646484
2012-04-24,23.241910934448242
2012-04-25,23.9124698638916
2012-04-26,24.33755874633789
2012-04-27,24.654874801635742
2012-04-30,24.559080123901367
2012-05-01,24.810543060302734
2012-05-02,24.708751678466797
2012-05-03,24.87639808654785
2012-05-04,24.61296844482422
2012-05-07,24.122024536132812
2012-05-08,23.655031204223633
2012-05-09,22.78091049194336
2012-05-10,22.649202346801758
2012-05-11,22.73899269104004
2012-05-14,21.960674285888672
2012-05-15,22.158248901367188
2012-05-16,22.32588768005371
2012-05-17,21.21229362487793
2012-05-18,21.09853744506836
2012-05-21,21.72119903564453
2012-05-22,21.834951400756836
2012-05-23,22.18219566345215
2012-05-24,22.762948989868164
2012-05-25,22.607288360595703
2012-05-29,23.34370231628418
2012-05-30,22.930593490600586
2012-05-31,22.78091049194336
2012-06-01,22.062463760375977
2012-06-04,21.80500602722168
2012-06-05,21.900808334350586
2012-06-06,22.37977409362793
2012-06-07,21.846920013427734
2012-06-08,22.277992248535156
2012-06-11,21.769088745117188
2012-06-12,22.1043758392334
2012-06-13,21.105100631713867
2012-06-14,21.562597274780273
2012-06-15,21.707073211669922
2012-06-18,22.03814697265625
2012-06-19,22.375255584716797
2012-06-20,22.266902923583984
2012-06-21,21.020822525024414
2012-06-22,20.33457374572754
2012-06-25,20.35865592956543
2012-06-26,20.587406158447266
2012-06-27,19.94931411743164
2012-06-28,20.13592529296875
2012-06-29,20.677698135375977
2012-07-02,20.400785446166992
2012-07-03,20.081743240356445
2012-07-05,20.629547119140625
2012-07-06,20.485065460205078
2012-07-09,20.587406158447266
2012-07-10,20.82217788696289
2012-07-11,19.955337524414062
2012-07-12,19.762704849243164
2012-07-13,20.250293731689453
2012-07-16,20.41884422302246
2012-07-17,20.581378936767578
2012-07-18,20.95460319519043
2012-07-19,21.36394691467285
2012-07-20,21.430158615112305
2012-07-23,21.087038040161133
2012-07-24,20.725858688354492
2012-07-25,20.792070388793945
2012-07-26,21.418132781982422
2012-07-27,21.996015548706055
2012-07-30,22.06825065612793
2012-07-31,21.57463836669922
2012-08-01,21.105100631713867
2012-08-02,21.9117374420166
2012-08-03,22.429428100585938
2012-08-06,22.17660903930664
2012-08-07,22.27292251586914
2012-08-08,22.880908966064453
2012-08-09,22.947132110595703
2012-08-10,22.874887466430664
2012-08-13,22.796632766723633
2012-08-14,23.019367218017578
2012-08-15,23.1999568939209
2012-08-16,23.320348739624023
2012-08-17,23.44676399230957
2012-08-20,23.38054847717285
2012-08-21,23.645421981811523
2012-08-22,23.675514221191406
2012-08-23,23.428693771362305
2012-08-24,23.92833709716797
2012-08-27,23.856101989746094
2012-08-28,24.3316593170166
2012-08-29,24.361764907836914
2012-08-30,24.25942611694336
2012-08-31,24.265443801879883
2012-09-04,24.211273193359375
2012-09-05,24.000574111938477
2012-09-06,24.28952407836914
2012-09-07,24.355749130249023
2012-09-10,24.07281494140625
2012-09-11,23.639404296875
2012-09-12,23.73015785217285
2012-09-13,23.766464233398438
2012-09-14,23.74225425720215
2012-09-17,23.324769973754883
2012-09-18,23.294509887695312
2012-09-19,23.621246337890625
2012-09-20,23.385271072387695
2012-09-21,23.22796058654785
2012-09-24,22.87703514099121
2012-09-25,22.840728759765625
2012-09-26,22.840728759765625
2012-09-27,22.695505142211914
2012-09-28,22.762067794799805
2012-10-01,23.342918395996094
2012-10-02,23.403423309326172
2012-10-03,23.893512725830078
2012-10-04,24.002426147460938
2012-10-05,23.966114044189453
2012-10-08,23.784610748291016
2012-10-09,23.97821807861328
2012-10-10,23.59703826904297
2012-10-11,23.736196517944336
2012-10-12,23.845109939575195
2012-10-15,24.14763832092285
2012-10-16,24.486467361450195
2012-10-17,24.710346221923828
2012-10-18,24.480424880981445
2012-10-19,24.196048736572266
2012-10-22,24.196048736572266
2012-10-23,23.875362396240234
2012-10-24,23.52443504333496
2012-10-25,23.403423309326172
2012-10-26,23.282413482666016
2012-10-31,23.034337997436523
2012-11-01,24.5167179107666
2012-11-02,24.571168899536133
2012-11-05,24.903949737548828
2012-11-06,25.037063598632812
2012-11-07,24.474363327026367
2012-11-08,23.603086471557617
2012-11-09,23.5546875
2012-11-12,23.41552734375
2012-11-13,23.64544677734375
2012-11-14,23.53653335571289
2012-11-15,23.802757263183594
2012-11-16,24.311002731323242
2012-11-19,24.76479148864746
2012-11-20,24.66798210144043
2012-11-21,24.813199996948242
2012-11-23,25.24883460998535
2012-11-26,24.117385864257812
2012-11-27,23.97821807861328
2012-11-28,24.419910430908203
2012-11-29,23.36711883544922
2012-11-30,23.41552734375
2012-12-03,23.052486419677734
2012-12-04,23.155357360839844
2012-12-05,23.518386840820312
2012-12-06,23.548625946044922
2012-12-07,23.845109939575195
2012-12-10,23.808813095092773
2012-12-11,23.5123291015625
2012-12-12,23.63396453857422
2012-12-13,23.244735717773438
2012-12-14,23.15350341796875
2012-12-17,23.542741775512695
2012-12-18,23.786026000976562
2012-12-19,23.57923698425293
2012-12-20,23.056201934814453
2012-12-21,22.812915802001953
2012-12-24,22.819007873535156
2012-12-26,22.581811904907227
2012-12-27,22.55141258239746
2012-12-28,22.721694946289062
2012-12-31,23.731277465820312
2013-01-02,23.299468994140625
2013-01-03,22.78859519958496
2013-01-04,23.074443817138672
2013-01-07,22.898073196411133
2013-01-08,22.533153533935547
2013-01-09,22.314218521118164
2013-01-10,22.654794692993164
2013-01-11,22.435853958129883
2013-01-14,22.55141258239746
2013-01-15,23.056201934814453
2013-01-16,23.37244987487793
2013-01-17,23.15350341796875
2013-01-18,23.366371154785156
2013-01-22,23.22040367126465
2013-01-23,23.250812530517578
2013-01-24,23.719114303588867
2013-01-25,23.560983657836914
2013-01-28,23.956310272216797
2013-01-29,24.29688262939453
2013-01-30,24.047544479370117
2013-01-31,24.02928352355957
2013-02-01,24.02928352355957
2013-02-04,23.548830032348633
2013-02-05,24.236074447631836
2013-02-06,24.011045455932617
2013-02-07,24.49151039123535
2013-02-08,24.278640747070312
2013-02-11,24.473255157470703
2013-02-12,24.394187927246094
2013-02-13,24.30296516418457
2013-02-14,24.047544479370117
2013-02-15,23.79209327697754
2013-02-19,24.58881950378418
2013-02-20,24.02928352355957
2013-02-21,23.91981315612793
2013-02-22,23.767776489257812
2013-02-25,23.42719268798828
2013-02-26,24.077932357788086
2013-02-27,24.68004608154297
2013-02-28,24.99630355834961
2013-03-01,24.740863800048828
2013-03-04,25.263898849487305
2013-03-05,25.373376846313477
2013-03-06,24.9841365814209
2013-03-07,25.075363159179688
2013-03-08,25.342960357666016
2013-03-11,25.367286682128906
2013-03-12,25.525415420532227
2013-03-13,25.73318862915039
2013-03-14,25.757638931274414
2013-03-15,25.53152847290039
2013-03-18,25.40930938720703
2013-03-19,25.46430778503418
2013-03-20,26.0020694732666
2013-03-21,25.769855499267578
2013-03-22,26.06929588317871
2013-03-25,25.885963439941406
2013-03-26,25.65985679626465
2013-03-27,25.500974655151367
2013-03-28,25.568191528320312
2013-04-01,25.439865112304688
2013-04-02,25.68429946899414
2013-04-03,25.904298782348633
2013-04-04,26.619285583496094
2013-04-05,26.5153865814209
2013-04-08,26.882047653198242
2013-04-09,26.686500549316406
2013-04-10,27.108154296875
2013-04-11,27.07760238647461
2013-04-12,27.150936126708984
2013-04-15,26.533727645874023
2013-04-16,26.845388412475586
2013-04-17,26.649831771850586
2013-04-18,26.240402221679688
2013-04-19,26.6070499420166
2013-04-22,26.6070499420166
2013-04-23,26.85761070251465
2013-04-24,26.820934295654297
2013-04-25,27.36479949951172
2013-04-26,27.27314567565918
2013-04-29,27.542034149169922
2013-04-30,27.25481605529785
2013-05-01,27.315929412841797
2013-05-02,27.36479949951172
2013-05-03,28.250900268554688
2013-05-06,28.1103515625
2013-05-07,28.415895462036133
2013-05-08,28.501447677612305
2013-05-09,28.385334014892578
2013-05-10,28.86198616027832
2013-05-13,28.648107528686523
2013-05-14,28.95977020263672
2013-05-15,29.680856704711914
2013-05-16,29.25920867919922
2013-05-17,29.741975784301758
2013-05-20,29.851959228515625
2013-05-21,30.20640754699707
2013-05-22,29.943628311157227
2013-05-23,29.931413650512695
2013-05-24,30.07196617126465
2013-05-28,30.200294494628906
2013-05-29,29.851959228515625
2013-05-30,30.059741973876953
2013-05-31,29.540300369262695
2013-06-03,29.790849685668945
2013-06-04,29.570852279663086
2013-06-05,28.941436767578125
2013-06-06,29.570852279663086
2013-06-07,29.705310821533203
2013-06-10,29.900848388671875
2013-06-11,29.674753189086914
2013-06-12,29.52119255065918
2013-06-13,29.951162338256836
2013-06-14,29.779172897338867
2013-06-17,29.981884002685547
2013-06-18,30.295146942138672
2013-06-19,29.687040328979492
2013-06-20,28.75950050354004
2013-06-21,28.784076690673828
2013-06-24,28.341808319091797
2013-06-25,28.61208724975586
2013-06-26,29.3184814453125
2013-06-27,29.57647705078125
2013-06-28,29.484333038330078
2013-07-01,29.644033432006836
2013-07-02,29.73004150390625
2013-07-03,29.779172897338867
2013-07-05,30.20916175842285
2013-07-08,30.878698348999023
2013-07-09,30.940126419067383
2013-07-10,30.387285232543945
2013-07-11,30.52242088317871
2013-07-12,30.362712860107422
2013-07-15,30.847978591918945
2013-07-16,30.559274673461914
2013-07-17,30.42414665222168
2013-07-18,30.227584838867188
2013-07-19,30.11701774597168
2013-07-22,30.043298721313477
2013-07-23,29.969593048095703
2013-07-24,29.66860008239746
2013-07-25,29.484333038330078
2013-07-26,29.58875274658203
2013-07-29,29.650178909301758
2013-07-30,29.582612991333008
2013-07-31,29.69316864013672
2013-08-01,30.26443099975586
2013-08-02,30.381147384643555
2013-08-05,30.51013946533203
2013-08-06,29.754600524902344
2013-08-07,29.37990379333496
2013-08-08,29.625619888305664
2013-08-09,29.803739547729492
2013-08-12,29.551889419555664
2013-08-13,29.791465759277344
2013-08-14,28.458518981933594
2013-08-15,28.440088272094727
2013-08-16,27.635421752929688
2013-08-19,27.61084747314453
2013-08-20,28.016250610351562
2013-08-21,27.59855842590332
2013-08-22,27.61084747314453
2013-08-23,27.5125732421875
2013-08-26,27.125581741333008
2013-08-27,26.70174217224121
2013-08-28,27.2238712310791
2013-08-29,27.402002334594727
2013-08-30,27.29143524169922
2013-09-03,27.19929313659668
2013-09-04,27.51871109008789
2013-09-05,28.268096923828125
2013-09-06,27.690698623657227
2013-09-09,27.88726234436035
2013-09-10,27.383567810058594
2013-09-11,27.266204833984375
2013-09-12,26.88939666748047
2013-09-13,27.61213493347168
2013-09-16,27.778921127319336
2013-09-17,27.828344345092773
