Date,INGR
2010-01-04,20.83677101135254
2010-01-05,21.187801361083984
2010-01-06,21.524778366088867
2010-01-07,20.5629825592041
2010-01-08,19.580110549926758
2010-01-11,18.681486129760742
2010-01-12,19.299283981323242
2010-01-13,19.790714263916016
2010-01-14,20.001331329345703
2010-01-15,20.885921478271484
2010-01-19,21.777523040771484
2010-01-20,20.80868911743164
2010-01-21,20.52084732055664
2010-01-22,20.113662719726562
2010-01-25,20.141746520996094
2010-01-26,20.18387222290039
2010-01-27,20.991222381591797
2010-01-28,20.633176803588867
2010-01-29,19.952194213867188
2010-02-01,20.548933029174805
2010-02-02,22.037273406982422
2010-02-03,21.65114974975586
2010-02-04,21.587968826293945
2010-02-05,21.777523040771484
2010-02-08,21.630088806152344
2010-02-09,22.149600982666016
2010-02-10,22.240869522094727
2010-02-11,22.39532470703125
2010-02-12,22.21980857849121
2010-02-16,22.893768310546875
2010-02-17,23.034183502197266
2010-02-18,23.39925193786621
2010-02-19,23.546682357788086
2010-02-22,23.329038619995117
2010-02-23,22.985044479370117
2010-02-24,23.2939395904541
2010-02-25,22.83760643005371
2010-02-26,22.872709274291992
2010-03-01,23.701129913330078
2010-03-02,23.93281364440918
2010-03-03,23.778356552124023
2010-03-04,24.003009796142578
2010-03-05,24.410194396972656
2010-03-08,24.41721534729004
2010-03-09,24.796321868896484
2010-03-10,25.056079864501953
2010-03-11,24.775259017944336
2010-03-12,24.213626861572266
2010-03-15,23.883655548095703
2010-03-16,23.91876220703125
2010-03-17,24.073219299316406
2010-03-18,24.101299285888672
2010-03-19,24.129375457763672
2010-03-22,24.101299285888672
2010-03-23,24.82440948486328
2010-03-24,24.480396270751953
2010-03-25,24.445295333862305
2010-03-26,24.396162033081055
2010-03-29,24.98826026916504
2010-03-30,24.656967163085938
2010-03-31,24.431407928466797
2010-04-01,24.57237434387207
2010-04-05,24.53008460998535
2010-04-06,24.22697639465332
2010-04-07,24.417301177978516
2010-04-08,24.02256965637207
2010-04-09,24.55123519897461
2010-04-12,24.74154281616211
2010-04-13,24.783838272094727
2010-04-14,25.333650588989258
2010-04-15,25.129240036010742
2010-04-16,24.89662742614746
2010-04-19,24.68516731262207
2010-04-20,24.882530212402344
2010-04-21,24.593524932861328
2010-04-22,24.346818923950195
2010-04-23,24.776796340942383
2010-04-26,25.291370391845703
2010-04-27,25.411195755004883
2010-04-28,25.749540328979492
2010-04-29,25.820030212402344
2010-04-30,25.37594985961914
2010-05-03,25.714290618896484
2010-05-04,25.531030654907227
2010-05-05,25.093997955322266
2010-05-06,24.255176544189453
2010-05-07,23.663066864013672
2010-05-10,24.494844436645508
2010-05-11,24.783838272094727
2010-05-12,25.340702056884766
2010-05-13,25.0376033782959
2010-05-14,24.339767456054688
2010-05-17,24.14238929748535
2010-05-18,23.994375228881836
2010-05-19,23.705368041992188
2010-05-20,22.57754135131836
2010-05-21,22.95818519592285
2010-05-24,22.640979766845703
2010-05-25,22.704431533813477
2010-05-26,22.901796340942383
2010-05-27,23.69127082824707
2010-05-28,23.507993698120117
2010-06-01,23.127361297607422
2010-06-02,23.782907485961914
2010-06-03,23.874540328979492
2010-06-04,22.76786231994629
2010-06-07,22.443622589111328
2010-06-08,22.556398391723633
2010-06-09,22.429519653320312
2010-06-10,22.922937393188477
2010-06-11,23.190797805786133
2010-06-14,23.381118774414062
2010-06-15,24.14238929748535
2010-06-16,23.987319946289062
2010-06-17,24.70631217956543
2010-06-18,24.565326690673828
2010-06-21,22.485918045043945
2010-06-22,23.28948211669922
2010-06-23,23.141460418701172
2010-06-24,22.852453231811523
2010-06-25,23.684219360351562
2010-06-28,23.507261276245117
2010-06-29,22.275623321533203
2010-06-30,21.44745635986328
2010-07-01,20.987356185913086
2010-07-02,20.48480224609375
2010-07-06,20.874109268188477
2010-07-07,21.92878532409668
2010-07-08,22.07742691040039
2010-07-09,21.950021743774414
2010-07-12,22.126977920532227
2010-07-13,22.303937911987305
2010-07-14,22.183605194091797
2010-07-15,22.303937911987305
2010-07-16,21.92878532409668
2010-07-19,22.020811080932617
2010-07-20,22.47382164001465
2010-07-21,22.480897903442383
2010-07-22,23.09671401977539
