Date,CASY
2010-01-04,27.694229125976562
2010-01-05,26.945026397705078
2010-01-06,26.857912063598633
2010-01-07,26.753360748291016
2010-01-08,26.622695922851562
2010-01-11,27.11054039001465
2010-01-12,27.24993896484375
2010-01-13,27.03214454650879
2010-01-14,26.796924591064453
2010-01-15,26.727243423461914
2010-01-19,27.572261810302734
2010-01-20,27.63324546813965
2010-01-21,27.24993896484375
2010-01-22,27.06698989868164
2010-01-25,27.058269500732422
2010-01-26,26.753360748291016
2010-01-27,26.927597045898438
2010-01-28,26.966909408569336
2010-01-29,26.80094337463379
2010-02-01,26.844614028930664
2010-02-02,26.64369773864746
2010-02-03,26.416563034057617
2010-02-04,25.674034118652344
2010-02-05,25.770130157470703
2010-02-08,25.368284225463867
2010-02-09,25.883697509765625
2010-02-10,25.604148864746094
2010-02-11,26.21564292907715
2010-02-12,25.90115737915039
2010-02-16,25.761388778686523
2010-02-17,25.84001922607422
2010-02-18,26.12828826904297
2010-02-19,26.56507110595703
2010-02-22,26.25933265686035
2010-02-23,26.137025833129883
2010-02-24,26.416563034057617
2010-02-25,26.696107864379883
2010-02-26,26.56507110595703
2010-03-01,26.870817184448242
2010-03-02,27.560935974121094
2010-03-03,27.587141036987305
2010-03-04,27.648290634155273
2010-03-05,27.83173179626465
2010-03-08,27.517255783081055
2010-03-09,26.268056869506836
2010-03-10,26.285526275634766
2010-03-11,25.99725914001465
2010-03-12,26.110815048217773
2010-03-15,25.874958038330078
2010-03-16,26.032190322875977
2010-03-17,26.14575958251953
2010-03-18,26.32048225402832
2010-03-19,26.75725746154785
2010-03-22,26.90575408935547
2010-03-23,27.569669723510742
2010-03-24,27.228979110717773
2010-03-25,27.220245361328125
2010-03-26,27.342540740966797
2010-03-29,27.491044998168945
2010-03-30,27.543468475341797
2010-03-31,27.429899215698242
2010-04-01,27.648290634155273
2010-04-05,28.032655715942383
2010-04-06,27.840471267700195
2010-04-07,27.55219841003418
2010-04-08,27.595876693725586
2010-04-09,34.15632629394531
2010-04-12,34.26116943359375
2010-04-13,34.2087516784668
2010-04-14,34.5057487487793
2010-04-15,34.35725402832031
2010-04-16,34.435882568359375
2010-04-19,34.217491149902344
2010-04-20,34.20000457763672
2010-04-21,34.34852600097656
2010-04-22,34.37472915649414
2010-04-23,34.296104431152344
2010-04-26,34.182552337646484
2010-04-27,33.99909210205078
2010-04-28,33.9903564453125
2010-04-29,34.134822845458984
2010-04-30,33.81963348388672
2010-05-03,33.63579177856445
2010-05-04,33.4607048034668
2010-05-05,33.10176467895508
2010-05-06,32.059940338134766
2010-05-07,31.67473793029785
2010-05-10,32.523948669433594
2010-05-11,32.65525436401367
2010-05-12,32.92665481567383
2010-05-13,32.620235443115234
2010-05-14,32.42763900756836
2010-05-17,33.25934600830078
2010-05-18,32.4976692199707
2010-05-19,32.22627639770508
2010-05-20,31.236989974975586
2010-05-21,31.67473793029785
2010-05-24,31.525901794433594
2010-05-25,31.648454666137695
2010-05-26,31.35955238342285
2010-05-27,32.32257843017578
2010-05-28,32.278804779052734
2010-06-01,31.814802169799805
2010-06-02,31.85857391357422
2010-06-03,31.8760929107666
2010-06-04,31.2194766998291
2010-06-07,31.07941246032715
2010-06-08,31.342039108276367
2010-06-09,31.2457332611084
2010-06-10,31.26325035095215
2010-06-11,31.000612258911133
2010-06-14,31.455848693847656
2010-06-15,31.342039108276367
2010-06-16,31.368303298950195
2010-06-17,31.26325035095215
2010-06-18,31.27201271057129
2010-06-21,31.44710922241211
2010-06-22,31.09690284729004
2010-06-23,31.464601516723633
2010-06-24,31.38581657409668
2010-06-25,31.517147064208984
2010-06-28,31.26325035095215
2010-06-29,31.114421844482422
2010-06-30,30.55413055419922
2010-07-01,30.99186134338379
2010-07-02,31.035640716552734
2010-07-06,31.307029724121094
2010-07-07,31.4033260345459
2010-07-08,31.42084503173828
2010-07-09,31.377059936523438
2010-07-12,31.490888595581055
2010-07-13,31.517147064208984
2010-07-14,31.517147064208984
2010-07-15,31.377059936523438
2010-07-16,31.3157901763916
2010-07-19,31.4996337890625
2010-07-20,31.639711380004883
2010-07-21,31.525901794433594
2010-07-22,31.70098304748535
2010-07-23,31.849817276000977
2010-07-26,31.95487403869629
2010-07-27,31.95487403869629
2010-07-28,33.14552307128906
2010-07-29,33.39130783081055
2010-07-30,33.57564163208008
2010-08-02,33.40886688232422
2010-08-03,33.76876449584961
2010-08-04,33.68976593017578
2010-08-05,33.672218322753906
2010-08-06,33.63709259033203
2010-08-09,33.61953353881836
2010-08-10,33.32986068725586
2010-08-11,33.11919021606445
2010-08-12,33.03141403198242
2010-08-13,32.93486022949219
2010-08-16,33.03141403198242
2010-08-17,33.0665168762207
2010-08-18,33.13674545288086
2010-08-19,33.09286117553711
2010-08-20,33.075294494628906
2010-08-23,33.12798309326172
2010-08-24,32.92607879638672
2010-08-25,32.73296356201172
2010-08-26,32.71540832519531
2010-08-27,33.795074462890625
2010-08-30,33.26842498779297
2010-08-31,33.022640228271484
2010-09-01,33.926761627197266
2010-09-02,33.97065353393555
2010-09-03,34.146202087402344
2010-09-07,37.53450012207031
2010-09-08,37.859275817871094
2010-09-09,38.57908248901367
2010-09-10,38.19285202026367
2010-09-13,38.605411529541016
2010-09-14,38.8336296081543
2010-09-15,38.526405334472656
2010-09-16,38.008514404296875
2010-09-17,38.22796630859375
2010-09-20,38.21039962768555
2010-09-21,37.75395584106445
2010-09-22,37.59596252441406
2010-09-23,37.45549392700195
2010-09-24,37.631065368652344
2010-09-27,37.200931549072266
2010-09-28,37.22726821899414
2010-09-29,37.095603942871094
2010-09-30,36.64791488647461
2010-10-01,36.314361572265625
2010-10-04,35.98958206176758
2010-10-05,36.2617073059082
2010-10-06,36.32315444946289
2010-10-07,36.437259674072266
2010-10-08,36.70936965942383
2010-10-11,36.70936965942383
2010-10-12,36.937591552734375
2010-10-13,37.07804870605469
