Date,ARR
2010-01-04,32.255760192871094
2010-01-05,31.37571144104004
2010-01-06,31.45225715637207
2010-01-07,31.37571144104004
2010-01-08,31.29920196533203
2010-01-11,31.37571144104004
2010-01-12,31.37571144104004
2010-01-13,31.37571144104004
2010-01-14,31.37571144104004
2010-01-15,28.81208610534668
2010-01-19,29.99825096130371
2010-01-20,29.845191955566406
2010-01-21,29.539085388183594
2010-01-22,28.888612747192383
2010-01-25,28.352937698364258
2010-01-26,28.276412963867188
2010-01-27,27.970304489135742
2010-01-28,27.319826126098633
2010-01-29,26.40151596069336
2010-02-01,26.78413963317871
2010-02-02,26.78413963317871
2010-02-03,26.78413963317871
2010-02-04,26.78413963317871
2010-02-05,25.636262893676758
2010-02-08,26.13367462158203
2010-02-09,26.171932220458984
2010-02-10,26.171932220458984
2010-02-11,25.67451286315918
2010-02-12,25.67451286315918
2010-02-16,26.40151596069336
2010-02-17,25.636262893676758
2010-02-18,25.253631591796875
2010-02-19,24.1057186126709
2010-02-22,24.29703712463379
2010-02-23,26.592832565307617
2010-02-24,26.286725997924805
2010-02-25,26.018878936767578
2010-02-26,26.018878936767578
2010-03-01,26.78413963317871
2010-03-02,26.78413963317871
2010-03-03,26.592832565307617
2010-03-04,26.40151596069336
2010-03-05,27.35807991027832
2010-03-08,31.56704330444336
2010-03-09,31.56704330444336
2010-03-10,32.332298278808594
2010-03-11,33.3364143371582
2010-03-12,32.93476104736328
2010-03-15,32.65361404418945
2010-03-16,32.93476104736328
2010-03-17,32.97491455078125
2010-03-18,32.1716423034668
2010-03-19,32.09130859375
2010-03-22,32.131473541259766
2010-03-23,32.131473541259766
2010-03-24,32.332298278808594
2010-03-25,32.292137145996094
2010-03-26,32.292137145996094
2010-03-29,32.93476104736328
2010-03-30,32.93476104736328
2010-03-31,32.89460372924805
2010-04-01,32.292137145996094
2010-04-05,32.73391342163086
2010-04-06,32.533119201660156
2010-04-07,33.13557052612305
2010-04-08,33.13557052612305
2010-04-09,32.533119201660156
2010-04-12,32.93476104736328
2010-04-13,32.57326889038086
2010-04-14,33.938865661621094
2010-04-15,32.61344528198242
2010-04-16,33.738040924072266
2010-04-19,32.73391342163086
2010-04-20,32.73391342163086
2010-04-21,32.93476104736328
2010-04-22,33.29623794555664
2010-04-23,33.13557052612305
2010-04-26,32.93476104736328
2010-04-27,32.93476104736328
2010-04-28,33.738040924072266
2010-04-29,33.3364143371582
2010-04-30,32.93476104736328
2010-05-03,33.13557052612305
2010-05-04,33.898704528808594
2010-05-05,33.13557052612305
2010-05-06,32.533119201660156
2010-05-07,32.131473541259766
2010-05-10,32.533119201660156
2010-05-11,32.533119201660156
2010-05-12,33.13557052612305
2010-05-13,32.533119201660156
2010-05-14,34.139686584472656
2010-05-17,30.926528930664062
2010-05-18,31.127370834350586
2010-05-19,29.922441482543945
2010-05-20,30.4044246673584
2010-05-21,29.922441482543945
2010-05-24,29.119150161743164
2010-05-25,28.51667022705078
2010-05-26,29.520790100097656
2010-05-27,30.123271942138672
2010-05-28,30.123271942138672
2010-06-01,31.183917999267578
2010-06-02,29.91112518310547
2010-06-03,29.656543731689453
2010-06-04,30.080814361572266
2010-06-07,29.27472496032715
2010-06-08,28.850446701049805
2010-06-09,27.577621459960938
2010-06-10,28.595867156982422
2010-06-11,28.595867156982422
2010-06-14,28.595867156982422
2010-06-15,29.020145416259766
2010-06-16,27.704919815063477
2010-06-17,28.00189781188965
2010-06-18,28.595867156982422
2010-06-21,28.171615600585938
2010-06-22,28.00189781188965
2010-06-23,27.704919815063477
2010-06-24,28.08675193786621
2010-06-25,27.704919815063477
2010-06-28,27.32306671142578
2010-06-29,27.15335464477539
2010-06-30,26.983652114868164
2010-07-01,27.02608299255371
2010-07-02,26.516952514648438
2010-07-06,26.092668533325195
2010-07-07,26.17753028869629
2010-07-08,26.516952514648438
2010-07-09,27.06848907470703
2010-07-12,26.729076385498047
2010-07-13,26.856348037719727
2010-07-14,25.96540069580078
2010-07-15,26.092668533325195
2010-07-16,26.516952514648438
2010-07-19,26.219953536987305
2010-07-20,27.110916137695312
2010-07-21,27.32306671142578
2010-07-22,27.407930374145508
2010-07-23,28.00189781188965
2010-07-26,28.171615600585938
2010-07-27,27.874608993530273
2010-07-28,27.662460327148438
2010-07-29,27.535184860229492
2010-07-30,27.49277114868164
2010-08-02,28.171615600585938
2010-08-03,28.00189781188965
2010-08-04,28.55344009399414
2010-08-05,28.765586853027344
2010-08-06,28.638301849365234
2010-08-09,28.977720260620117
2010-08-10,30.123271942138672
2010-08-11,29.444416046142578
2010-08-12,29.656543731689453
2010-08-13,29.741395950317383
2010-08-16,30.292949676513672
2010-08-17,30.038389205932617
2010-08-18,29.78384017944336
2010-08-19,29.91112518310547
2010-08-20,29.868690490722656
2010-08-23,29.95355224609375
2010-08-24,29.95355224609375
2010-08-25,29.741395950317383
2010-08-26,30.038389205932617
2010-08-27,29.95355224609375
2010-08-30,30.589954376220703
2010-08-31,30.632368087768555
2010-09-01,31.05666160583496
2010-09-02,31.39604949951172
2010-09-03,31.820341110229492
2010-09-07,32.66889572143555
2010-09-08,31.52334976196289
2010-09-09,31.480926513671875
2010-09-10,31.608211517333984
2010-09-13,31.39604949951172
2010-09-14,32.2446174621582
2010-09-15,32.37187957763672
2010-09-16,32.584014892578125
2010-09-17,32.2446174621582
2010-09-20,32.37187957763672
2010-09-21,32.01565170288086
2010-09-22,31.169633865356445
2010-09-23,31.303220748901367
2010-09-24,31.570377349853516
2010-09-27,31.214153289794922
2010-09-28,31.169633865356445
2010-09-29,31.48133087158203
2010-09-30,31.258699417114258
2010-10-01,31.39227294921875
2010-10-04,31.570377349853516
2010-10-05,31.83753776550293
