Date,RJF
2010-01-04,12.88684368133545
2010-01-05,13.093921661376953
2010-01-06,13.279760360717773
2010-01-07,13.200121879577637
2010-01-08,13.056758880615234
2010-01-11,13.024898529052734
2010-01-12,12.770027160644531
2010-01-13,13.247909545898438
2010-01-14,13.332866668701172
2010-01-15,13.168262481689453
2010-01-19,13.301009178161621
2010-01-20,13.343486785888672
2010-01-21,14.187743186950684
2010-01-22,14.044381141662598
2010-01-25,13.95411205291748
2010-01-26,13.83729362487793
2010-01-27,13.943492889404297
2010-01-28,13.64083194732666
2010-01-29,13.439062118530273
2010-02-01,13.582425117492676
2010-02-02,13.996591567993164
2010-02-03,14.193046569824219
2010-02-04,13.571807861328125
2010-02-05,13.364725112915039
2010-02-08,13.412518501281738
2010-02-09,13.561185836791992
2010-02-10,13.672689437866211
2010-02-11,13.619595527648926
2010-02-12,13.757652282714844
2010-02-16,13.9594144821167
2010-02-17,14.033758163452148
2010-02-18,13.991278648376465
2010-02-19,14.171805381774902
2010-02-22,14.235525131225586
2010-02-23,13.885078430175781
2010-02-24,13.736410140991211
2010-02-25,13.582425117492676
2010-02-26,13.731101036071777
2010-03-01,13.991278648376465
2010-03-02,14.15588092803955
2010-03-03,14.256767272949219
2010-03-04,14.352341651916504
2010-03-05,14.54349422454834
2010-03-08,14.745267868041992
2010-03-09,14.660314559936523
2010-03-10,14.73464584350586
2010-03-11,14.665618896484375
2010-03-12,14.601902961730957
2010-03-15,14.787744522094727
2010-03-16,14.739958763122559
2010-03-17,14.85677433013916
2010-03-18,14.85677433013916
2010-03-19,14.793060302734375
2010-03-22,14.931112289428711
2010-03-23,14.899248123168945
2010-03-24,14.750579833984375
2010-03-25,14.729342460632324
2010-03-26,14.42137336730957
2010-03-29,14.532872200012207
2010-03-30,14.623510360717773
2010-03-31,14.255655288696289
2010-04-01,14.447577476501465
2010-04-05,14.719470977783203
2010-04-06,14.986032485961914
2010-04-07,15.103314399719238
2010-04-08,15.295244216918945
2010-04-09,15.41252326965332
2010-04-12,15.476497650146484
2010-04-13,15.705744743347168
2010-04-14,16.094924926757812
2010-04-15,16.13224220275879
2010-04-16,15.679091453552246
2010-04-19,15.865678787231445
2010-04-20,15.966974258422852
2010-04-21,16.00962257385254
2010-04-22,16.24952507019043
2010-04-23,16.590721130371094
2010-04-26,16.382808685302734
2010-04-27,16.036279678344727
2010-04-28,16.121583938598633
2010-04-29,16.350812911987305
2010-04-30,16.334821701049805
2010-05-03,16.505422592163086
2010-05-04,15.83902645111084
2010-05-05,15.727068901062012
2010-05-06,15.097978591918945
2010-05-07,15.060661315917969
2010-05-10,15.81236457824707
2010-05-11,15.775047302246094
2010-05-12,16.04694366455078
2010-05-13,15.977639198303223
2010-05-14,15.321890830993652
2010-05-17,15.145960807800293
2010-05-18,14.724793434143066
2010-05-19,14.735462188720703
2010-05-20,14.015741348266602
2010-05-21,14.650168418884277
2010-05-24,14.532876014709473
2010-05-25,14.527544975280762
2010-05-26,14.612841606140137
2010-05-27,15.23126220703125
2010-05-28,15.071327209472656
2010-06-01,14.623510360717773
2010-06-02,15.220599174499512
2010-06-03,15.15662670135498
2010-06-04,14.719470977783203
2010-06-07,14.527544975280762
2010-06-08,14.687481880187988
2010-06-09,14.506217002868652
2010-06-10,14.954042434692383
2010-06-11,15.087328910827637
2010-06-14,15.007355690002441
2010-06-15,15.279243469238281
2010-06-16,15.257920265197754
2010-06-17,14.948710441589355
2010-06-18,14.655496597290039
2010-06-21,14.548871040344238
2010-06-22,14.490227699279785
2010-06-23,14.346281051635742
2010-06-24,14.197007179260254
2010-06-25,14.165020942687988
2010-06-28,14.23966121673584
2010-06-29,13.415255546569824
2010-06-30,13.217187881469727
2010-07-01,12.954873085021973
2010-07-02,13.040531158447266
2010-07-06,13.33495807647705
2010-07-07,13.731098175048828
2010-07-08,13.69363021850586
2010-07-09,13.891697883605957
2010-07-12,14.01482105255127
2010-07-13,14.384193420410156
2010-07-14,14.186125755310059
2010-07-15,14.052294731140137
2010-07-16,13.265366554260254
2010-07-19,13.431317329406738
2010-07-20,13.458086013793945
2010-07-21,13.52232551574707
2010-07-22,13.784634590148926
2010-07-23,14.07370376586914
2010-07-26,14.609025955200195
2010-07-27,14.587616920471191
2010-07-28,14.410958290100098
2010-07-29,14.319954872131348
2010-07-30,14.282483100891113
2010-08-02,14.641157150268555
2010-08-03,14.421669006347656
2010-08-04,14.694686889648438
2010-08-05,14.662565231323242
2010-08-06,14.6358003616333
2010-08-09,14.544791221618652
2010-08-10,14.266422271728516
2010-08-11,13.661506652832031
2010-08-12,13.570499420166016
2010-08-13,13.399198532104492
2010-08-16,13.33495807647705
2010-08-17,13.538381576538086
2010-08-18,13.597269058227539
2010-08-19,13.163651466369629
2010-08-20,13.33495807647705
2010-08-23,13.061943054199219
2010-08-24,12.719331741333008
2010-08-25,12.767509460449219
2010-08-26,12.521261215209961
2010-08-27,12.863876342773438
