Date,FRPH
2010-01-04,13.068591117858887
2010-01-05,12.709861755371094
2010-01-06,12.180110931396484
2010-01-07,12.195405006408691
2010-01-08,12.2871732711792
2010-01-11,12.501297950744629
2010-01-12,12.39006519317627
2010-01-13,12.613922119140625
2010-01-14,12.73906135559082
2010-01-15,12.782163619995117
2010-01-19,12.76965045928955
2010-01-20,12.6111421585083
2010-01-21,12.50825023651123
2010-01-22,12.536059379577637
2010-01-25,12.499907493591309
2010-01-26,12.501297950744629
2010-01-27,12.591675758361816
2010-01-28,12.377551078796387
2010-01-29,12.387283325195312
2010-02-01,12.720985412597656
2010-02-02,12.513812065124512
2010-02-03,12.31637191772461
2010-02-04,12.31637191772461
2010-02-05,12.31637191772461
2010-02-08,12.153692245483398
2010-02-09,12.212090492248535
2010-02-10,12.373379707336426
2010-02-11,12.344181060791016
2010-02-12,12.127274513244629
2010-02-16,12.47905158996582
2010-02-17,12.330276489257812
2010-02-18,12.303857803344727
2010-02-19,12.288562774658203
2010-02-22,12.484613418579102
2010-02-23,12.4776611328125
2010-02-24,12.410921096801758
2010-02-25,12.487394332885742
2010-02-26,12.384503364562988
2010-03-01,12.499907493591309
2010-03-02,12.373379707336426
2010-03-03,12.270487785339355
2010-03-04,12.166206359863281
2010-03-05,12.249631881713867
2010-03-08,12.050801277160645
2010-03-09,11.993794441223145
2010-03-10,11.81860065460205
2010-03-11,11.81860065460205
2010-03-12,11.81860065460205
2010-03-15,11.772716522216797
2010-03-16,11.758811950683594
2010-03-17,11.778277397155762
2010-03-18,11.537734985351562
2010-03-19,12.515202522277832
2010-03-22,12.296905517578125
2010-03-23,11.851970672607422
2010-03-24,12.020211219787598
2010-03-25,12.020211219787598
2010-03-26,11.747689247131348
2010-03-29,11.648968696594238
2010-03-30,11.959033012390137
2010-03-31,11.746297836303711
2010-04-01,11.885340690612793
2010-04-05,11.786620140075684
2010-04-06,11.661482810974121
2010-04-07,11.667043685913086
2010-04-08,11.667043685913086
2010-04-09,11.611427307128906
2010-04-12,11.747689247131348
2010-04-13,11.78801155090332
2010-04-14,11.822772026062012
2010-04-15,12.227384567260742
2010-04-16,11.956252098083496
2010-04-19,11.78384017944336
2010-04-20,11.957642555236816
2010-04-21,11.84084701538086
2010-04-22,11.84084701538086
2010-04-23,11.84640884399414
2010-04-26,11.511316299438477
2010-04-27,11.426501274108887
2010-04-28,11.6600923538208
2010-04-29,11.650359153747559
2010-04-30,11.671215057373047
2010-05-03,12.00352668762207
2010-05-04,11.610036849975586
2010-05-05,11.71570873260498
2010-05-06,11.540514945983887
2010-05-07,11.540514945983887
2010-05-10,11.84223747253418
2010-05-11,12.143959999084473
2010-05-12,12.274659156799316
2010-05-13,12.18984317779541
2010-05-14,11.689291954040527
2010-05-17,11.68372917175293
2010-05-18,11.960423469543457
2010-05-19,11.993794441223145
2010-05-20,11.202642440795898
2010-05-21,11.217937469482422
2010-05-24,11.262431144714355
2010-05-25,11.47099494934082
2010-05-26,11.714319229125977
2010-05-27,11.882559776306152
2010-05-28,11.722661972045898
2010-06-01,11.404253959655762
2010-06-02,11.782448768615723
2010-06-03,11.610036849975586
2010-06-04,11.123388290405273
2010-06-07,11.123388290405273
2010-06-08,11.213766098022461
2010-06-09,11.305534362792969
2010-06-10,11.568324089050293
2010-06-11,11.586400032043457
2010-06-14,11.610036849975586
2010-06-15,11.732393264770508
2010-06-16,11.732393264770508
2010-06-17,11.350027084350586
2010-06-18,11.455699920654297
2010-06-21,11.583619117736816
2010-06-22,11.78523063659668
2010-06-23,11.957642555236816
2010-06-24,11.758811950683594
2010-06-25,12.334447860717773
2010-06-28,11.487680435180664
2010-06-29,11.286067962646484
2010-06-30,11.249917030334473
2010-07-01,11.124778747558594
2010-07-02,10.789687156677246
2010-07-06,10.596418380737305
2010-07-07,11.123388290405273
2010-07-08,10.692357063293457
2010-07-09,10.800810813903809
2010-07-12,10.63534927368164
2010-07-13,10.949585914611816
2010-07-14,10.752145767211914
2010-07-15,10.76187801361084
2010-07-16,10.529678344726562
2010-07-19,10.525506973266602
2010-07-20,10.535239219665527
2010-07-21,10.41705322265625
2010-07-22,10.745193481445312
2010-07-23,11.076114654541016
2010-07-26,11.144244194030762
2010-07-27,10.778563499450684
2010-07-28,10.771611213684082
2010-07-29,10.618664741516113
2010-07-30,10.560266494750977
2010-08-02,10.54914379119873
2010-08-03,10.682624816894531
2010-08-04,10.67984390258789
2010-08-05,10.556095123291016
2010-08-06,10.752145767211914
2010-08-09,10.803590774536133
2010-08-10,10.485183715820312
2010-08-11,10.038857460021973
2010-08-12,10.072227478027344
2010-08-13,10.04442024230957
2010-08-16,10.10142707824707
2010-08-17,10.432348251342773
2010-08-18,10.393416404724121
2010-08-19,10.113941192626953
2010-08-20,10.011049270629883
2010-08-23,9.899815559387207
2010-08-24,9.899815559387207
2010-08-25,10.065276145935059
2010-08-26,10.22656536102295
2010-08-27,10.567219734191895
2010-08-30,10.024954795837402
2010-08-31,10.38785457611084
2010-09-01,10.524115562438965
2010-09-02,10.67845344543457
2010-09-03,10.657596588134766
2010-09-07,10.475451469421387
2010-09-08,10.455985069274902
2010-09-09,10.38785457611084
2010-09-10,10.38924503326416
2010-09-13,10.622835159301758
2010-09-14,10.4490327835083
2010-09-15,10.442081451416016
2010-09-16,10.252983093261719
2010-09-17,10.380902290344238
2010-09-20,10.436519622802734
2010-09-21,10.326675415039062
2010-09-22,10.234908103942871
2010-09-23,10.130626678466797
2010-09-24,10.291915893554688
2010-09-27,10.034686088562012
2010-09-28,9.91232967376709
2010-09-29,10.026344299316406
2010-09-30,9.751039505004883
2010-10-01,9.862274169921875
2010-10-04,9.78441047668457
2010-10-05,10.150092124938965
2010-10-06,10.04024887084961
2010-10-07,10.04163932800293
2010-10-08,9.732965469360352
2010-10-11,9.517449378967285
2010-10-12,9.468785285949707
2010-10-13,9.454879760742188
2010-10-14,9.429852485656738
2010-10-15,9.645368576049805
2010-10-18,9.580018043518066
2010-10-19,9.399264335632324
2010-10-20,9.5675048828125
2010-10-21,9.420120239257812
2010-10-22,9.520230293273926
2010-10-25,9.561943054199219
2010-10-26,9.638416290283203
2010-10-27,9.396482467651367
2010-10-28,9.385358810424805
2010-10-29,9.456271171569824
2010-11-01,9.516058921813965
2010-11-02,9.573066711425781
2010-11-03,9.673176765441895
2010-11-04,9.375625610351562
2010-11-05,9.415948867797852
2010-11-08,9.427071571350098
2010-11-09,9.38257884979248
2010-11-10,9.59392261505127
2010-11-11,9.385358810424805
2010-11-12,9.404824256896973
2010-11-15,9.484078407287598
2010-11-16,9.385358810424805
2010-11-17,9.385358810424805
2010-11-18,9.427071571350098
2010-11-19,9.454879760742188
2010-11-22,9.454879760742188
2010-11-23,9.361721992492676
2010-11-24,9.72323226928711
2010-11-26,9.72323226928711
2010-11-29,9.414557456970215
2010-11-30,10.34753131866455
2010-12-01,10.677062034606934
2010-12-02,11.297191619873047
2010-12-03,11.006592750549316
2010-12-06,10.984346389770508
2010-12-07,11.603084564208984
2010-12-08,11.610036849975586
2010-12-09,11.775497436523438
2010-12-10,11.737956047058105
2010-12-13,11.803304672241211
2010-12-14,12.006308555603027
2010-12-15,11.910367965698242
2010-12-16,12.387283325195312
2010-12-17,13.067200660705566
2010-12-20,12.950404167175293
2010-12-21,12.897568702697754
2010-12-22,13.035221099853516
2010-12-23,13.209023475646973
2010-12-27,13.741556167602539
2010-12-28,13.595561981201172
2010-12-29,13.37309455871582
2010-12-30,13.18677806854248
2010-12-31,12.925376892089844
2011-01-03,13.291059494018555
2011-01-04,13.202072143554688
2011-01-05,13.40368366241455
2011-01-06,13.39951229095459
2011-01-07,13.152016639709473
2011-01-10,13.090837478637695
2011-01-11,13.08388614654541
2011-01-12,13.217366218566895
2011-01-13,12.939282417297363
2011-01-14,13.069981575012207
2011-01-18,13.231270790100098
2011-01-19,13.669254302978516
2011-01-20,13.393950462341309
2011-01-21,13.560800552368164
2011-01-24,13.293840408325195
2011-01-25,12.968481063842773
2011-01-26,13.010193824768066
2011-01-27,13.08527660369873
2011-01-28,12.359475135803223
2011-01-31,11.792182922363281
2011-02-01,11.68790054321289
2011-02-02,13.252127647399902
2011-02-03,12.47627067565918
2011-02-04,11.750469207763672
2011-02-07,12.180110931396484
2011-02-08,11.84223747253418
2011-02-09,11.450138092041016
2011-02-10,11.591961860656738
2011-02-11,11.608646392822266
2011-02-14,11.458480834960938
2011-02-15,11.491850852966309
2011-02-16,11.52522087097168
2011-02-17,11.55859088897705
2011-02-18,11.429281234741211
2011-02-22,10.690966606140137
2011-02-23,10.519944190979004
2011-02-24,10.599199295043945
2011-02-25,10.661767959594727
2011-02-28,10.453204154968262
2011-03-01,10.461546897888184
2011-03-02,10.73267936706543
2011-03-03,10.96627140045166
2011-03-04,10.882844924926758
2011-03-07,10.432348251342773
2011-03-08,11.137292861938477
2011-03-09,11.245745658874512
2011-03-10,10.795248031616211
2011-03-11,11.166491508483887
2011-03-14,11.208205223083496
2011-03-15,11.124778747558594
2011-03-16,10.428176879882812
2011-03-17,10.252983093261719
2011-03-18,9.97350788116455
2011-03-21,10.490745544433594
2011-03-22,11.112264633178711
2011-03-23,10.928730010986328
2011-03-24,10.978784561157227
2011-03-25,11.149806022644043
2011-03-28,10.928730010986328
2011-03-29,11.033011436462402
2011-03-30,11.195691108703613
2011-03-31,11.158148765563965
2011-04-01,11.52522087097168
2011-04-04,11.612817764282227
2011-04-05,11.758811950683594
2011-04-06,11.950690269470215
2011-04-07,11.888121604919434
2011-04-08,11.771326065063477
2011-04-11,11.708756446838379
2011-04-12,11.37088394165039
2011-04-13,11.2791166305542
2011-04-14,11.316657066345215
2011-04-15,11.245745658874512
2011-04-18,10.816104888916016
2011-04-19,10.974613189697266
2011-04-20,10.620055198669434
2011-04-21,10.599199295043945
2011-04-25,10.503259658813477
2011-04-26,10.494916915893555
2011-04-27,10.528286933898926
2011-04-28,10.620055198669434
2011-04-29,10.515772819519043
2011-05-02,10.311381340026855
2011-05-03,10.011049270629883
2011-05-04,9.906767845153809
2011-05-05,9.860883712768555
2011-05-06,9.919281959533691
2011-05-09,9.85254192352295
2011-05-10,9.902596473693848
2011-05-11,9.585579872131348
2011-05-12,9.577237129211426
2011-05-13,9.406214714050293
