Date,LLYVK
2024-12-04,73.30000305175781
2024-12-05,72.66999816894531
2024-12-06,72.91000366210938
2024-12-09,71.45999908447266
2024-12-10,70.86000061035156
2024-12-11,70.83999633789062
2024-12-12,71.3499984741211
2024-12-13,70.5199966430664
2024-12-16,71.76000213623047
2024-12-17,71.3499984741211
2024-12-18,67.62999725341797
2024-12-19,67.44999694824219
2024-12-20,69.0
2024-12-23,69.02999877929688
2024-12-24,69.27999877929688
2024-12-26,69.36000061035156
2024-12-27,69.0
2024-12-30,68.81999969482422
2024-12-31,68.05999755859375
2025-01-02,68.23999786376953
2025-01-03,68.04000091552734
2025-01-06,67.06999969482422
2025-01-07,67.36000061035156
2025-01-08,67.5
2025-01-10,66.4800033569336
2025-01-13,67.5
2025-01-14,68.5199966430664
2025-01-15,69.06999969482422
2025-01-16,69.81999969482422
2025-01-17,70.29000091552734
2025-01-21,72.16000366210938
2025-01-22,71.36000061035156
2025-01-23,71.33999633789062
2025-01-24,72.0199966430664
2025-01-27,71.3499984741211
2025-01-28,72.58999633789062
2025-01-29,73.04000091552734
2025-01-30,73.19000244140625
2025-01-31,73.58999633789062
2025-02-03,73.93000030517578
2025-02-04,75.4800033569336
2025-02-05,76.04000091552734
2025-02-06,76.05000305175781
2025-02-07,75.55000305175781
2025-02-10,76.02999877929688
2025-02-11,76.51000213623047
2025-02-12,78.25
2025-02-13,79.61000061035156
2025-02-14,80.3499984741211
2025-02-18,80.33000183105469
2025-02-19,79.91999816894531
2025-02-20,78.68000030517578
2025-02-21,77.58000183105469
2025-02-24,80.33999633789062
2025-02-25,75.45999908447266
2025-02-26,74.11000061035156
2025-02-27,72.38999938964844
2025-02-28,73.37000274658203
2025-03-03,72.91999816894531
2025-03-04,71.37000274658203
2025-03-05,71.30000305175781
2025-03-06,68.70999908447266
2025-03-07,66.91000366210938
2025-03-10,65.5
2025-03-11,66.19999694824219
2025-03-12,66.81999969482422
2025-03-13,62.790000915527344
2025-03-14,64.95999908447266
2025-03-17,66.04499816894531
2025-03-18,64.5199966430664
2025-03-19,67.41999816894531
2025-03-20,67.05999755859375
2025-03-21,66.27999877929688
2025-03-24,68.73999786376953
2025-03-25,69.0999984741211
2025-03-26,69.1500015258789
2025-03-27,69.05999755859375
2025-03-28,66.9000015258789
2025-03-31,68.13999938964844
2025-04-01,70.02999877929688
2025-04-02,71.54000091552734
2025-04-03,66.55999755859375
2025-04-04,64.36000061035156
2025-04-07,63.470001220703125
2025-04-08,62.47999954223633
2025-04-09,69.94999694824219
2025-04-10,67.87000274658203
2025-04-11,67.94999694824219
2025-04-14,68.0199966430664
2025-04-15,68.62000274658203
2025-04-16,66.9800033569336
2025-04-17,68.58000183105469
2025-04-21,65.55000305175781
2025-04-22,67.9000015258789
2025-04-23,70.83000183105469
2025-04-24,71.54000091552734
2025-04-25,72.43000030517578
2025-04-28,72.69999694824219
2025-04-29,72.43000030517578
2025-04-30,71.51000213623047
2025-05-01,70.94999694824219
2025-05-02,73.29000091552734
2025-05-05,74.5199966430664
2025-05-06,73.63999938964844
2025-05-07,74.26000213623047
2025-05-08,74.61000061035156
2025-05-09,75.08000183105469
2025-05-12,76.44999694824219
2025-05-13,77.43000030517578
2025-05-14,76.6500015258789
2025-05-15,78.12000274658203
2025-05-16,78.79000091552734
2025-05-19,78.76000213623047
2025-05-20,77.47000122070312
2025-05-21,76.44000244140625
2025-05-22,76.51000213623047
2025-05-23,76.87000274658203
2025-05-27,75.62000274658203
2025-05-28,73.875
2025-05-29,72.66000366210938
2025-05-30,72.94999694824219
2025-06-02,73.61000061035156
2025-06-03,73.95999908447266
2025-06-04,75.55999755859375
2025-06-05,77.31999969482422
2025-06-06,77.6500015258789
2025-06-09,75.88999938964844
2025-06-10,75.9800033569336
2025-06-11,75.68000030517578
2025-06-12,75.06999969482422
2025-06-13,73.23999786376953
2025-06-16,76.16999816894531
2025-06-17,77.56999969482422
2025-06-18,79.30000305175781
2025-06-20,79.81999969482422
2025-06-23,80.86000061035156
2025-06-24,79.51499938964844
2025-06-25,78.4800033569336
2025-06-26,79.22000122070312
2025-06-27,80.44999694824219
2025-06-30,81.16000366210938
2025-07-01,80.38999938964844
2025-07-02,80.25
2025-07-03,81.61000061035156
2025-07-07,79.55999755859375
2025-07-08,78.12000274658203
2025-07-09,78.20999908447266
2025-07-10,78.9000015258789
2025-07-11,78.12000274658203
2025-07-14,81.75
2025-07-15,80.63999938964844
2025-07-16,81.4000015258789
2025-07-17,82.27999877929688
2025-07-18,81.98999786376953
2025-07-21,81.30999755859375
2025-07-22,82.29000091552734
2025-07-23,84.29000091552734
2025-07-24,84.7300033569336
2025-07-25,85.25
2025-07-28,85.68000030517578
2025-07-29,85.80000305175781
2025-07-30,86.80999755859375
2025-07-31,84.2300033569336
2025-08-01,82.56999969482422
2025-08-04,86.05999755859375
2025-08-05,85.70999908447266
2025-08-06,85.02999877929688
2025-08-07,84.63999938964844
2025-08-08,86.51000213623047
2025-08-11,87.55999755859375
2025-08-12,91.08000183105469
2025-08-13,92.3499984741211
2025-08-14,93.18000030517578
2025-08-15,92.93000030517578
2025-08-18,92.91000366210938
2025-08-19,93.56999969482422
2025-08-20,93.0199966430664
2025-08-21,92.87999725341797
2025-08-22,95.05999755859375
2025-08-25,95.83999633789062
2025-08-26,97.13999938964844
2025-08-27,96.55999755859375
2025-08-28,97.4000015258789
2025-08-29,97.37999725341797
2025-09-02,97.31999969482422
2025-09-03,96.33000183105469
2025-09-04,96.94999694824219
2025-09-05,96.68000030517578
2025-09-08,100.27999877929688
2025-09-09,100.2300033569336
2025-09-10,100.66000366210938
2025-09-11,101.90499877929688
2025-09-12,100.44000244140625
2025-09-15,99.56999969482422
2025-09-16,99.12000274658203
2025-09-17,99.66999816894531
2025-09-18,97.75
2025-09-19,96.91999816894531
