Date,MED
2010-01-04,25.154781341552734
2010-01-05,25.639259338378906
2010-01-06,24.942825317382812
2010-01-07,24.49620246887207
2010-01-08,23.39856719970703
2010-01-11,19.923982620239258
2010-01-12,20.204071044921875
2010-01-13,20.438730239868164
2010-01-14,17.403202056884766
2010-01-15,17.12311553955078
2010-01-19,15.874082565307617
2010-01-20,15.556144714355469
2010-01-21,14.670466423034668
2010-01-22,14.291973114013672
2010-01-25,16.07847023010254
2010-01-26,15.541007995605469
2010-01-27,14.231413841247559
2010-01-28,13.64096450805664
2010-01-29,12.603886604309082
2010-02-01,13.603111267089844
2010-02-02,13.93619155883789
2010-02-03,13.32302474975586
2010-02-04,12.77799129486084
2010-02-05,12.755284309387207
2010-02-08,12.71743106842041
2010-02-09,13.277608871459961
2010-02-10,13.444144248962402
2010-02-11,14.185995101928711
2010-02-12,14.413091659545898
2010-02-16,16.42669105529785
2010-02-17,17.176105499267578
2010-02-18,16.911163330078125
2010-02-19,16.33584976196289
2010-02-22,16.16930389404297
2010-02-23,15.730254173278809
2010-02-24,15.874082565307617
2010-02-25,15.896794319152832
2010-02-26,16.00276756286621
2010-03-01,17.198820114135742
2010-03-02,17.607589721679688
2010-03-03,17.52432632446289
2010-03-04,17.07012939453125
2010-03-05,17.872535705566406
2010-03-08,18.864200592041016
2010-03-09,18.69765853881836
2010-03-10,18.432708740234375
2010-03-11,18.856624603271484
2010-03-12,18.727930068969727
2010-03-15,18.690080642700195
2010-03-16,19.553056716918945
2010-03-17,19.901269912719727
2010-03-18,19.575767517089844
2010-03-19,18.849058151245117
2010-03-22,18.83391571044922
2010-03-23,19.068586349487305
2010-03-24,18.864200592041016
2010-03-25,18.160194396972656
2010-03-26,17.380496978759766
2010-03-29,18.25103187561035
2010-03-30,17.90281867980957
2010-03-31,19.023155212402344
2010-04-01,19.250255584716797
2010-04-05,19.447078704833984
2010-04-06,20.075380325317383
2010-04-07,20.673404693603516
2010-04-08,20.665836334228516
2010-04-09,20.93077850341797
2010-04-12,21.657487869262695
2010-04-13,21.596935272216797
2010-04-14,22.467472076416016
2010-04-15,22.8005428314209
2010-04-16,22.33121109008789
2010-04-19,22.626432418823242
2010-04-20,22.25550651550293
2010-04-21,22.641578674316406
2010-04-22,22.634004592895508
2010-04-23,23.42127799987793
2010-04-26,23.905752182006836
2010-04-27,23.00493049621582
2010-04-28,23.315290451049805
2010-04-29,24.367509841918945
2010-04-30,24.16312599182129
2010-05-03,24.82927894592285
2010-05-04,24.208539962768555
2010-05-05,22.86110496520996
2010-05-06,24.640029907226562
2010-05-07,22.997364044189453
2010-05-10,24.405363082885742
2010-05-11,25.313749313354492
2010-05-12,26.903425216674805
2010-05-13,27.84210205078125
2010-05-14,27.069965362548828
2010-05-17,27.107810974121094
2010-05-18,26.555217742919922
2010-05-19,23.390993118286133
2010-05-20,22.1646728515625
2010-05-21,23.307723999023438
2010-05-24,22.944364547729492
2010-05-25,22.747556686401367
2010-05-26,23.459121704101562
2010-05-27,24.670305252075195
2010-05-28,23.746784210205078
2010-06-01,22.717273712158203
2010-06-02,24.26910400390625
2010-06-03,24.60218048095703
2010-06-04,22.49017906188965
2010-06-07,21.331981658935547
2010-06-08,20.839937210083008
2010-06-09,21.188156127929688
2010-06-10,22.2252254486084
2010-06-11,22.33121109008789
2010-06-14,22.520456314086914
2010-06-15,23.050352096557617
2010-06-16,23.11090850830078
2010-06-17,22.323638916015625
2010-06-18,21.513660430908203
2010-06-21,20.809659957885742
2010-06-22,20.453876495361328
2010-06-23,21.596935272216797
2010-06-24,20.862646102905273
2010-06-25,21.460674285888672
2010-06-28,21.25628662109375
2010-06-29,19.89370346069336
2010-06-30,19.613616943359375
2010-07-01,19.454648971557617
2010-07-02,18.743074417114258
2010-07-06,18.24346160888672
2010-07-07,19.288114547729492
2010-07-08,20.499298095703125
2010-07-09,20.862646102905273
2010-07-12,21.142732620239258
2010-07-13,22.376628875732422
