Date,NWBI
2010-01-04,4.879314422607422
2010-01-05,4.823672771453857
2010-01-06,4.836514472961426
2010-01-07,4.892154693603516
2010-01-08,4.875033855438232
2010-01-11,4.815112590789795
2010-01-12,4.815112590789795
2010-01-13,4.879314422607422
2010-01-14,4.939237117767334
2010-01-15,4.879314422607422
2010-01-19,4.917835712432861
2010-01-20,4.909276008605957
2010-01-21,4.896434307098389
2010-01-22,4.939237117767334
2010-01-25,4.95207405090332
2010-01-26,5.071918964385986
2010-01-27,5.10615873336792
2010-01-28,4.922114849090576
2010-01-29,5.011995315551758
2010-02-01,5.011995315551758
2010-02-02,4.999046802520752
2010-02-03,4.9256591796875
2010-02-04,4.882490634918213
2010-02-05,4.904071807861328
2010-02-08,4.951561450958252
2010-02-09,5.063800811767578
2010-02-10,5.098339080810547
2010-02-11,5.111289024353027
2010-02-12,5.098339080810547
2010-02-16,5.145822525024414
2010-02-17,5.167409420013428
2010-02-18,5.180358409881592
2010-02-19,5.132872104644775
2010-02-22,5.141507625579834
2010-02-23,5.115607261657715
2010-02-24,5.188994884490967
2010-02-25,5.180358409881592
2010-02-26,5.102654457092285
2010-03-01,5.102654457092285
2010-03-02,5.124238967895508
2010-03-03,5.07675313949585
2010-03-04,5.089702606201172
2010-03-05,5.132872104644775
2010-03-08,5.085386276245117
2010-03-09,5.085386276245117
2010-03-10,5.094021797180176
2010-03-11,5.137190341949463
2010-03-12,5.111289024353027
2010-03-15,5.089702606201172
2010-03-16,5.098339080810547
2010-03-17,5.094021797180176
2010-03-18,5.102654457092285
2010-03-19,5.141507625579834
2010-03-22,5.115607261657715
2010-03-23,5.1285552978515625
2010-03-24,5.111289024353027
2010-03-25,5.089702606201172
2010-03-26,5.042218208312988
2010-03-29,5.003362655639648
2010-03-30,5.089702606201172
2010-03-31,5.063800811767578
2010-04-01,5.115607261657715
2010-04-05,5.081068992614746
2010-04-06,5.11992073059082
2010-04-07,5.124238967895508
2010-04-08,5.1285552978515625
2010-04-09,5.115607261657715
2010-04-12,5.124238967895508
2010-04-13,5.141507625579834
2010-04-14,5.145822525024414
2010-04-15,5.141507625579834
2010-04-16,5.094021797180176
2010-04-19,5.063800811767578
2010-04-20,5.098339080810547
2010-04-21,5.141507625579834
2010-04-22,5.396209716796875
2010-04-23,5.508447647094727
2010-04-26,5.4393768310546875
2010-04-27,5.348720550537109
2010-04-28,5.326961517333984
2010-04-29,5.496691703796387
2010-04-30,5.431411266326904
2010-05-03,5.535861015319824
2010-05-04,5.431411266326904
2010-05-05,5.300848960876465
2010-05-06,5.226861000061035
2010-05-07,5.083245277404785
2010-05-10,5.231215953826904
2010-05-11,5.270384311676025
2010-05-12,5.331312656402588
2010-05-13,5.396595478057861
2010-05-14,5.361778259277344
2010-05-17,5.370482921600342
2010-05-18,5.300848960876465
2010-05-19,5.135468006134033
2010-05-20,4.957033634185791
2010-05-21,5.078890800476074
2010-05-24,5.004907131195068
2010-05-25,4.996201992034912
2010-05-26,5.078890800476074
2010-05-27,5.135468006134033
2010-05-28,5.061482906341553
2010-06-01,4.917863845825195
2010-06-02,5.035370349884033
2010-06-03,5.048429489135742
2010-06-04,4.926568031311035
2010-06-07,4.943975925445557
2010-06-08,4.974442481994629
2010-06-09,4.92221736907959
2010-06-10,5.01361083984375
2010-06-11,4.996201992034912
2010-06-14,5.035370349884033
2010-06-15,5.087594509124756
2010-06-16,5.105002403259277
2010-06-17,5.174635887145996
2010-06-18,5.1876935958862305
2010-06-21,5.126765251159668
2010-06-22,5.113708972930908
2010-06-23,5.135468006134033
2010-06-24,5.109355926513672
2010-06-25,5.248623371124268
2010-06-28,5.183341026306152
2010-06-29,5.087594509124756
2010-06-30,4.991849899291992
2010-07-01,5.02666711807251
2010-07-02,4.965737819671631
2010-07-06,4.917863845825195
2010-07-07,4.996201992034912
2010-07-08,5.048429489135742
2010-07-09,5.087594509124756
2010-07-12,5.100652694702148
2010-07-13,5.192045211791992
2010-07-14,5.157229423522949
2010-07-15,5.144171714782715
2010-07-16,4.957033634185791
2010-07-19,4.92221736907959
2010-07-20,4.943975925445557
2010-07-21,4.869991779327393
2010-07-22,5.017962455749512
2010-07-23,5.135468006134033
2010-07-26,5.231215953826904
2010-07-27,5.218157768249512
2010-07-28,5.231215953826904
2010-07-29,5.261678695678711
2010-07-30,5.279090404510498
2010-08-02,5.266030311584473
2010-08-03,5.204593181610107
2010-08-04,5.252866268157959
2010-08-05,5.165099143981934
2010-08-06,5.077332496643066
2010-08-09,5.09049654006958
2010-08-10,5.007117748260498
2010-08-11,4.844749927520752
2010-08-12,4.8008646965026855
2010-08-13,4.7745361328125
2010-08-16,4.840359210968018
2010-08-17,4.9237380027771
2010-08-18,4.9237380027771
2010-08-19,4.8052544593811035
2010-08-20,4.809642791748047
2010-08-23,4.752593517303467
2010-08-24,4.756982326507568
2010-08-25,4.756982326507568
2010-08-26,4.7438154220581055
2010-08-27,4.840359210968018
2010-08-30,4.6341071128845215
2010-08-31,4.7174859046936035
2010-09-01,4.827195167541504
2010-09-02,4.901796817779541
2010-09-03,4.989566326141357
2010-09-07,4.901796817779541
2010-09-08,4.901796817779541
2010-09-09,4.954460144042969
2010-09-10,4.932516574859619
2010-09-13,5.08172082901001
2010-09-14,5.033448219299316
2010-09-15,5.033448219299316
2010-09-16,4.941293716430664
2010-09-17,5.024672508239746
2010-09-20,5.09049654006958
2010-09-21,4.972012519836426
2010-09-22,4.879856109619141
2010-09-23,4.8052544593811035
2010-09-24,4.906188011169434
2010-09-27,4.866691589355469
2010-09-28,4.919351100921631
2010-09-29,4.901796817779541
2010-09-30,4.906188011169434
2010-10-01,4.928128242492676
2010-10-04,4.752593517303467
2010-10-05,4.844749927520752
2010-10-06,4.906188011169434
2010-10-07,4.932516574859619
2010-10-08,4.941293716430664
2010-10-11,4.928128242492676
2010-10-12,4.9632344245910645
2010-10-13,4.980788230895996
2010-10-14,4.980788230895996
2010-10-15,4.893021106719971
2010-10-18,5.002730846405029
2010-10-19,4.958847999572754
2010-10-20,5.002730846405029
2010-10-21,4.96762228012085
2010-10-22,4.972012519836426
2010-10-25,4.950069904327393
2010-10-26,4.941293716430664
2010-10-27,4.976400852203369
2010-10-28,4.976400852203369
2010-10-29,4.976400852203369
2010-11-01,4.972012519836426
2010-11-02,4.976438999176025
2010-11-03,4.980865001678467
2010-11-04,5.011858940124512
2010-11-05,5.016287326812744
2010-11-08,4.963157653808594
2010-11-09,4.852472305297852
2010-11-10,4.856898784637451
2010-11-11,4.830333232879639
2010-11-12,4.812623977661133
2010-11-15,4.8259053230285645
2010-11-16,4.755066871643066
2010-11-17,4.750638961791992
2010-11-18,4.777203559875488
2010-11-19,4.728504180908203
2010-11-22,4.688655376434326
2010-11-23,4.61781644821167
2010-11-24,4.648808479309082
2010-11-26,4.622244358062744
2010-11-29,4.644381523132324
2010-11-30,4.542550563812256
2010-12-01,4.6133904457092285
2010-12-02,4.772777080535889
2010-12-03,4.834761142730713
2010-12-06,4.786059379577637
2010-12-07,4.8259053230285645
2010-12-08,4.918881893157959
2010-12-09,4.994149208068848
2010-12-10,5.0207133293151855
2010-12-13,4.998578071594238
2010-12-14,4.976438999176025
2010-12-15,5.00743293762207
2010-12-16,5.0207133293151855
2010-12-17,5.003003120422363
2010-12-20,5.069416046142578
2010-12-21,5.13582706451416
2010-12-22,5.193382740020752
2010-12-23,5.193382740020752
2010-12-27,5.219947814941406
2010-12-28,5.233232021331787
2010-12-29,5.197810173034668
2010-12-30,5.215520858764648
2010-12-31,5.215520858764648
2011-01-03,5.233232021331787
2011-01-04,5.109262943267822
2011-01-05,5.188955307006836
2011-01-06,5.153536796569824
2011-01-07,5.281931400299072
2011-01-10,5.206667423248291
2011-01-11,5.228804588317871
2011-01-12,5.2775044441223145
2011-01-13,5.268648147583008
2011-01-14,5.330633163452148
2011-01-18,5.366053581237793
2011-01-19,5.286360263824463
2011-01-20,5.268648147583008
2011-01-21,5.308495998382568
2011-01-24,5.286360263824463
2011-01-25,5.304067611694336
2011-01-26,5.304067611694336
2011-01-27,5.242086410522461
2011-01-28,5.184527397155762
2011-01-31,5.188955307006836
2011-02-01,5.242086410522461
2011-02-02,5.291202068328857
2011-02-03,5.362643718719482
2011-02-04,5.358178615570068
2011-02-07,5.389435768127441
2011-02-08,5.44748067855835
2011-02-09,5.4385528564453125
2011-02-10,5.425156116485596
2011-02-11,5.568043231964111
2011-02-14,5.541250705718994
2011-02-15,5.545715808868408
2011-02-16,5.590366363525391
2011-02-17,5.581435203552246
2011-02-18,5.536785125732422
2011-02-22,5.39836311340332
2011-02-23,5.35371208190918
2011-02-24,5.349247455596924
2011-02-25,5.4385528564453125
2011-02-28,5.42069149017334
2011-03-01,5.3939008712768555
2011-03-02,5.389435768127441
2011-03-03,5.536785125732422
2011-03-04,5.492133140563965
2011-03-07,5.443016052246094
2011-03-08,5.545715808868408
2011-03-09,5.545715808868408
2011-03-10,5.4117608070373535
2011-03-11,5.4385528564453125
2011-03-14,5.407296657562256
2011-03-15,5.48320198059082
2011-03-16,5.50553035736084
2011-03-17,5.48320198059082
2011-03-18,5.4653425216674805
2011-03-21,5.514460563659668
2011-03-22,5.492133140563965
2011-03-23,5.48320198059082
2011-03-24,5.48320198059082
2011-03-25,5.487668514251709
2011-03-28,5.487668514251709
2011-03-29,5.50553035736084
2011-03-30,5.568043231964111
2011-03-31,5.599297046661377
2011-04-01,5.554646015167236
2011-04-04,5.541250705718994
2011-04-05,5.52338981628418
2011-04-06,5.563575744628906
2011-04-07,5.545715808868408
2011-04-08,5.487668514251709
2011-04-11,5.48320198059082
2011-04-12,5.456413269042969
2011-04-13,5.44748067855835
2011-04-14,5.492133140563965
2011-04-15,5.509995937347412
2011-04-18,5.460875034332275
2011-04-19,5.434085369110107
2011-04-20,5.50553035736084
2011-04-21,5.509995937347412
2011-04-25,5.532321453094482
2011-04-26,5.57697057723999
2011-04-27,5.5501813888549805
2011-04-28,5.581435203552246
2011-04-29,5.617157459259033
2011-05-02,5.572505474090576
2011-05-03,5.5770111083984375
2011-05-04,5.540970802307129
2011-05-05,5.513941764831543
2011-05-06,5.50943660736084
2011-05-09,5.5184478759765625
2011-05-10,5.5770111083984375
2011-05-11,5.513941764831543
2011-05-12,5.558992385864258
