Date,ALL
2010-01-04,21.307912826538086
2010-01-05,21.658254623413086
2010-01-06,21.665267944335938
2010-01-07,21.777376174926758
2010-01-08,21.86846160888672
2010-01-11,21.86846160888672
2010-01-12,21.847440719604492
2010-01-13,22.043638229370117
2010-01-14,22.16976547241211
2010-01-15,21.658254623413086
2010-01-19,21.99459457397461
2010-01-20,21.87546730041504
2010-01-21,21.602205276489258
2010-01-22,21.006610870361328
2010-01-25,21.265867233276367
2010-01-26,21.21681785583496
2010-01-27,21.21681785583496
2010-01-28,20.985599517822266
2010-01-29,20.971582412719727
2010-02-01,20.985599517822266
2010-02-02,21.384992599487305
2010-02-03,20.901514053344727
2010-02-04,20.10272789001465
2010-02-05,20.256881713867188
2010-02-08,19.871509552001953
2010-02-09,20.13075828552246
2010-02-10,20.0396728515625
2010-02-11,20.607227325439453
2010-02-12,20.69131088256836
2010-02-16,21.384992599487305
2010-02-17,21.504106521606445
2010-02-18,21.89649200439453
2010-02-19,21.87546730041504
2010-02-22,22.00859832763672
2010-02-23,21.847440719604492
2010-02-24,21.917505264282227
2010-02-25,21.93152618408203
2010-02-26,21.89649200439453
2010-03-01,22.12071418762207
2010-03-02,22.43601417541504
2010-03-03,22.415000915527344
2010-03-04,22.379968643188477
2010-03-05,22.52010154724121
2010-03-08,22.415000915527344
2010-03-09,22.330921173095703
2010-03-10,22.28156089782715
2010-03-11,22.408475875854492
2010-03-12,22.189899444580078
2010-03-15,21.80913543701172
2010-03-16,21.872591018676758
2010-03-17,22.048871994018555
2010-03-18,22.126436233520508
2010-03-19,22.041824340820312
2010-03-22,21.914901733398438
2010-03-23,22.168739318847656
2010-03-24,22.09117889404297
2010-03-25,22.253355026245117
2010-03-26,22.704620361328125
2010-03-29,22.746931076049805
2010-03-30,22.605911254882812
2010-03-31,22.782190322875977
2010-04-01,22.90911293029785
2010-04-05,23.007827758789062
2010-04-06,23.000768661499023
2010-04-07,23.106542587280273
2010-04-08,23.339231491088867
2010-04-09,23.247562408447266
2010-04-12,23.29692840576172
2010-04-13,23.311025619506836
2010-04-14,24.206510543823242
2010-04-15,24.185359954833984
2010-04-16,23.86806297302246
2010-04-19,24.10779571533203
2010-04-20,24.982147216796875
2010-04-21,24.601383209228516
2010-04-22,24.79881477355957
2010-04-23,24.81291389465332
2010-04-26,24.537918090820312
2010-04-27,23.4591007232666
2010-04-28,23.81165313720703
2010-04-29,23.4591007232666
2010-04-30,23.036026000976562
2010-05-03,23.29692840576172
2010-05-04,22.620018005371094
2010-05-05,23.05013656616211
2010-05-06,22.605911254882812
2010-05-07,22.422578811645508
2010-05-10,23.494354248046875
2010-05-11,23.092435836791992
2010-05-12,23.346281051635742
2010-05-13,22.958467483520508
2010-05-14,22.471942901611328
2010-05-17,22.556554794311523
2010-05-18,22.126436233520508
2010-05-19,22.126436233520508
2010-05-20,21.20273780822754
2010-05-21,21.53413963317871
2010-05-24,21.040557861328125
2010-05-25,21.181577682495117
2010-05-26,20.96153450012207
2010-05-27,21.841732025146484
2010-05-28,21.74235725402832
2010-06-01,21.053813934326172
2010-06-02,21.451318740844727
2010-06-03,21.415830612182617
2010-06-04,20.542728424072266
2010-06-07,20.351072311401367
2010-06-08,20.762775421142578
2010-06-09,20.478849411010742
2010-06-10,21.15319061279297
2010-06-11,21.28095817565918
2010-06-14,21.259668350219727
2010-06-15,21.770750045776367
2010-06-16,21.451318740844727
2010-06-17,21.33774757385254
2010-06-18,21.678466796875
2010-06-21,21.486820220947266
2010-06-22,21.68556785583496
2010-06-23,21.614587783813477
2010-06-24,20.989931106567383
2010-06-25,21.88433265686035
2010-06-28,21.295156478881836
2010-06-29,20.592418670654297
2010-06-30,20.393661499023438
2010-07-01,20.152318954467773
2010-07-02,20.074234008789062
2010-07-06,19.825801849365234
2010-07-07,20.45044708251953
2010-07-08,20.734378814697266
2010-07-09,20.897647857666016
2010-07-12,20.66339683532715
2010-07-13,20.81246566772461
2010-07-14,20.58531379699707
2010-07-15,20.50013542175293
2010-07-16,19.754806518554688
2010-07-19,19.804500579833984
2010-07-20,20.067134857177734
2010-07-21,19.47087860107422
2010-07-22,19.91806983947754
2010-07-23,20.074234008789062
2010-07-26,20.109725952148438
2010-07-27,20.308481216430664
2010-07-28,20.05293846130371
2010-07-29,20.05293846130371
2010-07-30,20.045839309692383
2010-08-02,20.464645385742188
2010-08-03,20.265888214111328
2010-08-04,20.308481216430664
2010-08-05,20.8763484954834
2010-08-06,20.57111930847168
2010-08-09,21.03251838684082
2010-08-10,20.883445739746094
2010-08-11,20.031639099121094
2010-08-12,20.031639099121094
2010-08-13,19.94646644592285
2010-08-16,19.8328914642334
2010-08-17,20.045839309692383
2010-08-18,20.131023406982422
2010-08-19,19.903867721557617
2010-08-20,19.698020935058594
2010-08-23,19.811594009399414
2010-08-24,19.53475570678711
2010-08-25,19.747705459594727
2010-08-26,19.45667266845703
2010-08-27,20.014419555664062
2010-08-30,19.492433547973633
2010-08-31,19.73554801940918
2010-09-01,20.50065803527832
2010-09-02,20.46490478515625
2010-09-03,21.036941528320312
2010-09-07,20.522104263305664
2010-09-08,20.808137893676758
2010-09-09,21.05840492248535
2010-09-10,21.35872459411621
2010-09-13,21.659053802490234
2010-09-14,21.644752502441406
2010-09-15,21.802061080932617
2010-09-16,22.059480667114258
2010-09-17,22.15959358215332
2010-09-20,22.531417846679688
2010-09-21,22.402706146240234
2010-09-22,22.138137817382812
2010-09-23,21.77345848083496
2010-09-24,22.59577751159668
2010-09-27,22.452756881713867
2010-09-28,22.996204376220703
2010-09-29,22.560020446777344
