Date,KBH
2010-01-04,11.617518424987793
2010-01-05,11.982125282287598
2010-01-06,11.899258613586426
2010-01-07,13.09250259399414
2010-01-08,13.233370780944824
2010-01-11,13.573111534118652
2010-01-12,13.026208877563477
2010-01-13,13.042784690856934
2010-01-14,12.99306583404541
2010-01-15,12.678180694580078
2010-01-19,12.802478790283203
2010-01-20,12.694750785827637
2010-01-21,12.396445274353027
2010-01-22,11.890974044799805
2010-01-25,11.832969665527344
2010-01-26,12.089847564697266
2010-01-27,12.537308692932129
2010-01-28,12.645036697387695
2010-01-29,12.661609649658203
2010-02-01,12.669897079467773
2010-02-02,13.487814903259277
2010-02-03,13.387967109680176
2010-02-04,12.763919830322266
2010-02-05,12.414449691772461
2010-02-08,12.855445861816406
2010-02-09,13.063464164733887
2010-02-10,13.221559524536133
2010-02-11,13.729119300842285
2010-02-12,13.82896900177002
2010-02-16,14.120190620422363
2010-02-17,13.987054824829102
2010-02-18,13.853928565979004
2010-02-19,13.878890037536621
2010-02-22,13.978738784790039
2010-02-23,13.496139526367188
2010-02-24,13.487814903259277
2010-02-25,13.546064376831055
2010-02-26,13.546064376831055
2010-03-01,13.795679092407227
2010-03-02,13.73743724822998
2010-03-03,14.036982536315918
2010-03-04,13.912172317504883
2010-03-05,14.353168487548828
2010-03-08,14.544539451599121
2010-03-09,14.677678108215332
2010-03-10,14.544539451599121
2010-03-11,14.644392967224121
2010-03-12,14.552865982055664
2010-03-15,14.294926643371582
2010-03-16,14.61110782623291
2010-03-17,14.685996055603027
2010-03-18,14.677678108215332
2010-03-19,14.419737815856934
2010-03-22,14.511260032653809
2010-03-23,14.269959449768066
2010-03-24,13.920489311218262
2010-03-25,13.9621000289917
2010-03-26,14.228358268737793
2010-03-29,14.111869812011719
2010-03-30,14.053624153137207
2010-03-31,13.9371337890625
2010-04-01,13.870567321777344
2010-04-05,14.136833190917969
2010-04-06,13.73743724822998
2010-04-07,13.579344749450684
2010-04-08,13.529423713684082
2010-04-09,13.662551879882812
2010-04-12,13.704154014587402
2010-04-13,13.920489311218262
2010-04-14,14.336524963378906
2010-04-15,14.261638641357422
2010-04-16,14.228358268737793
2010-04-19,14.2200345993042
2010-04-20,14.486297607421875
2010-04-21,14.76920223236084
2010-04-22,15.701115608215332
2010-04-23,16.083860397338867
2010-04-26,15.717757225036621
2010-04-27,14.985538482666016
2010-04-28,15.151957511901855
2010-04-29,15.70943832397461
2010-04-30,15.418214797973633
2010-05-03,15.875856399536133
2010-05-04,15.260588645935059
2010-05-05,15.177108764648438
2010-05-06,14.492548942565918
2010-05-07,13.607638359069824
2010-05-10,14.659513473510742
2010-05-11,14.659513473510742
2010-05-12,14.809782028198242
2010-05-13,13.799637794494629
2010-05-14,13.532496452331543
2010-05-17,13.657726287841797
2010-05-18,13.323795318603516
2010-05-19,13.181873321533203
2010-05-20,12.597496032714844
2010-05-21,12.52236270904541
2010-05-24,12.28861141204834
2010-05-25,12.271917343139648
2010-05-26,12.121646881103516
2010-05-27,12.28861141204834
2010-05-28,12.088252067565918
2010-06-01,11.462137222290039
2010-06-02,11.69588851928711
2010-06-03,11.570661544799805
2010-06-04,10.919500350952148
2010-06-07,10.276688575744629
2010-06-08,10.234943389892578
2010-06-09,10.159810066223145
2010-06-10,11.044724464416504
2010-06-11,10.836015701293945
2010-06-14,10.685752868652344
2010-06-15,10.97793960571289
2010-06-16,10.794276237487793
2010-06-17,10.468694686889648
2010-06-18,10.268339157104492
2010-06-21,10.084676742553711
2010-06-22,9.926063537597656
2010-06-23,10.36016845703125
2010-06-24,10.201549530029297
2010-06-25,9.283245086669922
2010-06-28,9.450211524963379
2010-06-29,9.24150562286377
