Date,ADI
2010-01-04,21.975170135498047
2010-01-05,21.940481185913086
2010-01-06,21.89883804321289
2010-01-07,21.725360870361328
2010-01-08,21.850265502929688
2010-01-11,21.725360870361328
2010-01-12,20.823320388793945
2010-01-13,20.816387176513672
2010-01-14,20.795570373535156
2010-01-15,20.094751358032227
2010-01-19,20.44862937927246
2010-01-20,20.073938369750977
2010-01-21,20.164140701293945
2010-01-22,19.26209831237793
2010-01-25,19.435558319091797
2010-01-26,19.151077270507812
2010-01-27,19.220460891723633
2010-01-28,18.83883285522461
2010-01-29,18.70698356628418
2010-02-01,19.095569610595703
2010-02-02,19.275976181030273
2010-02-03,19.185771942138672
2010-02-04,18.387807846069336
2010-02-05,18.665361404418945
2010-02-08,18.59597396850586
2010-02-09,18.818017959594727
2010-02-10,18.769441604614258
2010-02-11,19.199649810791016
2010-02-12,19.42169189453125
2010-02-16,19.84495735168457
2010-02-17,19.69230079650879
2010-02-18,20.518016815185547
2010-02-19,20.642913818359375
2010-02-22,20.74005889892578
2010-02-23,20.22658348083496
2010-02-24,20.462509155273438
2010-02-25,20.559646606445312
2010-02-26,20.28903579711914
2010-03-01,20.691486358642578
2010-03-02,20.552711486816406
2010-03-03,20.392030715942383
2010-03-04,20.30820655822754
2010-03-05,20.608596801757812
2010-03-08,20.622570037841797
2010-03-09,20.433958053588867
2010-03-10,21.01378631591797
2010-03-11,20.378061294555664
2010-03-12,20.245336532592773
2010-03-15,20.203414916992188
2010-03-16,20.964879989624023
2010-03-17,21.25829315185547
2010-03-18,21.069679260253906
2010-03-19,20.783246994018555
2010-03-22,21.006799697875977
2010-03-23,21.25829315185547
2010-03-24,20.301219940185547
2010-03-25,20.217384338378906
2010-03-26,19.90301513671875
2010-03-29,20.133554458618164
2010-03-30,20.26629066467285
2010-03-31,20.133554458618164
2010-04-01,20.133554458618164
2010-04-05,20.573673248291016
2010-04-06,20.461894989013672
2010-04-07,20.58066177368164
2010-04-08,20.25231170654297
2010-04-09,20.336151123046875
2010-04-12,20.643531799316406
2010-04-13,20.80420684814453
2010-04-14,21.9010066986084
2010-04-15,21.9010066986084
2010-04-16,21.363082885742188
2010-04-19,21.24432373046875
2010-04-20,21.481847763061523
2010-04-21,21.160490036010742
2010-04-22,21.251317977905273
2010-04-23,21.425954818725586
2010-04-26,21.747314453125
2010-04-27,20.9858341217041
2010-04-28,21.13254737854004
2010-04-29,21.551708221435547
2010-04-30,20.908998489379883
2010-05-03,21.020774841308594
2010-05-04,20.538742065429688
2010-05-05,20.426963806152344
2010-05-06,19.616592407226562
2010-05-07,19.379072189331055
2010-05-10,20.38504981994629
2010-05-11,20.161497116088867
2010-05-12,20.510791778564453
2010-05-13,19.96589469909668
2010-05-14,19.407011032104492
2010-05-17,19.805213928222656
2010-05-18,19.281267166137695
2010-05-19,20.098623275756836
2010-05-20,19.6445369720459
2010-05-21,20.007802963256836
2010-05-24,19.889041900634766
2010-05-25,20.02876853942871
2010-05-26,20.04988670349121
2010-05-27,20.9228458404541
2010-05-28,20.535642623901367
2010-06-01,20.324451446533203
2010-06-02,20.986194610595703
2010-06-03,21.38043975830078
2010-06-04,20.41596031188965
2010-06-07,19.683807373046875
2010-06-08,19.775331497192383
2010-06-09,19.620454788208008
2010-06-10,20.148447036743164
2010-06-11,20.444124221801758
2010-06-14,20.331485748291016
2010-06-15,21.37339973449707
2010-06-16,21.54236602783203
2010-06-17,21.577566146850586
2010-06-18,21.486042022705078
2010-06-21,21.317087173461914
2010-06-22,20.82428741455078
2010-06-23,20.979164123535156
2010-06-24,20.60603904724121
2010-06-25,20.500436782836914
2010-06-28,20.57084083557129
2010-06-29,19.88092613220215
2010-06-30,19.6134090423584
2010-07-01,19.655651092529297
2010-07-02,19.620454788208008
2010-07-06,19.634521484375
2010-07-07,20.725717544555664
2010-07-08,20.472280502319336
2010-07-09,20.627161026000977
2010-07-12,20.66939926147461
2010-07-13,21.155162811279297
2010-07-14,20.838367462158203
2010-07-15,20.929880142211914
2010-07-16,20.563798904418945
2010-07-19,21.126996994018555
2010-07-20,21.155162811279297
2010-07-21,20.81724739074707
2010-07-22,21.549406051635742
2010-07-23,21.725399017333984
2010-07-26,21.964759826660156
2010-07-27,21.85212516784668
2010-07-28,21.33819580078125
2010-07-29,20.936922073364258
2010-07-30,20.915800094604492
2010-08-02,21.183320999145508
2010-08-03,21.028438568115234
2010-08-04,21.288921356201172
2010-08-05,21.281883239746094
2010-08-06,21.239646911621094
2010-08-09,21.464920043945312
2010-08-10,21.04252052307129
2010-08-11,20.47932243347168
2010-08-12,19.873884201049805
2010-08-13,19.761255264282227
2010-08-16,19.96540641784668
2010-08-17,20.282203674316406
2010-08-18,21.176279067993164
2010-08-19,20.88764190673828
2010-08-20,20.852439880371094
2010-08-23,21.056604385375977
2010-08-24,20.64124298095703
2010-08-25,20.57740020751953
2010-08-26,20.541940689086914
2010-08-27,20.726362228393555
2010-08-30,20.130537033081055
2010-08-31,19.775867462158203
2010-09-01,20.215662002563477
2010-09-02,20.705080032348633
2010-09-03,20.988811492919922
2010-09-07,20.336233139038086
2010-09-08,20.4426326751709
2010-09-09,20.435537338256836
2010-09-10,19.811344146728516
2010-09-13,20.378793716430664
2010-09-14,20.67671012878418
2010-09-15,20.49938201904297
2010-09-16,20.910785675048828
2010-09-17,21.215795516967773
2010-09-20,21.293819427490234
2010-09-21,21.293819427490234
2010-09-22,20.790205001831055
2010-09-23,20.889509201049805
2010-09-24,21.896747589111328
2010-09-27,21.996047973632812
2010-09-28,22.464195251464844
2010-09-29,22.39327049255371
2010-09-30,22.25849151611328
2010-10-01,22.265588760375977
2010-10-04,22.01023292541504
2010-10-05,22.705368041992188
2010-10-06,22.4145450592041
2010-10-07,22.634431838989258
2010-10-08,22.93944549560547
2010-10-11,23.045839309692383
2010-10-12,23.095497131347656
2010-10-13,22.286867141723633
2010-10-14,22.286867141723633
2010-10-15,22.464195251464844
2010-10-18,22.379077911376953
2010-10-19,22.180469512939453
2010-10-20,22.371986389160156
2010-10-21,22.27267837524414
2010-10-22,22.705368041992188
2010-10-25,22.88979148864746
2010-10-26,22.691181182861328
2010-10-27,23.258642196655273
2010-10-28,23.357938766479492
2010-10-29,23.882835388183594
2010-11-01,23.975046157836914
2010-11-02,24.365177154541016
2010-11-03,24.585071563720703
2010-11-04,25.27311134338379
2010-11-05,25.20217514038086
2010-11-08,25.124156951904297
2010-11-09,24.875892639160156
2010-11-10,24.62053680419922
2010-11-11,24.166566848754883
2010-11-12,24.26587677001953
2010-11-15,24.152381896972656
2010-11-16,23.94668197631836
2010-11-17,24.060169219970703
2010-11-18,24.50704002380371
2010-11-19,24.953916549682617
2010-11-22,25.507184982299805
2010-11-23,25.329853057861328
2010-11-24,25.798006057739258
2010-11-26,25.436248779296875
2010-11-29,25.379507064819336
2010-11-30,25.223459243774414
2010-12-01,26.16558265686035
2010-12-02,26.59383201599121
2010-12-03,26.857921600341797
2010-12-06,26.53672218322754
2010-12-07,27.022064208984375
2010-12-08,27.286157608032227
2010-12-09,27.21478843688965
2010-12-10,26.93642807006836
2010-12-13,26.80795669555664
2010-12-14,26.757997512817383
2010-12-15,26.5081844329834
2010-12-16,26.60810661315918
2010-12-17,26.757997512817383
2010-12-20,26.779415130615234
2010-12-21,27.107725143432617
2010-12-22,26.822227478027344
2010-12-23,26.886457443237305
2010-12-27,27.207643508911133
2010-12-28,26.800811767578125
2010-12-29,26.865055084228516
2010-12-30,27.093456268310547
2010-12-31,26.886457443237305
2011-01-03,27.086313247680664
2011-01-04,26.779415130615234
2011-01-05,26.836498260498047
2011-01-06,26.98638916015625
2011-01-07,26.829364776611328
2011-01-10,26.90787124633789
2011-01-11,27.14339828491211
2011-01-12,27.15055274963379
2011-01-13,27.014930725097656
2011-01-14,27.55023956298828
2011-01-18,28.449542999267578
2011-01-19,27.86428451538086
2011-01-20,27.7857608795166
2011-01-21,27.671585083007812
2011-01-24,28.085538864135742
2011-01-25,27.678707122802734
2011-01-26,27.757205963134766
2011-01-27,27.964202880859375
2011-01-28,27.336116790771484
2011-01-31,27.714401245117188
2011-02-01,28.313945770263672
2011-02-02,28.3781795501709
2011-02-03,27.99989891052246
2011-02-04,28.549461364746094
2011-02-07,28.449542999267578
2011-02-08,28.278249740600586
2011-02-09,28.413864135742188
2011-02-10,28.54233741760254
2011-02-11,28.970577239990234
2011-02-14,29.256078720092773
2011-02-15,29.263198852539062
2011-02-16,29.149005889892578
2011-02-17,29.398822784423828
2011-02-18,29.34885597229004
2011-02-22,28.5922908782959
2011-02-23,27.985628128051758
2011-02-24,28.0284423828125
2011-02-25,28.54233741760254
2011-02-28,28.463817596435547
2011-03-01,27.957063674926758
2011-03-02,28.524105072021484
2011-03-03,29.399784088134766
2011-03-04,29.16292953491211
2011-03-07,28.437976837158203
2011-03-08,28.58152198791504
2011-03-09,27.6412410736084
2011-03-10,27.217758178710938
2011-03-11,27.382856369018555
2011-03-14,27.397214889526367
2011-03-15,26.988082885742188
2011-03-16,26.227245330810547
2011-03-17,26.815813064575195
2011-03-18,27.14598846435547
2011-03-21,27.361318588256836
2011-03-22,27.253658294677734
2011-03-23,27.547937393188477
2011-03-24,28.064735412597656
2011-03-25,28.007312774658203
2011-03-28,27.964250564575195
2011-03-29,28.351835250854492
2011-03-30,28.351835250854492
2011-03-31,28.265716552734375
2011-04-01,28.107797622680664
2011-04-04,27.634071350097656
2011-04-05,27.547937393188477
2011-04-06,28.193933486938477
2011-04-07,28.229833602905273
2011-04-08,28.03602409362793
2011-04-11,27.59100914001465
2011-04-12,27.095739364624023
2011-04-13,27.167516708374023
2011-04-14,27.038318634033203
2011-04-15,27.390031814575195
2011-04-18,26.571773529052734
2011-04-19,26.801467895507812
2011-04-20,27.97859764099121
2011-04-21,28.064735412597656
2011-04-25,28.107797622680664
2011-04-26,28.696374893188477
2011-04-27,29.105499267578125
2011-04-28,29.098331451416016
2011-04-29,28.933244705200195
2011-05-02,28.990659713745117
2011-05-03,28.839927673339844
2011-05-04,28.997833251953125
2011-05-05,28.954769134521484
2011-05-06,29.091156005859375
2011-05-09,29.299301147460938
2011-05-10,29.694063186645508
