Date,CWT
2010-01-04,12.672162055969238
2010-01-05,12.302075386047363
2010-01-06,12.206122398376465
2010-01-07,12.28493595123291
2010-01-08,12.497396469116211
2010-01-11,12.545374870300293
2010-01-12,12.620756149291992
2010-01-13,12.69272518157959
2010-01-14,12.953154563903809
2010-01-15,12.9188871383667
2010-01-19,12.97714614868164
2010-01-20,12.774971008300781
2010-01-21,12.569356918334961
2010-01-22,12.497396469116211
2010-01-25,12.572786331176758
2010-01-26,12.401446342468262
2010-01-27,12.418584823608398
2010-01-28,12.332911491394043
2010-01-29,12.445998191833496
2010-02-01,12.449419975280762
2010-02-02,12.411728858947754
2010-02-03,12.514531135559082
2010-02-04,12.45510196685791
2010-02-05,12.448197364807129
2010-02-08,12.29963207244873
2010-02-09,12.254714012145996
2010-02-10,12.296177864074707
2010-02-11,12.3894624710083
2010-02-12,12.410189628601074
2010-02-16,12.579486846923828
2010-02-17,12.627859115600586
2010-02-18,12.779874801635742
2010-02-19,12.924979209899902
2010-02-22,12.876608848571777
2010-02-23,12.876608848571777
2010-02-24,12.866249084472656
2010-02-25,12.700407981872559
2010-02-26,12.396373748779297
2010-03-01,12.29963207244873
2010-03-02,12.258172035217285
2010-03-03,12.627859115600586
2010-03-04,12.617486000061035
2010-03-05,12.748777389526367
2010-03-08,12.64858627319336
2010-03-09,12.6693115234375
2010-03-10,12.631312370300293
2010-03-11,12.683130264282227
2010-03-12,12.627859115600586
2010-03-15,12.700407981872559
2010-03-16,12.7211332321167
2010-03-17,12.84552001953125
2010-03-18,12.862792015075684
2010-03-19,12.807512283325195
2010-03-22,12.7833251953125
2010-03-23,12.821332931518555
2010-03-24,12.683130264282227
2010-03-25,12.57602596282959
2010-03-26,12.717681884765625
2010-03-29,12.96989631652832
2010-03-30,13.028633117675781
2010-03-31,12.99407958984375
2010-04-01,13.239383697509766
2010-04-05,13.439769744873047
2010-04-06,13.567598342895508
2010-04-07,13.111557006835938
2010-04-08,13.035538673400879
2010-04-09,13.156460762023926
2010-04-12,13.12536907196045
2010-04-13,13.305025100708008
2010-04-14,13.32575511932373
2010-04-15,13.41904067993164
2010-04-16,13.381035804748535
2010-04-19,13.353392601013184
2010-04-20,13.495047569274902
2010-04-21,13.57105827331543
2010-04-22,13.398309707641602
2010-04-23,13.439769744873047
2010-04-26,13.239383697509766
2010-04-27,13.267024040222168
2010-04-28,13.114999771118164
2010-04-29,13.591789245605469
2010-04-30,13.381035804748535
2010-05-03,13.660881042480469
2010-05-04,13.467409133911133
2010-05-05,13.332663536071777
2010-05-06,12.917627334594727
2010-05-07,12.625153541564941
2010-05-10,13.136984825134277
2010-05-11,13.272777557373047
2010-05-12,13.44339370727539
2010-05-13,13.60355281829834
2010-05-14,13.600069999694824
2010-05-17,13.54436206817627
2010-05-18,13.335451126098633
2010-05-19,13.126537322998047
2010-05-20,12.49284553527832
2010-05-21,12.569442749023438
2010-05-24,12.4266939163208
2010-05-25,12.350085258483887
2010-05-26,12.360533714294434
2010-05-27,12.583367347717285
2010-05-28,12.475436210632324
2010-06-01,12.200368881225586
2010-06-02,12.433650970458984
2010-06-03,12.59730052947998
2010-06-04,12.071542739868164
2010-06-07,11.95664119720459
2010-06-08,12.001903533935547
2010-06-09,11.824329376220703
2010-06-10,12.148139953613281
2010-06-11,12.155104637145996
2010-06-14,12.245634078979492
2010-06-15,12.416242599487305
2010-06-16,12.46498966217041
2010-06-17,12.63211441040039
2010-06-18,12.76442813873291
2010-06-21,12.729613304138184
2010-06-22,12.496326446533203
2010-06-23,12.433650970458984
2010-06-24,12.416242599487305
2010-06-25,12.653010368347168
2010-06-28,12.691307067871094
2010-06-29,12.405799865722656
2010-06-30,12.430173873901367
2010-07-01,12.221260070800781
2010-07-02,12.24215316772461
2010-07-06,12.221260070800781
2010-07-07,12.559002876281738
2010-07-08,12.62863826751709
2010-07-09,12.65649127960205
2010-07-12,12.454541206359863
2010-07-13,12.684349060058594
2010-07-14,12.712199211120605
2010-07-15,12.64604663848877
2010-07-16,12.29089641571045
2010-07-19,12.423205375671387
2010-07-20,12.590335845947266
2010-07-21,12.332677841186523
2010-07-22,12.673896789550781
2010-07-23,12.795763969421387
