Date,MBCN
2010-01-04,5.9205780029296875
2010-01-05,5.9205780029296875
2010-01-06,5.9205780029296875
2010-01-07,5.9205780029296875
2010-01-08,5.9205780029296875
2010-01-11,5.9205780029296875
2010-01-12,6.064977645874023
2010-01-13,6.064977645874023
2010-01-14,6.064977645874023
2010-01-15,6.064977645874023
2010-01-19,6.064977645874023
2010-01-20,6.209384918212891
2010-01-21,6.064977645874023
2010-01-22,6.064977645874023
2010-01-25,6.064977645874023
2010-01-26,6.353787422180176
2010-01-27,6.353787422180176
2010-01-28,6.353787422180176
2010-01-29,6.353787422180176
2010-02-01,6.353787422180176
2010-02-02,6.064977645874023
2010-02-03,6.353787422180176
2010-02-04,5.6317667961120605
2010-02-05,6.064977645874023
2010-02-08,6.064977645874023
2010-02-09,6.064977645874023
2010-02-10,5.7761712074279785
2010-02-11,5.646206378936768
2010-02-12,6.353787422180176
2010-02-16,6.353787422180176
2010-02-17,6.353787422180176
2010-02-18,6.498192310333252
2010-02-19,6.498192310333252
2010-02-22,6.498192310333252
2010-02-23,6.498192310333252
2010-02-24,6.574161052703857
2010-02-25,6.720254421234131
2010-02-26,6.720254421234131
2010-03-01,6.720254421234131
2010-03-02,6.720254421234131
2010-03-03,6.720254421234131
2010-03-04,6.720254421234131
2010-03-05,6.8663434982299805
2010-03-08,6.8663434982299805
2010-03-09,6.8663434982299805
2010-03-10,6.8663434982299805
2010-03-11,6.8663434982299805
2010-03-12,6.8663434982299805
2010-03-15,7.012436389923096
2010-03-16,7.158527851104736
2010-03-17,7.158527851104736
2010-03-18,7.012436389923096
2010-03-19,6.8663434982299805
2010-03-22,6.8663434982299805
2010-03-23,6.8663434982299805
2010-03-24,6.8663434982299805
2010-03-25,6.8663434982299805
2010-03-26,6.20892858505249
2010-03-29,6.428065299987793
2010-03-30,6.647206783294678
2010-03-31,6.647206783294678
2010-04-01,6.720254421234131
2010-04-05,6.720254421234131
2010-04-06,6.720254421234131
2010-04-07,6.647206783294678
2010-04-08,6.647206783294678
2010-04-09,6.428065299987793
2010-04-12,6.428065299987793
2010-04-13,6.720254421234131
2010-04-14,6.720254421234131
2010-04-15,6.135883331298828
2010-04-16,6.135883331298828
2010-04-19,6.135883331298828
2010-04-20,6.0190110206604
2010-04-21,6.0190110206604
2010-04-22,6.0190110206604
2010-04-23,6.428065299987793
2010-04-26,6.428065299987793
2010-04-27,6.28197717666626
2010-04-28,6.28197717666626
2010-04-29,6.28197717666626
2010-04-30,6.28197717666626
2010-05-03,6.28197717666626
2010-05-04,6.28197717666626
2010-05-05,6.28197717666626
2010-05-06,6.28197717666626
2010-05-07,6.28197717666626
2010-05-10,6.039464950561523
2010-05-11,6.135883331298828
2010-05-12,5.9313530921936035
2010-05-13,6.135883331298828
2010-05-14,6.135883331298828
2010-05-17,6.135883331298828
2010-05-18,6.135883331298828
2010-05-19,6.135883331298828
2010-05-20,6.135883331298828
2010-05-21,5.697604656219482
2010-05-24,5.697604656219482
2010-05-25,5.551512718200684
2010-05-26,5.554476261138916
2010-05-27,5.554476261138916
2010-05-28,5.554476261138916
2010-06-01,5.554476261138916
2010-06-02,5.658158779144287
2010-06-03,5.658158779144287
2010-06-04,5.658158779144287
2010-06-07,5.530776500701904
2010-06-08,5.924774169921875
2010-06-09,5.924774169921875
2010-06-10,5.924774169921875
2010-06-11,5.924774169921875
2010-06-14,5.530776500701904
2010-06-15,5.924774169921875
2010-06-16,5.924774169921875
2010-06-17,5.850714683532715
2010-06-18,5.850714683532715
2010-06-21,5.628533363342285
2010-06-22,5.628533363342285
2010-06-23,5.628533363342285
2010-06-24,5.628533363342285
2010-06-25,5.628533363342285
2010-06-28,5.628533363342285
2010-06-29,5.628533363342285
2010-06-30,5.924774169921875
2010-07-01,5.924774169921875
2010-07-02,5.924774169921875
2010-07-06,5.924774169921875
2010-07-07,5.924774169921875
2010-07-08,5.628533363342285
2010-07-09,5.76776647567749
2010-07-12,5.4804158210754395
2010-07-13,5.4804158210754395
2010-07-14,5.7766547203063965
2010-07-15,5.7766547203063965
2010-07-16,5.7766547203063965
2010-07-19,5.465606689453125
2010-07-20,5.465606689453125
2010-07-21,5.465606689453125
2010-07-22,5.465606689453125
2010-07-23,5.332297325134277
2010-07-26,5.332297325134277
2010-07-27,5.184178352355957
2010-07-28,5.302672863006592
2010-07-29,5.4804158210754395
2010-07-30,5.4804158210754395
2010-08-02,5.4804158210754395
2010-08-03,5.4804158210754395
2010-08-04,5.4804158210754395
2010-08-05,5.4804158210754395
2010-08-06,5.4804158210754395
2010-08-09,5.406356334686279
2010-08-10,5.406356334686279
2010-08-11,5.154551982879639
2010-08-12,5.154551982879639
2010-08-13,5.184178352355957
2010-08-16,5.184178352355957
2010-08-17,5.184178352355957
2010-08-18,5.258234977722168
2010-08-19,5.258234977722168
2010-08-20,5.258234977722168
2010-08-23,5.258234977722168
2010-08-24,5.258234977722168
2010-08-25,5.258234977722168
2010-08-26,5.110118389129639
2010-08-27,5.188318252563477
2010-08-30,5.263512134552002
2010-08-31,5.263512134552002
2010-09-01,5.263512134552002
2010-09-02,5.263512134552002
2010-09-03,5.263512134552002
2010-09-07,5.263512134552002
2010-09-08,5.263512134552002
2010-09-09,5.263512134552002
2010-09-10,5.263512134552002
2010-09-13,5.263512134552002
2010-09-14,5.263512134552002
2010-09-15,5.3387041091918945
