Date,SRCE
2010-01-04,10.888574600219727
2010-01-05,10.186301231384277
2010-01-06,9.912081718444824
2010-01-07,9.89201545715332
2010-01-08,10.072599411010742
2010-01-11,9.851883888244629
2010-01-12,10.166234016418457
2010-01-13,10.59428882598877
2010-01-14,10.340136528015137
2010-01-15,10.126106262207031
2010-01-19,10.313376426696777
2010-01-20,10.112730026245117
2010-01-21,10.199675559997559
2010-01-22,10.340136528015137
2010-01-25,10.360197067260742
2010-01-26,10.206366539001465
2010-01-27,10.44714641571045
2010-01-28,10.166234016418457
2010-01-29,10.199675559997559
2010-02-01,10.213056564331055
2010-02-02,10.152860641479492
2010-02-03,10.052533149719238
2010-02-04,9.735016822814941
2010-02-05,10.08631420135498
2010-02-08,9.701237678527832
2010-02-09,9.80932903289795
2010-02-10,9.897151947021484
2010-02-11,10.120094299316406
2010-02-12,10.1943998336792
2010-02-16,10.302495002746582
2010-02-17,10.133602142333984
2010-02-18,10.309253692626953
2010-02-19,10.390323638916016
2010-02-22,10.60650634765625
2010-02-23,10.268716812133789
2010-02-24,10.32276439666748
2010-02-25,10.08631420135498
2010-02-26,10.08631420135498
2010-03-01,10.160627365112305
2010-03-02,10.268716812133789
2010-03-03,10.336276054382324
2010-03-04,10.6267728805542
2010-03-05,10.944293975830078
2010-03-08,10.998336791992188
2010-03-09,11.126696586608887
2010-03-10,11.140207290649414
2010-03-11,11.336125373840332
2010-03-12,11.255056381225586
2010-03-15,11.255056381225586
2010-03-16,11.309102058410645
2010-03-17,11.369901657104492
2010-03-18,11.437463760375977
2010-03-19,12.20085620880127
2010-03-22,12.484601020812988
2010-03-23,12.491353034973145
2010-03-24,12.423799514770508
2010-03-25,12.140056610107422
2010-03-26,11.950892448425293
2010-03-29,11.903609275817871
2010-03-30,11.890094757080078
2010-03-31,11.856315612792969
2010-04-01,11.70093059539795
2010-04-05,12.092765808105469
2010-04-06,12.03872013092041
2010-04-07,12.187353134155273
2010-04-08,12.173839569091797
2010-04-09,11.910361289978027
2010-04-12,11.95765209197998
2010-04-13,11.97791862487793
2010-04-14,12.491353034973145
2010-04-15,12.417046546936035
2010-04-16,12.423799514770508
2010-04-19,12.619715690612793
2010-04-20,12.667003631591797
2010-04-21,12.450825691223145
2010-04-22,12.63322639465332
2010-04-23,12.829143524169922
2010-04-26,12.937239646911621
2010-04-27,12.943987846374512
2010-04-28,13.092619895935059
2010-04-29,13.511474609375
2010-04-30,12.92371940612793
2010-05-03,13.556971549987793
2010-05-04,12.760305404663086
2010-05-05,12.964583396911621
2010-05-06,12.399421691894531
2010-05-07,11.91596794128418
2010-05-10,12.930532455444336
2010-05-11,13.352700233459473
2010-05-12,13.693153381347656
2010-05-13,13.556971549987793
2010-05-14,13.454834938049316
2010-05-17,13.236946105957031
2010-05-18,13.379937171936035
2010-05-19,13.298227310180664
2010-05-20,12.501556396484375
2010-05-21,12.787540435791016
2010-05-24,12.515177726745605
2010-05-25,12.406230926513672
2010-05-26,12.440278053283691
2010-05-27,13.155229568481445
2010-05-28,13.093954086303711
2010-06-01,12.120243072509766
2010-06-02,12.549224853515625
2010-06-03,12.419843673706055
2010-06-04,11.595943450927734
2010-06-07,11.527853965759277
2010-06-08,11.58232307434082
2010-06-09,11.3780517578125
2010-06-10,11.623181343078613
