Date,PFIS
2010-01-04,10.743794441223145
2010-01-05,10.743794441223145
2010-01-06,10.743794441223145
2010-01-07,11.6068696975708
2010-01-08,11.6068696975708
2010-01-11,11.6068696975708
2010-01-12,10.952116012573242
2010-01-13,11.279492378234863
2010-01-14,11.160447120666504
2010-01-15,11.160447120666504
2010-01-19,11.827095985412598
2010-01-20,11.249727249145508
2010-01-21,11.249727249145508
2010-01-22,11.249727249145508
2010-01-25,11.827095985412598
2010-01-26,11.458059310913086
2010-01-27,11.572280883789062
2010-01-28,11.944998741149902
2010-01-29,11.944998741149902
2010-02-01,11.944998741149902
2010-02-02,11.944998741149902
2010-02-03,11.944998741149902
2010-02-04,12.023141860961914
2010-02-05,12.023141860961914
2010-02-08,12.023141860961914
2010-02-09,12.023141860961914
2010-02-10,12.023141860961914
2010-02-11,12.023141860961914
2010-02-12,12.179450988769531
2010-02-16,12.179450988769531
2010-02-17,12.624305725097656
2010-02-18,12.023141860961914
2010-02-19,12.203495025634766
2010-02-22,12.624305725097656
2010-02-23,12.924882888793945
2010-02-24,12.924882888793945
2010-02-25,12.924882888793945
2010-02-26,12.924882888793945
2010-03-01,13.225459098815918
2010-03-02,13.225459098815918
2010-03-03,13.225459098815918
2010-03-04,13.225459098815918
2010-03-05,12.474013328552246
2010-03-08,12.534131050109863
2010-03-09,12.624305725097656
2010-03-10,12.624305725097656
2010-03-11,12.624305725097656
2010-03-12,12.624305725097656
2010-03-15,12.624305725097656
2010-03-16,12.624305725097656
2010-03-17,12.624305725097656
2010-03-18,13.225459098815918
2010-03-19,13.225459098815918
2010-03-22,13.225459098815918
2010-03-23,13.225459098815918
2010-03-24,13.225459098815918
2010-03-25,13.67633056640625
2010-03-26,13.225459098815918
2010-03-29,13.225459098815918
2010-03-30,13.285573959350586
2010-03-31,13.015058517456055
2010-04-01,13.015058517456055
2010-04-05,13.015058517456055
2010-04-06,13.015058517456055
2010-04-07,13.015058517456055
2010-04-08,13.826614379882812
2010-04-09,13.826614379882812
2010-04-12,13.586155891418457
2010-04-13,13.826614379882812
2010-04-14,13.826614379882812
2010-04-15,14.427775382995605
2010-04-16,14.48789119720459
2010-04-19,14.48789119720459
2010-04-20,14.48789119720459
2010-04-21,15.028931617736816
2010-04-22,15.028931617736816
2010-04-23,15.028931617736816
2010-04-26,15.642109870910645
2010-04-27,15.630088806152344
2010-04-28,15.751253128051758
2010-04-29,16.659976959228516
2010-04-30,16.659976959228516
