Date,MTH
2010-01-04,9.49186897277832
2010-01-05,9.554064750671387
2010-01-06,9.439240455627441
2010-01-07,10.180794715881348
2010-01-08,9.99421215057373
2010-01-11,9.99421215057373
2010-01-12,9.49186897277832
2010-01-13,9.960721969604492
2010-01-14,10.018133163452148
2010-01-15,9.92723274230957
2010-01-19,10.085112571716309
2010-01-20,9.984643936157227
2010-01-21,9.659317970275879
2010-01-22,9.501437187194824
2010-01-25,9.831549644470215
2010-01-26,10.223855972290039
2010-01-27,10.37216567993164
2010-01-28,10.592238426208496
2010-01-29,10.711844444274902
2010-02-01,10.573101043701172
2010-02-02,11.018033027648926
2010-02-03,10.836233139038086
2010-02-04,10.338674545288086
2010-02-05,10.104249000549316
2010-02-08,10.329105377197266
2010-02-09,10.2286376953125
2010-02-10,10.271696090698242
2010-02-11,10.711844444274902
2010-02-12,10.740549087524414
2010-02-16,10.802742958068848
2010-02-17,10.7261962890625
2010-02-18,10.61137580871582
2010-02-19,10.797957420349121
2010-02-22,10.850584983825684
2010-02-23,10.381732940673828
2010-02-24,10.30518627166748
2010-02-25,10.30040168762207
2010-02-26,10.23342227935791
2010-03-01,10.463065147399902
2010-03-02,10.242990493774414
2010-03-03,10.573101043701172
2010-03-04,10.539612770080566
2010-03-05,10.764470100402832
2010-03-08,10.907995223999023
2010-03-09,11.262027740478516
2010-03-10,10.912778854370117
2010-03-11,10.582669258117676
2010-03-12,10.386517524719238
2010-03-15,10.448712348937988
2010-03-16,10.577886581420898
2010-03-17,10.649649620056152
2010-03-18,10.448712348937988
2010-03-19,10.219070434570312
2010-03-22,10.223855972290039
2010-03-23,10.40565299987793
2010-03-24,10.27647876739502
2010-03-25,10.329105377197266
2010-03-26,10.41043758392334
2010-03-29,10.190363883972168
2010-03-30,10.333891868591309
2010-03-31,10.04683780670166
2010-04-01,10.06119155883789
2010-04-05,10.18558120727539
2010-04-06,9.86503791809082
2010-04-07,9.793274879455566
2010-04-08,9.56363296508789
2010-04-09,9.592338562011719
2010-04-12,9.68323802947998
2010-04-13,9.606691360473633
2010-04-14,10.12338638305664
2010-04-15,10.080327987670898
2010-04-16,9.75500202178955
2010-04-19,9.616260528564453
2010-04-20,9.884176254272461
2010-04-21,10.080327987670898
2010-04-22,10.66400146484375
2010-04-23,11.386415481567383
2010-04-26,11.08501148223877
2010-04-27,10.7261962890625
2010-04-28,10.860153198242188
2010-04-29,11.874405860900879
2010-04-30,11.376848220825195
2010-05-03,12.00836181640625
2010-05-04,11.175910949707031
2010-05-05,10.683136940002441
2010-05-06,10.520474433898926
2010-05-07,10.180794715881348
2010-05-10,11.367281913757324
2010-05-11,11.113716125488281
2010-05-12,11.506022453308105
2010-05-13,10.903212547302246
2010-05-14,10.65443229675293
2010-05-17,10.907995223999023
2010-05-18,10.692705154418945
2010-05-19,10.491769790649414
2010-05-20,10.013349533081055
2010-05-21,10.113816261291504
2010-05-24,9.92723274230957
2010-05-25,10.037269592285156
2010-05-26,9.98942756652832
2010-05-27,10.353026390075684
2010-05-28,10.2286376953125
2010-06-01,9.68323802947998
2010-06-02,10.085112571716309
2010-06-03,9.99421215057373
2010-06-04,9.247875213623047
2010-06-07,8.535029411315918
2010-06-08,8.649848937988281
2010-06-09,8.592436790466309
2010-06-10,8.716826438903809
2010-06-11,8.716826438903809
2010-06-14,8.707260131835938
2010-06-15,9.013449668884277
2010-06-16,8.946471214294434
2010-06-17,8.683338165283203
2010-06-18,8.386717796325684
2010-06-21,8.252760887145996
2010-06-22,8.051822662353516
2010-06-23,8.420207977294922
2010-06-24,8.353226661682129
2010-06-25,8.324522972106934
2010-06-28,8.042255401611328
2010-06-29,7.7791218757629395
2010-06-30,7.788692951202393
2010-07-01,7.716928005218506
2010-07-02,7.716928005218506
2010-07-06,7.501639366149902
2010-07-07,7.626027584075928
2010-07-08,7.673871040344238
2010-07-09,8.066176414489746
2010-07-12,7.9417877197265625
2010-07-13,8.338875770568848
2010-07-14,7.893945217132568
2010-07-15,8.085312843322754
2010-07-16,7.559049606323242
2010-07-19,7.4203081130981445
2010-07-20,7.937001705169678
2010-07-21,7.678653717041016
2010-07-22,8.104451179504395
2010-07-23,8.410639762878418
2010-07-26,8.707260131835938
2010-07-27,8.597222328186035
2010-07-28,8.056608200073242
2010-07-29,8.214483261108398
2010-07-30,8.410639762878418
2010-08-02,8.606791496276855
2010-08-03,8.24797534942627
2010-08-04,8.338875770568848
2010-08-05,8.12358570098877
2010-08-06,8.219271659851074
