Date,ACNB
2010-01-04,6.941465854644775
2010-01-05,6.941465854644775
2010-01-06,7.108060359954834
2010-01-07,6.6693596839904785
2010-01-08,7.024763584136963
2010-01-11,7.108060359954834
2010-01-12,6.941465854644775
2010-01-13,6.941465854644775
2010-01-14,7.174699306488037
2010-01-15,7.080296039581299
2010-01-19,7.080296039581299
2010-01-20,6.947018146514893
2010-01-21,6.941465854644775
2010-01-22,6.885933876037598
2010-01-25,6.885933876037598
2010-01-26,6.885933876037598
2010-01-27,6.885933876037598
2010-01-28,6.885933876037598
2010-01-29,6.885933876037598
2010-02-01,6.913702011108398
2010-02-02,6.913702011108398
2010-02-03,6.913702011108398
2010-02-04,6.885933876037598
2010-02-05,6.885933876037598
2010-02-08,6.913702011108398
2010-02-09,6.913702011108398
2010-02-10,6.885933876037598
2010-02-11,6.885933876037598
2010-02-12,6.885933876037598
2010-02-16,6.96923303604126
2010-02-17,7.19135856628418
2010-02-18,7.19135856628418
2010-02-19,6.96923303604126
2010-02-22,6.96923303604126
2010-02-23,6.908146381378174
2010-02-24,7.19135856628418
2010-02-25,7.298439979553223
2010-02-26,7.298439979553223
2010-03-01,6.988468170166016
2010-03-02,6.988468170166016
2010-03-03,6.988468170166016
2010-03-04,6.988468170166016
2010-03-05,7.270259857177734
2010-03-08,7.298439979553223
2010-03-09,7.349163055419922
2010-03-10,7.3829803466796875
2010-03-11,7.3829803466796875
2010-03-12,7.439337253570557
2010-03-15,7.3829803466796875
2010-03-16,7.298439979553223
2010-03-17,7.439337253570557
2010-03-18,7.3829803466796875
2010-03-19,7.3829803466796875
2010-03-22,7.3829803466796875
2010-03-23,7.439337253570557
2010-03-24,7.326617240905762
2010-03-25,7.326617240905762
2010-03-26,7.467515468597412
2010-03-29,7.326617240905762
2010-03-30,7.461878776550293
2010-03-31,7.439337253570557
2010-04-01,7.461878776550293
2010-04-05,7.213901519775391
2010-04-06,7.461878776550293
2010-04-07,7.439337253570557
2010-04-08,7.326617240905762
2010-04-09,7.242082118988037
2010-04-12,7.242082118988037
2010-04-13,7.473151683807373
2010-04-14,7.354797840118408
2010-04-15,7.484424114227295
2010-04-16,7.354797840118408
2010-04-19,7.354797840118408
2010-04-20,7.5238728523254395
2010-04-21,7.5238728523254395
