Date,MORN
2010-01-04,43.13499069213867
2010-01-05,43.64381790161133
2010-01-06,43.61703109741211
2010-01-07,43.777713775634766
2010-01-08,43.777713775634766
2010-01-11,43.2242546081543
2010-01-12,44.20622253417969
2010-01-13,44.598995208740234
2010-01-14,43.938392639160156
2010-01-15,43.4384765625
2010-01-19,43.57239532470703
2010-01-20,43.34922409057617
2010-01-21,42.751121520996094
2010-01-22,42.50116729736328
2010-01-25,41.474578857421875
2010-01-26,41.510276794433594
2010-01-27,42.01019287109375
2010-01-28,42.09946060180664
2010-01-29,42.188720703125
2010-02-01,42.17087936401367
2010-02-02,42.24228286743164
2010-02-03,41.93876266479492
2010-02-04,40.86753845214844
2010-02-05,40.894325256347656
2010-02-08,40.38549041748047
2010-02-09,40.42119216918945
2010-02-10,40.180171966552734
2010-02-11,40.84074783325195
2010-02-12,40.340843200683594
2010-02-16,40.26942443847656
2010-02-17,40.24264907836914
2010-02-18,39.80522918701172
2010-02-19,39.72488784790039
2010-02-22,39.57313537597656
2010-02-23,39.59098815917969
2010-02-24,39.903404235839844
2010-02-25,39.715972900390625
2010-02-26,39.32316970825195
2010-03-01,40.617576599121094
2010-03-02,41.162113189697266
2010-03-03,40.7336311340332
2010-03-04,41.760223388671875
2010-03-05,42.2512092590332
2010-03-08,43.242103576660156
2010-03-09,43.64381790161133
2010-03-10,43.90269470214844
2010-03-11,43.8401985168457
2010-03-12,44.036598205566406
2010-03-15,43.76879119873047
2010-03-16,43.64381790161133
2010-03-17,43.313507080078125
2010-03-18,43.25101852416992
2010-03-19,43.75986862182617
2010-03-22,43.69737243652344
2010-03-23,44.13479232788086
2010-03-24,43.89377212524414
2010-03-25,43.85806655883789
2010-03-26,43.724143981933594
2010-03-29,43.83127975463867
2010-03-30,43.64381790161133
2010-03-31,42.92966079711914
2010-04-01,42.63507843017578
2010-04-05,42.536861419677734
2010-04-06,42.76002883911133
2010-04-07,42.09946060180664
2010-04-08,42.23336410522461
2010-04-09,42.161930084228516
2010-04-12,42.37619400024414
2010-04-13,42.402976989746094
2010-04-14,42.66184997558594
2010-04-15,42.50116729736328
2010-04-16,42.688629150390625
2010-04-19,43.18854522705078
2010-04-20,44.02766418457031
2010-04-21,44.36689376831055
2010-04-22,44.893592834472656
2010-04-23,45.21494674682617
2010-04-26,44.50080490112305
2010-04-27,44.15266036987305
2010-04-28,43.5009651184082
2010-04-29,42.91179656982422
2010-04-30,41.965545654296875
2010-05-03,42.4565315246582
2010-05-04,42.813594818115234
2010-05-05,42.644004821777344
2010-05-06,42.179805755615234
2010-05-07,41.86736297607422
2010-05-10,43.18854522705078
2010-05-11,43.07246780395508
2010-05-12,43.19746780395508
2010-05-13,42.82252883911133
2010-05-14,42.706485748291016
2010-05-17,43.29567337036133
2010-05-18,43.099273681640625
2010-05-19,41.95663070678711
2010-05-20,41.26924133300781
2010-05-21,41.71559524536133
2010-05-24,41.52812576293945
2010-05-25,41.75129318237305
2010-05-26,42.67970275878906
2010-05-27,43.625953674316406
2010-05-28,43.5634651184082
2010-06-01,42.5279541015625
2010-06-02,42.6707763671875
2010-06-03,42.60829162597656
2010-06-04,42.188720703125
2010-06-07,41.73345947265625
2010-06-08,41.39422607421875
2010-06-09,40.4658203125
2010-06-10,41.14427947998047
2010-06-11,41.197818756103516
2010-06-14,40.992496490478516
2010-06-15,41.2246208190918
2010-06-16,41.108551025390625
2010-06-17,41.06391143798828
2010-06-18,41.412071228027344
2010-06-21,40.70685577392578
2010-06-22,40.25156784057617
2010-06-23,40.376548767089844
2010-06-24,40.278358459472656
2010-06-25,39.97484588623047
2010-06-28,39.6445426940918
2010-06-29,38.32335662841797
2010-06-30,37.95734405517578
2010-07-01,37.92164993286133
2010-07-02,38.16266632080078
2010-07-06,37.89485549926758
2010-07-07,38.466182708740234
2010-07-08,39.189273834228516
2010-07-09,39.180355072021484
2010-07-12,38.99287033081055
2010-07-13,39.796302795410156
2010-07-14,39.992698669433594
2010-07-15,40.30513000488281
2010-07-16,39.72488784790039
2010-07-19,39.87663269042969
2010-07-20,39.87663269042969
2010-07-21,39.39459991455078
2010-07-22,40.33190155029297
2010-07-23,40.653282165527344
2010-07-26,41.08179473876953
2010-07-27,40.84074783325195
2010-07-28,40.04625701904297
2010-07-29,40.189083099365234
2010-07-30,40.2605094909668
2010-08-02,41.510276794433594
2010-08-03,40.947879791259766
2010-08-04,40.83182907104492
2010-08-05,40.76040267944336
2010-08-06,40.3944206237793
2010-08-09,40.992496490478516
2010-08-10,39.9123649597168
2010-08-11,38.484046936035156
2010-08-12,38.21622848510742
2010-08-13,38.18052291870117
2010-08-16,38.00197982788086
2010-08-17,38.28764343261719
2010-08-18,38.251956939697266
2010-08-19,37.269962310791016
2010-08-20,37.26104736328125
2010-08-23,37.002159118652344
2010-08-24,36.93968963623047
2010-08-25,36.63616943359375
2010-08-26,36.555824279785156
2010-08-27,36.93968963623047
2010-08-30,36.19874954223633
2010-08-31,36.10948944091797
2010-09-01,36.63616943359375
2010-09-02,36.56473922729492
2010-09-03,37.07358169555664
2010-09-07,35.96664047241211
2010-09-08,35.82382583618164
2010-09-09,36.50225067138672
2010-09-10,36.42191696166992
2010-09-13,36.752201080322266
2010-09-14,36.2523078918457
2010-09-15,36.04697799682617
2010-09-16,36.341590881347656
2010-09-17,36.975379943847656
2010-09-20,37.564552307128906
2010-09-21,37.39497756958008
2010-09-22,37.30568313598633
2010-09-23,37.19856262207031
2010-09-24,38.4572639465332
2010-09-27,38.72508239746094
2010-09-28,38.85005569458008
2010-09-29,39.51957321166992
2010-09-30,39.7784538269043
2010-10-01,40.19801330566406
2010-10-04,39.7070426940918
2010-10-05,40.430118560791016
2010-10-06,40.68008041381836
2010-10-07,40.84074783325195
2010-10-08,41.3674430847168
2010-10-11,41.60845947265625
2010-10-12,41.75129318237305
2010-10-13,42.00126266479492
2010-10-14,42.1351432800293
2010-10-15,42.51902389526367
2010-10-18,42.49223327636719
2010-10-19,41.75129318237305
2010-10-20,42.92966079711914
2010-10-21,43.29567337036133
2010-10-22,42.992156982421875
2010-10-25,43.2242546081543
2010-10-26,43.06356430053711
2010-10-27,42.80467224121094
2010-10-28,43.40277862548828
2010-10-29,43.581336975097656
2010-11-01,43.03678512573242
2010-11-02,44.036598205566406
2010-11-03,43.9830436706543
2010-11-04,44.09016799926758
2010-11-05,44.23299789428711
2010-11-08,43.938392639160156
2010-11-09,43.804500579833984
2010-11-10,45.17924118041992
2010-11-11,44.51866149902344
2010-11-12,43.84912872314453
2010-11-15,44.10801696777344
2010-11-16,43.634891510009766
2010-11-17,43.786651611328125
2010-11-18,44.70613098144531
2010-11-19,45.089988708496094
2010-11-22,44.51866149902344
2010-11-23,43.7062873840332
2010-11-24,44.53651428222656
2010-11-26,44.58113479614258
2010-11-29,44.92036819458008
2010-11-30,45.00071334838867
2010-12-01,44.85789108276367
2010-12-02,45.688072204589844
2010-12-03,46.027286529541016
2010-12-06,45.87555694580078
2010-12-07,46.55399703979492
2010-12-08,46.31296157836914
2010-12-09,46.55399703979492
2010-12-10,47.0181999206543
2010-12-13,46.75932312011719
2010-12-14,46.589698791503906
2010-12-15,46.30404281616211
2010-12-16,46.589698791503906
2010-12-17,46.839664459228516
2010-12-20,46.68789291381836
2010-12-21,47.19672775268555
2010-12-22,47.68771743774414
2010-12-23,47.47346878051758
