Date,STRL
2010-01-04,19.450000762939453
2010-01-05,19.56999969482422
2010-01-06,19.729999542236328
2010-01-07,19.920000076293945
2010-01-08,19.700000762939453
2010-01-11,19.610000610351562
2010-01-12,19.6299991607666
2010-01-13,19.850000381469727
2010-01-14,20.040000915527344
2010-01-15,20.030000686645508
2010-01-19,20.950000762939453
2010-01-20,20.559999465942383
2010-01-21,20.170000076293945
2010-01-22,19.68000030517578
2010-01-25,19.719999313354492
2010-01-26,19.68000030517578
2010-01-27,19.989999771118164
2010-01-28,20.059999465942383
2010-01-29,19.020000457763672
2010-02-01,18.420000076293945
2010-02-02,18.700000762939453
2010-02-03,18.579999923706055
2010-02-04,18.219999313354492
2010-02-05,18.600000381469727
2010-02-08,18.170000076293945
2010-02-09,18.260000228881836
2010-02-10,18.110000610351562
2010-02-11,19.25
2010-02-12,19.59000015258789
2010-02-16,19.020000457763672
2010-02-17,19.059999465942383
2010-02-18,19.459999084472656
2010-02-19,19.229999542236328
2010-02-22,19.559999465942383
2010-02-23,20.309999465942383
2010-02-24,20.389999389648438
2010-02-25,20.049999237060547
2010-02-26,19.600000381469727
2010-03-01,20.229999542236328
2010-03-02,20.239999771118164
2010-03-03,20.100000381469727
2010-03-04,20.200000762939453
2010-03-05,20.56999969482422
2010-03-08,20.520000457763672
2010-03-09,20.559999465942383
2010-03-10,20.739999771118164
2010-03-11,21.020000457763672
2010-03-12,21.149999618530273
2010-03-15,17.639999389648438
2010-03-16,16.049999237060547
2010-03-17,17.549999237060547
2010-03-18,16.579999923706055
2010-03-19,15.670000076293945
2010-03-22,16.059999465942383
2010-03-23,16.350000381469727
2010-03-24,16.09000015258789
2010-03-25,15.819999694824219
2010-03-26,15.90999984741211
2010-03-29,16.049999237060547
2010-03-30,16.049999237060547
2010-03-31,15.720000267028809
2010-04-01,15.770000457763672
2010-04-05,16.0
2010-04-06,16.200000762939453
2010-04-07,16.110000610351562
2010-04-08,16.06999969482422
2010-04-09,16.0
2010-04-12,15.899999618530273
2010-04-13,16.1299991607666
2010-04-14,16.469999313354492
2010-04-15,16.600000381469727
2010-04-16,16.729999542236328
2010-04-19,16.670000076293945
2010-04-20,17.739999771118164
2010-04-21,17.639999389648438
2010-04-22,17.81999969482422
2010-04-23,17.540000915527344
2010-04-26,17.270000457763672
2010-04-27,17.309999465942383
2010-04-28,17.59000015258789
2010-04-29,17.940000534057617
2010-04-30,17.5
2010-05-03,17.799999237060547
2010-05-04,16.950000762939453
2010-05-05,16.850000381469727
2010-05-06,15.890000343322754
2010-05-07,16.0
2010-05-10,16.6200008392334
2010-05-11,17.399999618530273
2010-05-12,17.790000915527344
2010-05-13,17.8700008392334
2010-05-14,17.43000030517578
2010-05-17,17.690000534057617
2010-05-18,17.510000228881836
2010-05-19,17.1200008392334
2010-05-20,16.360000610351562
2010-05-21,16.639999389648438
2010-05-24,16.010000228881836
2010-05-25,15.949999809265137
2010-05-26,16.149999618530273
2010-05-27,16.770000457763672
2010-05-28,16.440000534057617
2010-06-01,15.520000457763672
2010-06-02,16.049999237060547
2010-06-03,15.880000114440918
2010-06-04,14.630000114440918
2010-06-07,14.199999809265137
2010-06-08,14.329999923706055
2010-06-09,13.800000190734863
2010-06-10,14.539999961853027
2010-06-11,14.819999694824219
2010-06-14,14.890000343322754
2010-06-15,15.149999618530273
2010-06-16,15.270000457763672
2010-06-17,15.100000381469727
2010-06-18,15.149999618530273
2010-06-21,15.470000267028809
2010-06-22,14.390000343322754
2010-06-23,14.470000267028809
2010-06-24,14.149999618530273
2010-06-25,14.40999984741211
2010-06-28,14.020000457763672
2010-06-29,13.300000190734863
2010-06-30,12.9399995803833
2010-07-01,12.84000015258789
