Date,NDSN
2010-01-04,26.68707847595215
2010-01-05,26.653223037719727
2010-01-06,26.356985092163086
2010-01-07,26.67438316345215
2010-01-08,26.97909164428711
2010-01-11,26.852128982543945
2010-01-12,26.25541877746582
2010-01-13,26.412002563476562
2010-01-14,26.441619873046875
2010-01-15,25.980337142944336
2010-01-19,26.526264190673828
2010-01-20,26.175006866455078
2010-01-21,25.121238708496094
2010-01-22,24.626089096069336
2010-01-25,24.69379997253418
2010-01-26,24.494901657104492
2010-01-27,24.545679092407227
2010-01-28,24.058992385864258
2010-01-29,23.927812576293945
2010-02-01,24.11825180053711
2010-02-02,24.545679092407227
2010-02-03,24.482196807861328
2010-02-04,23.394577026367188
2010-02-05,23.233760833740234
2010-02-08,22.94597816467285
2010-02-09,23.301467895507812
2010-02-10,23.08563804626465
2010-02-11,23.82623863220215
2010-02-12,24.008220672607422
2010-02-16,24.524520874023438
2010-02-17,24.583776473999023
2010-02-18,24.7276554107666
2010-02-19,24.922334671020508
2010-02-22,25.150861740112305
2010-02-23,27.35997772216797
2010-02-24,28.384111404418945
2010-02-25,28.168283462524414
2010-02-26,27.92637062072754
2010-03-01,28.452646255493164
2010-03-02,28.473865509033203
2010-03-03,28.56300163269043
2010-03-04,28.66910171508789
2010-03-05,28.983169555664062
2010-03-08,28.953454971313477
2010-03-09,29.20810317993164
2010-03-10,29.755586624145508
2010-03-11,29.70889663696289
2010-03-12,29.70889663696289
2010-03-15,29.50520133972168
2010-03-16,29.56884765625
2010-03-17,29.8447208404541
2010-03-18,30.18848419189453
2010-03-19,28.686071395874023
2010-03-22,29.254791259765625
2010-03-23,29.95931625366211
2010-03-24,29.123228073120117
2010-03-25,29.28873062133789
2010-03-26,29.191123962402344
2010-03-29,29.386348724365234
2010-03-30,29.479719161987305
2010-03-31,28.826122283935547
2010-04-01,29.220827102661133
2010-04-05,29.679203033447266
2010-04-06,29.925365447998047
2010-04-07,30.1715145111084
2010-04-08,29.925365447998047
2010-04-09,30.12058448791504
2010-04-12,30.18848419189453
2010-04-13,30.10784912109375
2010-04-14,30.893022537231445
2010-04-15,30.96517562866211
2010-04-16,30.761455535888672
2010-04-19,30.354013442993164
2010-04-20,30.540760040283203
2010-04-21,30.98639488220215
2010-04-22,32.07712936401367
2010-04-23,32.18748092651367
2010-04-26,32.21718978881836
2010-04-27,31.46173858642578
2010-04-28,31.219820022583008
2010-04-29,31.729114532470703
2010-04-30,30.48133659362793
2010-05-03,31.296220779418945
2010-05-04,30.25639533996582
2010-05-05,29.921123504638672
2010-05-06,28.830373764038086
2010-05-07,27.985794067382812
2010-05-10,29.8447208404541
2010-05-11,29.925365447998047
2010-05-12,31.291961669921875
2010-05-13,30.765697479248047
2010-05-14,30.095115661621094
2010-05-17,29.602811813354492
2010-05-18,29.080778121948242
2010-05-19,28.30409812927246
2010-05-20,26.665868759155273
2010-05-21,28.902524948120117
2010-05-24,28.096128463745117
2010-05-25,27.816028594970703
2010-05-26,27.535907745361328
2010-05-27,28.885257720947266
2010-05-28,28.361684799194336
2010-06-01,27.32733917236328
2010-06-02,28.17014503479004
2010-06-03,28.28933334350586
2010-06-04,26.808029174804688
2010-06-07,25.76517677307129
2010-06-08,25.777938842773438
2010-06-09,25.488487243652344
2010-06-10,26.28447723388672
2010-06-11,26.467506408691406
2010-06-14,26.382373809814453
2010-06-15,27.169851303100586
2010-06-16,26.92296028137207
2010-06-17,26.778244018554688
2010-06-18,26.83357048034668
2010-06-21,26.693113327026367
2010-06-22,26.029075622558594
2010-06-23,26.003543853759766
2010-06-24,24.36900520324707
2010-06-25,24.662704467773438
2010-06-28,25.156469345092773
2010-06-29,24.14766502380371
2010-06-30,23.87098503112793
2010-07-01,23.313364028930664
2010-07-02,23.33039665222168
2010-07-06,23.338911056518555
2010-07-07,24.25407600402832
2010-07-08,24.641429901123047
2010-07-09,24.75210189819336
2010-07-12,24.16468048095703
2010-07-13,25.135194778442383
2010-07-14,25.305458068847656
2010-07-15,25.31822395324707
2010-07-16,24.505220413208008
2010-07-19,24.80318260192871
2010-07-20,25.33099365234375
2010-07-21,25.33099365234375
2010-07-22,26.016307830810547
2010-07-23,26.5611572265625
2010-07-26,27.2166748046875
2010-07-27,27.097488403320312
2010-07-28,26.659053802490234
2010-07-29,26.714385986328125
2010-07-30,26.837827682495117
2010-08-02,28.37020492553711
2010-08-03,27.999889373779297
2010-08-04,28.655385971069336
2010-08-05,28.855457305908203
2010-08-06,29.04275894165039
2010-08-09,29.136381149291992
2010-08-10,28.881000518798828
2010-08-11,27.403953552246094
2010-08-12,27.3145694732666
2010-08-13,27.203901290893555
2010-08-16,27.44227409362793
2010-08-17,28.259523391723633
2010-08-18,28.187171936035156
2010-08-19,27.493350982666016
2010-08-20,27.650829315185547
2010-08-23,27.148557662963867
2010-08-24,27.063432693481445
2010-08-25,27.41674041748047
2010-08-26,27.208147048950195
2010-08-27,28.07936668395996
2010-08-30,27.020244598388672
2010-08-31,27.40460205078125
2010-09-01,28.46371841430664
2010-09-02,29.078693389892578
2010-09-03,29.603965759277344
2010-09-07,29.040246963500977
2010-09-08,29.117128372192383
2010-09-09,29.091495513916016
2010-09-10,29.134199142456055
2010-09-13,29.881568908691406
2010-09-14,29.890111923217773
2010-09-15,29.877302169799805
2010-09-16,29.855939865112305
2010-09-17,30.0865535736084
2010-09-20,31.090152740478516
2010-09-21,30.962032318115234
2010-09-22,30.59903335571289
2010-09-23,29.646677017211914
2010-09-24,30.778400421142578
2010-09-27,30.51361846923828
2010-09-28,31.239627838134766
2010-09-29,31.239627838134766
2010-09-30,31.47023582458496
2010-10-01,31.5086727142334
2010-10-04,30.61612319946289
2010-10-05,32.012611389160156
2010-10-06,31.863122940063477
2010-10-07,31.999801635742188
2010-10-08,32.14927291870117
2010-10-11,31.944272994995117
2010-10-12,31.799072265625
2010-10-13,32.14500045776367
2010-10-14,32.30301284790039
2010-10-15,32.45674514770508
2010-10-18,32.990570068359375
2010-10-19,32.367069244384766
2010-10-20,33.165679931640625
2010-10-21,33.306602478027344
2010-10-22,33.46890640258789
2010-10-25,34.062503814697266
2010-10-26,33.90876007080078
2010-10-27,33.528682708740234
2010-10-28,33.430458068847656
2010-10-29,33.31941604614258
2010-11-01,33.43471908569336
2010-11-02,34.21625518798828
2010-11-03,33.866058349609375
2010-11-04,35.053287506103516
2010-11-05,35.125885009765625
2010-11-08,35.01485824584961
2010-11-09,35.125885009765625
2010-11-10,35.45045471191406
2010-11-11,34.99351119995117
2010-11-12,33.144325256347656
2010-11-15,33.366397857666016
2010-11-16,32.50799560546875
2010-11-17,32.81121063232422
2010-11-18,33.524417877197266
2010-11-19,33.742210388183594
