Date,DXPE
2010-01-04,13.279999732971191
2010-01-05,13.3100004196167
2010-01-06,13.3100004196167
2010-01-07,13.170000076293945
2010-01-08,13.09000015258789
2010-01-11,13.130000114440918
2010-01-12,13.100000381469727
2010-01-13,13.34000015258789
2010-01-14,13.479999542236328
2010-01-15,13.430000305175781
2010-01-19,13.59000015258789
2010-01-20,13.319999694824219
2010-01-21,13.100000381469727
2010-01-22,12.949999809265137
2010-01-25,12.890000343322754
2010-01-26,13.0
2010-01-27,13.1899995803833
2010-01-28,13.039999961853027
2010-01-29,13.09000015258789
2010-02-01,13.239999771118164
2010-02-02,12.880000114440918
2010-02-03,12.489999771118164
2010-02-04,12.069999694824219
2010-02-05,11.789999961853027
2010-02-08,11.600000381469727
2010-02-09,11.65999984741211
2010-02-10,11.649999618530273
2010-02-11,11.729999542236328
2010-02-12,11.420000076293945
2010-02-16,11.600000381469727
2010-02-17,11.789999961853027
2010-02-18,11.9399995803833
2010-02-19,11.4399995803833
2010-02-22,11.529999732971191
2010-02-23,11.029999732971191
2010-02-24,11.449999809265137
2010-02-25,11.369999885559082
2010-02-26,10.829999923706055
2010-03-01,10.9399995803833
2010-03-02,11.010000228881836
2010-03-03,10.979999542236328
2010-03-04,10.989999771118164
2010-03-05,11.029999732971191
2010-03-08,11.34000015258789
2010-03-09,11.420000076293945
2010-03-10,12.199999809265137
2010-03-11,12.079999923706055
2010-03-12,11.970000267028809
2010-03-15,12.010000228881836
2010-03-16,11.899999618530273
2010-03-17,11.529999732971191
2010-03-18,11.279999732971191
2010-03-19,11.25
2010-03-22,11.199999809265137
2010-03-23,12.079999923706055
2010-03-24,12.329999923706055
2010-03-25,12.050000190734863
2010-03-26,12.260000228881836
2010-03-29,12.59000015258789
2010-03-30,12.710000038146973
2010-03-31,12.770000457763672
2010-04-01,12.640000343322754
2010-04-05,13.229999542236328
2010-04-06,13.390000343322754
2010-04-07,14.180000305175781
2010-04-08,13.880000114440918
2010-04-09,13.609999656677246
2010-04-12,13.670000076293945
2010-04-13,14.3100004196167
2010-04-14,15.140000343322754
2010-04-15,15.529999732971191
2010-04-16,14.960000038146973
2010-04-19,14.890000343322754
2010-04-20,15.199999809265137
2010-04-21,14.75
2010-04-22,15.489999771118164
2010-04-23,15.760000228881836
2010-04-26,15.6899995803833
2010-04-27,15.119999885559082
2010-04-28,15.779999732971191
2010-04-29,16.780000686645508
2010-04-30,16.59000015258789
2010-05-03,16.489999771118164
2010-05-04,17.34000015258789
2010-05-05,17.18000030517578
2010-05-06,16.790000915527344
2010-05-07,14.960000038146973
2010-05-10,16.290000915527344
2010-05-11,16.049999237060547
2010-05-12,17.3799991607666
2010-05-13,17.829999923706055
2010-05-14,17.489999771118164
2010-05-17,17.700000762939453
2010-05-18,17.049999237060547
2010-05-19,16.959999084472656
2010-05-20,15.720000267028809
2010-05-21,16.170000076293945
2010-05-24,15.699999809265137
2010-05-25,15.270000457763672
2010-05-26,15.3100004196167
2010-05-27,16.020000457763672
2010-05-28,15.609999656677246
2010-06-01,14.630000114440918
2010-06-02,15.4399995803833
2010-06-03,15.75
2010-06-04,14.970000267028809
2010-06-07,14.140000343322754
2010-06-08,14.039999961853027
2010-06-09,14.020000457763672
2010-06-10,14.779999732971191
2010-06-11,15.029999732971191
2010-06-14,14.90999984741211
2010-06-15,15.100000381469727
2010-06-16,15.420000076293945
2010-06-17,15.59000015258789
2010-06-18,15.680000305175781
2010-06-21,15.869999885559082
2010-06-22,14.90999984741211
2010-06-23,14.989999771118164
2010-06-24,15.140000343322754
2010-06-25,15.800000190734863
2010-06-28,16.829999923706055
2010-06-29,15.9399995803833
2010-06-30,15.649999618530273
2010-07-01,15.359999656677246
2010-07-02,15.329999923706055
2010-07-06,15.069999694824219
2010-07-07,15.699999809265137
2010-07-08,16.600000381469727
2010-07-09,16.81999969482422
2010-07-12,17.030000686645508
2010-07-13,17.420000076293945
2010-07-14,17.549999237060547
2010-07-15,17.0
2010-07-16,16.940000534057617
2010-07-19,18.06999969482422
2010-07-20,18.06999969482422
2010-07-21,17.799999237060547
2010-07-22,18.5
2010-07-23,19.950000762939453
2010-07-26,20.030000686645508
2010-07-27,20.020000457763672
2010-07-28,19.81999969482422
2010-07-29,20.09000015258789
2010-07-30,20.530000686645508
2010-08-02,20.790000915527344
2010-08-03,20.719999313354492
2010-08-04,21.049999237060547
2010-08-05,20.81999969482422
2010-08-06,20.780000686645508
2010-08-09,21.0
2010-08-10,20.0
2010-08-11,18.649999618530273
2010-08-12,19.040000915527344
2010-08-13,18.479999542236328
2010-08-16,19.649999618530273
2010-08-17,20.459999084472656
2010-08-18,20.940000534057617
2010-08-19,20.049999237060547
2010-08-20,19.770000457763672
2010-08-23,19.15999984741211
