Date,MLNK
2021-07-28,24.600000381469727
2021-07-29,24.549999237060547
2021-07-30,23.739999771118164
2021-08-02,24.309999465942383
2021-08-03,24.459999084472656
2021-08-04,23.969999313354492
2021-08-05,24.0
2021-08-06,23.68000030517578
2021-08-09,23.530000686645508
2021-08-10,23.889999389648438
2021-08-11,23.860000610351562
2021-08-12,25.110000610351562
2021-08-13,25.239999771118164
2021-08-16,25.100000381469727
2021-08-17,23.799999237060547
2021-08-18,23.899999618530273
2021-08-19,24.469999313354492
2021-08-20,25.489999771118164
2021-08-23,25.850000381469727
2021-08-24,25.729999542236328
2021-08-25,26.0
2021-08-26,25.920000076293945
2021-08-27,25.989999771118164
2021-08-30,25.65999984741211
2021-08-31,24.940000534057617
2021-09-01,25.610000610351562
2021-09-02,27.229999542236328
2021-09-03,27.850000381469727
2021-09-07,28.459999084472656
2021-09-08,27.25
2021-09-09,26.719999313354492
2021-09-10,26.450000762939453
2021-09-13,25.1200008392334
2021-09-14,25.030000686645508
2021-09-15,24.829999923706055
2021-09-16,25.170000076293945
2021-09-17,23.059999465942383
2021-09-20,22.09000015258789
2021-09-21,23.139999389648438
2021-09-22,22.270000457763672
2021-09-23,22.8799991607666
2021-09-24,23.239999771118164
2021-09-27,23.350000381469727
2021-09-28,22.780000686645508
2021-09-29,22.549999237060547
2021-09-30,22.360000610351562
2021-10-01,24.0
2021-10-04,22.6299991607666
2021-10-05,22.709999084472656
2021-10-06,22.489999771118164
2021-10-07,22.020000457763672
2021-10-08,21.700000762939453
2021-10-11,21.5
2021-10-12,20.81999969482422
2021-10-13,20.299999237060547
2021-10-14,21.360000610351562
2021-10-15,22.489999771118164
2021-10-18,23.440000534057617
2021-10-19,23.290000915527344
2021-10-20,23.709999084472656
2021-10-21,24.579999923706055
2021-10-22,24.950000762939453
2021-10-25,24.760000228881836
2021-10-26,24.68000030517578
2021-10-27,23.25
2021-10-28,23.549999237060547
2021-10-29,24.149999618530273
2021-11-01,24.8700008392334
2021-11-02,24.84000015258789
2021-11-03,24.75
2021-11-04,25.649999618530273
2021-11-05,26.020000457763672
2021-11-08,24.979999542236328
2021-11-09,23.760000228881836
2021-11-10,24.18000030517578
2021-11-11,24.280000686645508
2021-11-12,25.360000610351562
2021-11-15,24.889999389648438
2021-11-16,24.100000381469727
2021-11-17,23.469999313354492
2021-11-18,23.149999618530273
2021-11-19,23.0
2021-11-22,21.889999389648438
2021-11-23,22.31999969482422
2021-11-24,22.719999313354492
2021-11-26,22.450000762939453
2021-11-29,22.209999084472656
2021-11-30,22.049999237060547
2021-12-01,21.260000228881836
2021-12-02,21.790000915527344
2021-12-03,21.540000915527344
2021-12-06,20.979999542236328
2021-12-07,22.1299991607666
2021-12-08,22.040000915527344
2021-12-09,21.06999969482422
2021-12-10,21.06999969482422
2021-12-13,21.110000610351562
2021-12-14,20.950000762939453
2021-12-15,21.34000015258789
2021-12-16,20.510000228881836
2021-12-17,20.940000534057617
2021-12-20,20.760000228881836
2021-12-21,21.540000915527344
2021-12-22,21.34000015258789
2021-12-23,21.18000030517578
2021-12-27,21.420000076293945
2021-12-28,20.709999084472656
2021-12-29,20.809999465942383
2021-12-30,21.280000686645508
2021-12-31,21.579999923706055
2022-01-03,20.579999923706055
2022-01-04,19.600000381469727
2022-01-05,18.059999465942383
2022-01-06,18.079999923706055
2022-01-07,18.06999969482422
2022-01-10,18.309999465942383
2022-01-11,18.68000030517578
2022-01-12,18.6200008392334
2022-01-13,17.829999923706055
2022-01-14,18.290000915527344
2022-01-18,17.15999984741211
2022-01-19,17.139999389648438
2022-01-20,17.149999618530273
2022-01-21,16.760000228881836
2022-01-24,18.040000915527344
2022-01-25,17.809999465942383
2022-01-26,17.969999313354492
2022-01-27,17.6200008392334
2022-01-28,18.079999923706055
2022-01-31,19.389999389648438
2022-02-01,18.760000228881836
2022-02-02,19.059999465942383
2022-02-03,18.989999771118164
2022-02-04,19.260000228881836
2022-02-07,19.639999389648438
2022-02-08,20.290000915527344
2022-02-09,20.389999389648438
2022-02-10,19.8799991607666
2022-02-11,19.18000030517578
2022-02-14,19.1200008392334
2022-02-15,19.760000228881836
2022-02-16,19.559999465942383
2022-02-17,17.950000762939453
2022-02-18,17.59000015258789
2022-02-22,17.489999771118164
2022-02-23,17.989999771118164
2022-02-24,19.309999465942383
2022-02-25,19.139999389648438
2022-02-28,19.579999923706055
2022-03-01,19.690000534057617
2022-03-02,19.219999313354492
2022-03-03,18.3799991607666
2022-03-04,18.209999084472656
2022-03-07,17.780000686645508
2022-03-08,17.899999618530273
2022-03-09,19.209999084472656
2022-03-10,18.579999923706055
2022-03-11,18.739999771118164
2022-03-14,18.93000030517578
2022-03-15,18.979999542236328
2022-03-16,19.59000015258789
2022-03-17,19.809999465942383
2022-03-18,19.219999313354492
2022-03-21,18.209999084472656
2022-03-22,18.489999771118164
2022-03-23,19.06999969482422
2022-03-24,18.729999542236328
2022-03-25,17.8799991607666
2022-03-28,17.940000534057617
2022-03-29,18.649999618530273
2022-03-30,18.260000228881836
2022-03-31,18.100000381469727
2022-04-01,18.5
2022-04-04,18.780000686645508
2022-04-05,18.459999084472656
2022-04-06,18.450000762939453
2022-04-07,18.3799991607666
2022-04-08,18.290000915527344
2022-04-11,18.219999313354492
2022-04-12,18.18000030517578
2022-04-13,18.5
2022-04-14,18.729999542236328
2022-04-18,18.239999771118164
2022-04-19,18.56999969482422
2022-04-20,18.350000381469727
2022-04-21,17.760000228881836
2022-04-22,17.270000457763672
2022-04-25,17.850000381469727
2022-04-26,16.969999313354492
2022-04-27,16.68000030517578
2022-04-28,16.610000610351562
2022-04-29,16.149999618530273
2022-05-02,16.610000610351562
2022-05-03,16.549999237060547
2022-05-04,17.459999084472656
2022-05-05,16.389999389648438
2022-05-06,15.9399995803833
2022-05-09,15.5
2022-05-10,15.220000267028809
2022-05-11,14.180000305175781
2022-05-12,14.489999771118164
2022-05-13,16.56999969482422
2022-05-16,16.079999923706055
2022-05-17,16.559999465942383
2022-05-18,16.059999465942383
2022-05-19,16.420000076293945
2022-05-20,17.190000534057617
2022-05-23,17.799999237060547
2022-05-24,17.889999389648438
2022-05-25,17.950000762939453
2022-05-26,17.75
2022-05-27,18.25
