Date,AWI
2010-01-04,23.569238662719727
2010-01-05,23.233375549316406
2010-01-06,23.027141571044922
2010-01-07,23.115530014038086
2010-01-08,23.221588134765625
2010-01-11,23.245155334472656
2010-01-12,22.655929565429688
2010-01-13,22.785560607910156
2010-01-14,23.109638214111328
2010-01-15,22.726633071899414
2010-01-19,23.033029556274414
2010-01-20,21.612993240356445
2010-01-21,20.658437728881836
2010-01-22,20.181156158447266
2010-01-25,21.24176597595215
2010-01-26,21.300695419311523
2010-01-27,21.21230697631836
2010-01-28,21.2948055267334
2010-01-29,21.465679168701172
2010-02-01,21.559961318969727
2010-02-02,22.35541534423828
2010-02-03,22.47916030883789
2010-02-04,21.501033782958984
2010-02-05,20.97072982788086
2010-02-08,20.687896728515625
2010-02-09,21.0119686126709
2010-02-10,20.817527770996094
2010-02-11,21.418542861938477
2010-02-12,21.86046600341797
2010-02-16,22.261144638061523
2010-02-17,22.325956344604492
2010-02-18,22.054912567138672
2010-02-19,22.06080436706543
2010-02-22,21.97831153869629
2010-02-23,21.26534652709961
2010-02-24,21.253557205200195
2010-02-25,21.141605377197266
2010-02-26,21.695476531982422
2010-03-01,20.192941665649414
2010-03-02,20.110448837280273
2010-03-03,19.833513259887695
2010-03-04,20.045631408691406
2010-03-05,20.422740936279297
2010-03-08,22.467374801635742
2010-03-09,22.096162796020508
2010-03-10,22.184547424316406
2010-03-11,22.632352828979492
2010-03-12,22.214008331298828
2010-03-15,22.231679916381836
2010-03-16,22.178651809692383
2010-03-17,22.361310958862305
2010-03-18,22.20222282409668
2010-03-19,21.041439056396484
2010-03-22,21.506925582885742
2010-03-23,21.948854446411133
2010-03-24,21.554067611694336
2010-03-25,21.353731155395508
2010-03-26,21.365507125854492
2010-03-29,22.0372371673584
2010-03-30,22.13740348815918
2010-03-31,21.39497184753418
2010-04-01,22.426132202148438
2010-04-05,23.003576278686523
2010-04-06,23.209806442260742
2010-04-07,21.972423553466797
2010-04-08,22.779666900634766
2010-04-09,23.150882720947266
2010-04-12,23.42192840576172
2010-04-13,23.987586975097656
2010-04-14,24.582719802856445
2010-04-15,24.364696502685547
2010-04-16,23.81671714782715
2010-04-19,24.02293586730957
2010-04-20,24.90679168701172
2010-04-21,25.313356399536133
2010-04-22,25.619760513305664
2010-04-23,26.132387161254883
2010-04-26,25.637439727783203
2010-04-27,24.38237190246582
2010-04-28,25.036420822143555
2010-04-29,26.026325225830078
2010-04-30,25.66100311279297
2010-05-03,24.81251335144043
2010-05-04,23.610477447509766
2010-05-05,22.98589324951172
2010-05-06,22.432016372680664
2010-05-07,20.73503303527832
2010-05-10,22.178651809692383
2010-05-11,22.47916030883789
2010-05-12,24.06418228149414
2010-05-13,23.363004684448242
2010-05-14,22.8444766998291
2010-05-17,22.51451301574707
2010-05-18,22.06080436706543
2010-05-19,21.253557205200195
2010-05-20,20.08688735961914
2010-05-21,20.882347106933594
2010-05-24,20.65254020690918
2010-05-25,21.059112548828125
2010-05-26,20.982519149780273
2010-05-27,22.367204666137695
2010-05-28,22.09026336669922
2010-06-01,20.752714157104492
2010-06-02,21.24765968322754
2010-06-03,20.953046798706055
2010-06-04,20.10455322265625
2010-06-07,19.633174896240234
2010-06-08,19.385700225830078
2010-06-09,19.167682647705078
2010-06-10,20.23418426513672
2010-06-11,20.387386322021484
2010-06-14,19.703882217407227
2010-06-15,20.52291488647461
2010-06-16,19.98081398010254
2010-06-17,19.538896560668945
2010-06-18,19.067506790161133
2010-06-21,19.26195526123047
2010-06-22,18.389894485473633
2010-06-23,18.867170333862305
2010-06-24,18.466495513916016
2010-06-25,18.702186584472656
2010-06-28,18.802350997924805
2010-06-29,17.541404724121094
2010-06-30,17.782991409301758
2010-07-01,17.117155075073242
2010-07-02,17.299819946289062
2010-07-06,16.846113204956055
2010-07-07,17.894941329956055
2010-07-08,18.990909576416016
2010-07-09,19.085189819335938
2010-07-12,18.843605041503906
2010-07-13,19.3503475189209
2010-07-14,19.214818954467773
2010-07-15,19.739240646362305
2010-07-16,19.214818954467773
2010-07-19,19.085189819335938
2010-07-20,20.09866714477539
2010-07-21,20.340246200561523
2010-07-22,21.12392234802246
2010-07-23,21.972423553466797
2010-07-26,22.02545166015625
2010-07-27,21.30658531188965
2010-07-28,21.070894241333008
2010-07-29,21.0532169342041
2010-07-30,21.542280197143555
2010-08-02,22.42023277282715
2010-08-03,21.919387817382812
2010-08-04,21.695476531982422
2010-08-05,21.518714904785156
2010-08-06,21.689586639404297
2010-08-09,22.703060150146484
2010-08-10,22.11972999572754
2010-08-11,20.917692184448242
2010-08-12,20.381492614746094
2010-08-13,20.293107986450195
2010-08-16,20.293107986450195
2010-08-17,21.14749526977539
2010-08-18,21.618877410888672
2010-08-19,21.783872604370117
2010-08-20,21.948854446411133
2010-08-23,21.872255325317383
2010-08-24,21.312480926513672
2010-08-25,22.667709350585938
2010-08-26,22.938756942749023
2010-08-27,23.533878326416016
2010-08-30,23.1273136138916
2010-08-31,23.156768798828125
2010-09-01,24.42361831665039
2010-09-02,24.9833927154541
2010-09-03,24.62984848022461
2010-09-07,23.964014053344727
2010-09-08,24.034727096557617
2010-09-09,24.05240249633789
2010-09-10,23.999372482299805
2010-09-13,24.676992416381836
2010-09-14,23.846176147460938
2010-09-15,23.834386825561523
2010-09-16,23.427818298339844
2010-09-17,23.192127227783203
2010-09-20,24.117219924926758
2010-09-21,24.264524459838867
2010-09-22,23.834386825561523
2010-09-23,23.274620056152344
2010-09-24,24.31755256652832
2010-09-27,23.969911575317383
2010-09-28,24.335235595703125
2010-09-29,24.358800888061523
2010-09-30,24.458974838256836
2010-10-01,23.975807189941406
2010-10-04,23.5220947265625
2010-10-05,23.893310546875
2010-10-06,24.388261795043945
2010-10-07,23.881528854370117
2010-10-08,24.311662673950195
2010-10-11,24.54146385192871
2010-10-12,24.64752960205078
2010-10-13,25.012853622436523
2010-10-14,24.665210723876953
2010-10-15,24.730022430419922
2010-10-18,24.235065460205078
2010-10-19,23.969911575317383
2010-10-20,24.777162551879883
2010-10-21,24.623960494995117
2010-10-22,24.836082458496094
2010-10-25,25.101228713989258
2010-10-26,24.99517250061035
2010-10-27,24.741806030273438
2010-10-28,24.19970703125
2010-10-29,24.600391387939453
2010-11-01,26.285587310791016
2010-11-02,26.161849975585938
2010-11-03,26.220775604248047
2010-11-04,26.89838409423828
2010-11-05,29.361371994018555
2010-11-08,29.231740951538086
2010-11-09,27.95311737060547
2010-11-10,27.959003448486328
2010-11-11,28.453960418701172
2010-11-12,27.640817642211914
2010-11-15,27.6290340423584
2010-11-16,27.169437408447266
2010-11-17,27.4522647857666
2010-11-18,27.581897735595703
2010-11-19,27.847049713134766
2010-11-22,28.442167282104492
2010-11-23,27.611364364624023
2010-11-24,28.347900390625
2010-11-26,28.601261138916016
2010-11-29,28.630725860595703
2010-11-30,28.560022354125977
2010-12-01,29.5263614654541
2010-12-02,30.09201431274414
2010-12-03,30.88159942626953
2010-12-06,31.229238510131836
2010-12-07,31.417789459228516
2010-12-08,31.2528076171875
2010-12-09,31.55330467224121
2010-12-10,31.500288009643555
2010-12-13,32.40437316894531
2010-12-14,32.531253814697266
2010-12-15,32.5153923034668
2010-12-16,32.84054183959961
2010-12-17,33.42742156982422
2010-12-20,34.18875503540039
2010-12-21,34.69630813598633
2010-12-22,34.7359619140625
2010-12-23,34.39494323730469
2010-12-27,34.53770446777344
2010-12-28,33.91117858886719
2010-12-29,34.06185531616211
2010-12-30,34.077728271484375
2010-12-31,34.10151290893555
2011-01-03,34.41874313354492
2011-01-04,32.856407165527344
2011-01-05,32.63435745239258
2011-01-06,31.904741287231445
2011-01-07,31.635101318359375
2011-01-10,32.59471130371094
2011-01-11,32.95158004760742
2011-01-12,33.67326354980469
2011-01-13,33.99049377441406
2011-01-14,33.823944091796875
2011-01-18,33.78429412841797
2011-01-19,33.459136962890625
2011-01-20,33.41948318481445
2011-01-21,32.72952651977539
2011-01-24,32.59471130371094
2011-01-25,32.74538040161133
2011-01-26,32.95158004760742
2011-01-27,33.102272033691406
2011-01-28,32.34885787963867
2011-01-31,32.20610427856445
2011-02-01,32.91985321044922
2011-02-02,32.800907135009766
2011-02-03,32.95951461791992
2011-02-04,32.94365310668945
2011-02-07,33.83187484741211
2011-02-08,34.37115478515625
2011-02-09,34.72010040283203
2011-02-10,34.64079284667969
2011-02-11,34.79146957397461
2011-02-14,34.93423080444336
2011-02-15,34.60114288330078
2011-02-16,34.53770446777344
2011-02-17,35.15629577636719
2011-02-18,35.25144958496094
2011-02-22,34.839073181152344
