Date,IRT
2013-08-13,4.197631359100342
2013-08-14,4.1479573249816895
2013-08-15,4.0734429359436035
2013-08-16,4.123118877410889
2013-08-19,4.123118877410889
2013-08-20,4.123118877410889
2013-08-21,4.123118877410889
2013-08-22,4.123118877410889
2013-08-23,4.152924060821533
2013-08-26,4.1479573249816895
2013-08-27,4.123118877410889
2013-08-28,4.172792911529541
2013-08-29,4.038669109344482
2013-08-30,4.2001752853393555
2013-09-03,4.085171222686768
2013-09-04,4.155172824859619
2013-09-05,4.175175666809082
2013-09-06,4.090172290802002
2013-09-09,4.22517728805542
2013-09-10,4.22517728805542
2013-09-11,4.22517728805542
2013-09-12,4.22517728805542
2013-09-13,4.2001752853393555
2013-09-16,4.16017484664917
2013-09-17,4.1051716804504395
2013-09-18,4.125173091888428
2013-09-19,4.150175094604492
2013-09-20,4.07017183303833
2013-09-23,4.130171775817871
2013-09-24,4.165172576904297
2013-09-25,4.16017484664917
2013-09-26,4.166714191436768
2013-09-27,4.166714191436768
2013-09-30,4.166714191436768
2013-10-01,4.166714191436768
2013-10-02,4.17678165435791
2013-10-03,4.212006092071533
2013-10-04,4.1969099044799805
2013-10-07,4.171748161315918
2013-10-08,4.1516194343566895
2013-10-09,4.1516194343566895
2013-10-10,4.191874980926514
2013-10-11,4.206972599029541
2013-10-14,4.186844348907471
2013-10-15,4.181812763214111
2013-10-16,4.267362117767334
2013-10-17,4.24220085144043
2013-10-18,4.277426242828369
2013-10-21,4.262328147888184
2013-10-22,4.277426242828369
2013-10-23,4.277426242828369
2013-10-24,4.327746868133545
2013-10-25,4.327746868133545
2013-10-28,4.337812900543213
2013-10-29,4.354523181915283
2013-10-30,4.3747758865356445
2013-10-31,4.354523181915283
2013-11-01,4.354523181915283
2013-11-04,4.379839897155762
2013-11-05,4.379839897155762
2013-11-06,4.379839897155762
2013-11-07,4.481108665466309
2013-11-08,4.430474281311035
2013-11-11,4.410219669342041
2013-11-12,4.420345306396484
2013-11-13,4.38996696472168
2013-11-14,4.410219669342041
2013-11-15,4.395031452178955
2013-11-18,4.405155658721924
2013-11-19,4.3849029541015625
2013-11-20,4.379839897155762
2013-11-21,4.405155658721924
2013-11-22,4.344393253326416
2013-11-25,4.303887367248535
2013-11-26,4.310511589050293
2013-11-27,4.279941082000732
2013-11-29,4.264654636383057
2013-12-02,4.2442755699157715
2013-12-03,4.2442755699157715
2013-12-04,4.239179611206055
2013-12-05,4.2442755699157715
2013-12-06,4.279941082000732
2013-12-09,4.279941082000732
2013-12-10,4.27484655380249
2013-12-11,4.290132999420166
2013-12-12,4.3665595054626465
2013-12-13,4.392035484313965
2013-12-16,4.305417060852051
2013-12-17,4.27484655380249
2013-12-18,4.254465103149414
2013-12-19,4.239179611206055
2013-12-20,4.0506591796875
2013-12-23,4.29522705078125
2013-12-24,4.351273536682129
2013-12-26,4.254465103149414
2013-12-27,4.286768913269043
2013-12-30,4.291897296905518
2013-12-31,4.27651309967041
2014-01-02,4.399580955505371
2014-01-03,4.358557224273682
2014-01-06,4.348301887512207
2014-01-07,4.358557224273682
2014-01-08,4.353431701660156
2014-01-09,4.373941421508789
2014-01-10,4.358557224273682
2014-01-13,4.348301887512207
2014-01-14,4.358557224273682
2014-01-15,4.420093059539795
2014-01-16,4.548285007476807
2014-01-17,4.538029193878174
2014-01-21,4.399580955505371
2014-01-22,4.373941421508789
2014-01-23,4.353431701660156
2014-01-24,4.2303643226623535
2014-01-27,4.240620136260986
2014-01-28,4.2457475662231445
2014-01-29,4.276737689971924
2014-01-30,4.266408920288086
2014-01-31,4.235417366027832
2014-02-03,4.271572589874268
2014-02-04,4.261242866516113
2014-02-05,4.2819037437438965
2014-02-06,4.3025665283203125
2014-02-07,4.307730674743652
2014-02-10,4.33355712890625
2014-02-11,4.338720321655273
2014-02-12,4.374876022338867
2014-02-13,4.374876022338867
2014-02-14,4.38004207611084
2014-02-18,4.426529884338379
2014-02-19,4.3852081298828125
2014-02-20,4.395538806915283
2014-02-21,4.436860084533691
2014-02-24,4.421363353729248
2014-02-25,4.3903727531433105
2014-02-26,4.447591781616211
2014-02-27,4.463197708129883
2014-02-28,4.478804111480713
2014-03-03,4.51001501083374
2014-03-04,4.551631450653076
2014-03-05,4.629658222198486
2014-03-06,4.629658222198486
2014-03-07,4.57243537902832
2014-03-10,4.541224956512451
2014-03-11,4.567235469818115
2014-03-12,4.629658222198486
2014-03-13,4.6036481857299805
2014-03-14,4.577639102935791
2014-03-17,4.6036481857299805
2014-03-18,4.57243537902832
2014-03-19,4.484005928039551
2014-03-20,4.530821800231934
2014-03-21,4.58804178237915
2014-03-24,4.541224956512451
2014-03-25,4.51001501083374
2014-03-26,4.494409084320068
2014-03-27,4.583460330963135
2014-03-28,4.609650611877441
2014-03-31,4.667270183563232
2014-04-01,4.614888668060303
2014-04-02,4.6515583992004395
2014-04-03,4.625367164611816
2014-04-04,4.6306047439575195
2014-04-07,4.635841369628906
2014-04-08,4.662031650543213
2014-04-09,4.7039384841918945
2014-04-10,4.6306047439575195
2014-04-11,4.641079902648926
2014-04-14,4.625367164611816
2014-04-15,4.672509670257568
2014-04-16,4.677748203277588
2014-04-17,4.688223838806152
2014-04-21,4.693462371826172
2014-04-22,4.698700904846191
2014-04-23,4.735368728637695
2014-04-24,4.740606784820557
2014-04-25,4.667270183563232
2014-04-28,4.693639278411865
2014-04-29,4.704187870025635
2014-04-30,4.714733123779297
2014-05-01,4.741103649139404
2014-05-02,4.7569260597229
2014-05-05,4.783294200897217
2014-05-06,4.762198448181152
2014-05-07,4.767473220825195
2014-05-08,4.7200093269348145
2014-05-09,4.704187870025635
2014-05-12,4.7569260597229
2014-05-13,4.7200093269348145
2014-05-14,4.7200093269348145
2014-05-15,4.77274751663208
2014-05-16,4.783294200897217
2014-05-19,4.851853370666504
2014-05-20,4.809662342071533
2014-05-21,4.783294200897217
2014-05-22,4.793839454650879
2014-05-23,4.7569260597229
2014-05-27,4.783294200897217
2014-05-28,4.804529190063477
2014-05-29,4.831073760986328
2014-05-30,4.825766086578369
2014-06-02,4.78860330581665
2014-06-03,4.78860330581665
2014-06-04,4.777984142303467
2014-06-05,4.767366886138916
2014-06-06,4.799220085144043
2014-06-09,4.8204545974731445
2014-06-10,4.804529190063477
2014-06-11,4.809838771820068
2014-06-12,4.78860330581665
2014-06-13,4.804529190063477
2014-06-16,4.793911933898926
2014-06-17,4.756751537322998
2014-06-18,4.8363823890686035
2014-06-19,4.8416900634765625
2014-06-20,5.043427467346191
2014-06-23,4.884162902832031
2014-06-24,4.8682355880737305
2014-06-25,4.8682355880737305
2014-06-26,4.9323625564575195
2014-06-27,4.99114465713501
2014-06-30,5.055270195007324
2014-07-01,5.194210052490234
2014-07-02,5.306431770324707
2014-07-03,5.413305759429932
2014-07-07,5.450714111328125
2014-07-08,5.4827775955200195
2014-07-09,5.557590484619141
2014-07-10,5.664468288421631
2014-07-11,5.562934875488281
2014-07-14,5.514838695526123
2014-07-15,5.183520317077637
2014-07-16,5.204898357391357
2014-07-17,5.07664680480957
2014-07-18,5.1781792640686035
2014-07-21,5.290400505065918
2014-07-22,5.311772346496582
2014-07-23,5.317119121551514
2014-07-24,5.306431770324707
2014-07-25,5.167490482330322
2014-07-28,5.215586185455322
2014-07-29,5.263976573944092
2014-07-30,5.296239852905273
2014-07-31,5.296239852905273
2014-08-01,5.215585231781006
2014-08-04,5.317746162414551
2014-08-05,5.2747321128845215
2014-08-06,5.220963954925537
2014-08-07,5.269354343414307
2014-08-08,5.253223896026611
2014-08-11,5.296239852905273
2014-08-12,5.323123931884766
2014-08-13,5.323123931884766
2014-08-14,5.323123931884766
2014-08-15,5.37689208984375
2014-08-18,5.538197994232178
2014-08-19,5.5919671058654785
2014-08-20,5.581214427947998
2014-08-21,5.473677158355713
2014-08-22,5.516691207885742
2014-08-25,5.532820224761963
2014-08-26,5.565083980560303
2014-08-27,5.554269313812256
2014-08-28,5.435286045074463
2014-08-29,5.478551864624023
2014-09-02,5.5055952072143555
2014-09-03,5.511001110076904
2014-09-04,5.451510429382324
2014-09-05,5.424468517303467
2014-09-08,5.478551864624023
2014-09-09,5.489367485046387
2014-09-10,5.462328910827637
2014-09-11,5.473143100738525
2014-09-12,5.402837753295898
2014-09-15,5.408243656158447
2014-09-16,5.408243656158447
2014-09-17,5.402837753295898
2014-09-18,5.402837753295898
2014-09-19,5.42987585067749
2014-09-22,5.1919169425964355
2014-09-23,5.224364280700684
2014-09-24,5.1919169425964355
2014-09-25,5.1810994148254395
2014-09-26,5.295388698577881
2014-09-29,5.279057502746582
2014-09-30,5.26817512512207
2014-10-01,5.230079174041748
2014-10-02,5.240963459014893
2014-10-03,5.224639892578125
2014-10-06,5.224639892578125
2014-10-07,5.240963459014893
2014-10-08,5.251847743988037
2014-10-09,5.262730598449707
2014-10-10,5.224639892578125
2014-10-13,5.181099891662598
2014-10-14,5.197425365447998
2014-10-15,5.088580131530762
2014-10-16,5.03415584564209
2014-10-17,5.094021797180176
2014-10-20,5.202868461608887
2014-10-21,5.197425365447998
2014-10-22,5.251847743988037
2014-10-23,5.3334832191467285
2014-10-24,5.224639892578125
2014-10-27,5.202868461608887
2014-10-28,5.21375036239624
2014-10-29,5.148032188415527
2014-10-30,5.202800273895264
2014-10-31,5.383528709411621
2014-11-03,5.235658645629883
2014-11-04,5.361621379852295
2014-11-05,5.31781005859375
2014-11-06,5.241135120391846
2014-11-07,5.3342366218566895
2014-11-10,5.361621379852295
2014-11-11,5.3944830894470215
2014-11-12,5.399958610534668
2014-11-13,5.312331199645996
2014-11-14,5.421862602233887
2014-11-17,5.449246883392334
2014-11-18,5.493059158325195
2014-11-19,5.416386127471924
2014-11-20,5.148032188415527
2014-11-21,5.148032188415527
2014-11-24,5.175417900085449
2014-11-25,5.2084856033325195
2014-11-26,5.236044406890869
2014-11-28,5.202973365783691
2014-12-01,5.153371334075928
2014-12-02,5.213998794555664
2014-12-03,5.219509601593018
2014-12-04,5.252579212188721
2014-12-05,5.274625301361084
2014-12-08,5.131322383880615
2014-12-09,5.202973365783691
2014-12-10,5.175416946411133
2014-12-11,5.164391994476318
2014-12-12,5.153371334075928
2014-12-15,5.004555702209473
