Date,CON
2025-06-02,21.43149185180664
2025-06-03,21.601028442382812
2025-06-04,21.52124786376953
2025-06-05,21.680810928344727
2025-06-06,21.970022201538086
2025-06-09,22.019886016845703
2025-06-10,21.910184860229492
2025-06-11,21.87029457092285
2025-06-12,21.730676651000977
2025-06-13,21.3916015625
2025-06-16,21.291873931884766
2025-06-17,21.04255485534668
2025-06-18,20.823152542114258
2025-06-20,20.683534622192383
2025-06-23,20.922880172729492
2025-06-24,21.132308959960938
2025-06-25,20.474105834960938
2025-06-26,20.633670806884766
2025-06-27,21.092416763305664
2025-06-30,20.513996124267578
2025-07-01,20.783262252807617
2025-07-02,20.593778610229492
2025-07-03,20.504024505615234
2025-07-07,20.29459571838379
2025-07-08,20.344459533691406
2025-07-09,20.374378204345703
2025-07-10,20.394325256347656
2025-07-11,19.845821380615234
2025-07-14,20.174922943115234
2025-07-15,19.78598403930664
2025-07-16,19.626420974731445
2025-07-17,19.706201553344727
2025-07-18,19.506746292114258
2025-07-21,19.89568519592285
2025-07-22,19.716175079345703
2025-07-23,20.105112075805664
2025-07-24,19.586528778076172
2025-07-25,19.606473922729492
2025-07-28,20.045276641845703
2025-07-29,20.145004272460938
2025-07-30,20.344459533691406
2025-07-31,19.915630340576172
2025-08-01,19.426963806152344
2025-08-04,19.746091842651367
2025-08-05,19.76603889465332
2025-08-06,19.885713577270508
2025-08-07,20.145004272460938
2025-08-08,21.561138153076172
2025-08-11,21.421518325805664
2025-08-12,22.339014053344727
2025-08-13,22.797761917114258
2025-08-14,23.326318740844727
2025-08-15,23.176727294921875
2025-08-18,22.807735443115234
2025-08-19,22.907461166381836
2025-08-20,23.07699966430664
2025-08-21,23.010000228881836
2025-08-22,23.649999618530273
2025-08-25,23.420000076293945
2025-08-26,22.860000610351562
2025-08-27,23.350000381469727
2025-08-28,23.739999771118164
2025-08-29,23.799999237060547
2025-09-02,23.729999542236328
2025-09-03,23.68000030517578
2025-09-04,23.540000915527344
2025-09-05,23.09000015258789
2025-09-08,22.739999771118164
2025-09-09,22.190000534057617
2025-09-10,21.6299991607666
2025-09-11,22.18000030517578
2025-09-12,22.149999618530273
2025-09-15,21.229999542236328
2025-09-16,21.399999618530273
2025-09-17,20.780000686645508
2025-09-18,21.020000457763672
2025-09-19,20.65999984741211
