Date,CHDN
2010-01-04,5.787618160247803
2010-01-05,5.640564918518066
2010-01-06,5.552031993865967
2010-01-07,5.526521682739258
2010-01-08,5.546029567718506
2010-01-11,5.579041481018066
2010-01-12,5.600048542022705
2010-01-13,5.57153844833374
2010-01-14,5.568538188934326
2010-01-15,5.616556167602539
2010-01-19,5.663072109222412
2010-01-20,5.613555431365967
2010-01-21,5.552031993865967
2010-01-22,5.559535026550293
2010-01-25,5.57153844833374
2010-01-26,5.544529438018799
2010-01-27,5.618056774139404
2010-01-28,5.502514839172363
2010-01-29,5.446994781494141
2010-02-01,5.3869709968566895
2010-02-02,5.37946891784668
2010-02-03,5.385471343994141
2010-02-04,5.229413032531738
2010-02-05,5.202403545379639
2010-02-08,5.12887716293335
2010-02-09,5.145382881164551
2010-02-10,5.110870361328125
2010-02-11,5.23091459274292
2010-02-12,5.223412036895752
2010-02-16,5.262425899505615
2010-02-17,5.287935256958008
2010-02-18,5.3344526290893555
2010-02-19,5.380970478057861
2010-02-22,5.394474506378174
2010-02-23,5.356960773468018
2010-02-24,5.388471603393555
2010-02-25,5.257925987243652
2010-02-26,5.338954925537109
2010-03-01,5.391473293304443
2010-03-02,5.418481826782227
2010-03-03,5.373466491699219
2010-03-04,5.502514839172363
2010-03-05,5.724595069885254
2010-03-08,5.726095676422119
2010-03-09,5.732098579406738
2010-03-10,5.780115127563477
2010-03-11,5.609053134918213
2010-03-12,5.5220208168029785
2010-03-15,5.528024196624756
2010-03-16,5.538527011871338
2010-03-17,5.58354377746582
2010-03-18,5.544529438018799
2010-03-19,5.543030738830566
2010-03-22,5.573039531707764
2010-03-23,5.595548629760742
2010-03-24,5.484507083892822
2010-03-25,5.561035633087158
2010-03-26,5.663072109222412
2010-03-29,5.7486042976379395
2010-03-30,5.750105381011963
2010-03-31,5.6270599365234375
2010-04-01,5.624058723449707
2010-04-05,5.754606246948242
2010-04-06,5.724595069885254
2010-04-07,5.753105163574219
2010-04-08,5.882152557373047
2010-04-09,5.885153293609619
2010-04-12,5.939173221588135
2010-04-13,5.97068452835083
2010-04-14,6.060718059539795
2010-04-15,6.102733135223389
2010-04-16,5.98268985748291
2010-04-19,5.831134796142578
2010-04-20,5.8746490478515625
2010-04-21,5.888155460357666
2010-04-22,5.97068452835083
2010-04-23,5.97968864440918
2010-04-26,5.930171012878418
2010-04-27,5.843138217926025
2010-04-28,5.838637828826904
2010-04-29,5.915165424346924
2010-04-30,5.751605033874512
2010-05-03,5.909162521362305
2010-05-04,5.751605033874512
2010-05-05,5.684080123901367
2010-05-06,5.535525798797607
2010-05-07,5.37946891784668
2010-05-10,5.5040154457092285
2010-05-11,5.640564918518066
2010-05-12,5.798122406005859
2010-05-13,5.645066738128662
2010-05-14,5.493511199951172
2010-05-17,5.51901912689209
2010-05-18,5.416982173919678
2010-05-19,5.271429538726807
2010-05-20,5.005832195281982
2010-05-21,5.125876426696777
2010-05-24,5.029841423034668
2010-05-25,4.993827819824219
2010-05-26,4.9638166427612305
2010-05-27,5.088363170623779
2010-05-28,5.031341075897217
2010-06-01,4.8077592849731445
2010-06-02,4.929304599761963
2010-06-03,5.002831935882568
2010-06-04,4.795754909515381
2010-06-07,4.6306939125061035
2010-06-08,4.6922173500061035
2010-06-09,4.756741046905518
2010-06-10,4.924801826477051
2010-06-11,5.04484748840332
2010-06-14,5.064353942871094
2010-06-15,5.194900035858154
2010-06-16,5.163389682769775
2010-06-17,5.15138578414917
2010-06-18,5.161888599395752
2010-06-21,5.098866939544678
2010-06-22,4.989326477050781
2010-06-23,4.9923272132873535
2010-06-24,4.9338059425354
2010-06-25,5.104867458343506
2010-06-28,5.007332801818848
2010-06-29,4.978823184967041
2010-06-30,4.921802043914795
2010-07-01,4.93080472946167
2010-07-02,4.929304599761963
2010-07-06,4.86928129196167
2010-07-07,4.864780426025391
2010-07-08,4.864780426025391
2010-07-09,4.9638166427612305
2010-07-12,4.93080472946167
2010-07-13,5.095865249633789
2010-07-14,5.029841423034668
2010-07-15,4.9638166427612305
2010-07-16,4.825765609741211
2010-07-19,4.91129732131958
2010-07-20,5.020837783813477
2010-07-21,4.957814693450928
2010-07-22,5.119874477386475
2010-07-23,5.260924816131592
2010-07-26,5.421484470367432
2010-07-27,5.374965667724609
2010-07-28,5.268428802490234
2010-07-29,5.340455055236816
2010-07-30,5.457498073577881
2010-08-02,5.58354377746582
2010-08-03,5.46950101852417
2010-08-04,5.5880446434021
2010-08-05,5.403476715087891
2010-08-06,5.395974636077881
2010-08-09,5.483006477355957
2010-08-10,5.34945821762085
2010-08-11,5.239917755126953
2010-08-12,5.263926982879639
2010-08-13,5.3359527587890625
2010-08-16,5.338954925537109
2010-08-17,5.455996513366699
2010-08-18,5.4139814376831055
2010-08-19,5.215909004211426
2010-08-20,5.187399387359619
2010-08-23,5.172393321990967
2010-08-24,5.12887716293335
2010-08-25,5.33295202255249
2010-08-26,5.199402809143066
2010-08-27,5.3869709968566895
2010-08-30,5.1934003829956055
2010-08-31,5.157387733459473
2010-09-01,5.271429538726807
2010-09-02,5.3614630699157715
2010-09-03,5.460498332977295
2010-09-07,5.235416889190674
2010-09-08,5.265427112579346
2010-09-09,5.3284502029418945
2010-09-10,5.3074421882629395
2010-09-13,5.37196683883667
2010-09-14,5.286434173583984
2010-09-15,5.278932571411133
2010-09-16,5.224912166595459
2010-09-17,5.211406707763672
2010-09-20,5.316445827484131
2010-09-21,5.274430274963379
2010-09-22,5.23841667175293
2010-09-23,5.133378505706787
2010-09-24,5.347957134246826
2010-09-27,5.280432224273682
2010-09-28,5.3284502029418945
2010-09-29,5.373466491699219
2010-09-30,5.35996150970459
2010-10-01,5.4019775390625
2010-10-04,5.313445568084717
2010-10-05,5.496511459350586
2010-10-06,5.507015228271484
2010-10-07,5.477004051208496
2010-10-08,5.5670366287231445
2010-10-11,5.541528224945068
2010-10-12,5.511516571044922
2010-10-13,5.559535026550293
2010-10-14,5.550531387329102
2010-10-15,5.465000152587891
2010-10-18,5.514518737792969
2010-10-19,5.4289870262146
2010-10-20,5.437990188598633
2010-10-21,5.356960773468018
2010-10-22,5.3614630699157715
2010-10-25,5.377967834472656
2010-10-26,5.398974418640137
2010-10-27,5.385471343994141
2010-10-28,5.39297342300415
2010-10-29,5.436490058898926
2010-11-01,5.419983386993408
2010-11-02,5.511516571044922
2010-11-03,5.499512195587158
2010-11-04,5.696084499359131
2010-11-05,5.721595287322998
2010-11-08,5.660071849822998
2010-11-09,5.628560543060303
2010-11-10,5.753105163574219
2010-11-11,5.738100051879883
2010-11-12,5.628560543060303
2010-11-15,5.687081813812256
2010-11-16,5.595548629760742
2010-11-17,5.576040267944336
2010-11-18,5.694583415985107
2010-11-19,5.733597755432129
2010-11-22,5.74260139465332
2010-11-23,5.68257999420166
2010-11-24,5.8281331062316895
2010-11-26,5.868647575378418
2010-11-29,5.909162521362305
2010-11-30,5.940673828125
2010-12-01,6.149250030517578
2010-12-02,6.087728023529053
2010-12-03,6.152251243591309
2010-12-06,6.104233264923096
2010-12-07,6.212272644042969
2010-12-08,6.122241497039795
2010-12-09,6.249787330627441
2010-12-10,6.219775676727295
2010-12-13,6.192765235900879
2010-12-14,6.207772254943848
2010-12-15,6.183762550354004
2010-12-16,6.236283302307129
2010-12-17,6.296304702758789
2010-12-20,6.315811634063721
2010-12-21,6.389338493347168
2010-12-22,6.482372283935547
2010-12-23,6.543894290924072
2010-12-27,6.566403388977051
2010-12-28,6.6054182052612305
2010-12-29,6.708626747131348
2010-12-30,6.696484565734863
2010-12-31,6.587203502655029
2011-01-03,6.7405009269714355
2011-01-04,6.4597086906433105
2011-01-05,6.4946184158325195
2011-01-06,6.600864410400391
2011-01-07,6.638807773590088
2011-01-10,6.606934547424316
2011-01-11,6.620594501495361
2011-01-12,6.359534740447998
2011-01-13,6.391408443450928
2011-01-14,6.40810489654541
2011-01-18,6.436942100524902
2011-01-19,6.358017921447754
2011-01-20,6.365606307983398
2011-01-21,6.341322422027588
2011-01-24,6.40658712387085
2011-01-25,6.439979553222656
2011-01-26,6.517385482788086
2011-01-27,6.499172210693359
2011-01-28,6.356500148773193
2011-01-31,6.285163879394531
2011-02-01,6.353464126586914
2011-02-02,6.342840194702148
2011-02-03,6.376231670379639
2011-02-04,6.365606307983398
2011-02-07,6.3838210105896
2011-02-08,6.37926721572876
2011-02-09,6.3625712394714355
2011-02-10,6.380784511566162
2011-02-11,6.398998737335205
2011-02-14,6.374713897705078
2011-02-15,6.368642330169678
2011-02-16,6.391408443450928
2011-02-17,6.443013668060303
2011-02-18,6.409622669219971
2011-02-22,6.294271469116211
2011-02-23,6.188025951385498
2011-02-24,6.139455318450928
2011-02-25,6.206238746643066
2011-02-28,6.336768627166748
2011-03-01,6.371678829193115
2011-03-02,6.394444942474365
2011-03-03,6.438460826873779
2011-03-04,6.3094482421875
2011-03-07,6.163740634918213
2011-03-08,6.280611515045166
2011-03-09,6.262397289276123
2011-03-10,6.071156024932861
2011-03-11,6.1075825691223145
2011-03-14,6.027138710021973
2011-03-15,5.9330363273620605
2011-03-16,5.914823055267334
2011-03-17,5.96339225769043
2011-03-18,6.086333274841309
2011-03-21,6.25329065322876
2011-03-22,6.188025951385498
2011-03-23,6.180436611175537
2011-03-24,6.195614337921143
2011-03-25,6.28668212890625
2011-03-28,6.219898223876953
2011-03-29,6.248737335205078
2011-03-30,6.358017921447754
2011-03-31,6.298823833465576
2011-04-01,6.295787334442139
2011-04-04,6.269986629486084
2011-04-05,6.297306060791016
2011-04-06,6.394444942474365
2011-04-07,6.271503925323486
2011-04-08,6.201684951782227
2011-04-11,6.201684951782227
2011-04-12,6.0438361167907715
2011-04-13,6.093923091888428
2011-04-14,6.0999932289123535
2011-04-15,6.245700836181641
2011-04-18,6.1682939529418945
2011-04-19,6.080262184143066
2011-04-20,6.191060543060303
2011-04-21,6.183472156524658
2011-04-25,6.184989929199219
2011-04-26,6.19409704208374
2011-04-27,6.216863632202148
2011-04-28,6.268467903137207
2011-04-29,6.330697536468506
2011-05-02,6.201684951782227
2011-05-03,6.1986494064331055
2011-05-04,6.1515984535217285
2011-05-05,6.162222862243652
2011-05-06,6.104547023773193
2011-05-09,6.191060543060303
2011-05-10,6.678271293640137
2011-05-11,6.708626747131348
2011-05-12,7.010666847229004
2011-05-13,6.8103179931640625
2011-05-16,6.675234794616699
2011-05-17,6.666129112243652
2011-05-18,6.647914886474609
2011-05-19,6.678271293640137
2011-05-20,6.585685729980469
2011-05-23,6.490065574645996
2011-05-24,6.4111409187316895
2011-05-25,6.447566509246826
2011-05-26,6.526492118835449
2011-05-27,6.491582870483398
2011-05-31,6.629702091217041
2011-06-01,6.587203502655029
2011-06-02,6.549260139465332
2011-06-03,6.40810489654541
2011-06-06,6.38533878326416
2011-06-07,6.356500148773193
2011-06-08,6.339803695678711
2011-06-09,6.3352508544921875
2011-06-10,6.257844924926758
2011-06-13,6.291234493255615
2011-06-14,6.3838210105896
2011-06-15,6.361054420471191
2011-06-16,6.512832164764404
2011-06-17,6.505243301391602
2011-06-20,6.666129112243652
2011-06-21,6.77540922164917
2011-06-22,6.6266655921936035
2011-06-23,6.568990230560303
2011-06-24,6.518902778625488
2011-06-27,6.637290000915527
2011-06-28,6.817907810211182
2011-06-29,6.764784336090088
2011-06-30,6.842191219329834
2011-07-01,6.907456874847412
2011-07-05,6.937812328338623
2011-07-06,6.951472759246826
2011-07-07,7.006113529205322
2011-07-08,7.007630825042725
2011-07-11,6.92870569229126
2011-07-12,6.887726306915283
2011-07-13,6.867995262145996
2011-07-14,6.7405009269714355
2011-07-15,6.778445720672607
2011-07-18,6.646397590637207
2011-07-19,6.675234794616699
2011-07-20,6.653985977172852
2011-07-21,6.6266655921936035
2011-07-22,6.573543071746826
2011-07-25,6.493101119995117
2011-07-26,6.420246601104736
2011-07-27,6.367124557495117
2011-07-28,6.509796619415283
2011-07-29,6.667647361755371
2011-08-01,6.80424690246582
2011-08-02,6.676753044128418
2011-08-03,6.833085536956787
2011-08-04,6.576579570770264
2011-08-05,6.605416774749756
2011-08-08,6.300341606140137
2011-08-09,6.757196426391602
2011-08-10,6.353464126586914
2011-08-11,6.509796619415283
2011-08-12,6.4839935302734375
2011-08-15,6.490065574645996
2011-08-16,6.450603008270264
2011-08-17,6.474888801574707
2011-08-18,6.201684951782227
2011-08-19,6.150080680847168
2011-08-22,6.162222862243652
2011-08-23,6.443013668060303
2011-08-24,6.453639030456543
2011-08-25,6.235076904296875
2011-08-26,6.4050679206848145
2011-08-29,6.644881248474121
2011-08-30,6.725322723388672
2011-08-31,6.644881248474121
2011-09-01,6.4612274169921875
2011-09-02,6.154634475708008
2011-09-06,6.271503925323486
2011-09-07,6.37015962600708
2011-09-08,6.200167179107666
2011-09-09,6.078745365142822
2011-09-12,6.060530662536621
2011-09-13,6.02865743637085
2011-09-14,6.153116703033447
2011-09-15,6.116689205169678
2011-09-16,6.1819539070129395
2011-09-19,6.103029727935791
2011-09-20,6.010444164276123
2011-09-21,5.7569732666015625
2011-09-22,5.714475631713867
2011-09-23,5.764561653137207
2011-09-26,5.914823055267334
2011-09-27,6.083298206329346
2011-09-28,5.796436309814453
2011-09-29,5.893574237823486
2011-09-30,5.923928737640381
2011-10-03,5.725100040435791
2011-10-04,6.1743645668029785
2011-10-05,6.201684951782227
2011-10-06,6.2608795166015625
2011-10-07,6.11820650100708
2011-10-10,6.353464126586914
2011-10-11,6.4111409187316895
2011-10-12,6.564436912536621
2011-10-13,6.53408145904541
2011-10-14,6.653985977172852
2011-10-17,6.397480010986328
2011-10-18,6.60390043258667
2011-10-19,6.449084281921387
2011-10-20,6.3929266929626465
2011-10-21,6.600864410400391
2011-10-24,6.711662292480469
2011-10-25,6.581132888793945
2011-10-26,6.790587425231934
2011-10-27,7.5024309158325195
2011-10-28,7.400738716125488
2011-10-31,7.296010971069336
2011-11-01,6.992452621459961
2011-11-02,7.133607864379883
