Date,UCB
2010-01-04,13.296941757202148
2010-01-05,13.25872802734375
2010-01-06,12.723793029785156
2010-01-07,13.52619457244873
2010-01-08,14.48143196105957
2010-01-11,14.825313568115234
2010-01-12,14.93995189666748
2010-01-13,15.24563217163086
2010-01-14,16.04802894592285
2010-01-15,16.162656784057617
2010-01-19,16.69759178161621
2010-01-20,17.767452239990234
2010-01-21,18.034929275512695
2010-01-22,17.117900848388672
2010-01-25,16.00981903076172
2010-01-26,17.041473388671875
2010-01-27,17.232526779174805
2010-01-28,17.003267288208008
2010-01-29,17.156110763549805
2010-02-01,16.544754028320312
2010-02-02,16.00981903076172
2010-02-03,15.36025333404541
2010-02-04,15.207418441772461
2010-02-05,14.93995189666748
2010-02-08,14.710687637329102
2010-02-09,14.90174388885498
2010-02-10,15.97160816192627
2010-02-11,15.283838272094727
2010-02-12,14.97816276550293
2010-02-16,15.169204711914062
2010-02-17,15.665929794311523
2010-02-18,16.04802894592285
2010-02-19,16.353708267211914
2010-02-22,16.468334197998047
2010-02-23,16.315494537353516
2010-02-24,16.43012237548828
2010-02-25,16.27729034423828
2010-02-26,15.856982231140137
2010-03-01,15.895185470581055
2010-03-02,15.665929794311523
2010-03-03,15.856982231140137
2010-03-04,15.93339729309082
2010-03-05,16.200864791870117
2010-03-08,16.544754028320312
2010-03-09,16.850425720214844
2010-03-10,17.270732879638672
2010-03-11,18.34060287475586
2010-03-12,18.378816604614258
2010-03-15,18.378816604614258
2010-03-16,18.302396774291992
2010-03-17,18.531652450561523
2010-03-18,17.767452239990234
2010-03-19,17.996719360351562
2010-03-22,17.538196563720703
2010-03-23,17.57640838623047
2010-03-24,17.46177864074707
2010-03-25,17.538196563720703
2010-03-26,18.073135375976562
2010-03-29,17.117900848388672
2010-03-30,17.079687118530273
2010-03-31,16.850425720214844
2010-04-01,18.225975036621094
2010-04-05,18.760908126831055
2010-04-06,19.792572021484375
2010-04-07,19.639726638793945
2010-04-08,20.442138671875
2010-04-09,19.98361587524414
2010-04-12,19.98361587524414
2010-04-13,20.3657169342041
2010-04-14,21.664838790893555
2010-04-15,23.269643783569336
2010-04-16,21.932310104370117
2010-04-19,21.81768226623535
2010-04-20,22.085147857666016
2010-04-21,22.123353958129883
2010-04-22,23.07859230041504
2010-04-23,23.07859230041504
2010-04-26,22.31439971923828
2010-04-27,21.626630783081055
2010-04-28,21.168115615844727
2010-04-29,23.231433868408203
2010-04-30,22.276187896728516
2010-05-03,23.231433868408203
2010-05-04,21.09168815612793
2010-05-05,20.67139434814453
2010-05-06,20.25109100341797
2010-05-07,18.91375160217285
2010-05-10,20.518545150756836
2010-05-11,20.977067947387695
2010-05-12,21.397375106811523
2010-05-13,21.320955276489258
2010-05-14,20.977067947387695
2010-05-17,21.397375106811523
2010-05-18,19.372264862060547
2010-05-19,19.18121337890625
2010-05-20,18.18777084350586
2010-05-21,19.02838134765625
2010-05-24,17.57640838623047
2010-05-25,18.034929275512695
2010-05-26,18.26418113708496
2010-05-27,18.378816604614258
2010-05-28,17.729251861572266
2010-06-01,17.156110763549805
2010-06-02,18.034929275512695
2010-06-03,17.614620208740234
2010-06-04,16.239076614379883
2010-06-07,15.474883079528809
2010-06-08,15.130997657775879
2010-06-09,15.36025333404541
2010-06-10,15.704139709472656
2010-06-11,16.200864791870117
2010-06-14,16.04802894592285
2010-06-15,17.079687118530273
2010-06-16,16.88863754272461
2010-06-17,16.315494537353516
2010-06-18,17.385366439819336
2010-06-21,17.538196563720703
2010-06-22,16.659378051757812
2010-06-23,16.353708267211914
2010-06-24,15.856982231140137
2010-06-25,16.812223434448242
2010-06-28,16.00981903076172
2010-06-29,15.054581642150879
2010-06-30,15.092789649963379
2010-07-01,14.863529205322266
2010-07-02,14.328597068786621
2010-07-06,14.137548446655273
2010-07-07,15.36025333404541
2010-07-08,14.405011177062988
2010-07-09,15.551304817199707
2010-07-12,14.90174388885498
2010-07-13,14.863529205322266
2010-07-14,14.557854652404785
2010-07-15,14.290386199951172
2010-07-16,13.373357772827148
2010-07-19,13.182307243347168
2010-07-20,13.144099235534668
2010-07-21,12.188860893249512
2010-07-22,12.494537353515625
2010-07-23,12.570953369140625
