Date,KREF
2017-05-05,9.875246047973633
2017-05-08,9.866320610046387
2017-05-09,9.77707290649414
2017-05-10,9.73244857788086
2017-05-11,9.81723403930664
2017-05-12,9.81723403930664
2017-05-15,9.794922828674316
2017-05-16,9.991267204284668
2017-05-17,9.991267204284668
2017-05-18,10.044812202453613
2017-05-19,9.977882385253906
2017-05-22,10.058204650878906
2017-05-23,10.058204650878906
2017-05-24,10.07605266571045
2017-05-25,10.12960147857666
2017-05-26,10.174225807189941
2017-05-30,9.995728492736816
2017-05-31,9.866320610046387
2017-06-01,10.071588516235352
2017-06-02,10.23669719696045
2017-06-05,10.080511093139648
2017-06-06,9.821696281433105
2017-06-07,9.76368522644043
2017-06-08,9.781536102294922
2017-06-09,9.710135459899902
2017-06-12,9.803848266601562
2017-06-13,9.68336296081543
2017-06-14,9.580729484558105
2017-06-15,9.64320182800293
2017-06-16,9.473628044128418
2017-06-19,9.473628044128418
2017-06-20,9.482555389404297
2017-06-21,9.46024227142334
2017-06-22,9.402234077453613
2017-06-23,9.53164291381836
2017-06-26,9.478092193603516
2017-06-27,9.53164291381836
2017-06-28,9.829646110534668
2017-06-29,9.653554916381836
2017-06-30,9.707737922668457
2017-07-03,9.766432762145996
2017-07-05,9.554219245910645
2017-07-06,9.594854354858398
2017-07-07,9.658068656921387
2017-07-10,9.789008140563965
2017-07-11,9.748373985290527
2017-07-12,9.590339660644531
2017-07-13,9.56776237487793
2017-07-14,9.56776237487793
2017-07-17,9.509065628051758
2017-07-18,9.463912963867188
2017-07-19,9.509065628051758
2017-07-20,9.477458953857422
2017-07-21,9.459400177001953
2017-07-24,9.409730911254883
2017-07-25,9.427793502807617
2017-07-26,9.418760299682617
2017-07-27,9.37360954284668
2017-07-28,9.220090866088867
2017-07-31,9.256211280822754
2017-08-01,9.378125190734863
2017-08-02,9.256211280822754
2017-08-03,9.256211280822754
2017-08-04,9.24718189239502
2017-08-07,9.138818740844727
2017-08-08,9.147848129272461
2017-08-09,9.012393951416016
2017-08-10,8.935632705688477
2017-08-11,8.958208084106445
2017-08-14,9.093664169311523
2017-08-15,9.089151382446289
2017-08-16,9.116241455078125
2017-08-17,9.093664169311523
2017-08-18,9.09818172454834
2017-08-21,9.125272750854492
2017-08-22,9.107210159301758
2017-08-23,9.138818740844727
2017-08-24,9.156879425048828
2017-08-25,9.211060523986816
2017-08-28,9.24718189239502
2017-08-29,9.224604606628418
2017-08-30,9.215577125549316
2017-08-31,9.378125190734863
2017-09-01,9.576794624328613
2017-09-05,9.418760299682617
2017-09-06,9.418760299682617
2017-09-07,9.41424560546875
2017-09-08,9.427793502807617
2017-09-11,9.61743450164795
2017-09-12,9.612916946411133
2017-09-13,9.612916946411133
2017-09-14,9.621944427490234
2017-09-15,9.61743450164795
2017-09-18,9.590339660644531
2017-09-19,9.630976676940918
2017-09-20,9.621944427490234
2017-09-21,9.61743450164795
2017-09-22,9.630976676940918
2017-09-25,9.60388469696045
2017-09-26,9.558731079101562
2017-09-27,9.612916946411133
2017-09-28,9.645081520080566
2017-09-29,9.668057441711426
2017-10-02,9.851859092712402
2017-10-03,9.82429313659668
2017-10-04,9.755363464355469
2017-10-05,9.810505867004395
2017-10-06,9.778341293334961
2017-10-09,9.801316261291504
2017-10-10,9.792121887207031
2017-10-11,9.82429313659668
2017-10-12,9.815099716186523
2017-10-13,9.83807373046875
2017-10-16,9.810505867004395
2017-10-17,9.82429313659668
2017-10-18,9.75995922088623
2017-10-19,9.686439514160156
2017-10-20,9.723197937011719
2017-10-23,9.43830394744873
2017-10-24,9.43830394744873
2017-10-25,9.318828582763672
2017-10-26,9.346400260925293
2017-10-27,9.346400260925293
2017-10-30,9.30964183807373
2017-10-31,9.291259765625
2017-11-01,9.350997924804688
2017-11-02,9.355591773986816
2017-11-03,9.355591773986816
2017-11-06,9.30504322052002
2017-11-07,9.245308876037598
2017-11-08,9.13962459564209
2017-11-09,9.135027885437012
2017-11-10,9.15340805053711
2017-11-13,9.167193412780762
2017-11-14,9.167193412780762
2017-11-15,9.222336769104004
2017-11-16,9.245308876037598
2017-11-17,9.314237594604492
2017-11-20,9.369377136230469
2017-11-21,9.41073226928711
2017-11-22,9.516417503356934
2017-11-24,9.530203819274902
2017-11-27,9.40613842010498
2017-11-28,9.48425579071045
2017-11-29,9.43830394744873
2017-11-30,9.419921875
2017-12-01,9.41073226928711
2017-12-04,9.649675369262695
2017-12-05,9.626701354980469
2017-12-06,9.612915992736816
2017-12-07,9.63129711151123
2017-12-08,9.645081520080566
2017-12-11,9.704817771911621
2017-12-12,9.700223922729492
2017-12-13,9.612915992736816
2017-12-14,9.617512702941895
2017-12-15,9.557774543762207
2017-12-18,9.571560859680176
2017-12-19,9.396944999694824
2017-12-20,9.507229804992676
2017-12-21,9.525609970092773
2017-12-22,9.465873718261719
2017-12-26,9.470468521118164
2017-12-27,9.479657173156738
2017-12-28,9.460941314697266
2017-12-29,9.36268424987793
2018-01-02,9.334609985351562
2018-01-03,9.2269926071167
2018-01-04,9.273782730102539
2018-01-05,9.278462409973145
2018-01-08,9.30185604095459
2018-01-09,9.208276748657227
2018-01-10,9.259745597839355
2018-01-11,9.315893173217773
2018-01-12,9.264424324035645
2018-01-16,9.217637062072754
2018-01-17,9.231670379638672
2018-01-18,9.166166305541992
2018-01-19,9.2410306930542
2018-01-22,9.217637062072754
2018-01-23,9.2269926071167
2018-01-24,9.2129545211792
