Date,DIN
2010-01-04,14.3002290725708
2010-01-05,14.009807586669922
2010-01-06,13.47544002532959
2010-01-07,13.446395874023438
2010-01-08,13.179210662841797
2010-01-11,13.301188468933105
2010-01-12,13.074662208557129
2010-01-13,12.999154090881348
2010-01-14,13.76585865020752
2010-01-15,13.423161506652832
2010-01-19,13.806510925292969
2010-01-20,14.184066772460938
2010-01-21,14.236336708068848
2010-01-22,14.13178825378418
2010-01-25,14.062082290649414
2010-01-26,13.516100883483887
2010-01-27,13.434779167175293
2010-01-28,13.092086791992188
2010-01-29,13.208251953125
2010-02-01,13.887832641601562
2010-02-02,13.945915222167969
2010-02-03,14.172446250915527
2010-02-04,13.882025718688965
2010-02-05,13.882025718688965
2010-02-08,13.951726913452148
2010-02-09,14.724242210388184
2010-02-10,15.676811218261719
2010-02-11,16.611957550048828
2010-02-12,16.147293090820312
2010-02-16,16.774599075317383
2010-02-17,16.397056579589844
2010-02-18,16.333162307739258
2010-02-19,16.309921264648438
2010-02-22,16.385435104370117
2010-02-23,16.530641555786133
2010-02-24,16.559682846069336
2010-02-25,16.989503860473633
2010-02-26,17.041780471801758
2010-03-01,17.030166625976562
2010-03-02,17.204421997070312
2010-03-03,19.336090087890625
2010-03-04,20.033092498779297
2010-03-05,20.410640716552734
2010-03-08,20.120222091674805
2010-03-09,19.858844757080078
2010-03-10,20.015670776367188
2010-03-11,20.184112548828125
2010-03-12,20.544235229492188
2010-03-15,20.602319717407227
2010-03-16,20.70106315612793
2010-03-17,21.65363311767578
2010-03-18,23.01861000061035
2010-03-19,22.606203079223633
2010-03-22,23.291593551635742
2010-03-23,23.442617416381836
2010-03-24,23.285789489746094
2010-03-25,23.12315559387207
2010-03-26,23.349681854248047
2010-03-29,23.227706909179688
2010-03-30,23.14057731628418
2010-03-31,22.96052360534668
2010-04-01,22.745616912841797
2010-04-05,23.117341995239258
2010-04-06,23.210275650024414
2010-04-07,24.31386375427246
2010-04-08,24.377765655517578
2010-04-09,24.917945861816406
2010-04-12,24.552021026611328
2010-04-13,24.505552291870117
2010-04-14,25.097999572753906
2010-04-15,24.78434944152832
2010-04-16,25.37680435180664
2010-04-19,25.359376907348633
2010-04-20,25.65560531616211
2010-04-21,25.986684799194336
2010-04-22,27.520095825195312
2010-04-23,27.299379348754883
2010-04-26,27.287771224975586
2010-04-27,27.345848083496094
2010-04-28,25.28968048095703
2010-04-29,24.976022720336914
2010-04-30,23.88986587524414
2010-05-03,24.685604095458984
2010-05-04,21.47357940673828
2010-05-05,21.276092529296875
2010-05-06,20.683637619018555
2010-05-07,19.684593200683594
2010-05-10,21.096031188964844
2010-05-11,21.490995407104492
2010-05-12,21.61297607421875
2010-05-13,21.066984176635742
2010-05-14,20.4803409576416
2010-05-17,19.97500991821289
2010-05-18,19.556812286376953
2010-05-19,19.208311080932617
2010-05-20,18.273157119750977
2010-05-21,18.63327980041504
2010-05-24,18.255733489990234
2010-05-25,18.20345687866211
2010-05-26,18.63327980041504
2010-05-27,20.062143325805664
2010-05-28,19.614898681640625
2010-06-01,17.9362735748291
2010-06-02,18.63327980041504
2010-06-03,19.028247833251953
2010-06-04,17.744598388671875
2010-06-07,16.86753273010254
2010-06-08,17.552913665771484
2010-06-09,17.854957580566406
2010-06-10,18.49969482421875
2010-06-11,18.906272888183594
2010-06-14,19.336090087890625
2010-06-15,19.65555191040039
2010-06-16,19.463876724243164
2010-06-17,19.318662643432617
2010-06-18,19.16765022277832
2010-06-21,18.813337326049805
2010-06-22,18.209266662597656
2010-06-23,17.814292907714844
2010-06-24,17.157949447631836
2010-06-25,17.181184768676758
2010-06-28,17.326396942138672
2010-06-29,16.460947036743164
2010-06-30,16.216991424560547
2010-07-01,15.705854415893555
2010-07-02,15.363163948059082
2010-07-06,14.515140533447266
2010-07-07,15.589682579040527
2010-07-08,15.525798797607422
2010-07-09,16.7687931060791
2010-07-12,18.586807250976562
2010-07-13,19.05148696899414
2010-07-14,19.376750946044922
2010-07-15,20.166688919067383
2010-07-16,18.5461483001709
2010-07-19,19.097949981689453
2010-07-20,19.81818962097168
2010-07-21,19.057289123535156
2010-07-22,21.01471519470215
2010-07-23,21.845312118530273
2010-07-26,22.170578002929688
2010-07-27,22.176389694213867
2010-07-28,21.868549346923828
2010-07-29,20.166688919067383
2010-07-30,21.177343368530273
2010-08-02,21.3980655670166
2010-08-03,20.886919021606445
2010-08-04,20.26542854309082
2010-08-05,19.521957397460938
2010-08-06,19.289623260498047
2010-08-09,19.26058578491211
2010-08-10,18.987586975097656
2010-08-11,18.12794303894043
2010-08-12,18.249923706054688
2010-08-13,17.814292907714844
2010-08-16,18.06406021118164
2010-08-17,18.139568328857422
2010-08-18,19.05148696899414
2010-08-19,18.16860580444336
2010-08-20,18.604236602783203
2010-08-23,18.040822982788086
2010-08-24,18.30219841003418
2010-08-25,18.691362380981445
2010-08-26,18.726215362548828
2010-08-27,19.28382110595703
2010-08-30,18.923696517944336
2010-08-31,18.54034423828125
2010-09-01,19.864652633666992
2010-09-02,22.083450317382812
2010-09-03,22.519086837768555
2010-09-07,21.595542907714844
2010-09-08,21.43291473388672
2010-09-09,21.427112579345703
2010-09-10,23.52973747253418
2010-09-13,24.615903854370117
2010-09-14,24.261594772338867
2010-09-15,24.075733184814453
2010-09-16,23.976985931396484
2010-09-17,23.640094757080078
2010-09-20,24.26740264892578
2010-09-21,23.86081886291504
2010-09-22,23.570404052734375
2010-09-23,23.959558486938477
2010-09-24,24.97021484375
2010-09-27,25.33614158630371
2010-09-28,25.2490234375
2010-09-29,26.15513038635254
2010-09-30,26.12609100341797
2010-10-01,26.11446762084961
2010-10-04,26.01572608947754
2010-10-05,27.04961585998535
2010-10-06,26.521060943603516
2010-10-07,27.038002014160156
2010-10-08,27.136735916137695
2010-10-11,28.53656578063965
2010-10-12,29.245182037353516
2010-10-13,29.065128326416016
2010-10-14,29.18710708618164
2010-10-15,29.512372970581055
2010-10-18,28.548181533813477
2010-10-19,27.723398208618164
2010-10-20,27.17740249633789
2010-10-21,27.473630905151367
2010-10-22,28.397157669067383
2010-10-25,27.845359802246094
2010-10-26,26.625600814819336
2010-10-27,26.0273494720459
2010-10-28,25.388423919677734
2010-10-29,25.783384323120117
2010-11-01,24.592674255371094
2010-11-02,28.188058853149414
2010-11-03,29.582069396972656
2010-11-04,29.82021141052246
2010-11-05,29.82021141052246
2010-11-08,29.84926414489746
2010-11-09,28.879255294799805
2010-11-10,29.361352920532227
2010-11-11,29.91315460205078
2010-11-12,29.221954345703125
2010-11-15,29.483322143554688
2010-11-16,28.92572784423828
2010-11-17,29.146434783935547
2010-11-18,29.44266700744629
2010-11-19,29.088361740112305
2010-11-22,29.860872268676758
2010-11-23,29.791179656982422
2010-11-24,31.336206436157227
2010-11-26,31.603395462036133
2010-11-29,31.23164939880371
2010-11-30,31.028352737426758
2010-12-01,31.13290023803711
2010-12-02,31.615005493164062
2010-12-03,31.53369903564453
2010-12-06,32.015777587890625
2010-12-07,32.35847473144531
2010-12-08,32.149375915527344
2010-12-09,32.02158737182617
2010-12-10,32.277156829833984
2010-12-13,30.86573028564453
2010-12-14,30.372024536132812
2010-12-15,30.308116912841797
2010-12-16,31.208425521850586
2010-12-17,30.883155822753906
2010-12-20,30.41848373413086
2010-12-21,29.680818557739258
2010-12-22,30.099010467529297
2010-12-23,29.680818557739258
2010-12-27,29.262609481811523
2010-12-28,28.919912338256836
2010-12-29,29.245182037353516
2010-12-30,29.024465560913086
2010-12-31,28.681779861450195
2011-01-03,29.40782928466797
2011-01-04,29.994462966918945
2011-01-05,30.430099487304688
2011-01-06,31.295541763305664
2011-01-07,30.79021644592285
2011-01-10,30.53464698791504
2011-01-11,29.96541404724121
2011-01-12,29.80278968811035
2011-01-13,29.250991821289062
2011-01-14,30.848299026489258
2011-01-18,30.23841667175293
2011-01-19,29.669206619262695
2011-01-20,29.6285457611084
2011-01-21,29.361352920532227
2011-01-24,29.158061981201172
2011-01-25,30.180339813232422
2011-01-26,29.95380401611328
2011-01-27,30.470748901367188
2011-01-28,29.343931198120117
2011-01-31,29.959627151489258
2011-02-01,30.488183975219727
2011-02-02,30.842493057250977
2011-02-03,31.08062744140625
2011-02-04,31.77183723449707
2011-02-07,31.83573341369629
2011-02-08,31.888010025024414
2011-02-09,31.568538665771484
2011-02-10,32.701175689697266
2011-02-11,33.79315185546875
2011-02-14,34.59470748901367
2011-02-15,33.59566116333008
2011-02-16,33.66535186767578
2011-02-17,33.549198150634766
2011-02-18,34.159080505371094
2011-02-22,33.27620315551758
2011-02-23,31.940288543701172
2011-02-24,32.96836471557617
2011-02-25,33.59566116333008
2011-02-28,33.229736328125
2011-03-01,32.770870208740234
2011-03-02,32.18423080444336
2011-03-03,32.49787902832031
2011-03-04,33.270381927490234
2011-03-07,31.591768264770508
2011-03-08,31.434938430786133
2011-03-09,31.73697853088379
2011-03-10,31.65566062927246
2011-03-11,31.6846981048584
2011-03-14,30.952836990356445
2011-03-15,31.086441040039062
2011-03-16,30.093212127685547
2011-03-17,30.209381103515625
2011-03-18,30.517230987548828
2011-03-21,30.888954162597656
2011-03-22,30.180339813232422
2011-03-23,30.52884292602539
2011-03-24,30.7960205078125
2011-03-25,30.842493057250977
2011-03-28,30.708900451660156
2011-03-29,31.144521713256836
2011-03-30,31.603395462036133
2011-03-31,31.93446159362793
2011-04-01,31.748600006103516
2011-04-04,31.47560691833496
2011-04-05,31.725353240966797
2011-04-06,31.603395462036133
2011-04-07,30.761173248291016
2011-04-08,30.069976806640625
2011-04-11,29.314882278442383
2011-04-12,29.250991821289062
2011-04-13,29.402006149291992
2011-04-14,29.494951248168945
2011-04-15,29.216140747070312
2011-04-18,29.616933822631836
2011-04-19,29.396209716796875
2011-04-20,30.45333480834961
2011-04-21,30.029312133789062
2011-04-25,29.645967483520508
2011-04-26,29.3497371673584
2011-04-27,29.01866340637207
2011-04-28,29.007041931152344
2011-04-29,29.024465560913086
2011-05-02,28.92572784423828
2011-05-03,30.58112144470215
2011-05-04,31.632434844970703
2011-05-05,31.109676361083984
2011-05-06,31.69051170349121
2011-05-09,31.376861572265625
2011-05-10,31.946088790893555
2011-05-11,31.73117446899414
