Date,FRT
2010-01-04,39.417564392089844
2010-01-05,39.370521545410156
2010-01-06,39.264671325683594
2010-01-07,39.2529182434082
2010-01-08,39.00593185424805
2010-01-11,39.4940185546875
2010-01-12,38.8177490234375
2010-01-13,39.588104248046875
2010-01-14,39.429325103759766
2010-01-15,39.74688720703125
2010-01-19,40.728946685791016
2010-01-20,40.199684143066406
2010-01-21,39.38816833496094
2010-01-22,38.5178337097168
2010-01-25,38.59428405761719
2010-01-26,38.44140625
2010-01-27,38.264976501464844
2010-01-28,37.95328903198242
2010-01-29,37.859214782714844
2010-02-01,38.74129867553711
2010-02-02,39.87626266479492
2010-02-03,39.2529182434082
2010-02-04,37.47698211669922
2010-02-05,38.23556900024414
2010-02-08,37.388771057128906
2010-02-09,37.10649108886719
2010-02-10,37.0888557434082
2010-02-11,37.48286056518555
2010-02-12,37.9062614440918
2010-02-16,38.94124221801758
2010-02-17,39.476375579833984
2010-02-18,40.03502655029297
2010-02-19,40.2761344909668
2010-02-22,40.32905960083008
2010-02-23,40.14675521850586
2010-02-24,40.35258483886719
2010-02-25,40.605445861816406
2010-02-26,40.552520751953125
2010-03-01,40.91124725341797
2010-03-02,41.14057922363281
2010-03-03,41.03471755981445
2010-03-04,41.11118698120117
2010-03-05,42.016788482666016
2010-03-08,42.463706970214844
2010-03-09,42.228485107421875
2010-03-10,42.26376724243164
2010-03-11,42.21084976196289
2010-03-12,42.55192947387695
2010-03-15,42.492576599121094
2010-03-16,43.37685012817383
2010-03-17,43.72106170654297
2010-03-18,43.62018585205078
2010-03-19,43.19286346435547
2010-03-22,43.64984130859375
2010-03-23,43.655784606933594
2010-03-24,43.81007766723633
2010-03-25,43.982181549072266
2010-03-26,43.5786247253418
2010-03-29,43.67951202392578
2010-03-30,43.27002716064453
2010-03-31,43.21067810058594
2010-04-01,43.12760543823242
2010-04-05,44.267059326171875
2010-04-06,45.14540100097656
2010-04-07,43.958457946777344
2010-04-08,43.95249557495117
2010-04-09,44.59940719604492
2010-04-12,44.231441497802734
2010-04-13,45.026702880859375
2010-04-14,44.59940719604492
2010-04-15,43.69137191772461
2010-04-16,43.489601135253906
2010-04-19,43.5786247253418
2010-04-20,44.24925231933594
2010-04-21,45.14540100097656
2010-04-22,46.18991470336914
2010-04-23,46.617191314697266
2010-04-26,46.646881103515625
2010-04-27,45.14540100097656
2010-04-28,45.204734802246094
2010-04-29,46.76555252075195
2010-04-30,45.92876052856445
2010-05-03,47.192867279052734
2010-05-04,46.267059326171875
2010-05-05,45.60237503051758
2010-05-06,44.06525802612305
2010-05-07,43.637962341308594
2010-05-10,46.46882247924805
2010-05-11,46.433204650878906
2010-05-12,46.80117416381836
2010-05-13,45.95249557495117
2010-05-14,44.80118179321289
2010-05-17,44.43321228027344
2010-05-18,43.19879150390625
2010-05-19,42.66469192504883
2010-05-20,40.56378936767578
2010-05-21,41.97031784057617
2010-05-24,41.347171783447266
2010-05-25,41.88130569458008
2010-05-26,41.8100700378418
2010-05-27,44.053401947021484
2010-05-28,43.738868713378906
2010-06-01,43.044490814208984
2010-06-02,44.07715606689453
2010-06-03,43.66764450073242
2010-06-04,41.59049987792969
2010-06-07,41.73292541503906
2010-06-08,42.094940185546875
2010-06-09,42.415428161621094
2010-06-10,43.738868713378906
2010-06-11,44.21364212036133
2010-06-14,44.66466522216797
2010-06-15,45.382781982421875
2010-06-16,45.0979118347168
2010-06-17,45.1928825378418
2010-06-18,44.69435501098633
2010-06-21,44.30265808105469
2010-06-22,43.16501235961914
2010-06-23,43.566192626953125
2010-06-24,42.74585723876953
2010-06-25,44.03920364379883
2010-06-28,43.65000534057617
2010-06-29,42.53031539916992
2010-06-30,42.075260162353516
2010-07-01,42.23691940307617
2010-07-02,41.84772872924805
2010-07-06,41.260929107666016
2010-07-07,43.27278518676758
2010-07-08,43.75779342651367
2010-07-09,43.95538330078125
2010-07-12,43.96735763549805
2010-07-13,44.6259880065918
2010-07-14,44.248783111572266
2010-07-15,44.230812072753906
2010-07-16,43.32069396972656
2010-07-19,43.841617584228516
2010-07-20,44.661922454833984
2010-07-21,43.78173065185547
2010-07-22,45.290626525878906
2010-07-23,46.188777923583984
2010-07-26,47.23063278198242
2010-07-27,46.79951477050781
2010-07-28,47.11085891723633
2010-07-29,46.649818420410156
2010-07-30,46.81747817993164
2010-08-02,48.709571838378906
2010-08-03,48.476070404052734
2010-08-04,48.82334899902344
2010-08-05,47.47012710571289
2010-08-06,47.296504974365234
2010-08-09,48.09286117553711
2010-08-10,47.73958969116211
2010-08-11,46.7276611328125
2010-08-12,46.398353576660156
2010-08-13,46.440277099609375
2010-08-16,46.73965072631836
2010-08-17,47.823402404785156
2010-08-18,47.58988571166992
2010-08-19,46.7276611328125
2010-08-20,46.206756591796875
2010-08-23,46.36241149902344
2010-08-24,46.06901931762695
2010-08-25,46.73965072631836
2010-08-26,46.6258659362793
2010-08-27,47.26655578613281
2010-08-30,46.931251525878906
2010-08-31,47.476131439208984
2010-09-01,48.87725067138672
2010-09-02,49.020938873291016
2010-09-03,49.49994659423828
2010-09-07,48.85327911376953
2010-09-08,48.709571838378906
2010-09-09,47.913211822509766
2010-09-10,48.00901794433594
2010-09-13,48.51796340942383
2010-09-14,48.44612121582031
2010-09-15,49.38618850708008
2010-09-16,49.27840042114258
2010-09-17,49.200565338134766
2010-09-20,49.889156341552734
2010-09-21,49.424339294433594
2010-09-22,49.038047790527344
2010-09-23,47.74628448486328
2010-09-24,48.92938232421875
2010-09-27,48.90522384643555
2010-09-28,49.44247055053711
2010-09-29,49.32777786254883
2010-09-30,49.291561126708984
2010-10-01,49.43641662597656
2010-10-04,50.04609680175781
2010-10-05,50.85494613647461
2010-10-06,50.19095230102539
2010-10-07,50.04609680175781
2010-10-08,49.88914108276367
2010-10-11,49.73219680786133
2010-10-12,49.53300476074219
2010-10-13,49.671844482421875
2010-10-14,49.56318283081055
2010-10-15,49.50282287597656
2010-10-18,49.901206970214844
2010-10-19,49.581302642822266
2010-10-20,50.43239974975586
2010-10-21,50.89117431640625
2010-10-22,50.867000579833984
2010-10-25,50.89719772338867
2010-10-26,50.26337814331055
2010-10-27,49.738250732421875
2010-10-28,49.36398696899414
2010-10-29,49.48469543457031
2010-11-01,50.094390869140625
2010-11-02,50.094390869140625
2010-11-03,49.768428802490234
2010-11-04,49.56318283081055
2010-11-05,49.82274627685547
2010-11-08,49.514888763427734
2010-11-09,48.042057037353516
2010-11-10,48.71812057495117
2010-11-11,48.36198425292969
2010-11-12,48.10243225097656
2010-11-15,47.72213363647461
2010-11-16,46.62356185913086
2010-11-17,46.93745422363281
2010-11-18,47.142662048339844
2010-11-19,47.1185302734375
2010-11-22,47.60142135620117
2010-11-23,47.05817794799805
2010-11-24,47.891151428222656
2010-11-26,47.62557601928711
2010-11-29,47.444488525390625
2010-11-30,46.71409225463867
2010-12-01,47.13663864135742
2010-12-02,47.269432067871094
2010-12-03,47.17889404296875
2010-12-06,46.93140411376953
2010-12-07,46.943485260009766
2010-12-08,46.611488342285156
2010-12-09,46.23725891113281
2010-12-10,46.47871017456055
2010-12-13,46.1768798828125
2010-12-14,45.742279052734375
2010-12-15,45.19297409057617
2010-12-16,45.362003326416016
2010-12-17,45.663814544677734
2010-12-20,46.13462448120117
2010-12-21,46.563209533691406
2010-12-22,46.6899528503418
2010-12-23,46.29157638549805
2010-12-27,46.77450180053711
2010-12-28,47.064208984375
2010-12-29,47.269432067871094
2010-12-30,47.65300369262695
2010-12-31,47.446006774902344
2011-01-03,48.71235656738281
2011-01-04,47.72605895996094
2011-01-05,47.23291015625
2011-01-06,47.00762939453125
2011-01-07,47.09897232055664
2011-01-10,46.97108459472656
2011-01-11,46.46578598022461
2011-01-12,46.35619354248047
2011-01-13,46.4110107421875
2011-01-14,46.80064392089844
2011-01-18,47.165950775146484
2011-01-19,46.73975372314453
2011-01-20,46.98329162597656
2011-01-21,47.19637680053711
2011-01-24,47.34858703613281
2011-01-25,48.23747634887695
2011-01-26,48.347076416015625
2011-01-27,49.010704040527344
2011-01-28,48.24964904785156
2011-01-31,48.96807098388672
2011-02-01,48.59059143066406
2011-02-02,48.925453186035156
2011-02-03,48.85237503051758
2011-02-04,48.2618293762207
2011-02-07,48.90718460083008
2011-02-08,48.89500045776367
2011-02-09,49.5829963684082
2011-02-10,49.9117431640625
2011-02-11,50.03960418701172
2011-02-14,49.99699401855469
2011-02-15,49.930015563964844
2011-02-16,49.88131332397461
2011-02-17,49.65604782104492
2011-02-18,49.67431640625
2011-02-22,49.625606536865234
2011-02-23,49.723026275634766
2011-02-24,49.625606536865234
2011-02-25,50.551029205322266
2011-02-28,51.25117874145508
2011-03-01,50.027435302734375
2011-03-02,49.21159744262695
2011-03-03,50.19790267944336
2011-03-04,49.8691291809082
2011-03-07,49.747371673583984
2011-03-08,50.33794021606445
2011-03-09,50.47187423706055
2011-03-10,50.0700569152832
2011-03-11,50.143104553222656
2011-03-14,49.59516525268555
2011-03-15,49.417152404785156
2011-03-16,48.919898986816406
2011-03-17,49.39258575439453
2011-03-18,49.877540588378906
2011-03-21,50.17833709716797
2011-03-22,49.717933654785156
2011-03-23,49.011985778808594
2011-03-24,49.355751037597656
2011-03-25,49.717933654785156
2011-03-28,49.46624755859375
2011-03-29,49.63197326660156
2011-03-30,49.79160690307617
2011-03-31,50.067848205566406
2011-04-01,50.08626937866211
2011-04-04,50.24586486816406
2011-04-05,50.0494384765625
2011-04-06,49.9266357421875
2011-04-07,49.239105224609375
2011-04-08,49.55219650268555
2011-04-11,50.000308990478516
2011-04-12,49.9450798034668
2011-04-13,49.785465240478516
2011-04-14,50.74925231933594
2011-04-15,51.3447151184082
2011-04-18,51.04390335083008
2011-04-19,51.31402587890625
2011-04-20,52.00156021118164
2011-04-21,52.37601852416992
2011-04-25,52.60932540893555
2011-04-26,52.762760162353516
2011-04-27,52.92237854003906
2011-04-28,54.09489059448242
2011-04-29,53.75111770629883
2011-05-02,53.818634033203125
2011-05-03,53.76340103149414
2011-05-04,53.75726318359375
2011-05-05,53.659034729003906
2011-05-06,54.015079498291016
2011-05-09,53.450313568115234
2011-05-10,53.5362434387207
2011-05-11,52.8118782043457
2011-05-12,52.554054260253906
2011-05-13,52.34532928466797
2011-05-16,52.60932540893555
2011-05-17,52.50493240356445
2011-05-18,52.92853927612305
