Date,DSGN
2021-03-29,34.0099983215332
2021-03-30,29.520000457763672
2021-03-31,29.899999618530273
2021-04-01,29.75
2021-04-05,29.420000076293945
2021-04-06,29.780000686645508
2021-04-07,29.549999237060547
2021-04-08,29.360000610351562
2021-04-09,26.600000381469727
2021-04-12,25.270000457763672
2021-04-13,23.100000381469727
2021-04-14,23.18000030517578
2021-04-15,23.700000762939453
2021-04-16,23.5
2021-04-19,23.0
2021-04-20,21.350000381469727
2021-04-21,19.549999237060547
2021-04-22,19.020000457763672
2021-04-23,19.270000457763672
2021-04-26,20.3799991607666
2021-04-27,21.3700008392334
2021-04-28,22.690000534057617
2021-04-29,24.799999237060547
2021-04-30,26.229999542236328
2021-05-03,27.469999313354492
2021-05-04,27.040000915527344
2021-05-05,27.690000534057617
2021-05-06,26.579999923706055
2021-05-07,28.049999237060547
2021-05-10,28.309999465942383
2021-05-11,26.3799991607666
2021-05-12,24.229999542236328
2021-05-13,22.290000915527344
2021-05-14,22.989999771118164
2021-05-17,23.360000610351562
2021-05-18,25.049999237060547
2021-05-19,25.299999237060547
2021-05-20,26.780000686645508
2021-05-21,27.219999313354492
2021-05-24,26.780000686645508
2021-05-25,26.040000915527344
2021-05-26,26.56999969482422
2021-05-27,26.75
2021-05-28,26.200000762939453
2021-06-01,26.1200008392334
2021-06-02,26.25
2021-06-03,26.979999542236328
2021-06-04,26.229999542236328
2021-06-07,27.25
2021-06-08,27.610000610351562
2021-06-09,27.540000915527344
2021-06-10,27.329999923706055
2021-06-11,27.09000015258789
2021-06-14,27.56999969482422
2021-06-15,27.040000915527344
2021-06-16,27.6200008392334
2021-06-17,26.43000030517578
2021-06-18,25.719999313354492
2021-06-21,24.75
2021-06-22,23.229999542236328
2021-06-23,22.799999237060547
2021-06-24,22.56999969482422
2021-06-25,23.479999542236328
2021-06-28,22.8799991607666
2021-06-29,21.709999084472656
2021-06-30,19.889999389648438
2021-07-01,20.030000686645508
2021-07-02,19.360000610351562
2021-07-06,19.139999389648438
2021-07-07,18.81999969482422
2021-07-08,18.309999465942383
2021-07-09,18.549999237060547
2021-07-12,18.8799991607666
2021-07-13,18.81999969482422
2021-07-14,17.350000381469727
2021-07-15,17.8799991607666
2021-07-16,17.75
2021-07-19,17.959999084472656
2021-07-20,17.739999771118164
2021-07-21,18.049999237060547
2021-07-22,17.649999618530273
2021-07-23,18.290000915527344
2021-07-26,16.950000762939453
2021-07-27,15.359999656677246
2021-07-28,15.489999771118164
2021-07-29,16.440000534057617
2021-07-30,15.479999542236328
2021-08-02,15.869999885559082
2021-08-03,15.850000381469727
2021-08-04,15.6899995803833
2021-08-05,15.720000267028809
2021-08-06,15.300000190734863
2021-08-09,15.829999923706055
2021-08-10,16.809999465942383
2021-08-11,16.950000762939453
2021-08-12,16.65999984741211
2021-08-13,16.510000228881836
2021-08-16,16.350000381469727
2021-08-17,15.859999656677246
2021-08-18,15.5
2021-08-19,15.050000190734863
2021-08-20,14.960000038146973
2021-08-23,17.06999969482422
2021-08-24,15.949999809265137
2021-08-25,16.489999771118164
2021-08-26,16.049999237060547
2021-08-27,17.420000076293945
2021-08-30,15.140000343322754
2021-08-31,15.720000267028809
2021-09-01,15.859999656677246
2021-09-02,17.020000457763672
2021-09-03,17.700000762939453
2021-09-07,17.600000381469727
2021-09-08,18.31999969482422
2021-09-09,17.110000610351562
2021-09-10,16.979999542236328
2021-09-13,16.3799991607666
2021-09-14,16.170000076293945
2021-09-15,15.640000343322754
2021-09-16,15.979999542236328
2021-09-17,16.170000076293945
2021-09-20,15.5600004196167
2021-09-21,15.630000114440918
2021-09-22,15.020000457763672
2021-09-23,15.210000038146973
2021-09-24,15.9399995803833
2021-09-27,15.59000015258789
2021-09-28,14.380000114440918
2021-09-29,13.989999771118164
2021-09-30,14.6899995803833
2021-10-01,14.989999771118164
2021-10-04,15.359999656677246
2021-10-05,15.09000015258789
2021-10-06,14.710000038146973
2021-10-07,15.229999542236328
2021-10-08,14.670000076293945
2021-10-11,14.369999885559082
2021-10-12,14.260000228881836
2021-10-13,14.300000190734863
2021-10-14,14.619999885559082
2021-10-15,14.25
2021-10-18,13.640000343322754
2021-10-19,13.90999984741211
2021-10-20,14.510000228881836
2021-10-21,14.609999656677246
2021-10-22,14.770000457763672
2021-10-25,15.100000381469727
2021-10-26,15.010000228881836
2021-10-27,15.470000267028809
2021-10-28,15.5
2021-10-29,15.680000305175781
2021-11-01,15.869999885559082
2021-11-02,16.6299991607666
2021-11-03,16.799999237060547
2021-11-04,17.75
2021-11-05,17.940000534057617
2021-11-08,18.06999969482422
2021-11-09,18.90999984741211
2021-11-10,18.93000030517578
2021-11-11,20.290000915527344
