Date,RMAX
2013-10-02,20.632272720336914
2013-10-03,23.085216522216797
2013-10-04,24.18560791015625
2013-10-07,23.55900001525879
2013-10-08,21.77851676940918
2013-10-09,22.1529483795166
2013-10-10,22.75662612915039
2013-10-11,22.443334579467773
2013-10-14,22.81777000427246
2013-10-15,22.802488327026367
2013-10-16,22.90946388244629
2013-10-17,22.336347579956055
2013-10-18,22.42804527282715
2013-10-21,21.870208740234375
2013-10-22,21.763225555419922
2013-10-23,21.381145477294922
2013-10-24,22.48917579650879
2013-10-25,22.206439971923828
2013-10-28,21.656246185302734
2013-10-29,21.32765769958496
2013-10-30,21.029640197753906
2013-10-31,21.549264907836914
2013-11-01,21.13662338256836
2013-11-04,22.099456787109375
2013-11-05,22.443334579467773
2013-11-06,22.13001823425293
2013-11-07,21.671533584594727
2013-11-08,21.083126068115234
2013-11-11,20.86916160583496
2013-11-12,21.34294319152832
2013-11-13,21.595115661621094
2013-11-14,21.20539093017578
2013-11-15,22.34398651123047
2013-11-18,22.619089126586914
2013-11-19,22.527387619018555
2013-11-20,22.19879150390625
2013-11-21,22.825416564941406
2013-11-22,23.016448974609375
2013-11-25,22.81012535095215
2013-11-26,23.146352767944336
2013-11-27,23.520795822143555
2013-11-29,23.215129852294922
2013-12-02,22.88654327392578
2013-12-03,23.001163482666016
2013-12-04,22.924747467041016
2013-12-05,22.855972290039062
2013-12-06,22.16058921813965
2013-12-09,22.779558181762695
2013-12-10,22.603803634643555
2013-12-11,22.535032272338867
2013-12-12,22.122385025024414
2013-12-13,21.213035583496094
2013-12-16,22.680225372314453
2013-12-17,22.833051681518555
2013-12-18,23.65833854675293
2013-12-19,22.56559944152832
2013-12-20,23.47494125366211
2013-12-23,24.59825325012207
2013-12-24,24.674673080444336
2013-12-26,24.277307510375977
2013-12-27,24.880998611450195
2013-12-30,24.346084594726562
2013-12-31,24.506555557250977
2014-01-02,24.590618133544922
2014-01-03,24.52947998046875
2014-01-06,23.71183204650879
2014-01-07,23.68890953063965
2014-01-08,23.55900001525879
2014-01-09,23.62777328491211
2014-01-10,23.772960662841797
2014-01-13,23.314472198486328
2014-01-14,23.38324546813965
2014-01-15,24.093915939331055
2014-01-16,23.337398529052734
2014-01-17,21.839641571044922
2014-01-21,22.894184112548828
2014-01-22,23.81881332397461
2014-01-23,23.536081314086914
2014-01-24,22.84833526611328
2014-01-27,22.02304458618164
2014-01-28,22.137662887573242
2014-01-29,22.1529483795166
2014-01-30,22.863618850708008
2014-01-31,22.282854080200195
2014-02-03,22.000118255615234
2014-02-04,22.18351173400879
2014-02-05,22.11473846435547
2014-02-06,22.09181785583496
2014-02-07,22.282854080200195
2014-02-10,22.11473846435547
2014-02-11,22.137662887573242
2014-02-12,22.420406341552734
2014-02-13,22.718425750732422
2014-02-14,22.81777000427246
2014-02-18,22.90181541442871
2014-02-19,22.741348266601562
2014-02-20,22.741348266601562
2014-02-21,22.871253967285156
2014-02-24,23.704191207885742
2014-02-25,23.131072998046875
2014-02-26,23.38324546813965
2014-02-27,23.467302322387695
2014-02-28,23.398529052734375
2014-03-03,23.314472198486328
2014-03-04,23.68890953063965
2014-03-05,23.9105224609375
2014-03-06,24.155046463012695
2014-03-07,24.29258918762207
2014-03-10,24.19325828552246
2014-03-11,23.872303009033203
2014-03-12,24.13212013244629
2014-03-13,23.98693084716797
2014-03-14,24.13212013244629
2014-03-17,24.19325828552246
2014-03-18,24.330793380737305
2014-03-19,24.078628540039062
2014-03-20,24.460704803466797
2014-03-21,24.460704803466797
2014-03-24,24.1397647857666
2014-03-25,23.635417938232422
2014-03-26,23.34503746032715
2014-03-27,23.253337860107422
2014-03-28,22.252294540405273
2014-03-31,22.030683517456055
2014-04-01,22.382192611694336
2014-04-02,22.430435180664062
2014-04-03,22.399810791015625
