Date,LCID
2020-09-18,98.9000015258789
2020-09-21,98.5999984741211
2020-09-22,98.80000305175781
2020-09-23,98.5
2020-09-24,97.69999694824219
2020-09-25,98.0999984741211
2020-09-28,98.30000305175781
2020-09-29,97.80000305175781
2020-09-30,97.80000305175781
2020-10-01,97.5999984741211
2020-10-02,97.4000015258789
2020-10-05,97.0999984741211
2020-10-06,96.80000305175781
2020-10-07,97.0999984741211
2020-10-08,97.16999816894531
2020-10-09,97.5
2020-10-12,97.30000305175781
2020-10-13,97.0
2020-10-14,96.80000305175781
2020-10-15,96.80000305175781
2020-10-16,96.80000305175781
2020-10-19,96.80000305175781
2020-10-20,96.69999694824219
2020-10-21,96.5999984741211
2020-10-22,96.5
2020-10-23,96.30000305175781
2020-10-26,96.5
2020-10-27,96.5
2020-10-28,96.5
2020-10-29,96.5
2020-10-30,96.30000305175781
2020-11-02,96.30000305175781
2020-11-03,96.9000015258789
2020-11-04,96.9000015258789
2020-11-05,97.69999694824219
2020-11-06,97.19999694824219
2020-11-09,96.69999694824219
2020-11-10,97.0
2020-11-11,96.80000305175781
2020-11-12,97.0
2020-11-13,96.9000015258789
2020-11-16,97.0
2020-11-17,97.0999984741211
2020-11-18,97.4000015258789
2020-11-19,97.19999694824219
2020-11-20,97.0999984741211
2020-11-23,97.5
2020-11-24,97.5999984741211
2020-11-25,97.5999984741211
2020-11-27,98.30000305175781
2020-11-30,98.80000305175781
2020-12-01,98.80000305175781
2020-12-02,98.69999694824219
2020-12-03,98.69999694824219
2020-12-04,98.80000305175781
2020-12-07,99.4000015258789
2020-12-08,98.5999984741211
2020-12-09,99.19999694824219
2020-12-10,99.0999984741211
2020-12-11,99.4000015258789
2020-12-14,99.80000305175781
2020-12-15,99.69999694824219
2020-12-16,99.44999694824219
2020-12-17,99.69999694824219
2020-12-18,99.5999984741211
2020-12-21,99.69999694824219
2020-12-22,100.0
2020-12-23,100.30000305175781
2020-12-24,100.4000015258789
2020-12-28,100.80000305175781
2020-12-29,100.5999984741211
2020-12-30,100.69999694824219
2020-12-31,100.0999984741211
2021-01-04,100.4000015258789
2021-01-05,100.19999694824219
2021-01-06,100.0999984741211
2021-01-07,100.30000305175781
2021-01-08,100.30000305175781
2021-01-11,132.0
2021-01-12,141.5
2021-01-13,167.1999969482422
2021-01-14,173.60000610351562
2021-01-15,183.60000610351562
2021-01-19,179.0
2021-01-20,180.60000610351562
2021-01-21,178.10000610351562
2021-01-22,223.5
2021-01-25,249.5
2021-01-26,244.39999389648438
2021-01-27,211.5
2021-01-28,223.3000030517578
2021-01-29,228.8000030517578
2021-02-01,252.0
2021-02-02,321.3999938964844
2021-02-03,294.8999938964844
2021-02-04,302.20001220703125
2021-02-05,346.5
2021-02-08,328.79998779296875
2021-02-09,333.1000061035156
2021-02-10,328.70001220703125
2021-02-11,315.0
2021-02-12,399.79998779296875
2021-02-16,527.0
2021-02-17,562.2999877929688
2021-02-18,580.5
2021-02-19,529.4000244140625
2021-02-22,573.7000122070312
2021-02-23,352.1000061035156
2021-02-24,287.0
2021-02-25,278.20001220703125
2021-02-26,307.5
2021-03-01,306.29998779296875
2021-03-02,277.70001220703125
2021-03-03,242.0
2021-03-04,243.39999389648438
2021-03-05,244.0
2021-03-08,220.89999389648438
2021-03-09,244.60000610351562
2021-03-10,247.0
2021-03-11,268.3999938964844
2021-03-12,267.70001220703125
2021-03-15,286.8999938964844
2021-03-16,311.0
2021-03-17,295.0
2021-03-18,269.0
2021-03-19,268.79998779296875
2021-03-22,261.5
2021-03-23,240.5
2021-03-24,225.60000610351562
2021-03-25,240.3000030517578
2021-03-26,230.1999969482422
2021-03-29,213.5
2021-03-30,235.10000610351562
2021-03-31,231.8000030517578
2021-04-01,237.8000030517578
2021-04-05,230.0
2021-04-06,244.60000610351562
2021-04-07,228.1999969482422
2021-04-08,231.60000610351562
2021-04-09,229.6999969482422
2021-04-12,220.3000030517578
2021-04-13,220.89999389648438
2021-04-14,217.3000030517578
2021-04-15,201.1999969482422
2021-04-16,195.1999969482422
2021-04-19,195.39999389648438
2021-04-20,184.5
2021-04-21,198.89999389648438
2021-04-22,196.60000610351562
2021-04-23,205.5
2021-04-26,238.6999969482422
2021-04-27,227.39999389648438
2021-04-28,230.39999389648438
2021-04-29,220.6999969482422
2021-04-30,210.89999389648438
2021-05-03,199.10000610351562
2021-05-04,191.6999969482422
2021-05-05,191.8000030517578
2021-05-06,189.60000610351562
2021-05-07,192.8000030517578
2021-05-10,186.39999389648438
2021-05-11,186.0
2021-05-12,178.0
2021-05-13,172.5
2021-05-14,179.39999389648438
2021-05-17,183.10000610351562
2021-05-18,193.8000030517578
2021-05-19,189.6999969482422
2021-05-20,197.89999389648438
2021-05-21,198.10000610351562
2021-05-24,194.0
2021-05-25,202.8000030517578
2021-05-26,199.89999389648438
2021-05-27,198.8000030517578
2021-05-28,197.1999969482422
2021-06-01,215.60000610351562
2021-06-02,235.60000610351562
2021-06-03,229.60000610351562
2021-06-04,239.5
2021-06-07,265.0
2021-06-08,266.3999938964844
2021-06-09,264.8999938964844
2021-06-10,253.8000030517578
2021-06-11,251.39999389648438
2021-06-14,241.1999969482422
2021-06-15,226.10000610351562
2021-06-16,240.39999389648438
2021-06-17,235.5
2021-06-18,234.0
2021-06-21,229.60000610351562
2021-06-22,234.1999969482422
2021-06-23,250.60000610351562
2021-06-24,248.5
2021-06-25,251.8000030517578
2021-06-28,270.0
2021-06-29,263.20001220703125
2021-06-30,288.20001220703125
2021-07-01,277.20001220703125
2021-07-02,270.20001220703125
2021-07-06,263.79998779296875
2021-07-07,255.1999969482422
2021-07-08,249.60000610351562
2021-07-09,255.5
2021-07-12,268.5
2021-07-13,259.1000061035156
2021-07-14,237.89999389648438
2021-07-15,229.60000610351562
2021-07-16,227.89999389648438
2021-07-19,222.0
2021-07-20,242.8000030517578
2021-07-21,234.3000030517578
2021-07-22,229.0
2021-07-23,242.5
2021-07-26,268.29998779296875
2021-07-27,251.8000030517578
2021-07-28,240.8000030517578
2021-07-29,233.5
2021-07-30,237.1999969482422
2021-08-02,237.6999969482422
2021-08-03,235.8000030517578
2021-08-04,226.3000030517578
2021-08-05,227.5
2021-08-06,233.8000030517578
2021-08-09,235.0
2021-08-10,244.60000610351562
2021-08-11,244.6999969482422
2021-08-12,238.5
2021-08-13,234.8000030517578
2021-08-16,228.3000030517578
2021-08-17,225.60000610351562
2021-08-18,225.5
2021-08-19,217.10000610351562
2021-08-20,216.6999969482422
2021-08-23,216.5
2021-08-24,228.3000030517578
2021-08-25,218.10000610351562
2021-08-26,214.8000030517578
2021-08-27,210.3000030517578
2021-08-30,206.3000030517578
2021-08-31,199.60000610351562
2021-09-01,177.89999389648438
2021-09-02,186.60000610351562
2021-09-03,195.60000610351562
2021-09-07,198.89999389648438
2021-09-08,189.3000030517578
2021-09-09,198.5
2021-09-10,199.3000030517578
2021-09-13,200.60000610351562
2021-09-14,189.5
2021-09-15,199.10000610351562
2021-09-16,211.6999969482422
2021-09-17,229.60000610351562
2021-09-20,240.6999969482422
2021-09-21,268.1000061035156
2021-09-22,249.5
2021-09-23,254.1999969482422
2021-09-24,254.3000030517578
2021-09-27,258.8999938964844
2021-09-28,245.39999389648438
2021-09-29,262.79998779296875
2021-09-30,253.8000030517578
2021-10-01,246.10000610351562
2021-10-04,241.39999389648438
2021-10-05,240.1999969482422
2021-10-06,242.89999389648438
2021-10-07,243.8000030517578
2021-10-08,232.3000030517578
2021-10-11,228.6999969482422
2021-10-12,230.60000610351562
2021-10-13,225.89999389648438
2021-10-14,240.10000610351562
2021-10-15,240.8000030517578
2021-10-18,253.39999389648438
2021-10-19,247.3000030517578
2021-10-20,242.39999389648438
2021-10-21,244.60000610351562
2021-10-22,241.10000610351562
2021-10-25,268.5
2021-10-26,263.79998779296875
2021-10-27,270.20001220703125
2021-10-28,354.79998779296875
2021-10-29,369.8999938964844
2021-11-01,365.29998779296875
2021-11-02,351.29998779296875
2021-11-03,365.45001220703125
2021-11-04,371.20001220703125
2021-11-05,418.0
2021-11-08,459.20001220703125
2021-11-09,447.79998779296875
2021-11-10,407.5
2021-11-11,449.79998779296875
2021-11-12,439.29998779296875
2021-11-15,448.79998779296875
2021-11-16,555.2000122070312
2021-11-17,525.5
2021-11-18,470.5
2021-11-19,552.0999755859375
2021-11-22,511.20001220703125
2021-11-23,524.4000244140625
2021-11-24,525.7000122070312
2021-11-26,517.2000122070312
2021-11-29,550.5999755859375
2021-11-30,529.7999877929688
2021-12-01,511.3999938964844
2021-12-02,484.1000061035156
2021-12-03,472.70001220703125
2021-12-06,448.6000061035156
2021-12-07,438.79998779296875
2021-12-08,447.20001220703125
2021-12-09,365.20001220703125
2021-12-10,376.6000061035156
2021-12-13,391.5
2021-12-14,408.70001220703125
2021-12-15,408.1000061035156
2021-12-16,400.5
2021-12-17,400.1000061035156
2021-12-20,379.8999938964844
2021-12-21,380.20001220703125
2021-12-22,387.0
2021-12-23,376.3999938964844
2021-12-27,386.3999938964844
2021-12-28,369.79998779296875
2021-12-29,369.70001220703125
2021-12-30,387.5
2021-12-31,380.5
