Date,PII
2010-01-04,15.08444595336914
2010-01-05,15.091263771057129
2010-01-06,15.572137832641602
2010-01-07,15.364105224609375
2010-01-08,15.411846160888672
2010-01-11,15.411846160888672
2010-01-12,15.289072036743164
2010-01-13,15.531211853027344
2010-01-14,15.422074317932129
2010-01-15,15.24131965637207
2010-01-19,15.374330520629883
2010-01-20,15.25156307220459
2010-01-21,15.081032752990723
2010-01-22,14.521717071533203
2010-01-25,14.586520195007324
2010-01-26,14.54900074005127
2010-01-27,14.767267227172852
2010-01-28,15.569314956665039
2010-01-29,15.21821117401123
2010-02-01,15.373101234436035
2010-02-02,15.417856216430664
2010-02-03,15.51080322265625
2010-02-04,15.094278335571289
2010-02-05,15.063302040100098
2010-02-08,14.787920951843262
2010-02-09,14.973811149597168
2010-02-10,14.781038284301758
2010-02-11,15.001344680786133
2010-02-12,15.080517768859863
2010-02-16,15.287052154541016
2010-02-17,15.304266929626465
2010-02-18,15.379995346069336
2010-02-19,15.43162727355957
2010-02-22,15.379995346069336
2010-02-23,15.376555442810059
2010-02-24,15.645047187805176
2010-02-25,15.789621353149414
2010-02-26,15.744869232177734
2010-03-01,16.140731811523438
2010-03-02,16.36103630065918
2010-03-03,16.409225463867188
2010-03-04,16.571020126342773
2010-03-05,17.173412322998047
2010-03-08,17.30421257019043
2010-03-09,17.703514099121094
2010-03-10,17.7000675201416
2010-03-11,17.7000675201416
2010-03-12,17.64154815673828
2010-03-15,17.77235984802246
2010-03-16,18.37820053100586
2010-03-17,18.44015121459961
2010-03-18,18.157886505126953
2010-03-19,17.903160095214844
2010-03-22,18.082168579101562
2010-03-23,18.016759872436523
2010-03-24,17.813674926757812
2010-03-25,17.686304092407227
2010-03-26,17.631221771240234
2010-03-29,17.892837524414062
2010-03-30,18.04085922241211
2010-03-31,17.61057472229004
2010-04-01,17.786128997802734
2010-04-05,18.519329071044922
2010-04-06,18.515888214111328
2010-04-07,18.29557991027832
2010-04-08,18.23362159729004
2010-04-09,18.808481216430664
2010-04-12,18.770614624023438
2010-04-13,18.79126739501953
2010-04-14,19.262855529785156
2010-04-15,19.362682342529297
2010-04-16,19.338584899902344
2010-04-19,19.579540252685547
2010-04-20,20.615657806396484
2010-04-21,22.326465606689453
2010-04-22,22.026987075805664
2010-04-23,21.631122589111328
2010-04-26,21.455575942993164
2010-04-27,20.698270797729492
2010-04-28,21.0046329498291
2010-04-29,21.434293746948242
2010-04-30,20.50222396850586
2010-05-03,21.153623580932617
2010-05-04,20.283920288085938
2010-05-05,19.92356300354004
2010-05-06,19.53202247619629
2010-05-07,18.908334732055664
2010-05-10,20.231943130493164
2010-05-11,20.16264533996582
2010-05-12,20.762081146240234
2010-05-13,20.1141414642334
2010-05-14,19.715669631958008
2010-05-17,20.0864200592041
2010-05-18,19.75031852722168
2010-05-19,19.881988525390625
2010-05-20,19.6186466217041
2010-05-21,19.86812400817871
2010-05-24,20.2215576171875
2010-05-25,20.093351364135742
2010-05-26,19.972082138061523
2010-05-27,20.810596466064453
2010-05-28,20.339357376098633
2010-06-01,20.055234909057617
2010-06-02,20.810596466064453
2010-06-03,20.796735763549805
2010-06-04,19.92356300354004
2010-06-07,18.856361389160156
2010-06-08,19.48697853088379
2010-06-09,20.08296012878418
2010-06-10,20.536865234375
2010-06-11,20.85910987854004
2010-06-14,21.0670108795166
2010-06-15,21.50705909729004
2010-06-16,21.09819793701172
2010-06-17,21.33727264404297
2010-06-18,21.084327697753906
2010-06-21,20.803668975830078
2010-06-22,20.249271392822266
2010-06-23,20.128005981445312
2010-06-24,19.625581741333008
2010-06-25,19.927030563354492
2010-06-28,20.148786544799805
2010-06-29,19.45926284790039
2010-06-30,18.9256534576416
2010-07-01,18.700429916381836
2010-07-02,18.38512420654297
2010-07-06,18.23958969116211
