Date,FTAI
2015-05-14,7.372840881347656
2015-05-15,7.177676677703857
2015-05-18,7.134304046630859
2015-05-19,7.329469203948975
2015-05-20,7.177676677703857
2015-05-21,7.155991554260254
2015-05-22,7.155991554260254
2015-05-26,7.164666175842285
2015-05-27,7.160331726074219
2015-05-28,7.155991554260254
2015-05-29,7.329469203948975
2015-06-01,7.437896251678467
2015-06-02,7.372840881347656
2015-06-03,7.364165782928467
2015-06-04,7.338145732879639
2015-06-05,7.3815155029296875
2015-06-08,7.407536029815674
2015-06-09,7.654745578765869
2015-06-10,7.940979957580566
2015-06-11,7.971340656280518
2015-06-12,7.867254257202148
2015-06-15,7.919300556182861
2015-06-16,7.958331108093262
2015-06-17,7.8065385818481445
2015-06-18,8.071090698242188
2015-06-19,8.02772045135498
2015-06-22,7.936646938323975
2015-06-23,8.235898971557617
2015-06-24,8.04507064819336
2015-06-25,7.854243278503418
2015-06-26,8.023386001586914
2015-06-29,7.906287670135498
2015-06-30,7.862918853759766
2015-07-01,7.988689422607422
2015-07-02,7.797861099243164
2015-07-06,7.971340656280518
2015-07-07,7.867254257202148
2015-07-08,7.719797134399414
2015-07-09,7.741481781005859
2015-07-10,7.698110580444336
2015-07-13,7.8065385818481445
2015-07-14,7.802198886871338
2015-07-15,7.8065385818481445
2015-07-16,7.698110580444336
2015-07-17,7.719797134399414
2015-07-20,7.728470802307129
2015-07-21,7.741481781005859
2015-07-22,7.763169288635254
2015-07-23,7.8065385818481445
2015-07-24,7.702451705932617
2015-07-27,7.598363399505615
2015-07-28,7.333807945251465
2015-07-29,7.78485107421875
2015-07-30,7.732807159423828
2015-07-31,7.620048522949219
2015-08-03,7.559329509735107
2015-08-04,7.394527435302734
2015-08-05,7.273089408874512
2015-08-06,6.895772457122803
2015-08-07,6.852403163909912
2015-08-10,6.791686058044434
2015-08-11,6.657243251800537
2015-08-12,6.288599014282227
2015-08-13,6.41437292098999
2015-08-14,6.4707536697387695
2015-08-17,6.462077617645264
2015-08-18,6.25823974609375
2015-08-19,6.1749725341796875
2015-08-20,6.3108320236206055
2015-08-21,6.034731864929199
2015-08-24,6.069793224334717
2015-08-25,5.9602274894714355
2015-08-26,5.894491672515869
2015-08-27,5.9602274894714355
2015-08-28,5.8506646156311035
2015-08-31,5.925168991088867
2015-09-01,6.069793224334717
2015-09-02,5.912023067474365
2015-09-03,5.8156046867370605
2015-09-04,5.758633613586426
2015-09-08,5.688512802124023
2015-09-09,5.425563812255859
2015-09-10,5.578949451446533
2015-09-11,5.403648376464844
2015-09-14,5.386118412017822
2015-09-15,5.451858043670654
2015-09-16,5.381736755371094
2015-09-17,5.491298198699951
2015-09-18,5.679747581481934
2015-09-21,5.526358604431152
2015-09-22,5.403648376464844
2015-09-23,5.55265474319458
2015-09-24,5.609628200531006
2015-09-25,5.478151321411133
2015-09-28,5.381736755371094
2015-09-29,5.631540298461914
2015-09-30,5.622775077819824
2015-10-01,5.640305519104004
2015-10-02,5.872578144073486
2015-10-05,5.98652458190918
2015-10-06,6.135531425476074
2015-10-07,6.525574684143066
2015-10-08,6.477368354797363
2015-10-09,6.569399356842041
2015-10-12,6.477368354797363
2015-10-13,6.442306995391846
2015-10-14,6.442306995391846
2015-10-15,6.420395374298096
2015-10-16,6.380951881408691
2015-10-19,6.398481845855713
2015-10-20,6.249475955963135
2015-10-21,6.148678302764893
2015-10-22,6.223180294036865
2015-10-23,6.196885108947754
2015-10-26,5.977757930755615
2015-10-27,5.745486259460449
2015-10-28,5.723572731018066
2015-10-29,5.596479415893555
2015-10-30,5.653452396392822
2015-11-02,5.55265474319458
2015-11-03,5.653452396392822
2015-11-04,5.758633613586426
2015-11-05,5.570183753967285
2015-11-06,5.521977424621582
2015-11-09,5.342293739318848
2015-11-10,5.131932735443115
2015-11-11,5.149463176727295
2015-11-12,5.609628200531006
2015-11-13,5.438708782196045
2015-11-16,5.333527565002441
2015-11-17,5.206434726715088
2015-11-18,5.048663139343262
2015-11-19,5.436330318450928
2015-11-20,5.508453845977783
2015-11-23,5.2379913330078125
2015-11-24,5.24249792098999
2015-11-25,5.210942268371582
2015-11-27,5.224466323852539
2015-11-30,5.183897495269775
2015-12-01,5.134311199188232
2015-12-02,4.958510875701904
2015-12-03,4.832293510437012
2015-12-04,4.859338283538818
2015-12-07,4.345457077026367
2015-12-08,4.55281400680542
2015-12-09,4.55281400680542
2015-12-10,4.697061061859131
2015-12-11,4.570845603942871
2015-12-14,4.417581081390381
2015-12-15,4.408566474914551
2015-12-16,4.264318466186523
2015-12-17,4.381519317626953
2015-12-18,4.183180332183838
2015-12-21,4.354472637176514
2015-12-22,4.399550914764404
2015-12-23,4.845816135406494
2015-12-24,4.976541042327881
