Date,NJR
2010-01-04,11.211894035339355
2010-01-05,11.099448204040527
2010-01-06,11.034355163574219
2010-01-07,10.981085777282715
2010-01-08,10.892316818237305
2010-01-11,11.028433799743652
2010-01-12,10.989964485168457
2010-01-13,11.01363754272461
2010-01-14,11.058026313781738
2010-01-15,10.936701774597168
2010-01-19,11.078734397888184
2010-01-20,10.88935661315918
2010-01-21,10.794669151306152
2010-01-22,10.782829284667969
2010-01-25,10.927825927734375
2010-01-26,10.821298599243164
2010-01-27,10.892316818237305
2010-01-28,10.818344116210938
2010-01-29,10.797635078430176
2010-02-01,10.77099609375
2010-02-02,10.747321128845215
2010-02-03,10.554981231689453
2010-02-04,10.389272689819336
2010-02-05,10.294584274291992
2010-02-08,10.069694519042969
2010-02-09,10.120001792907715
2010-02-10,10.1998929977417
2010-02-11,10.45437240600586
2010-02-12,10.448456764221191
2010-02-16,10.560896873474121
2010-02-17,10.58753490447998
2010-02-18,10.673346519470215
2010-02-19,10.821298599243164
2010-02-22,10.904152870178223
2010-02-23,10.85384464263916
2010-02-24,10.907114028930664
2010-02-25,10.904152870178223
2010-02-26,10.7769136428833
2010-03-01,10.88048267364502
2010-03-02,11.04619026184082
2010-03-03,11.043229103088379
2010-03-04,11.06986141204834
2010-03-05,11.200058937072754
2010-03-08,11.058026313781738
2010-03-09,10.975174903869629
2010-03-10,10.945575714111328
2010-03-11,10.996353149414062
2010-03-12,11.050107955932617
2010-03-15,10.996353149414062
2010-03-16,11.121783256530762
2010-03-17,11.13671875
2010-03-18,11.157623291015625
2010-03-19,11.121783256530762
2010-03-22,11.17255687713623
2010-03-23,11.286042213439941
2010-03-24,11.220340728759766
2010-03-25,11.205411911010742
2010-03-26,11.20838737487793
2010-03-29,11.357717514038086
2010-03-30,11.32188606262207
2010-03-31,11.217351913452148
2010-04-01,11.36070728302002
2010-04-05,11.492112159729004
2010-04-06,11.638450622558594
2010-04-07,11.635464668273926
2010-04-08,11.462250709533691
2010-04-09,11.495095252990723
2010-04-12,11.551840782165527
2010-04-13,11.393555641174316
2010-04-14,11.324868202209473
2010-04-15,11.277080535888672
2010-04-16,11.250203132629395
2010-04-19,11.148665428161621
2010-04-20,11.217351913452148
2010-04-21,11.256175994873047
2010-04-22,11.244235038757324
2010-04-23,11.253192901611328
2010-04-26,11.17255687713623
2010-04-27,11.04115104675293
2010-04-28,11.214365005493164
2010-04-29,11.330839157104492
2010-04-30,11.268118858337402
2010-05-03,11.29798698425293
2010-05-04,11.13372802734375
2010-05-05,11.24124526977539
2010-05-06,10.978432655334473
2010-05-07,10.679780006408691
2010-05-10,11.112823486328125
2010-05-11,11.268118858337402
2010-05-12,11.363693237304688
2010-05-13,11.408489227294922
2010-05-14,11.262147903442383
2010-05-17,11.405505180358887
2010-05-18,11.262147903442383
2010-05-19,11.262147903442383
2010-05-20,10.629010200500488
2010-05-21,10.560321807861328
2010-05-24,10.605116844177246
2010-05-25,10.431900024414062
2010-05-26,10.455793380737305
2010-05-27,10.596158027648926
2010-05-28,10.587199211120605
2010-06-01,10.315423965454102
2010-06-02,10.473714828491211
2010-06-03,10.626028060913086
2010-06-04,10.24972152709961
2010-06-07,10.264653205871582
2010-06-08,10.369182586669922
2010-06-09,10.2228422164917
2010-06-10,10.40501880645752
2010-06-11,10.49851131439209
2010-06-14,10.604068756103516
2010-06-15,10.785026550292969
2010-06-16,10.884553909301758
2010-06-17,10.981066703796387
2010-06-18,11.014241218566895
2010-06-21,10.950906753540039
2010-06-22,10.785026550292969
2010-06-23,10.588990211486816
2010-06-24,10.592012405395508
2010-06-25,10.691537857055664
2010-06-28,10.809159278869629
2010-06-29,10.631213188171387
2010-06-30,10.616140365600586
2010-07-01,10.537718772888184
2010-07-02,10.516613960266113
2010-07-06,10.604068756103516
2010-07-07,10.938838958740234
2010-07-08,10.99312686920166
2010-07-09,11.05345344543457
2010-07-12,10.94186019897461
2010-07-13,11.086621284484863
2010-07-14,11.038369178771973
2010-07-15,10.99312686920166
2010-07-16,10.694552421569824
2010-07-19,10.815192222595215
2010-07-20,10.978049278259277
2010-07-21,10.778996467590332
2010-07-22,11.068530082702637
2010-07-23,11.213294982910156
2010-07-26,11.379171371459961
2010-07-27,11.575207710266113
2010-07-28,11.421396255493164
2010-07-29,11.300759315490723
2010-07-30,11.258536338806152
2010-08-02,11.466632843017578
2010-08-03,11.460604667663574
2010-08-04,11.710928916931152
2010-08-05,11.460604667663574
2010-08-06,11.523934364318848
2010-08-09,11.593301773071289
2010-08-10,11.57219123840332
2010-08-11,11.502825736999512
2010-08-12,11.523934364318848
2010-08-13,11.442508697509766
2010-08-16,11.424407958984375
2010-08-17,11.511873245239258
2010-08-18,11.421396255493164
2010-08-19,11.113768577575684
2010-08-20,11.08059024810791
2010-08-23,11.062495231628418
2010-08-24,11.032336235046387
2010-08-25,11.210280418395996
2010-08-26,11.207267761230469
2010-08-27,11.460604667663574
2010-08-30,11.15900707244873
2010-08-31,11.222342491149902
2010-09-01,11.487749099731445
2010-09-02,11.376153945922852
2010-09-03,11.523934364318848
2010-09-07,11.40028190612793
2010-09-08,11.336944580078125
2010-09-09,11.460604667663574
2010-09-10,11.532986640930176
2010-09-13,11.669920921325684
2010-09-14,11.636446952819824
2010-09-15,11.575586318969727
2010-09-16,11.411263465881348
2010-09-17,11.472125053405762
2010-09-20,11.745992660522461
2010-09-21,11.642529487609863
2010-09-22,11.636446952819824
2010-09-23,11.493430137634277
2010-09-24,11.84337043762207
2010-09-27,11.870756149291992
2010-09-28,11.898146629333496
2010-09-29,11.934662818908691
2010-09-30,11.934662818908691
2010-10-01,12.025951385498047
2010-10-04,11.919448852539062
2010-10-05,12.165926933288574
2010-10-06,12.12941837310791
2010-10-07,12.138542175292969
2010-10-08,12.181146621704102
2010-10-11,12.235918045043945
2010-10-12,12.123326301574707
2010-10-13,12.284608840942383
2010-10-14,12.33938217163086
2010-10-15,12.381982803344727
2010-10-18,12.470234870910645
2010-10-19,12.35764217376709
2010-10-20,12.409366607666016
2010-10-21,12.375900268554688
2010-10-22,12.360679626464844
2010-10-25,12.442840576171875
2010-10-26,12.315035820007324
2010-10-27,12.284608840942383
2010-10-28,12.363724708557129
2010-10-29,12.32112979888916
2010-11-01,12.18723201751709
2010-11-02,12.415459632873535
2010-11-03,12.415459632873535
2010-11-04,12.725841522216797
2010-11-05,12.646726608276367
2010-11-08,12.567608833312988
2010-11-09,12.531089782714844
2010-11-10,12.64976692199707
2010-11-11,12.63455581665039
2010-11-12,12.54326343536377
2010-11-15,12.640639305114746
2010-11-16,12.372856140136719
2010-11-17,12.397199630737305
2010-11-18,12.64976692199707
2010-11-19,12.686285018920898
2010-11-22,12.871908187866211
2010-11-23,12.914508819580078
2010-11-24,13.230984687805176
2010-11-26,13.142732620239258
2010-11-29,13.31618595123291
2010-11-30,13.118391036987305
2010-12-01,13.170124053955078
2010-12-02,13.063619613647461
2010-12-03,13.002755165100098
2010-12-06,12.987542152404785
2010-12-07,12.981451988220215
2010-12-08,13.002755165100098
2010-12-09,12.94494342803955
2010-12-10,13.182291984558105
2010-12-13,13.206838607788086
2010-12-14,13.320381164550781
2010-12-15,13.219118118286133
2010-12-16,13.360270500183105
2010-12-17,13.394021034240723
2010-12-20,13.366405487060547
2010-12-21,13.347991943359375
2010-12-22,13.329584121704102
2010-12-23,13.366405487060547
2010-12-27,13.421634674072266
2010-12-28,13.443114280700684
2010-12-29,13.47686767578125
2010-12-30,13.372544288635254
2010-12-31,13.228320121765137
2011-01-03,13.467660903930664
2011-01-04,13.351059913635254
2011-01-05,13.369475364685059
2011-01-06,13.326519012451172
2011-01-07,13.34492301940918
2011-01-10,13.347991943359375
2011-01-11,13.283552169799805
2011-01-12,13.347991943359375
2011-01-13,13.271280288696289
2011-01-14,13.486079216003418
2011-01-18,13.45232105255127
2011-01-19,13.246728897094727
2011-01-20,13.24980354309082
2011-01-21,13.151613235473633
2011-01-24,13.200709342956543
2011-01-25,13.206838607788086
2011-01-26,13.234453201293945
2011-01-27,13.154679298400879
2011-01-28,12.915334701538086
2011-01-31,12.875441551208496
2011-02-01,13.059554100036621
2011-02-02,12.66678524017334
2011-02-03,12.737356185913086
2011-02-04,12.700542449951172
2011-02-07,12.752707481384277
2011-02-08,12.68519401550293
2011-02-09,12.494951248168945
2011-02-10,12.519495010375977
2011-02-11,12.556318283081055
2011-02-14,12.596212387084961
2011-02-15,12.61768627166748
2011-02-16,12.633028984069824
2011-02-17,12.703611373901367
2011-02-18,12.798733711242676
2011-02-22,12.663717269897461
2011-02-23,12.571661949157715
2011-02-24,12.623821258544922
2011-02-25,12.84476089477539
2011-02-28,12.835554122924805
2011-03-01,12.804868698120117
2011-03-02,12.881575584411621
2011-03-03,13.11171817779541
2011-03-04,13.022734642028809
2011-03-07,13.028861999511719
2011-03-08,13.222187042236328
2011-03-09,13.240592002868652
2011-03-10,12.884650230407715
2011-03-11,12.859892845153809
2011-03-14,12.813467025756836
2011-03-15,12.646334648132324
2011-03-16,12.612285614013672
2011-03-17,12.643237113952637
2011-03-18,12.878457069396973
2011-03-21,13.020829200744629
2011-03-22,13.101301193237305
2011-03-23,13.008452415466309
2011-03-24,13.017739295959473
2011-03-25,13.05797290802002
2011-03-28,13.011543273925781
2011-03-29,13.129155158996582
2011-03-30,13.274624824523926
2011-03-31,13.293192863464355
2011-04-01,13.392231941223145
2011-04-04,13.45413589477539
2011-04-05,13.457226753234863
2011-04-06,13.553173065185547
2011-04-07,13.34890079498291
2011-04-08,13.243672370910645
2011-04-11,13.234387397766113
2011-04-12,12.887744903564453
2011-04-13,12.878457069396973
2011-04-14,12.952738761901855
2011-04-15,13.017739295959473
2011-04-18,12.853696823120117
2011-04-19,12.835127830505371
2011-04-20,13.110586166381836
2011-04-21,13.206531524658203
2011-04-25,13.088922500610352
2011-04-26,13.088922500610352
2011-04-27,13.271531105041504
2011-04-28,13.4293794631958
2011-04-29,13.550082206726074
2011-05-02,13.52223014831543
2011-05-03,13.506752014160156
2011-05-04,13.423185348510742
2011-05-05,13.481993675231934
