Date,ALB
2010-01-04,30.328414916992188
2010-01-05,30.27267837524414
2010-01-06,30.328414916992188
2010-01-07,30.113433837890625
2010-01-08,30.56728744506836
2010-01-11,30.431926727294922
2010-01-12,30.00993537902832
2010-01-13,30.312496185302734
2010-01-14,30.19305419921875
2010-01-15,30.169166564941406
2010-01-19,30.55135154724121
2010-01-20,30.224910736083984
2010-01-21,29.556066513061523
2010-01-22,28.7359619140625
2010-01-25,29.06241226196289
2010-01-26,29.755136489868164
2010-01-27,29.34906005859375
2010-01-28,29.0146427154541
2010-01-29,28.441364288330078
2010-02-01,28.86334991455078
2010-02-02,29.380908966064453
2010-02-03,29.165924072265625
2010-02-04,28.17859649658203
2010-02-05,27.995464324951172
2010-02-08,27.756580352783203
2010-02-09,28.12285804748535
2010-02-10,28.170631408691406
2010-02-11,28.560779571533203
2010-02-12,29.142045974731445
2010-02-16,30.025848388671875
2010-02-17,30.073612213134766
2010-02-18,30.153244018554688
2010-02-19,30.36026382446289
2010-02-22,30.368213653564453
2010-02-23,29.4366455078125
2010-02-24,29.364980697631836
2010-02-25,29.38886833190918
2010-02-26,29.850685119628906
2010-03-01,31.403329849243164
2010-03-02,32.11198043823242
2010-03-03,32.12790298461914
2010-03-04,32.08012390136719
2010-03-05,32.780799865722656
2010-03-08,32.84449768066406
2010-03-09,32.64544677734375
2010-03-10,32.908203125
2010-03-11,33.075984954833984
2010-03-12,33.50742721557617
2010-03-15,33.71513748168945
2010-03-16,34.03470230102539
2010-03-17,34.218467712402344
2010-03-18,34.23445129394531
2010-03-19,33.747093200683594
2010-03-22,34.39424514770508
2010-03-23,34.51408386230469
2010-03-24,33.962791442871094
2010-03-25,33.41953659057617
2010-03-26,33.131919860839844
2010-03-29,33.67517852783203
2010-03-30,33.978790283203125
2010-03-31,34.05867004394531
2010-04-01,34.250450134277344
2010-04-05,34.482120513916016
2010-04-06,34.84962463378906
2010-04-07,34.84163284301758
2010-04-08,34.89755630493164
2010-04-09,35.40088653564453
2010-04-12,34.76173782348633
2010-04-13,34.46614074707031
2010-04-14,35.56867218017578
2010-04-15,35.5606803894043
2010-04-16,35.07331466674805
2010-04-19,34.937496185302734
2010-04-20,35.31299591064453
2010-04-21,35.009395599365234
2010-04-22,35.08930587768555
2010-04-23,35.680519104003906
2010-04-26,35.784385681152344
2010-04-27,35.352962493896484
2010-04-28,36.14390563964844
2010-04-29,37.1425895690918
2010-04-30,36.479454040527344
2010-05-03,36.7510986328125
2010-05-04,35.496761322021484
2010-05-05,34.45814514160156
2010-05-06,32.5886344909668
2010-05-07,31.342287063598633
2010-05-10,34.07464599609375
2010-05-11,33.7630615234375
2010-05-12,34.72977828979492
2010-05-13,34.45014953613281
2010-05-14,33.54734802246094
2010-05-17,33.32365798950195
2010-05-18,33.5313835144043
2010-05-19,33.2118034362793
2010-05-20,31.893566131591797
2010-05-21,32.61259460449219
2010-05-24,32.38090515136719
2010-05-25,32.301002502441406
2010-05-26,33.115936279296875
2010-05-27,34.56999588012695
2010-05-28,34.40222930908203
2010-06-01,33.18783950805664
2010-06-02,34.23445129394531
2010-06-03,34.35429000854492
2010-06-04,32.796363830566406
2010-06-07,31.85360336303711
2010-06-08,31.42218780517578
2010-06-09,31.861600875854492
2010-06-10,33.41953659057617
2010-06-11,33.804298400878906
2010-06-14,33.700096130371094
2010-06-15,34.64599609375
2010-06-16,34.35742950439453
2010-06-17,34.10091018676758
2010-06-18,34.253211975097656
2010-06-21,34.44559097290039
2010-06-22,33.395469665527344
2010-06-23,33.195068359375
2010-06-24,32.48162841796875
2010-06-25,32.5217170715332
2010-06-28,32.994659423828125
2010-06-29,32.06480407714844
2010-06-30,31.832324981689453
2010-07-01,31.72810935974121
2010-07-02,31.423500061035156
2010-07-06,31.34332275390625
2010-07-07,32.762203216552734
2010-07-08,33.235145568847656
2010-07-09,33.291263580322266
2010-07-12,32.657989501953125
2010-07-13,33.86843490600586
2010-07-14,33.499691009521484
2010-07-15,33.61993408203125
