Date,AMKR
2010-01-04,6.891716003417969
2010-01-05,6.826347827911377
2010-01-06,6.732964992523193
2010-01-07,6.919731140136719
2010-01-08,6.845024108886719
2010-01-11,6.723625183105469
2010-01-12,6.490166187286377
2010-01-13,6.592888832092285
2010-01-14,6.555534362792969
2010-01-15,6.18200159072876
2010-01-19,6.322076797485352
2010-01-20,6.18200159072876
2010-01-21,6.013909816741943
2010-01-22,5.705743789672852
2010-01-25,5.715080738067627
2010-01-26,5.68706750869751
2010-01-27,5.724419593811035
2010-01-28,5.472283840179443
2010-01-29,5.313530921936035
2010-02-01,5.771111965179443
2010-02-02,5.743097305297852
2010-02-03,5.565668106079102
2010-02-04,5.229485988616943
2010-02-05,5.332208633422852
2010-02-08,5.388237953186035
2010-02-09,5.53765344619751
2010-02-10,5.920526027679443
2010-02-11,5.52831506729126
2010-02-12,5.677728652954102
2010-02-16,5.948540687561035
2010-02-17,5.948540687561035
2010-02-18,5.939202308654785
2010-02-19,5.948540687561035
2010-02-22,5.808464527130127
2010-02-23,5.61236047744751
2010-02-24,5.659051895141602
2010-02-25,5.659051895141602
2010-02-26,5.621697425842285
2010-03-01,5.892510414123535
2010-03-02,5.799127101898193
2010-03-03,5.948540687561035
2010-03-04,5.957878589630127
2010-03-05,6.163323402404785
2010-03-08,6.088616847991943
2010-03-09,6.135309219360352
2010-03-10,6.406120777130127
2010-03-11,6.303399085998535
2010-03-12,6.266044616699219
2010-03-15,6.191339015960693
2010-03-16,6.387443542480469
2010-03-17,6.443473815917969
2010-03-18,6.368768215179443
2010-03-19,6.18200159072876
2010-03-22,6.387443542480469
2010-03-23,6.452813148498535
2010-03-24,6.368768215179443
2010-03-25,6.434136390686035
2010-03-26,6.471489429473877
2010-03-29,6.6395792961120605
2010-03-30,6.714286804199219
2010-03-31,6.611564636230469
2010-04-01,6.555534362792969
2010-04-05,6.732964992523193
2010-04-06,6.817008972167969
2010-04-07,6.817008972167969
2010-04-08,6.779656410217285
2010-04-09,6.957084655761719
2010-04-12,7.031792163848877
2010-04-13,7.050468921661377
2010-04-14,7.657461166381836
2010-04-15,7.8348917961120605
2010-04-16,7.573416233062744
2010-04-19,7.489370822906494
2010-04-20,7.629447937011719
2010-04-21,7.676138877868652
2010-04-22,7.797540187835693
2010-04-23,7.946951389312744
2010-04-26,7.993644714355469
2010-04-27,7.704154014587402
2010-04-28,7.367973327636719
2010-04-29,7.367973327636719
2010-04-30,7.0411295890808105
2010-05-03,7.199882984161377
2010-05-04,6.704948425292969
2010-05-05,6.5088419914245605
2010-05-06,6.135309219360352
2010-05-07,6.088616847991943
2010-05-10,6.359429359436035
2010-05-11,6.415459156036377
2010-05-12,6.6769328117370605
2010-05-13,6.443473815917969
2010-05-14,6.275383949279785
2010-05-17,6.415459156036377
2010-05-18,6.116631984710693
2010-05-19,6.163323402404785
2010-05-20,5.976556777954102
2010-05-21,6.107293128967285
2010-05-24,5.976556777954102
2010-05-25,5.929864883422852
2010-05-26,5.873833656311035
2010-05-27,6.443473815917969
2010-05-28,6.359429359436035
2010-06-01,6.023247718811035
2010-06-02,6.331413745880127
2010-06-03,6.340753078460693
2010-06-04,5.995231628417969
2010-06-07,5.603021621704102
2010-06-08,5.649713516235352
2010-06-09,5.546990871429443
2010-06-10,5.84581995010376
2010-06-11,5.939202308654785
2010-06-14,5.920526027679443
2010-06-15,6.434136390686035
2010-06-16,6.322076797485352
2010-06-17,6.266044616699219
2010-06-18,6.266044616699219
2010-06-21,6.210014820098877
2010-06-22,6.004571437835693
2010-06-23,5.920526027679443
2010-06-24,5.733758449554443
2010-06-25,5.668389320373535
2010-06-28,5.68706750869751
2010-06-29,5.332208633422852
2010-06-30,5.14544153213501
2010-07-01,5.089412212371826
2010-07-02,4.911981582641602
2010-07-06,4.84661340713501
2010-07-07,5.089412212371826
2010-07-08,5.164119720458984
2010-07-09,5.276177883148193
2010-07-12,5.313530921936035
2010-07-13,5.50029993057251
2010-07-14,5.565668106079102
2010-07-15,5.453607082366943
2010-07-16,5.098750114440918
2010-07-19,5.117425918579102
2010-07-20,5.154779434204102
2010-07-21,5.005366325378418
2010-07-22,5.378900527954102
2010-07-23,5.509637355804443
2010-07-26,5.677728652954102
2010-07-27,5.621697425842285
2010-07-28,5.434930324554443
2010-07-29,5.416253566741943
2010-07-30,5.388237953186035
2010-08-02,5.425592422485352
2010-08-03,5.416253566741943
2010-08-04,5.434930324554443
2010-08-05,5.715080738067627
2010-08-06,5.631036281585693
2010-08-09,5.61236047744751
2010-08-10,5.34154748916626
2010-08-11,5.014703273773193
2010-08-12,5.061396598815918
2010-08-13,5.052056789398193
2010-08-16,4.977351188659668
2010-08-17,5.042718887329102
2010-08-18,5.229485988616943
2010-08-19,5.108087539672852
2010-08-20,5.220148086547852
2010-08-23,5.23882532119751
2010-08-24,5.052056789398193
2010-08-25,5.117425918579102
2010-08-26,4.902643203735352
2010-08-27,5.173456192016602
2010-08-30,4.865289211273193
2010-08-31,4.74389123916626
2010-09-01,4.89330530166626
2010-09-02,5.052056789398193
2010-09-03,5.434930324554443
2010-09-07,5.042718887329102
2010-09-08,5.089412212371826
2010-09-09,5.098750114440918
2010-09-10,5.033381462097168
2010-09-13,5.565668106079102
2010-09-14,5.53765344619751
2010-09-15,5.593682765960693
2010-09-16,5.668389320373535
2010-09-17,5.68706750869751
