Date,CTVA
2019-05-24,26.740293502807617
2019-05-28,26.523603439331055
2019-05-29,26.279251098632812
2019-05-30,26.555877685546875
2019-05-31,24.86847496032715
2019-06-03,22.87678337097168
2019-06-04,25.587692260742188
2019-06-05,25.827436447143555
2019-06-06,24.80392837524414
2019-06-07,24.259897232055664
2019-06-10,23.337818145751953
2019-06-11,23.00588035583496
2019-06-12,23.11652183532715
2019-06-13,23.02431297302246
2019-06-14,23.227174758911133
2019-06-17,23.92795181274414
2019-06-18,25.172758102416992
2019-06-19,25.034442901611328
2019-06-20,25.043668746948242
2019-06-21,25.089771270751953
2019-06-24,25.827436447143555
2019-06-25,25.51392936706543
2019-06-26,26.98003387451172
2019-06-27,27.26588249206543
2019-06-28,27.26588249206543
2019-07-01,27.367307662963867
2019-07-02,26.7310733795166
2019-07-03,26.555877685546875
2019-07-05,26.408344268798828
2019-07-08,25.606136322021484
2019-07-09,24.88690948486328
2019-07-10,24.435096740722656
2019-07-11,24.37055206298828
2019-07-12,25.44938087463379
2019-07-15,25.891984939575195
2019-07-16,25.689123153686523
2019-07-17,24.78548812866211
2019-07-18,24.573410034179688
2019-07-19,25.2557430267334
2019-07-22,25.596914291381836
2019-07-23,25.928865432739258
2019-07-24,26.113285064697266
2019-07-25,25.836658477783203
2019-07-26,26.26081085205078
2019-07-29,26.537437438964844
2019-07-30,26.982040405273438
2019-07-31,27.32475471496582
2019-08-01,28.945716857910156
2019-08-02,29.140235900878906
2019-08-05,27.695262908935547
2019-08-06,27.83420181274414
2019-08-07,28.380699157714844
2019-08-08,29.2791748046875
2019-08-09,29.29770278930664
2019-08-12,27.445175170898438
2019-08-13,27.417390823364258
2019-08-14,26.250293731689453
2019-08-15,26.32439422607422
2019-08-16,28.01019287109375
2019-08-19,28.315860748291016
2019-08-20,28.02872085571289
2019-08-21,28.325124740600586
2019-08-22,28.056509017944336
2019-08-23,26.907943725585938
2019-08-26,26.88015365600586
2019-08-27,26.61153793334961
2019-08-28,27.019092559814453
2019-08-29,27.519269943237305
2019-08-30,27.158031463623047
2019-09-03,26.148405075073242
2019-09-04,26.33365821838379
2019-09-05,26.3614501953125
2019-09-06,26.296606063842773
2019-09-09,26.63006591796875
2019-09-10,26.454072952270508
2019-09-11,27.111717224121094
2019-09-12,27.695262908935547
2019-09-13,27.899044036865234
2019-09-16,27.232133865356445
2019-09-17,26.843101501464844
2019-09-18,27.000566482543945
2019-09-19,26.991300582885742
2019-09-20,26.78752899169922
2019-09-23,26.75048065185547
2019-09-24,26.157669067382812
2019-09-25,26.120616912841797
2019-09-26,25.60190773010254
2019-09-27,25.75011444091797
2019-09-30,25.935367584228516
2019-10-01,25.518545150756836
2019-10-02,24.953529357910156
2019-10-03,24.897951126098633
2019-10-04,23.98094940185547
2019-10-07,24.082836151123047
2019-10-08,24.28661346435547
2019-10-09,24.24030303955078
2019-10-10,23.832748413085938
2019-10-11,24.694169998168945
2019-10-14,24.388505935668945
2019-10-15,24.731220245361328
2019-10-16,24.888689041137695
2019-10-17,24.796064376831055
2019-10-18,24.11989402770996
2019-10-21,23.619707107543945
2019-10-22,24.06431007385254
2019-10-23,23.721595764160156
2019-10-24,24.42555809020996
2019-10-25,24.759014129638672
2019-10-28,24.796064376831055
2019-10-29,24.80532455444336
2019-10-30,25.45370864868164
2019-10-31,24.434814453125
2019-11-01,24.24956703186035
2019-11-04,23.842012405395508
2019-11-05,23.767908096313477
2019-11-06,24.203250885009766
2019-11-07,24.221778869628906
2019-11-08,24.268091201782227
2019-11-11,24.768274307250977
2019-11-12,24.74974250793457
2019-11-13,23.82347869873047
2019-11-14,24.434814453125
2019-11-15,23.60118293762207
2019-11-18,23.60118293762207
2019-11-19,23.80495834350586
2019-11-20,23.13804817199707
2019-11-21,23.258464813232422
2019-11-22,23.656757354736328
2019-11-25,24.018003463745117
2019-11-26,23.97168731689453
2019-11-27,24.250967025756836
2019-11-29,24.223037719726562
2019-12-02,23.441043853759766
2019-12-03,22.947654724121094
2019-12-04,23.12453269958496
2019-12-05,23.105915069580078
2019-12-06,23.515531539916992
2019-12-09,23.990304946899414
2019-12-10,24.08340072631836
2019-12-11,24.390609741210938
2019-12-12,25.116741180419922
2019-12-13,24.660581588745117
2019-12-16,25.64737319946289
2019-12-17,24.921249389648438
2019-12-18,25.898731231689453
2019-12-19,25.79633140563965
2019-12-20,26.233871459960938
2019-12-23,26.68071746826172
2019-12-24,26.820356369018555
2019-12-26,27.174114227294922
2019-12-27,27.12757110595703
2019-12-30,26.866907119750977
2019-12-31,27.51856231689453
2020-01-02,26.755199432373047
2020-01-03,26.438678741455078
2020-01-06,26.40144157409668
2020-01-07,26.50384521484375
2020-01-08,26.71795654296875
2020-01-09,26.74588394165039
2020-01-10,26.392131805419922
2020-01-13,26.606245040893555
2020-01-14,26.662099838256836
2020-01-15,26.699342727661133
2020-01-16,27.202045440673828
2020-01-17,26.345579147338867
2020-01-21,25.898731231689453
2020-01-22,26.21524429321289
2020-01-23,26.4852237701416
2020-01-24,26.019750595092773
2020-01-27,25.284311294555664
2020-01-28,25.65668487548828
2020-01-29,25.88011360168457
2020-01-30,27.22066307067871
2020-01-31,26.922765731811523
2020-02-03,28.039894104003906
2020-02-04,28.812570571899414
2020-02-05,29.52008819580078
2020-02-06,29.408369064331055
2020-02-07,28.89635467529297
2020-02-10,28.486743927001953
2020-02-11,28.402957916259766
2020-02-12,28.803260803222656
2020-02-13,28.486743927001953
2020-02-14,28.589143753051758
2020-02-18,29.231496810913086
2020-02-19,29.34320831298828
2020-02-20,29.389753341674805
2020-02-21,29.06392478942871
2020-02-24,28.542600631713867
2020-02-25,26.42005729675293
2020-02-26,26.53177261352539
2020-02-27,25.405332565307617
2020-02-28,25.321550369262695
2020-03-02,26.415977478027344
2020-03-03,26.116649627685547
2020-03-04,27.033348083496094
2020-03-05,25.546045303344727
2020-03-06,23.665870666503906
2020-03-09,21.579910278320312
2020-03-10,24.236474990844727
2020-03-11,23.385251998901367
2020-03-12,20.897058486938477
2020-03-13,23.216875076293945
2020-03-16,19.400400161743164
2020-03-17,21.20574378967285
2020-03-18,20.176795959472656
2020-03-19,21.75763511657715
2020-03-20,21.07478904724121
2020-03-23,20.504186630249023
2020-03-24,20.88770294189453
2020-03-25,21.888595581054688
2020-03-26,22.580799102783203
2020-03-27,21.710866928100586
2020-03-30,22.534029006958008
2020-03-31,21.982133865356445
2020-04-01,21.056079864501953
2020-04-02,20.80351448059082
2020-04-03,21.158973693847656
2020-04-06,22.693044662475586
2020-04-07,22.94561004638672
2020-04-08,24.367427825927734
2020-04-09,26.12600326538086
2020-04-13,24.844486236572266
2020-04-14,24.73223876953125
2020-04-15,23.862308502197266
2020-04-16,23.5349178314209
2020-04-17,23.862308502197266
2020-04-20,23.03914451599121
2020-04-21,22.702402114868164
2020-04-22,23.329124450683594
2020-04-23,23.759414672851562
2020-04-24,24.57322120666504
2020-04-27,23.90907859802246
2020-04-28,24.498388290405273
2020-04-29,25.302837371826172
2020-04-30,24.498388290405273
2020-05-01,23.84360122680664
2020-05-04,23.77812385559082
2020-05-05,24.489032745361328
2020-05-06,23.39460563659668
2020-05-07,24.74159812927246
2020-05-08,24.301952362060547
2020-05-11,22.8052921295166
2020-05-12,21.7482852935791
2020-05-13,21.766990661621094
2020-05-14,21.936307907104492
2020-05-15,21.418949127197266
2020-05-18,22.585371017456055
2020-05-19,22.56655502319336
2020-05-20,23.60129165649414
2020-05-21,23.093326568603516
2020-05-22,23.083921432495117
2020-05-26,24.11865234375
2020-05-27,24.269153594970703
2020-05-28,25.388553619384766
2020-05-29,25.689559936523438
2020-06-01,25.2286376953125
2020-06-02,26.348031997680664
2020-06-03,26.808956146240234
2020-06-04,28.379863739013672
2020-06-05,28.83138656616211
2020-06-08,28.22936248779297
2020-06-09,27.83428192138672
2020-06-10,27.41098403930664
2020-06-11,25.492021560668945
2020-06-12,25.90591812133789
2020-06-15,25.18160629272461
2020-06-16,26.16930389404297
2020-06-17,25.727191925048828
2020-06-18,25.84947395324707
2020-06-19,25.52024269104004
2020-06-22,25.94354248046875
2020-06-23,25.79303550720215
2020-06-24,24.52313804626465
2020-06-25,24.645423889160156
2020-06-26,24.382038116455078
2020-06-29,24.588985443115234
2020-06-30,25.200416564941406
2020-07-01,25.435585021972656
2020-07-02,25.934131622314453
2020-07-06,25.896512985229492
2020-07-07,25.529647827148438
2020-07-08,24.32560157775879
2020-07-09,24.22212791442871
2020-07-10,25.040504455566406
2020-07-13,25.247451782226562
2020-07-14,25.47321319580078
2020-07-15,26.28218650817871
2020-07-16,26.263370513916016
2020-07-17,26.66785430908203
2020-07-20,26.075237274169922
2020-07-21,26.66785430908203
2020-07-22,26.959461212158203
2020-07-23,26.9688663482666
2020-07-24,26.827770233154297
2020-07-27,27.10055923461914
2020-07-28,26.51734733581543
2020-07-29,27.10055923461914
2020-07-30,26.79014778137207
2020-07-31,26.86539077758789
2020-08-03,26.827770233154297
2020-08-04,27.006492614746094
2020-08-05,26.855987548828125
2020-08-06,23.91170883178711
2020-08-07,23.817636489868164
2020-08-10,23.91170883178711
2020-08-11,25.191011428833008
2020-08-12,24.79593276977539
2020-08-13,25.448205947875977
2020-08-14,26.346263885498047
2020-08-17,26.251733779907227
2020-08-18,26.8472900390625
2020-08-19,26.99854278564453
2020-08-20,27.225418090820312
2020-08-21,26.88510513305664
2020-08-24,26.979642868041992
2020-08-25,27.0836238861084
2020-08-26,27.631912231445312
2020-08-27,27.688631057739258
2020-08-28,27.906055450439453
2020-08-31,26.989089965820312
2020-09-01,27.830429077148438
2020-09-02,28.482707977294922
2020-09-03,27.80206871032715
2020-09-04,27.716991424560547
2020-09-08,26.752758026123047
2020-09-09,27.168704986572266
2020-09-10,27.546829223632812
2020-09-11,27.433393478393555
2020-09-14,27.386127471923828
2020-09-15,27.839887619018555
2020-09-16,27.631912231445312
2020-09-17,27.96277618408203
2020-09-18,27.405029296875
2020-09-21,26.6771297454834
2020-09-22,26.554241180419922
2020-09-23,25.958683013916016
2020-09-24,26.119388580322266
2020-09-25,26.82838249206543
2020-09-28,27.386127471923828
2020-09-29,27.02690315246582
2020-09-30,27.234872817993164
2020-10-01,27.111982345581055
2020-10-02,27.764253616333008
2020-10-05,28.463802337646484
2020-10-06,28.44489288330078
2020-10-07,28.860836029052734
2020-10-08,30.562429428100586
2020-10-09,31.602283477783203
2020-10-12,31.75354766845703
2020-10-13,31.857528686523438
2020-10-14,31.970975875854492
2020-10-15,32.13167190551758
2020-10-16,32.21675109863281
2020-10-19,31.6873722076416
2020-10-20,31.261972427368164
2020-10-21,31.10126495361328
2020-10-22,31.318696975708008
2020-10-23,31.356504440307617
2020-10-26,30.92165184020996
2020-10-27,30.571884155273438
2020-10-28,30.118125915527344
2020-10-29,30.72313690185547
