Date,TRV
2010-01-04,34.43915557861328
2010-01-05,33.623268127441406
2010-01-06,33.14622116088867
2010-01-07,33.623268127441406
2010-01-08,33.57487106323242
2010-01-11,33.561058044433594
2010-01-12,33.775390625
2010-01-13,33.8929328918457
2010-01-14,34.072696685791016
2010-01-15,33.733909606933594
2010-01-19,34.17641067504883
2010-01-20,33.83070755004883
2010-01-21,33.84453582763672
2010-01-22,33.40203857421875
2010-01-25,33.80303955078125
2010-01-26,34.72952651977539
2010-01-27,35.19279098510742
2010-01-28,34.757198333740234
2010-01-29,35.03374481201172
2010-02-01,35.0475959777832
2010-02-02,35.32415771484375
2010-02-03,34.96461868286133
2010-02-04,34.38383102416992
2010-02-05,34.76409912109375
2010-02-08,33.913673400878906
2010-02-09,34.27320861816406
2010-02-10,34.356178283691406
2010-02-11,34.70878219604492
2010-02-12,34.881649017333984
2010-02-16,35.683692932128906
2010-02-17,35.780487060546875
2010-02-18,36.46498107910156
2010-02-19,36.561767578125
2010-02-22,36.67241287231445
2010-02-23,36.20225143432617
2010-02-24,36.499534606933594
2010-02-25,36.47188949584961
2010-02-26,36.36126708984375
2010-03-01,36.700050354003906
2010-03-02,36.84526062011719
2010-03-03,36.72770690917969
2010-03-04,37.02500915527344
2010-03-05,37.29467010498047
2010-03-08,37.42684555053711
2010-03-09,37.266845703125
2010-03-10,36.79379653930664
2010-03-11,37.30162811279297
2010-03-12,36.98163604736328
2010-03-15,36.68248748779297
2010-03-16,36.765960693359375
2010-03-17,36.86334991455078
2010-03-18,37.13466262817383
2010-03-19,37.1903190612793
2010-03-22,37.141624450683594
2010-03-23,37.496402740478516
2010-03-24,37.60771560668945
2010-03-25,37.62164306640625
2010-03-26,37.80946350097656
2010-03-29,38.094688415527344
2010-03-30,37.51728439331055
2010-03-31,37.524234771728516
2010-04-01,37.51033020019531
2010-04-05,37.099884033203125
2010-04-06,36.5850830078125
2010-04-07,36.522491455078125
2010-04-08,36.35552215576172
2010-04-09,36.45293045043945
2010-04-12,36.18854522705078
2010-04-13,36.32769012451172
2010-04-14,36.807708740234375
2010-04-15,36.786827087402344
2010-04-16,36.27204895019531
2010-04-19,37.00248718261719
2010-04-20,36.98857879638672
2010-04-21,36.73118209838867
2010-04-22,37.41988754272461
2010-04-23,37.13466262817383
2010-04-26,36.118988037109375
2010-04-27,35.152015686035156
2010-04-28,35.562461853027344
2010-04-29,35.77116394042969
2010-04-30,35.298095703125
2010-05-03,35.625064849853516
2010-05-04,34.78330993652344
2010-05-05,35.21461486816406
2010-05-06,34.6441764831543
2010-05-07,34.268531799316406
2010-05-10,34.84593200683594
2010-05-11,34.6302604675293
2010-05-12,34.91550064086914
2010-05-13,34.90156936645508
2010-05-14,34.866783142089844
2010-05-17,34.866783142089844
2010-05-18,34.6650505065918
2010-05-19,34.880706787109375
2010-05-20,33.68415451049805
2010-05-21,34.247657775878906
2010-05-24,33.732845306396484
2010-05-25,33.85808181762695
2010-05-26,33.39197540283203
2010-05-27,34.595489501953125
2010-05-28,34.414608001708984
2010-06-01,33.809391021728516
2010-06-02,34.6302604675293
2010-06-03,34.58851623535156
2010-06-04,33.816341400146484
2010-06-07,33.579811096191406
2010-06-08,34.4068603515625
2010-06-09,34.19660186767578
2010-06-10,35.03767013549805
2010-06-11,35.3320426940918
2010-06-14,35.07973098754883
2010-06-15,35.90677261352539
2010-06-16,35.62643051147461
2010-06-17,36.24319839477539
2010-06-18,35.990875244140625
2010-06-21,35.86471176147461
2010-06-22,35.75258255004883
2010-06-23,35.822662353515625
2010-06-24,35.42315673828125
2010-06-25,35.82967758178711
2010-06-28,35.79462814331055
2010-06-29,34.85544204711914
2010-06-30,34.519004821777344
2010-07-01,34.29472351074219
2010-07-02,34.0213737487793
2010-07-06,34.04941940307617
2010-07-07,35.0096435546875
2010-07-08,35.10776901245117
2010-07-09,35.8506965637207
2010-07-12,35.82967758178711
2010-07-13,35.88576126098633
2010-07-14,36.018924713134766
