Date,EPC
2010-01-04,40.33976364135742
2010-01-05,40.487892150878906
2010-01-06,41.041812896728516
2010-01-07,41.685909271240234
2010-01-08,42.2076301574707
2010-01-11,41.782527923583984
2010-01-12,41.196407318115234
2010-01-13,41.679466247558594
2010-01-14,41.38962936401367
2010-01-15,40.970951080322266
2010-01-19,41.4411506652832
2010-01-20,41.21574020385742
2010-01-21,39.17393112182617
2010-01-22,38.38167953491211
2010-01-25,38.07896423339844
2010-01-26,37.11927795410156
2010-01-27,36.98401641845703
2010-01-28,36.59755325317383
2010-01-29,35.747344970703125
2010-02-01,35.998538970947266
2010-02-02,37.228755950927734
2010-02-03,37.18367385864258
2010-02-04,36.211082458496094
2010-02-05,36.12736511230469
2010-02-08,35.91481399536133
2010-02-09,36.12736511230469
2010-02-10,35.412410736083984
2010-02-11,35.412410736083984
2010-02-12,35.29003143310547
2010-02-16,35.6765022277832
2010-02-17,36.04362106323242
2010-02-18,36.352787017822266
2010-02-19,36.462284088134766
2010-02-22,36.71349334716797
2010-02-23,36.101600646972656
2010-02-24,36.488059997558594
2010-02-25,37.36402893066406
2010-02-26,37.325374603271484
2010-03-01,37.8020133972168
2010-03-02,37.673187255859375
2010-03-03,38.1304931640625
2010-03-04,38.1304931640625
2010-03-05,37.943702697753906
2010-03-08,37.91795349121094
2010-03-09,38.23999786376953
2010-03-10,38.14338302612305
2010-03-11,38.13694763183594
2010-03-12,38.4267692565918
2010-03-15,38.562049865722656
2010-03-16,38.83900451660156
2010-03-17,38.954952239990234
2010-03-18,40.27532958984375
2010-03-19,40.1529655456543
2010-03-22,40.3719596862793
2010-03-23,40.816383361816406
2010-03-24,40.44281768798828
2010-03-25,40.01126480102539
2010-03-26,40.03703308105469
2010-03-29,40.848594665527344
2010-03-30,40.93875503540039
2010-03-31,40.42347717285156
2010-04-01,40.09498596191406
2010-04-05,40.57806396484375
2010-04-06,39.92108154296875
2010-04-07,39.87600326538086
2010-04-08,40.19160461425781
2010-04-09,40.33976364135742
2010-04-12,40.24312973022461
2010-04-13,39.94685363769531
2010-04-14,40.06278991699219
2010-04-15,39.69565200805664
2010-04-16,39.4702262878418
2010-04-19,39.444454193115234
2010-04-20,39.219024658203125
2010-04-21,39.04511642456055
2010-04-22,39.34141159057617
2010-04-23,39.02579116821289
2010-04-26,40.04990768432617
2010-04-27,38.25288772583008
2010-04-28,39.07731628417969
2010-04-29,39.82447814941406
2010-04-30,39.354278564453125
2010-05-03,39.219024658203125
2010-05-04,38.504085540771484
2010-05-05,37.679630279541016
2010-05-06,36.71349334716797
2010-05-07,35.28359603881836
2010-05-10,37.447757720947266
2010-05-11,37.11927795410156
2010-05-12,38.17557144165039
2010-05-13,37.50572967529297
2010-05-14,35.998538970947266
2010-05-17,36.70705032348633
2010-05-18,36.61687088012695
2010-05-19,36.36567687988281
2010-05-20,35.92768859863281
2010-05-21,36.62975311279297
2010-05-24,36.25617599487305
2010-05-25,35.6765022277832
2010-05-26,35.52834701538086
2010-05-27,36.642642974853516
2010-05-28,36.191768646240234
2010-06-01,35.63142013549805
2010-06-02,36.204654693603516
2010-06-03,36.58466720581055
2010-06-04,34.80051803588867
2010-06-07,34.1693115234375
2010-06-08,34.4140625
2010-06-09,34.43339157104492
2010-06-10,35.27714920043945
2010-06-11,35.412410736083984
2010-06-14,35.38020706176758
2010-06-15,36.217533111572266
2010-06-16,36.03719711303711
2010-06-17,35.959903717041016
2010-06-18,36.101600646972656
2010-06-21,35.225624084472656
2010-06-22,35.2320671081543
2010-06-23,34.542884826660156
2010-06-24,34.149986267089844
2010-06-25,33.66691207885742
2010-06-28,33.93744659423828
2010-06-29,32.80382537841797
2010-06-30,32.385154724121094
2010-07-01,32.294986724853516
2010-07-02,32.63636016845703
2010-07-06,32.050235748291016
2010-07-07,33.44791030883789
2010-07-08,33.78285217285156
2010-07-09,34.05980682373047
2010-07-12,33.69266891479492
2010-07-13,34.67170715332031
2010-07-14,35.154781341552734
2010-07-15,34.67170715332031
2010-07-16,33.4028434753418
2010-07-19,33.97608184814453
2010-07-20,34.45915985107422
2010-07-21,33.203155517578125
2010-07-22,33.879459381103516
2010-07-23,34.51711654663086
2010-07-26,35.5863151550293
2010-07-27,39.10953903198242
2010-07-28,38.25288772583008
2010-07-29,39.01291275024414
2010-07-30,39.624794006347656
2010-08-02,40.68112564086914
2010-08-03,41.21574020385742
2010-08-04,41.39607238769531
2010-08-05,41.280128479003906
2010-08-06,41.26081085205078
2010-08-09,41.280128479003906
2010-08-10,41.576412200927734
2010-08-11,40.26245880126953
2010-08-12,40.28178787231445
2010-08-13,39.99838638305664
2010-08-16,40.57806396484375
2010-08-17,41.62150192260742
2010-08-18,41.79541015625
2010-08-19,41.4926872253418
2010-08-20,41.859825134277344
2010-08-23,41.17707443237305
2010-08-24,40.565189361572266
2010-08-25,40.89366912841797
2010-08-26,40.17228317260742
2010-08-27,41.0869026184082
2010-08-30,40.62315368652344
2010-08-31,40.61027908325195
2010-09-01,42.39442443847656
2010-09-02,42.76799392700195
2010-09-03,42.70358657836914
2010-09-07,42.42662048339844
2010-09-08,42.70358657836914
2010-09-09,43.495819091796875
2010-09-10,43.05139923095703
2010-09-13,43.53446960449219
2010-09-14,43.41209030151367
2010-09-15,43.72770309448242
2010-09-16,44.178558349609375
2010-09-17,44.455528259277344
2010-09-20,45.4603157043457
2010-09-21,45.093177795410156
2010-09-22,45.737281799316406
2010-09-23,45.36369705200195
2010-09-24,45.72439956665039
2010-09-27,45.898311614990234
2010-09-28,45.33149719238281
2010-09-29,43.43141174316406
2010-09-30,43.3026008605957
2010-10-01,43.959564208984375
2010-10-04,44.13991165161133
2010-10-05,44.93215560913086
2010-10-06,44.62942886352539
2010-10-07,45.13825607299805
2010-10-08,46.278324127197266
2010-10-11,46.70342254638672
2010-10-12,47.418365478515625
2010-10-13,47.75973129272461
2010-10-14,48.08177947998047
2010-10-15,48.22993469238281
2010-10-18,48.51333236694336
2010-10-19,47.99805450439453
2010-10-20,48.0495719909668
2010-10-21,48.004486083984375
2010-10-22,48.62282943725586
2010-10-25,47.7790641784668
2010-10-26,47.58584976196289
2010-10-27,47.605159759521484
2010-10-28,48.01738739013672
2010-10-29,48.1655158996582
2010-11-01,47.2315788269043
2010-11-02,42.74867248535156
2010-11-03,43.76634216308594
2010-11-04,43.347679138183594
2010-11-05,43.54092788696289
2010-11-08,45.15758514404297
2010-11-09,44.6938362121582
2010-11-10,44.242977142333984
2010-11-11,44.33314895629883
2010-11-12,44.94503402709961
2010-11-15,45.24776840209961
2010-11-16,44.590782165527344
2010-11-17,44.04330062866211
2010-11-18,44.53281784057617
2010-11-19,44.841983795166016
2010-11-22,44.494171142578125
2010-11-23,44.32026672363281
2010-11-24,45.16402816772461
2010-11-26,44.590782165527344
2010-11-29,44.66807556152344
2010-11-30,45.33794021606445
2010-12-01,45.99491882324219
2010-12-02,46.61324691772461
2010-12-03,46.92240905761719
2010-12-06,46.61968994140625
2010-12-07,46.213897705078125
2010-12-08,46.20746612548828
2010-12-09,45.56336975097656
2010-12-10,45.61489486694336
2010-12-13,45.55693435668945
2010-12-14,45.241329193115234
2010-12-15,45.00944900512695
2010-12-16,47.88212203979492
2010-12-17,47.862796783447266
2010-12-20,47.90144729614258
2010-12-21,48.307212829589844
2010-12-22,48.313663482666016
2010-12-23,48.043148040771484
2010-12-27,47.946537017822266
2010-12-28,47.72753143310547
2010-12-29,47.37971878051758
2010-12-30,47.12208557128906
2010-12-31,46.954620361328125
2011-01-03,47.192935943603516
2011-01-04,47.00613784790039
2011-01-05,46.78715896606445
2011-01-06,46.51020050048828
2011-01-07,46.56816482543945
2011-01-10,46.11729431152344
2011-01-11,46.407127380371094
2011-01-12,46.76140594482422
2011-01-13,46.85799789428711
2011-01-14,46.89020919799805
2011-01-18,46.52307891845703
2011-01-19,46.50374984741211
2011-01-20,46.9030876159668
2011-01-21,46.76783752441406
2011-01-24,48.17839813232422
2011-01-25,48.307212829589844
2011-01-26,48.56486129760742
2011-01-27,48.42316436767578
2011-01-28,47.457008361816406
2011-01-31,46.851558685302734
2011-02-01,44.44908905029297
2011-02-02,42.626285552978516
2011-02-03,43.399208068847656
2011-02-04,43.399208068847656
2011-02-07,43.53446960449219
2011-02-08,43.798553466796875
