Date,TRN
2010-01-04,4.447327136993408
2010-01-05,4.484287738800049
2010-01-06,4.491678237915039
2010-01-07,4.474430084228516
2010-01-08,4.558204174041748
2010-01-11,4.469503402709961
2010-01-12,4.385731220245361
2010-01-13,4.457504749298096
2010-01-14,4.336231231689453
2010-01-15,4.294154167175293
2010-01-19,4.370880126953125
2010-01-20,4.338706016540527
2010-01-21,4.276828765869141
2010-01-22,4.1852545738220215
2010-01-25,4.150604248046875
2010-01-26,4.1407036781311035
2010-01-27,4.115954399108887
2010-01-28,3.9550766944885254
2010-01-29,3.8709278106689453
2010-02-01,3.9352779388427734
2010-02-02,3.9253780841827393
2010-02-03,3.8362784385681152
2010-02-04,3.7669785022735596
2010-02-05,3.814002752304077
2010-02-08,3.774402618408203
2010-02-09,3.8585519790649414
2010-02-10,3.9278504848480225
2010-02-11,4.0689287185668945
2010-02-12,4.108528137207031
2010-02-16,4.259504318237305
2010-02-17,4.304056167602539
2010-02-18,4.224853992462158
2010-02-19,4.284255504608154
2010-02-22,4.2793049812316895
2010-02-23,4.224853992462158
2010-02-24,4.2867302894592285
2010-02-25,4.212479591369629
2010-02-26,4.1654534339904785
2010-03-01,4.224853992462158
2010-03-02,4.3609795570373535
2010-03-03,4.3956298828125
2010-03-04,4.328804969787598
2010-03-05,4.373356342315674
2010-03-08,4.41048002243042
2010-03-09,4.422854900360107
2010-03-10,4.430280685424805
2010-03-11,4.4624552726745605
2010-03-12,4.49710750579834
2010-03-15,4.638182640075684
2010-03-16,4.727282524108887
2010-03-17,4.781733512878418
2010-03-18,4.8337082862854
2010-03-19,4.912910461425781
2010-03-22,5.004485130310059
2010-03-23,5.061410903930664
2010-03-24,5.061410903930664
2010-03-25,5.093585014343262
2010-03-26,5.041610240936279
2010-03-29,5.066361427307129
2010-03-30,5.016860008239746
2010-03-31,4.940133571624756
2010-04-01,5.002009868621826
2010-04-05,5.2346625328063965
2010-04-06,5.303962230682373
2010-04-07,5.2618865966796875
2010-04-08,5.37573766708374
2010-04-09,5.497014045715332
2010-04-12,5.6529388427734375
2010-04-13,5.610716342926025
2010-04-14,5.9559550285339355
2010-04-15,6.234131336212158
2010-04-16,6.08262300491333
2010-04-19,6.035431861877441
2010-04-20,6.117395401000977
2010-04-21,6.26393461227417
2010-04-22,6.400537967681885
2010-04-23,6.504852294921875
2010-04-26,6.571914196014404
2010-04-27,6.3036723136901855
2010-04-28,6.335963249206543
2010-04-29,6.412956237792969
2010-04-30,6.181972980499268
2010-05-03,6.3086419105529785
2010-05-04,6.00314474105835
2010-05-05,5.697646141052246
2010-05-06,5.526271820068359
2010-05-07,5.27789831161499
2010-05-10,5.841702461242676
2010-05-11,5.883924961090088
2010-05-12,6.117395401000977
2010-05-13,6.102489948272705
2010-05-14,5.839219570159912
2010-05-17,5.682744026184082
2010-05-18,5.6628737449646
2010-05-19,5.404568195343018
2010-05-20,4.932662010192871
2010-05-21,5.166131496429443
2010-05-24,4.999723434448242
2010-05-25,5.022075176239014
2010-05-26,5.198418617248535
2010-05-27,5.553590297698975
2010-05-28,5.42692232131958
2010-06-01,5.1586809158325195
2010-06-02,5.372279644012451
2010-06-03,5.4095354080200195
2010-06-04,5.074233055114746
2010-06-07,4.80599308013916
2010-06-08,4.753835201263428
2010-06-09,4.825860977172852
2010-06-10,5.099071979522705
2010-06-11,5.20090389251709
2010-06-14,5.2530622482299805
2010-06-15,5.431889533996582
2010-06-16,5.36483097076416
2010-06-17,5.339991092681885
2010-06-18,5.310185432434082
2010-06-21,5.3151535987854
2010-06-22,5.022075176239014
2010-06-23,4.969919204711914
2010-06-24,4.825860977172852
2010-06-25,4.8954057693481445
2010-06-28,4.818410396575928
2010-06-29,4.485592365264893
2010-06-30,4.401145935058594
2010-07-01,4.356439113616943
2010-07-02,4.334085941314697
2010-07-06,4.254607677459717
2010-07-07,4.463239669799805
2010-07-08,4.510430335998535
2010-07-09,4.62468147277832
2010-07-12,4.530299663543701
2010-07-13,4.729873180389404
2010-07-14,4.747334957122803
2010-07-15,4.7498297691345215
2010-07-16,4.507848739624023
2010-07-19,4.542773723602295
2010-07-20,4.814691066741943
2010-07-21,4.772281646728516
2010-07-22,4.9843292236328125
2010-07-23,5.233792781829834
2010-07-26,5.313623428344727
2010-07-27,5.1789116859436035
2010-07-28,5.16893196105957
2010-07-29,5.196372985839844
2010-07-30,5.081620216369629
2010-08-02,5.109062194824219
2010-08-03,5.044200420379639
2010-08-04,4.951897144317627
2010-08-05,4.892024993896484
2010-08-06,4.837141036987305
2010-08-09,4.897014617919922
2010-08-10,4.709916591644287
2010-08-11,4.497870445251465
2010-08-12,4.428017616271973
2010-08-13,4.383115768432617
2010-08-16,4.442986488342285
2010-08-17,4.470427989959717
2010-08-18,4.535289764404297
2010-08-19,4.373137474060059
2010-08-20,4.333220481872559
2010-08-23,4.205994606018066
2010-08-24,4.103712558746338
2010-08-25,4.11868143081665
2010-08-26,4.233434677124023
2010-08-27,4.393093585968018
2010-08-30,4.240920066833496
2010-08-31,4.2708539962768555
2010-09-01,4.517825603485107
2010-09-02,4.587677001953125
2010-09-03,4.7498297691345215
2010-09-07,4.67997932434082
2010-09-08,4.72238826751709
2010-09-09,4.665010452270508
2010-09-10,4.72238826751709
2010-09-13,4.837141036987305
2010-09-14,4.812195301055908
2010-09-15,4.839636325836182
2010-09-16,4.762304306030273
2010-09-17,4.837141036987305
2010-09-20,5.036715984344482
2010-09-21,5.126522064208984
2010-09-22,5.111555099487305
2010-09-23,5.089102745056152
2010-09-24,5.193880558013916
2010-09-27,5.193880558013916
2010-09-28,5.47577428817749
2010-09-29,5.543130874633789
2010-09-30,5.555605888366699
2010-10-01,5.675349712371826
2010-10-04,5.490744113922119
2010-10-05,5.687822341918945
2010-10-06,5.715260982513428
2010-10-07,5.6853251457214355
2010-10-08,5.720251560211182
2010-10-11,5.777629852294922
2010-10-12,5.750186443328857
2010-10-13,6.080629348754883
2010-10-14,5.930428981781006
2010-10-15,5.867845058441162
2010-10-18,5.882866382598877
2010-10-19,5.74768590927124
2010-10-20,6.110671043395996
2010-10-21,5.977992057800293
2010-10-22,6.115676403045654
2010-10-25,6.093149185180664
2010-10-26,5.9053955078125
2010-10-27,5.880362510681152
2010-10-28,5.767712116241455
2010-10-29,5.690105438232422
2010-11-01,5.715142726898193
2010-11-02,5.857832431793213
2010-11-03,5.815275192260742
2010-11-04,6.130696773529053
2010-11-05,6.180764675140381
2010-11-08,6.055595397949219
2010-11-09,6.095652103424072
2010-11-10,6.1832685470581055
2010-11-11,6.1832685470581055
2010-11-12,5.970483303070068
2010-11-15,6.043079376220703
2010-11-16,5.855329513549805
2010-11-17,5.752691745758057
2010-11-18,5.862839698791504
2010-11-19,5.830295562744141
2010-11-22,5.827792167663574
2010-11-23,5.645047187805176
2010-11-24,5.957966327667236
2010-11-26,5.885370254516602
2010-11-29,5.8027567863464355
2010-11-30,5.732666015625
2010-12-01,5.970483303070068
2010-12-02,6.065609455108643
2010-12-03,6.070618629455566
2010-12-06,6.213307857513428
2010-12-07,6.2683820724487305
2010-12-08,6.053093433380127
2010-12-09,5.998018741607666
2010-12-10,6.208300590515137
2010-12-13,6.30092716217041
2010-12-14,6.2758917808532715
2010-12-15,6.140710830688477
2010-12-16,6.083132743835449
