Date,TRTX
2017-07-20,7.3662543296813965
2017-07-21,7.4001145362854
2017-07-24,7.43021297454834
2017-07-25,7.373782634735107
2017-07-26,7.43021297454834
2017-07-27,7.433973789215088
2017-07-28,7.460310935974121
2017-07-31,7.486645698547363
2017-08-01,7.486645698547363
2017-08-02,7.482882022857666
2017-08-03,7.505455493927002
2017-08-04,7.516742706298828
2017-08-07,7.479119777679443
2017-08-08,7.482882022857666
2017-08-09,7.46783447265625
2017-08-10,7.460310935974121
2017-08-11,7.46783447265625
2017-08-14,7.475358963012695
2017-08-15,7.460310935974121
2017-08-16,7.4001145362854
2017-08-17,7.336161136627197
2017-08-18,7.339921474456787
2017-08-21,7.181910991668701
2017-08-22,7.230819225311279
2017-08-23,7.238343238830566
2017-08-24,7.339921474456787
2017-08-25,7.43021297454834
2017-08-28,7.460310935974121
2017-08-29,7.486645698547363
2017-08-30,7.501693248748779
2017-08-31,7.6107940673828125
2017-09-01,7.6709885597229
2017-09-05,7.701086044311523
2017-09-06,7.625843524932861
2017-09-07,7.640894889831543
2017-09-08,7.667227745056152
2017-09-11,7.674752235412598
2017-09-12,7.674752235412598
2017-09-13,7.591983795166016
2017-09-14,7.516742706298828
2017-09-15,7.354969024658203
2017-09-18,7.339921474456787
2017-09-19,7.422687530517578
2017-09-20,7.41892671585083
2017-09-21,7.3587327003479
2017-09-22,7.385067462921143
2017-09-25,7.385067462921143
2017-09-26,7.317349910736084
2017-09-27,7.411401748657227
2017-09-28,7.456545829772949
2017-09-29,7.437737464904785
2017-10-02,7.505455493927002
2017-10-03,7.565649032592773
2017-10-04,7.497932434082031
2017-10-05,7.562964916229248
2017-10-06,7.570615291595459
2017-10-09,7.589742660522461
2017-10-10,7.524708271026611
2017-10-11,7.601218223571777
2017-10-12,7.597393989562988
2017-10-13,7.605043411254883
2017-10-16,7.605043411254883
2017-10-17,7.54000997543335
2017-10-18,7.494105339050293
2017-10-19,7.42907190322876
2017-10-20,7.3946428298950195
2017-10-23,7.367865085601807
2017-10-24,7.421420574188232
2017-10-25,7.448200702667236
2017-10-26,7.325784206390381
2017-10-27,7.386991500854492
2017-10-30,7.364039421081543
2017-10-31,7.467326641082764
2017-11-01,7.4596757888793945
2017-11-02,7.471152305603027
2017-11-03,7.436723709106445
2017-11-06,7.3946428298950195
2017-11-07,7.375514984130859
2017-11-08,7.413768291473389
2017-11-09,7.390817642211914
2017-11-10,7.371689796447754
2017-11-13,7.432898044586182
2017-11-14,7.432898044586182
2017-11-15,7.425247669219971
2017-11-16,7.402294158935547
2017-11-17,7.3946428298950195
2017-11-20,7.4596757888793945
2017-11-21,7.497933864593506
2017-11-22,7.4596757888793945
2017-11-24,7.448200702667236
2017-11-27,7.409945011138916
2017-11-28,7.440550327301025
2017-11-29,7.444373607635498
2017-11-30,7.341086387634277
2017-12-01,7.314309120178223
2017-12-04,7.352561950683594
2017-12-05,7.425247669219971
2017-12-06,7.3946428298950195
2017-12-07,7.436723709106445
2017-12-08,7.440550327301025
2017-12-11,7.409945011138916
2017-12-12,7.402294158935547
2017-12-13,7.436723709106445
2017-12-14,7.425247669219971
2017-12-15,7.482630729675293
2017-12-18,7.478802680969238
2017-12-19,7.398468494415283
2017-12-20,7.455851078033447
2017-12-21,7.455851078033447
2017-12-22,7.440550327301025
2017-12-26,7.42907190322876
2017-12-27,7.425247669219971
2017-12-28,7.4993815422058105
2017-12-29,7.433050155639648
2018-01-02,7.433050155639648
2018-01-03,7.331603527069092
2018-01-04,7.339405059814453
2018-01-05,7.335503578186035
2018-01-08,7.405738353729248
2018-01-09,7.397932052612305
2018-01-10,7.425247669219971
2018-01-11,7.425247669219971
2018-01-12,7.362818241119385
2018-01-16,7.335503578186035
2018-01-17,7.374521732330322
2018-01-18,7.323801517486572
2018-01-19,7.374521732330322
2018-01-22,7.433050155639648
2018-01-23,7.436954021453857
2018-01-24,7.421346664428711
2018-01-25,7.397932052612305
2018-01-26,7.3433074951171875
2018-01-29,7.351111888885498
2018-01-30,7.2925848960876465
2018-01-31,7.3433074951171875
2018-02-01,7.390131950378418
2018-02-02,7.323801517486572
2018-02-05,7.195036888122559
2018-02-06,7.226251125335693
2018-02-07,7.234057426452637
2018-02-08,7.210643768310547
2018-02-09,7.179428577423096
2018-02-12,7.21845006942749
2018-02-13,7.315995693206787
2018-02-14,7.304289817810059
2018-02-15,7.3433074951171875
2018-02-16,7.390131950378418
2018-02-20,7.331603527069092
2018-02-21,7.335503578186035
2018-02-22,7.276976585388184
2018-02-23,7.308190822601318
2018-02-26,7.308190822601318
2018-02-27,7.315995693206787
2018-02-28,7.2301530838012695
2018-03-01,7.335503578186035
2018-03-02,7.331603527069092
2018-03-05,7.405738353729248
2018-03-06,7.4135422706604
2018-03-07,7.378427028656006
2018-03-08,7.538403034210205
2018-03-09,7.624242305755615
2018-03-12,7.721787929534912
2018-03-13,7.7569050788879395
